,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600157.SH,X600362.SH,X601992.SH,X600111.SH,X600188.SH,X600299.SH,X601158.SH,X600352.SH,X000027.SZ,X000539.SZ,X600583.SH,X600309.SH,X600660.SH,X000630.SZ,X600623.SH,X002466.SZ,X600098.SH,X000792.SZ,X600160.SH,X000709.SZ,X000898.SZ,X000883.SZ,X600021.SH,X002470.SZ,X000060.SZ,X600863.SH,X600578.SH,X600489.SH,X600315.SH,X300072.SZ,X000629.SZ,X600547.SH,X600022.SH,X600808.SH,X601918.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.482685695656718,0,0,0,0,0,0.146299060327618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623882179342062,0,0,0,0,-0.00255281956819096,0,0.0119565379268401,0.0256889127336107,0.0112366590979845,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0462986027076776,0,0,0,-0.0139946295368012,0,0,0,0,0,0
X600028.SH,0.533560264153165,0,0,0,0,0,0,0.0167527152213594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160827827313352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000551150444855005,0,0.0801715814391533,0,0.00738730835379859,0.0290455603254819,0,0,0,0,0,0,6.93889390390723e-18,0,0.00529373695791562,-0.0036024581936243,0,0,0,0,0,0
X601088.SH,0,0,0,0.3474999360052,0,0,0.176785890025409,0,0,0,0,0,0,0,0,0,0.104106855253134,0,0.0424896262404172,-0.0173151504369988,0,0,0,0,0.126047877033416,0,0,0,-0.0346989541975251,0.0222531065643231,0,0,-0.0368827674224508,0.0403993922312653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417643156776204,0,0,-0.00867191695896046,0,0,0,0,0,0
X600011.SH,0,0,0.0873289384847596,0,0,0,0,0,0,0,0.413708758210539,0,0.130196061078223,0,0,0,0.150611563947668,0,0,0,0,0,0,0,0,0,0,0,-0.0732645508226669,0.0187706458703942,0,0.0293275435106498,0,0,0,0.125196186768374,0,0.0836575890623942,0,0,0,-0.0397165038189796,0,0,0,0,0,0,-0.0417311400484712,0,-0.00198343246226756,0.00431482100687848,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243678889868268,0.172252065926392,0,0,0,0,0,0,0,0,0,0,0.067883551582071,0,0,-0.00331931225204382,0.0392652249613875,0,0,0,0,0.168034502783675,0,0,0,0,0.202689970445625,0,0,0,0,0,0,-0.0101178377972224,-0.00798997493385277,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.00631744920095255,0,0,0,0,0,0.0772724745201678,0,0,0,0,0,0.0940618988821029,0,0.0552890609766996,0,0,0,0,0,0.16357147529387,0,0,0,4.33680868994202e-19,0,0,0,0,0.211534606169152,0.0608048937577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.373195237243751,0,0,0,0,0.00827242159193061,0,0,0,0,0,0.130023591134303,0,0,0.014097003256635,0,0.00816265491248852,-0.0238102223298079,0.0643334924895787,0,0,0,0,0,0,0,0,0,0,0,0.0182716363186508,0,0,0,0,0,0.098291964370974,0,0,0,0,0,0,0,0,0,0.0152335763716591,0,-0.0198091175882781,0,0,0,0,0,0,0
X601898.SH,0,0.0698566683542064,0,0,0,0,0,0,0,0.41042715664841,0,0,0,0,0.106875046418271,0,0,0.0113336109190076,0,0,0.111332411061852,0,0,0,0.0797497116529374,0,0,0,0,0,0,0,0,0,0,0,0.192987773291664,0,0,0,0.107048878665909,0,0,0,0,0,0,-3.46944695195361e-18,0.0598066872958402,0,-0.0114341983965457,-0.00111439549732674,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0321219825200981,0,0,0,0,0,0,0,0,0.0424930112168037,0,0,0,0,0,0,0.213253863405001,0,0,0,0,0,0.00386753146382715,0,0,0,0,0,0.149476034874298,0.107707708692107,0,0.0135304888052818,0.0592823783784665,0,0,0,0,0,0,0,0,0.0104934888571423,0,-0.00866150586018118,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.129267199934561,0,0,0,0,0,0,0.208636430115376,0,0,0,0,0.0469192270300733,0.0456750618317072,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00482969049690595,0,0.0272422310759559,0,0.0643422326254691,0.312432227568969,0,0,0.0976811632256252,0,0,0,0,0,-0.0135932751198673,0,0,0,0,0,0,0
X601991.SH,0,0,0.0155219734375767,0.331567850725762,0.0305685321561931,0,0,0.125179273536484,0,0,0,0.0778152034594809,0.0723439677706879,0,0,0,0,0,0.127325977027902,-0.0217708460303609,0,0,0,0,0,0,0,0,0,0,0,0.0198971806433715,0,0,0,0.123767398986087,0,0,0,0.0122318843033997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497085641837489,0,0,0.0300274255903258,0,0.16364673230721,0,0.0790054345370953,0.0321306156726294,0,0,0,0,0.0346049341441611,0.123080211170021,0,0,0,0,0.21455451057116,0,0,0,0.191713719250687,0,0,0,0,0,0,0,0,0,0,0,-0.0130144812125258,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.257040930383194,0,0,0,0,0,0,0,0.209237248625867,0,0,0,0,0.11057975175972,0,0,0,0,0,0,0,0,0,0,-0.0153625186334422,0,0,0.0926857650544664,0,-0.0629002971885445,0,0.0658472131900598,0,0,0,0,0.175331924847824,0,0,0,0,0,0,0,0,-0.0533195649985544,0,-0.0123808752343978,0.00342989280903056,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.405134450091228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144592204930721,0,0,0,0,0.118726224705052,0,0,0,0.124131750507472,0,0.0479796759187948,0,-0.397986680006786,0,0.0166289021766292,0,0.0315120082660392,0,0,0,0,0,0,0,0,0,0.216792825502756,0,0,-0.191942198636503,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.393122205059216,0,0,0,0,0,0,0,0,0,0,0.0856209777112692,0,0.229444762670114,0,0,0,0,0,0.00727949238541949,0,1.73472347597681e-18,0,0,0,0,0,0.0121526080914247,0,0,0,0,0,0,0,0,0,0.139708079392049,0,0,0,0.0198219442513269,-0.0584080302077086,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.110716354518679,0,0.251191278293477,0,0.0487779126654388,0,0,0.0458526443353662,0.128503424913979,0.0243942488999604,0,0.0343141125491935,0,0,0,0,0,0,0,-0.0372263689488405,0,0,0,0,0,0,0,0,0,0.0714727964446415,0,0,0,0,0,0,0.361114702463859,0,0,0,0,0,0.0253438239904973,0,0,0,0,0,0
X601992.SH,0,0,0,0.128303412032034,0,0,0,0,0,0,0.0308055939863253,0,0,0,0,0,0,0,0.259358799814063,0,0,0,0.165872813389863,0,0,0,0,0,0,0.0411902133743382,0,0.16361329399818,0,0,0,0.141385467748424,0,0,0.0989209664620259,0,0,0,0,0,0,0,0,0,0,0,-0.0376113002820978,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.105599365361756,0,0,0,0,0,0,0,0,0,0.106489054696596,0.0938974791301746,0,0,0,0.0661458938036574,0.12134812504357,0,0,0,0,0,0,0,0,-0.0184307679519853,0,0,-0.0296602497120921,0,0,0,0,0,0.308365222113824,0,0,0,0,0,0,0,0,0,0.0824904941003728,0,0.030620395753016,-0.0192460903035072,-0.0443122364182452,0,0,0,0,0
X600188.SH,0,0,0,0,0.259907150375049,0,0,0,0,0,0,0,0,0,0,0.240229842176683,0.0259870279466582,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.0577870810954176,0,0,0,0.00318182108858762,0.0885531276760178,0,0,0.31410400400171,0,0,0.0659284473937792,0,0,0,0,0,0,0,0,0,0.050618869116137,0,0.036529978468121,-0.048489893957145,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594318609644367,0,0,0,0,0,0.104679771696174,0,0,0,0.215493346746356,0,0,0,0.339986550575612,0,0.149928483104909,0,0,0,-0.0619515952258066,0,0,0,0,0.0362982060021872,-5.42101086242752e-20,0,0.0225093970339188,0.0321190049906878,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.0283197999489524,0,0,0,0.0897968252834185,0,0,0,0,0,0.136213070493047,0,0,0,0,0.515219770310479,0,0,0,0,0,0,0,0.106661544097011,-0.16836565487454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839853786553871,0,0,-0.0523778609306925,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108365763246271,0,0,0,0,0,0,0,0,0,0,0.145619975712073,0,-0.0382636213499792,0,0.199907857833729,0.383568902592825,0,0,0.0103803462624625,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0920180745553033,0.0342647329698278,0,-0.00168056433713707,0.0118335380512874,0,-6.93889390390723e-18,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.286598035287914,0,0,0,0,0,0,0.10394435966926,0,0,0,0,0,0.00387617020823927,0,0,0,0,0,0,0,0,0,0,0,0.080275772478729,0,0,0.213234668689241,0.0830980023820552,0,1.38777878078145e-17,0,0.160547246354073,0,0,-6.93889390390723e-18,0,0,0,0,0.07746496339084,0,-0.0340038392798056,0.0650396582269588,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0404215320376367,0,0,4.33680868994202e-19,0,0,0,0.306637164599413,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0721652521286498,0.322043459568836,0,0.0260799494459072,0,0,0.0226214380597149,0,0,0,0,0,0,0,0,0,0.0486815374631115,0,-0.0127398656370119,0,0,0,0,0,0,0
X600583.SH,0,0,0.0741007086000144,0,0,0,0,0,0,0,0,0.175795267232895,0,0,0,0,0.201000727247157,0.0580985608315271,0,0,0,0,0,0,0,0,0,0.0992500592798127,0.0837318758852556,-0.0262894733387584,0,0,0.069013360461079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147748905456941,0,0.00697857489977496,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0704098134355772,0,0,0,0.364472794520365,0,0,0,0,0,0,0,0.0159800526521587,0.176896747203166,0.0525300090427765,0,0,0,0,0,0,0,0.0238626305615364,-0.0182418937715234,0,0,0,0,0,0.0751986685359288,0,0.113681095215685,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118663041342166,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.0356698504168412,0,0,0,0,0,0,0.172271389975084,0,0.19389083922955,0,0,0,0.0873140432801004,0,0,0,0,0,0,0,0,0,0,-0.00493979208105888,0,-0.0312227869355083,0.0600755824904667,0,0,0,0,0,0,0.0584263125389154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138797865552359,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112867260530769,0,0,0,-0.219781896950174,0,0.0807977594626062,0,0.0824375205505713,0,0,0,0.0411295206718497,-0.0326600826503604,0,0,0.0273415359812125,0,0,0,0,0,0,0,0,0,-0.0503717802989792,0,0,0,0,0,0,0,0.0944472008199728,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609485410448245,0,0,0,0,0,0.00953989936535842,0,0,0,0,0,0,0,0,0,0.158551618759094,0.32737864809792,0,0.0458279636874668,0,0,0,0,0,0,0,0,0,0,0.3983948070541,0,0,0,0,0.206176593983794,0,0.0253962997693116,0.0420723856849291,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.0112196793140312,0,0,0,0,0,-0.168367221307799,0,0,-0.549178605734044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543377668250622,0,0,0,0,0.343142016761219,0,-0.0527702803908187,0.0897656823032478,0,0,0,0.701251906398874,0,0,0,0,0,0,0,0.00676661572698495,0,0,0,0,0,0
X600098.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130419811853814,0.121078837325964,0,0,0,0,0,0,0,0.421210142450667,0.0173518531867727,0,0.00559526846533028,0.00553471932705278,0,0,0,0.0133600572686479,0.0720086712052285,0,0,0,0,0,0,0,0,0,0,0.117956586735733,0,8.67361737988404e-19,0.00130295199269283,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.232295805128387,0.129671894565597,0,0.0266290581952916,0,0,0,0.185319910892427,0,0,0,0,0,0,0,0,0,0,0.082330719606403,0.0941187041280853,0,0,-0.110710539186751,0,0,0,0,0.124838065597745,0,0,0,0,0,0,0,0,0,0.125631891824369,0,0,-0.00979154145351068,0.0797077225723982,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22487973610871,0,0,-0.0545412983225126,0.321004724719251,0,0,0,0,0.0687421317187346,0.221408735760942,0,0,0,0,0.744522420611993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205885959759305,8.67361737988404e-19,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202366549763024,0,-0.0423317982136924,0,0,0,0,3.46944695195361e-18,0,0,-0.0429285819194274,-0.0106970220667018,0,-0.121610288703451,0,0.11555564184773,0,0.0226477842723587,0,0,0,0.405721843703834,0,-0.264863163723726,0,0,0,0,0,0.461081129329433,0,-0.0275794789215464,0,-0.126464928070462,0.105700791264306,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.161641814615817,0,0,0,0,0,0,0.00874933990856326,0.0655675118325592,0,0.0860066685990745,0,0.167467249358254,0,0,0,0,0,0,0.143172669811686,0,0,0,0,0,0.0151976946003605,0,0.0092329092793486,0,0.0674837619489008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00967042402905183,-0.0148661431594407,0,0,0,0,0,0
