,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X600188.SH,X601991.SH,X002466.SZ,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X600795.SH,X600547.SH,X002460.SZ,X601992.SH,X600111.SH,X600886.SH,X600516.SH,X600176.SH,X000898.SZ,X000786.SZ,X000792.SZ,X600352.SH,X002271.SZ,X000709.SZ,X600027.SH,X600299.SH,X000553.SZ,X000408.SZ,X000825.SZ,X600489.SH,X601158.SH,X601699.SH,X600157.SH,X600219.SH,X002470.SZ,X600549.SH,X000883.SZ,X600808.SH,X600315.SH,X000630.SZ,X600583.SH,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.378261291160871,0,0,0,0,0,0,0,0,0,0,0,0.0176114753991192,0,0.162470992842312,0,0,0.0359422721483831,0.0465473149038292,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0251727145681353,0,0,0,0,0,0,0,0,0.00313346080651245,0,0,0.0859183944041961,0.0445240963916456,0,0,0.00899626723827032,0,0,0,0,0,0
X600028.SH,0.502495717121499,0,0.0775722472052128,0,0,0,0,0,0,0,0,-0.0826311487378373,0.342390834090202,0,0,-0.0462792633837423,0,0.1260090695936,0,0,0,0,0,0.0448176296380189,0,0.101123778173795,-0.0444394878245461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145663187104187,0,0.091972465200091,0.0109256345695709,0,-0.0446717439971184,0.0139843646288994,0,0,0,0,0,0
X601088.SH,0,0.0786176027462211,0,0.266272104348258,0,0,0,0.022581865139745,0,0,0,0,0,0.0441647467943394,0,0,0,0,0,0,0,0,-0.0640159681744322,0.0176118647655666,0.0379044414406322,0,-0.0442263661439033,0,0,0,0,-0.124246690184838,0,0,0.00855938003172244,0,0,0.359417316304356,0,0,0,0,0,0,0,0,0,0,0,0.0293501151069299,-0.0262811235716998,0,0,0,0,0,0
X600019.SH,0,0,0.146616679328104,0,0.137507827980662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0849953096754395,0,0,-0.0246030508698519,0.287943088336222,0,-0.0287844877267257,0,0,0,0,0,0,0,0.0106207635536478,0,0,0.273264874937451,0,0,0,0,0,0,0,0,0,0,0,0.00787420852300049,-0.028548407406716,0,0,0,0,0,0
X600585.SH,0,-0.0261863777631224,0.230390600278836,0.559939656702184,0,0,0,-0.0269353427897781,0,0,0,0.0470944246252858,0,0,0,0,0,0,0,0,0,0,0,0.0872603918042252,0,0.0495649136275276,-0.155457172359281,0,0,0,0,0.272272804049795,0.0369889325811117,0,0,0,0,0.129733374161397,0,0,0,0,0,0,0,0,0,0.0414522894260704,0,-0.0418193754697821,0.0837497553226467,-4.33680868994202e-19,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.00933407552701172,0,0,0,0,0,0,0,0,0,0.00792662551959248,0.0889487271134977,0.183623885188757,0,0,0,0.0483464127648193,0,0,0.0348778492347238,0,0,0,0,0,0.0290815153367311,0,0,0,0,0.0252431237714142,0,0.149288737703759,0,0,0.13595119095072,0,0,0,0,0,-0.00679612591114964,0.00851125313811048,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.254180052303685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127869430504777,0,0.0331680813426425,0.0834162854617092,0,0,0,0,0.09524497571357,0,0.238294701190091,0,0.167059967630895,-0.0221157476174986,0,0,0,0.130355685267521,0,0,0,0,0,0,0,0,0,0,0,-0.0165121528965736,-0.00220802999352181,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.153490873095162,0,0,0.571285977414829,0,-0.0480749979029966,0,0,-0.205066904776295,-0.0832008561807578,0,0,0,0,-0.0329600728179169,0,0,-0.283049338529194,0,0,0,-0.0493722882739351,0.508822380477828,0,0,0,-0.27761693802246,-0.0683610114932235,0,0,0,0,0,0,-0.572873919363449,0,0,0,0,0,0,0,0,0.08761398048838,-0.199507509349684,-0.985049839307663,0,0,0,0,0
X601898.SH,0,0.0165338852119779,0,0,0,0,0.0919186901021106,0,0,0.0944425645512124,0,0,0,0,0.314392960787584,0,0,0.0235319997964804,0,0,0,0,0,0,0,0,0.0761637884566326,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0208134392775094,0,0,0.112420503632625,0.0637314085350265,0,0.168346000028925,0,0,0.00168328451628742,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0.0918974383709991,0,0.0543254003860567,0,0,0,0,0,0,0,0,0,0,0,0,0.079536016376533,0.0643546108118787,0,0,0,8.67361737988404e-19,0.142624018275089,0.378311057167455,0.172592861661549,0,0,0,0,0,0,0,0.180117791213461,0,0,0,0.273383777753927,0,0,0,0,0,0,0,0,0,0,0,-0.0100768921536978,-0.00124204854645088,0,0,0,0,0,0
