,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600886.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X000539.SZ,X600362.SH,X600111.SH,X600157.SH,X600188.SH,X601158.SH,X002075.SZ,X600583.SH,X600352.SH,X000898.SZ,X600309.SH,X601992.SH,X600021.SH,X002353.SZ,X000027.SZ,X000883.SZ,X000629.SZ,X600660.SH,X600808.SH,X000878.SZ,X600863.SH,X000959.SZ,X000825.SZ,X002470.SZ,X600578.SH,X600489.SH,X600547.SH,X600022.SH,X000792.SZ,X000012.SZ,X600098.SH,X600008.SH,X600612.SH,X600307.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.675179444798277,0.142337269445986,0.00819077296097021,0,0,0,0,0,0,-0.0911155756873615,0,-0.00414015547741457,0.0572127581851686,0,0,0,0,0,0,0,0,0,0,0,0.115402031811077,0,0,0,0,0,0,0,0,0,0,0,0,0.0142654758730818,0,0,0,0,0,0,0,0,0,0,-0.0885284171260314,0.00493873912012681,0,0,0,0,0,0,0
X600028.SH,0.507585325387503,0,0.139537761194327,0,0.0024442266497608,0.10430278772422,0,0,0,0,0.0282078806127728,0,0.0537130629385936,0,0,0,0,0,0.0588831091864878,0,0.0805895033055617,0,0,0,0,0,0,0,0,0,0,-0.0305757942122977,0,0,0,0,0,0,0,0,0,0,0,0.0408641245761773,0,0,0,0,0,0,0.00544049209803219,0.0188271531155962,0.0998700252387309,0,0,0,0,0
X601088.SH,0.0135245153241753,0,0,0.164895887351697,0,0.11766678355248,0,0.141476897188496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033579350882854,0,0,0,0.00223578730344806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197079549341638,0,0,0,0,0,0,0
X600010.SH,0,0,0.00131707982639663,0,0,0,0.275173720402246,0,0,0,0,0,0,0,0,0,0.0335730845190979,0.0511419369914742,0,0,0,0,0,0,0,0,0,0,0,0,-0.00585998181266569,0,0,0.0326157521566641,0,0,0,0,0,0,0,0,0.270451980824191,0,0.271723209343936,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0961829729664142,0,0.170220493087164,0,0,0,0.0745717989131293,0,0,0.188116197969853,0,0,0,0,0.0320064472891599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152747675426659,0,0,0,0,0,0.341412380704984,0,0,0,0,0,0,0,0,0,0,0.000745313821969017,0.0212251449313332,0,0,0,0,0,0
X600019.SH,0,0.0598714881411603,0.158185421119184,0,0.143151063676777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398498580390199,0,0.219700899062504,0,0,0,0,0,0,0,0,0,0,0.145246287015776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0347714387849602,0.221000789534891,0,0,0.0579341439678613,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0259943201274702,0.110615289176233,0.0628306811319568,0.0618321652862233,0,0,0,0,0,0,0,0,0,0.0466324803715509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197914207764487,-0.00676301464343594,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.25602496635755,0,0.141173837474467,0,0,0,0,0,0,0.320290349202539,0.113276597115932,0,0.150498826838156,0,0,0,0,-0.0234410891926748,0,0,0,0,0,0,0,0.112479411425519,0,0,0,0,0,0,0.0181507484663667,0,0,0,0,0.21366253891049,0,0,0.00936587067876373,0.00225010497666435,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0326303266802105,0.0761843146375747,0.0376229920508094,0,0.0082536582354365,0.0286534217391496,0,0,0,0,0,0,0,0,0,0,0,0,0.163116880725486,0,0,0,0,0,0,0,0.375628448489453,0,0,0,0.0882293852122594,0,0,0,0,0.0211790580034824,0,0,0,0,0,0.00086822385685743,0.0101336493285481,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0339810760083345,0,0,0,0,0.0439380420978598,0,0,0.16741323863436,0,0.26288733678112,0,0,0,0,0.0940077801433346,0,0,0,0,0,0,0.028590969289138,0,0,0,0,0,0,0,0,0,0,0,0.148108016587629,0,0,0,0,-0.059679730914113,0,0,0,0,0,-0.00234726580622391,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.257420155441395,0.265525111291286,0,0,0,0.269888671893256,0,0,0,0,0,0,0,0,-0.0690336739717071,0,0,0,0,0.105712512130623,0,0,0,-0.0301983681899837,0,0,0.230401725132927,0,0,0,0,-0.0657469640647672,0,0,-0.0126815481351059,0,0,0,0,0,0,0,0,0.00360698706881436,0,0,0,0,0,0,0
X601991.SH,0,0,0.105681294942177,0,0.243751489103543,0,0,0.225146214769206,0,0,0,0,0,0,0.179014999345754,0,0,0,0,0,0,0,0,0,0,0,0,0.0986410714644603,0,0,0,0.0555107661837378,0,0,0,6.93889390390723e-18,0,0,0,0.0575551794450464,0,0,0,0,0,0.007451535290302,0.0125647429430638,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0368838159209295,0,0,0.00734912823123609,0,0,0.0810859524231038,0,0,0,0,0,0,0,0,0.463755873751618,0,0,0,0,0,0,0,-0.0345189524403303,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.0844696909016071,0,-0.0217581084124371,-0.0725863214807295,0,0,0,0,0,0
X000709.SZ,0.125148327684356,0,0,0,0,0.235575833926853,0,0,0,0,0,0,0,0,0.16648496921005,0.0596267241305729,0,0,0.219007091580341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126359644956662,0,0,0,0.0431668897887861,0,0,0.0881390964230239,0,0.00510252645837362,-0.00346875907292484,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.106096948967053,0,0,0.164061509056926,0,0,0,0,0.0303538971460954,0.0255289231149888,0,0,0,0,0,0.035156607319249,0,0,0.158841153484608,0,0,0,0,8.67361737988404e-19,0,0,0.0377128105373213,0,0,0,0,0.380713866971311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01222023098991,-0.033435227189405,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0.135241136310915,0,0,0.145708613813647,0.111614530338772,0,0,0,0,0,0,0,0.173314749158635,0,0.00500794878275469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131151730488153,0.102935253002569,0,0,0,0,0,0,0,0,0,0,0,7.01181969400939e-05,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356169213872377,0,0,0,0.0323584776642091,0,0,0,0,0,0,0,0.208846289797766,0,0.0960691073346907,0,0,0,0,0,0.0715601199980646,0,0.331981145345938,0,0,0,0,0,0,0,0,-0.0221619823698039,-0.00991988268432989,0,0,0,0,0,0
X600111.SH,0,0,0,0.0119103268983972,0,0,0,0.0370001148478866,0,0,0.0355765143115814,0,0,0,0,0,0,0,0.0632329219687066,0.191977453196253,0,0,0,0,0,0,0,0,0,0.0704667189382177,0,0,0,0,0,0,0,0.157380520533678,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248717005157509,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665862181702238,0,0.30712588846374,0.000167661824810629,0,0,0,0,0.127337631719429,0,0,0,0,0,0,0,0.0021454277484179,0,0,0,0,0.0243766234357455,0,-0.0061814730712399,0,0,0,0,0,0,0
X600188.SH,0,0,0.122476637540717,0,0,0,0,0.089118984232128,0,0,0,0,0,0,0,0,0.300329961247742,0.288986225357739,0,0,0,0,0.0559132492604739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618601026138706,0,0.0889300709306896,0,0,0,0,0.100949021907395,0,0,0,0,0,-0.00485539582433118,-0.00222364398548811,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160102301673181,0.10397210954499,0,0.0617757239220318,0.201579214081519,0,0.0757651025633118,0,0.0723391261964241,0,0,0,0,0,0,0,0,0.0198966785152133,0,0,0,0,0,0.0757278138593103,0,0,0,0,-0.000849781389516347,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0666402627660124,-0.130453624823223,0,0.191905688545588,0,-2.16840434497101e-19,0,0,-0.308278025669873,0,0,0.181932258665213,0,0,0,0.114098986535565,0,0,0.0350350044757756,0.122075343252336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143360299527675,0,-0.295628551793161,0,0.0297018601414213,0.0773679013392904,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.0511821611124885,0,0,0.222129356779738,0,0,0,0.34474052998117,0,0,0,0,0.0254058776559291,0,0,0,0,0,0.171582471256655,0,-0.0241345833534139,0,0,0,0,0,0,0,0.0453412638931327,0,0.172289888794141,0,0,0,0,0,0,0,0.0442631940093477,0,0,0,0,-0.00556681898631758,-0.0460028972555706,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0017653125907178,0,0,0,0.119210854686473,0,0,0,0,0,0.0624063952816227,0,0,0,0.218266402149935,0,0,0,0.074725834441568,0,0,0.0700346917499025,0,0.0213092204721245,0,0,0,0,0.0962519131412571,0,-6.93889390390723e-18,0,0.0132743379379847,0,0,0,0,0,-0.0102336760668344,0,0,0,0,0,0,0
