,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600660.SH,X600188.SH,X600019.SH,X600886.SH,X600547.SH,X601600.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X600803.SH,X000708.SZ,X600027.SH,X002460.SZ,X000301.SZ,X601991.SH,X600160.SH,X600426.SH,X002466.SZ,X600219.SH,X000983.SZ,X000807.SZ,X000786.SZ,X601699.SH,X000630.SZ,X000408.SZ,X600176.SH,X600985.SH,X002128.SZ,X600096.SH,X601168.SH,X000877.SZ,X000933.SZ,X000883.SZ,X600352.SH,X600995.SH,X600378.SH,X600688.SH,X600299.SH,X600863.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.330436581904608,0,0,0.308550889875133,-0.0404735273555914,0,0,0,0,0,0,0,0,0,0,0,0.103741974479228,0,0,0,0.113105098194549,0,0,0,0,0,-0.0459930526552405,0.255422834326778,0,0,0,0,0.332405244578096,0,0,0,0,0,0,0,0,0,0,0,-0.208307171395758,0,0,0,0,0,0,-0.0401753164134189,0,0,0,-0.0205308958949883,0,0
X600028.SH,0.420558146354991,0,0,0,0.320023451669874,0,0,0,0.143686176358449,0.0320202460359786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104207729188402,0,-0.0721526530316329,0,0,0,0,0,0,0,0,0,0,0,-0.107607753135147,0.151666117066666,-0.0396347690816211,0,0,0,0,0,0,0,0,0,0.0345530963362364,-0.0207057319969451,0,0,0,0,0,0
X601088.SH,0.14133040960373,0,0,0,0.0722122304444747,0,0.0168231183148438,0,0,0,0,0,0,0.106534065801847,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0922657728467731,0,0,0,0,0,0,0,0,0.0913454471882265,0,0,0,-0.0122138683772781,0.15067072643068,0,0,0,0,0,0,0,0,0,0,-0.0253251890552562,0,0,0,-0.0105987928879657,0,0
X600309.SH,0,0,0,0,0,0,-0.0889673011637036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117081540804085,0.0671799239020855,0,0,0.0153924821114337,0.484794082602842,0,0,0,0,0.0728402774388308,0,0,0,0,0,0.0775856901072982,0,0,-0.0790689498653327,0.0522742232385284,0,0,0,0,0,0,0,0.206719468859709,0,-0.0650944086218178,-0.0631050765050452,0.0718239755874934,0,0,-0.0311603407442186,0,0
X601898.SH,0,0.342627692365532,0.0631061788929258,0,0,0,0.214616454908593,0,0,0,0.0660566284146991,0,0,0,0,0,0,0,0,0.0172391510183787,0,0.0192225917550928,-0.0775872456722984,0,0,0,0,0,0.0548272201959729,0,0,-0.0730608118452619,0.0907337609826581,0,0,0,0,0,0.135953641936478,0,0,0,0.046163512009617,0,0,0,0,0,0.161808313594534,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0692381980958806,0,0,0,0,0,0,0.110403579628252,0,0,-3.46944695195361e-18,0,0.0235010791656574,-0.228040807999672,0,0,0,0,0,0.279707100276509,0.179305887453419,0,0,0,0,0,0,0,0,0,0,0.212752294192684,-0.28813616109678,-0.140851916365798,0,0,0,0,0,0,0,0,0,0,-0.129809522050782,0,-0.121798438122854,0,0,-0.0620115470431657,0,0
X600188.SH,0,0.283885011533248,0,0,0.0479664856257595,0,0,0,0,0.03830261972374,0,0,0,0,0,0,0,0,0,0,0,0.0454058333764095,0,0.0646518028925169,0,0,0,0,0,0.104027365547535,0,0,0.255785356508266,0,0,0,0.372218388665624,0,0,0,0,0,0,0,0,0.00602992894559086,0,0,0.253191711294483,0.135301116107826,-0.0524929998795451,0.00931589110564498,0,0.0110692363183491,0,0,-0.00611298060309277,0,0
X600019.SH,0,0.187364611123561,0,0,0,0,0,0,0,0,0,0,0.215701144429727,0,0,0,0,0.0756930787300574,0,0,0.0108976148318967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138180304807538,0,0,0,0,0,-0.0961966785531166,0,0,0,-0.108100027603121,0,0,0.0640848736839694,0,0,-0.12355847896296,-8.67361737988404e-19,0,0,0,0,-0.0514833237202673,0,0
X600886.SH,0.149719576648897,0,0,0,0,0,0,0,0,0.127115139740567,0,0,0,0,0,-0.136483260926341,0,0,0,0.138933710191369,0,0,0,-0.0241440720556513,0,0,0,-0.0881555449735113,0,-0.14691225484639,0,0,0,0,0,-0.30144673956046,0,0,0,0,0,0,0.202525249357383,0,0,0,0,0.049132042002361,0,0,0,-0.0117582465015161,0,0.0375436781035807,0,0,-0.0549385652426084,0,0
X600547.SH,0,0.0392760184427317,0,0,0,0,0.128485756380256,0,0,0,0,0,0,0,-0.0636542138389216,0.0129001871335282,0,0.69546849892421,0.20565237202155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.335695260958753,0,0,0,3.46944695195361e-18,0.0263445944008904,0,0,0,0,0,0
