,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X601600.SH,X600547.SH,X600688.SH,X600362.SH,X600795.SH,X600188.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X600489.SH,X600309.SH,X000898.SZ,X600299.SH,X601158.SH,X000792.SZ,X000723.SZ,X002466.SZ,X600623.SH,X000959.SZ,X002075.SZ,X000709.SZ,X600583.SH,X000408.SZ,X000983.SZ,X000883.SZ,X600352.SH,X000630.SZ,X000539.SZ,X600098.SH,X000027.SZ,X600549.SH,X000012.SZ,X000937.SZ,X601699.SH,X000060.SZ,X600176.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.058640187893826,0,0,0,0,0,0,0,0,0.0402828548893107,0,0,-0.00736924053938066,0,0,0,0,0,0,0,0,0,0.015398918059965,0,0,0,0,0,0,0,0,0,0.225959303999254,0,0,0,0,0,0,0,0,0.00392845616773789,0,0.00610330619810209,0,0.0587885132114729,0,0,0,0,-0.0246975381940957,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0274459021900138,0,0,0,0,0,0.0419525492010989,0,0,0,0,0.000400723128298808,0,0,0,0,0,0,-0.0140645355584043,0,0,0,0,0,0,0,0.328423398963634,0,0.0389597538628761,0,0,0,0,-0.12472195112594,0,0,0,0,0,0,0.0704817342590774,0.0868847858418351,0,0,-0.0125269708979046,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.179422268570711,0.0827065943226891,0.00109536096280304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867027311392822,0,0,0,0,0,0,-0.146197170447923,0,0,0.0837514980862571,0,0,0,0,0,0,0,0.0341955223368912,0,0,0,0.052771401184178,0,0.0655306437128379,0,0,0,0,-0.086991136587284,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0197045552344542,0.0319202253492481,0,-0.0359882591580811,0,0,0,0,0.0772244148199198,0,0,0,0,0.110687973953892,0,0,0,-0.039083821205869,0,0,0,0,0,0.00165491171090417,0,-0.0305265446547127,0,0,0.0377798618231598,0,0,0,0,0,0,0,0,-0.0259649385005597,0,0.0317184960592875,0,0,0,0,0,-0.0275268055658274,0.0551557540517672,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.3631901740786,0.0529788372164055,0,-0.056632023958517,0,0.0116977067921665,-0.0764171296899342,0,0,0,0,0,0,0,0,0,0,0.130555217037092,0,0,0,0,0,0,0.0239927643466123,0.0224936992129566,0,0,0,0,-0.153383410864194,0,0,0,0,-0.02171982227914,0,0,0,0.0672573659590008,0.296122761431677,0,0,-0.00674713004531919,0,0.0865065038111835,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0356847500809392,0,0,0,0.0592605919030723,0.0308386007826438,0,0,0,0,0,0,0,0,0.0301822953030091,0,0,0,0.0801734193556372,0,0,0,0,0,0.206131639692514,0,0,0,0,0,0.0382579383604122,0,0,0,0.000817481684160598,0,0,0,0.0474971533150484,0.0127985774346708,0.0223180988544486,0,-0.0326639451534895,0.00865939066448164,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.129572679217061,0,-0.0445674846901501,0,0,0,0,0.0965207857303535,0,0,0,0,0.1497070375457,0,0,0,0.102800010528388,0.169437231796699,-0.0232041801619141,0,0,0.0594614667320841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923152461865,0,0.0874357766055608,0,0,-0.120537588810881,0.0434676435408571,0.0321083849536893,-8.67361737988404e-19,0,0,0,0,0,0
X601898.SH,0,0,0.29201983654885,0,0,0,0,0,0,0,0,0,0,0.223838382679032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374130567931793,0.0951972345607027,0,0.286399296542113,0,0,0,0,0,0,0.120336260173056,0,0,0.0825731871501402,0,0,0,-0.0531526094883299,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.146836180205077,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0134121980406097,0.00294648428798358,0,0,0,0.135947376738467,0.140062211562304,0,0,0,-0.0189150825782897,0,0,-0.0143674687509553,0,3.46944695195361e-18,0,-0.0249654648143389,0,0,0,0.219112369726729,0,0,0,0,0,0,0,0.178432221041782,0,0,0,0,-0.0211062895973629,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.237706863637861,0,0,0,0,0,0,1.00799152888226,0,0,0,0,-0.105437546197413,0,0,0,0,0,0,0,0,0,0,0,0.0327109860249511,0,0.0205560574185396,0,-0.0327722257744208,0.00714255887168566,-0.0147502693472455,0,0,0,0.171360740785223,0,0,-0.0315358771151409,0,0,0,-0.0335110370843913,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260089462562802,0.0824463446017584,0,0,0,0.0451884427653508,0,0.0609892683935217,0,0,0,0,0.015664444967022,0.307973246152711,0,0,0.0333834593320451,0,0,0,0,0.0878823987246567,0,0,0,0,0,0.0126399300827509,0,0,0.0121801958112817,0,0,0.00121382495377497,0.0873437460979559,0.014106340583606,0,0.0102523772857019,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.12900982126129,0.105091999027582,0,0,0,0,0,0.179041360878541,0,0,0,0,0,0,0,0,-0.0113190231765645,0,0,0,0,0,0.107152659962023,0,0,0,0,0,0,0,0,0,0,0.462979674517154,0,0,0,0.0734295410505536,0,0.0388637602357682,0,0,0,0,-0.0800267160911908,-0.00709024385619338,-0.0730080536753726,0,0,0,-0.052292205193082,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.106883225566265,0,0,0.0106654019657623,0,0,0,0,0.151957656016139,0,0,0,0,0,0,0,0.0445127003839521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903350702014016,0,0.0133527602502326,0,0,-0.0988605328066404,0,0.0205962058641644,0.0231649049858342,0,-0.0580203249683732,-0.00155632673574784,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.119311607995797,0,8.67361737988404e-19,0,0.0166256524113867,0,0,-0.0460693101699138,0.515115842478603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210968447599359,0,0.106532656420845,0,0,0,0,0.136904338249028,0,0.245778579775532,0.114783322709574,0,0,0,0,-0.0228037257133808,0,-0.0503271741063244,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,-0.0805898611801537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645008287001951,0,0,0,0,0,0,0,0,0,0.28505980957442,0,0,-1.27325022174813,-0.0509064873847311,0.106516864987443,0.0692165684949212,0,0,0,0,0.564916131734565,-0.338824069761922,0.452226088387989,0,0.423646444583914,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567503722594236,-0.026431466605054,0,0,0,0,-0.0224217701973329,0,0,0,-0.0696235831929856,0,0,0,0,0,0,0.0978278338605721,0.0661495147143263,0,0,0,0,-0.0616251145867935,0,0,0,0,0.098444578673296,0,0,0,0,-0.0636107417175747,0,0,0.0738266232634942,0,0,-0.026676273373977,0,0,0,0,0,-8.67361737988404e-19
