,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600795.SH,X600019.SH,X601600.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600111.SH,X600362.SH,X600886.SH,X600027.SH,X600188.SH,X600157.SH,X600021.SH,X600583.SH,X601992.SH,X000709.SZ,X600309.SH,X000898.SZ,X600352.SH,X601158.SH,X000883.SZ,X000539.SZ,X600489.SH,X600547.SH,X000792.SZ,X000629.SZ,X000825.SZ,X600808.SH,X000027.SZ,X000060.SZ,X600660.SH,X000831.SZ,X002470.SZ,X002353.SZ,X600549.SH,X600863.SH,X600008.SH,X600578.SH,X000012.SZ,X600219.SH,X600307.SH,X000959.SZ,X000630.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.522623560878857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.185023015590865,0.0296277514402867,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0722339998027773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00776925253728134,0.0211039577401022,0,0,0,0,0,0
X600028.SH,0.664713981894689,0,0,0,-2.16840434497101e-19,0,0.0210822144395778,0,0.0702560441936289,0,0,0,0,0,0,0,0,0,0.01096657039303,0,0.00689302732544781,0,0,0,0,0,0,0,-0.0121957753312559,0,0,0,0,0,0,0,0,0,0.0576754310825742,0,0,0.031710245670711,0,0,0,-0.0263123379299274,0,0,-0.00208337174359521,0,0,-0.00303580854433514,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.00229279067106994,0,0.253285597235304,0.208143459744859,0.0241830871216862,0,0,0,0,0,0,0.034242698314932,0,0,0.00619904882464369,0,0.0672696471686943,0,0.0829152304251646,0,0,0,0,0,0.0138655061748214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00487817432339177,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0956581660101273,0,0,0,0.120195119625855,0.158899162794142,0,0,0.0700450928866712,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.138499218268248,0.0486362663706034,0,0,0,0,0,0,0,0,0,0.193885088757092,0,0,0,0,0,0,0,-0.00727980327016131,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0733707337025879,0,0,0.0925669719947658,0,0,0,0.185379067925177,0,0,0,0.0231779643155151,0.496266460680865,0,-4.33680868994202e-19,0.00576578128563579,0,-0.127924797735827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045300029369072,0,0,0,0.0932359160236127,0,0,0,0,0,0,0,0,0,0,0.02547509754348,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.27477245520288,0,0,0,0,0.0390511638759342,0,0,0,0,0.0544373425190633,0.0151533576819377,0,0.243180965506647,0,0.153879914287161,0,0,0,0,0,0,0,0,0,0.0247776765629417,0,0,0,0,0,0,0,0,0,0,-0.0419544771989082,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X601600.SH,0,0,0.341655475062768,0,0,0.0451559847930973,0,0,0,-0.0406428329647586,0.0962801787317051,0.0777600179550683,0,0,0,0,0,0,0.0305158768659255,0,0,0,0,0,0.0140671581395133,0,0,0,0,0,0,0,0.00612103264197263,0.0967920976093896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396071062097509,0,0,0,0,0,0
X600585.SH,0,0,0.319222033984588,0,0,0,0,0,0,0,0,0,0,0,0.160671700039529,0,0,0.0116916133971226,-0.0235301616499345,0.0169355526794942,0.0825490757897257,0,0.12125776413406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.351025050802486,0,-4.33680868994202e-19,0.103741682227983,0.137959704145022,0.0440836445006098,0,0.102612354655302,0,0,0,0,0,-0.0556642155128061,0,0,0,0,0.099290922846432,0,0,0,0,0.170673230711061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103074426765127,0,0,0,0,0,0,0,0.0317681995154954,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24758613527411,-0.160203888395742,0,0,0,0,0,0,0,0.187388544601302,0.0482256456726929,0,0,0.0898235846895719,0,0,0,0,0,0,0,0,0.204091157820584,-3.46944695195361e-18,0,0,0,0,0,0,0.0339358907968114,0.045934774142573,0,0,0,0,0,0
X601991.SH,0,0,0,0.315429449581817,0.021461131626264,0,0,0.0469751729354015,0.288780061542509,0,0,0,0,-0.0469233771549009,0.00674210323117768,0,0,0,0.195694624675086,0.123330176740157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044607796495055,0,0,0,0,0,0,0,0,0,0,0.127485132304501,0,0,0,0,0,-0.00196892106326395,0,0,0,0,0,0,0
X600688.SH,0,0.0874238765520062,0,0,-0.124566195415491,0.0362285466400817,0,0,0.343667989050224,-0.127780919283745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.187235610040246,0.404109599600501,0,0,0,0,0,0,0,0.0259978742794865,0,0,0,0,0,0,0,0,0.173383821018702,0,0.17666349251337,0,0,0,-0.014802707215725,0,0,-0.0166194227997588,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.178465236095415,0,0,0,0,0,0,0.101217780098072,0,-0.00559080393683771,0.0150481403658475,0,0,0,0,0,0,0,0,0,0,0,0,0.0553700234701314,0,0,0.0451592575482187,0,0.144261875848585,0,0.0513201278662106,0,0,0,0,0,0.0623452023082538,0,0,0,0,0,-0.0109682610001211,0.00140691705363386,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.110421347121197,0,0,0,0,0,0,0,0,0,0,0,0,-0.0083438680065659,0.00415894219474191,0,0,0,0.0507571562343841,0,0,0,0,0,0,0.10643257240677,0.0749339893192724,0.001594326002157,0,0.208890082101653,0,0,0,0,0.0326313036981259,0,0.0313632790668547,0,0,0,0,0,0,0,0,0,0.000262440902699513,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.165914068977067,0.280953165271937,0.0658207621399226,0.135349448524742,0,0,0,0,0.0743799080082245,0,0,0,0.0756895551119932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177816614655679,0.00865592281325641,0,0,0,0,0,0
X600027.SH,0,0,0,0.184238155403791,0.359082278077915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252134933017554,0.119041323876673,0,0,0,0,0,0,0,0.234000028214617,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0203839001937511,0,0,0,0,0,0,0,-0.0403910667855403,-0.0189514911328586,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0605198075222857,0,0,0,0.217824011135915,0.092637952075803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255421473021784,0,0.142641781255289,0,0,0.027519878962499,0,0,0,0,0,0.0310104777637197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0.0462545281664945,0,0,0,0,-0.0283154921962207,0,0,0,0,0,0.258956013015203,0,0,0.013508309140523,0.133093219735549,0,0,0,0,0,-0.0609326009229169,0,0,0,0,0,0,0,0,0,0,-0.0330920286033587,0.0327361893722519,0,0,0,0,0,0,0,0,0,-0.0905677998475463,0,0,0,-0.000424007911262928,0.0667724358301243,0,0,0,0,0,0
