,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X000708.SZ,X600660.SH,X601600.SH,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X600886.SH,X600426.SH,X000983.SZ,X600795.SH,X601699.SH,X600362.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X600160.SH,X000786.SZ,X600995.SH,X000629.SZ,X000807.SZ,X600096.SH,X000408.SZ,X000933.SZ,X600219.SH,X600489.SH,X600378.SH,X000723.SZ,X600141.SH,X000831.SZ,X600348.SH,X000932.SZ,X002080.SZ,X600801.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0631753641438168,0,-0.0481814367733551,0.0629601102186268,0,0.142767752047631,0,0.0381473418352339,-6.93889390390723e-18,0,0,0,0.0148957492955046,0,0.00781446640912601,0,0,0,0,0,-0.0101992864170166,0,0,0,0,0,0,0,0,0,-0.0128390818238476,0,0,0,0,-4.33680868994202e-19,0,0,0.0814614588070693,0,0.0026515068319155,0.0080174720255732,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0160483403800958,0,0,0,0,0,0.0797422226969165,0.173635143309692,0,0,0,0,0,0,0.010508696658609,0.0320415445454752,0,0,0.0318630829542568,0,0,0.10320149967428,0,0,0.0822956919010425,0,0.0143645081344275,0,0,0,-0.0173194253181594,0,0,0,0,0,0,-0.0665412152691469,0,0,-0.0482398593163407,0,0,0,0,0,0,-0.0150019470820083,0.0252657479563805,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.103370766656886,0,0,0,-0.0119243061164152,0,0,0.0317414141246261,0,0,0,0,0.095834215177953,0,0.0375387647653792,0,0,0.0550423336673156,0,0,0,0,0,0,0,0,0.026495113053842,0,0,0,0.00850801833814199,0,0,0,0,0,0,-0.0158717577937288,0,0,0,0,0.0686767294604595,0,0,0,0,0,0.00976649144933987,-0.0485509019704189,0,0,0,0,0
X600309.SH,0,0,0,0,-0.11818768191126,0,0,0,0,0.0579082354131771,-0.110736647616222,0,0,0.203009364383499,0,0.0703459071023439,0,0.163172461325174,0,0,0,0,0.24083185738915,0,0,0,0,0,0,0,-0.0538662166314919,0,0.09523205032152,-0.0607629704497749,0,0,0,0,0,0,0,0,0,0,0,0,0.52094758866302,0,0,0,0,0.0205712515518079,-0.0191870628045694,0,0,0,0,0,0
X600188.SH,0,0,0,-0.22209982021928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654753042419025,0,0,0.197874970541826,0.13956276897697,0,0,0.276483609953546,0,0,0,0.103447021505835,0,0,0,0,0,0,0,0,0,-0.0974262329614032,0,-0.00167015422308745,0,0,0,0,0.486104882950578,0,-0.00771130471045777,-0.0106622458685163,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085690231819633,0,-0.0361403389730605,0,0,0.00982622160002745,0.350223679152269,0,0,0,0.0425954230060408,0,0,0.00502738359141615,0,0,-0.00871800528309416,0,0,0.137961051641173,0,0,0,-0.033418387362463,0,0.0640230648420562,0,0,0,0,0,0,0,0,0,0.144420093652138,0.0218766105047827,0,0,0.012525223290805,0,0,0,0,0,0
X600019.SH,0,0,0.121740497312157,0,0,0,0,0,0,0,0,0.0682118337712779,0,0,0,0,0.108780253586786,0,0.225350249578121,1.73472347597681e-18,0,0,0,0,0,0.0452492173957353,0,0.219996124025558,0,0,0,0,0,-0.0455688599574455,-0.0222238584781596,0,0,0,0,0,0,0.00872244026163437,0,0.0711533686201377,0,0,0.152129538728469,0,0,0,0,0.0117409254401735,-0.019136352399231,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.006069257571029,0,0,0,0.598426648780602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450668062369226,0,5.42101086242752e-20,0,0,0,-0.0492004100251658,0,-0.0289983879842855,-0.0399469834002797,0,0,0,0,0.188205494285685,0,0,0.0332229122163684,0,0,0,0,0,0,0.028931435284491,0,0,0,0.00952239883299257,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.575419602130458,0,0.0227223570957789,0,0,0.105192799668018,0,0,0,0,0,0,0,0,0,0,0.126028633356868,0,-0.0820994370745026,0,0,0,0,0,0.0676953273020622,0,0,0,0.113288141398244,0.0177879027878605,0,0,0,0,0.119284724675818,0,0,0,0,0,0,-0.120434762196436,0,-0.0476945429637727,0,0.00178253724458592,-0.0297771816401144,0,0,0,0,0
X000792.SZ,0,0,0,0.0253832317209216,0,0,0,0.341767613641222,0.156004698472669,0,0,0,0.0382854727290346,0,0,0,0,0,0,0.135929882763629,-0.010324500259647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0652843014171273,0,0,0,0,0,0,0.0620323133030701,0,0,0,0,3.46944695195361e-18,-0.00761514042376324,0,-0.191826840339129,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159183155756318,0,0,0,0,0.0302120793313588,0,0,0,0.111800730149844,0.580999774482628,0,0,0,0,-0.175801453822157,0,-0.00372229113044883,0,0,0,0,0.0730606612437744,0,0,-0.00287484598975866,0,0,0,0,0,0,-0.0306025679748643,0.0498413897152195,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.307545531025802,0,0,0,0,0,0,0,0,0,0,0,0.0387352938881796,0,0,0,0,0,0,0.110770383557641,0,0.0485931095759435,0,0,0,0.0623086283600005,0.00443025203236325,0,0,0,0.144046474246303,0,0,0,0.0497804846332031,0,0,0,0,0,0.0626232915957152,0.000432486059874048,0,0,0,0,0,0.00866889610733412,-0.0105138320979051,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0936051619981633,0,0,0,0,0.0455739942749337,0,0,0.200696055581684,0,0.0259908438163489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389015959601977,0,0,0,0.080087975171917,0,0.126325119555553,0,0.243402870322303,0.0527182119684894,0,0,0,0,0,-0.0116994362866446,0.0024146979759626,0,0,0,0,0,0
X000301.SZ,0,0,0,-0.0444691978031418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814576874982994,0.0983090366138983,0.0923158003503496,0,0,0,0,0,0,0,0,0,0,0.0641334288066311,0.431056469931411,0,0,0,0,0,0,0,0,0.318406698228458,0,0,0,0,-0.43453328955482,0.0815532588915583,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356321409624148,0,0,0,0,0,0.369449648640035,0,0,0,0,0,0.108164967923201,0,0,-0.0334615184162972,-0.0573438486685588,0,0,0.0140716213784713,0,0,0,0,0,0,0,0,0,0,0.0830813525765311,0,0,0,0,0,0,0,-0.0287904184560257,0.0449738404102007,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.072231098922591,0,0,0,0,0,0,0,0,-0.0346341359449613,0,0.0441679480396691,0,0.0782257361744936,0,0,0,0,0,0.108010773855295,0,0,0.0490450357411572,0,0,0.0964490210151326,0.0139053396138809,0,-0.184487655989123,0.0822560061368967,0,0.134660550901431,0,0,0,0.0259005687072194,0,0,0.0128026155438922,0,0,0,-0.0262829960796542,0.0120646787442421,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0336273601957061,0,0,0,0,0,0,0,0,0,0,0,0.104815557686258,0.153718607655529,0,0,-0.0877287730930423,0.134339391925606,0,0,0.334717056878473,0,0,0.0369200181228369,0,0,0,0.0835541493481091,0.0243161535164153,0.0935761129500077,0,0,0,0.109419145012548,0,-0.0466277453571319,0,0,0.0598516162867776,0,0,0,0,0,0,0.00617746191105226,-0.00595097704521851,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350850579031018,0,0,0,0,0.0353941293780673,0.019576461260142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196352805633568,0.0731434454382193,0.105983666918314,0,0.0396256108685189,0,0.141563589966453,0,-0.0845133483042749,-0.0201859210873096,-0.0037439669931848,0,0,0,0,0,0
