,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600188.SH,X600027.SH,X600362.SH,X600623.SH,X600111.SH,X601992.SH,X600886.SH,X600157.SH,X002466.SZ,X600547.SH,X600299.SH,X600660.SH,X601158.SH,X000792.SZ,X000709.SZ,X600352.SH,X600309.SH,X600489.SH,X600583.SH,X000898.SZ,X000539.SZ,X000883.SZ,X300072.SZ,X000027.SZ,X000630.SZ,X000629.SZ,X000983.SZ,X000060.SZ,X000959.SZ,X000723.SZ,X002470.SZ,X600021.SH,X002075.SZ,X600176.SH,X600022.SH,X600098.SH,X000012.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.197559990502342,0,0,0,0,0,0,0,0,0,0,0,0.0177724078661154,0,0,0,0,0,0,0,0.0977806545957691,0,0.0872525409462942,0.0579615134834137,0,0,0,0,0,0,0,0,0,0.0231392087266705,0,0,0,0,0,0.02804520174823,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.108437382831261,0.0249626121153806,0,0,0,0.026685303131878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169140741044824,0,0,0,0,0,0,0,0.0232972319490258,0,0,0,0,0,0,0,0,0.0240488254719595,0.040608323787816,0.00091357132540772,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.088430107805766,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0370854430620597,0,0,0,0.001578266449062,0,0,0,0,0.155398453647508,0,0,0,0.198880339461411,0,0,0,0,0,0,0,0,0.170805440731743,0.0987987579571433,0,0,0.116779853701969,0,0,-0.0188327742232881,0,0,0,0,0,0,0.00204051268698041,0,0,0,0,0,0,0
X600011.SH,0,0,0.0470506961083051,0,0,0,0.0616309026314223,0,0,0,0,0,0,0.244880171029869,0,0.00988028469605454,0,0,0,0,0.0110835977735363,0,0,0,0,0.0602018438971935,0,4.33680868994202e-19,0,0,0.145610234932534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177984084427814,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.180431766731745,0,0,0,0,0.236780701101285,0.0325725571732129,0.0141733863201368,0.0840798410152669,0,0.0741619428485901,0,0,0,0.0561926506832877,0,0,0,0,0,0.0401937658062576,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0288361108668343,0,0.275756655903194,0,0,0,-0.00286367159263175,0,0,0,0,0.079609223727055,0,0.0292108994722271,0,0,0,0,0,0,0,0.0860850544033309,0,0,0,0.310453439898721,0,0,0,0,0,0,0,0,0.0657606448316333,0,0,0,0,0,0,0,0.0313877952079223,0,0,0.0354117300993972,0.109446446343505,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0115092325118018,0,0,0,0.0802125029329341,0,0,0,0,0,0.0203167361081949,0,0.0954787633416559,0,0,0,-0.0225500336439096,0,0,0,0,0,0.122590248648572,0,0,5.42101086242752e-20,0,0,0,0,0,0,0.154913784541528,0,0,0.104392581890951,0,0,0,0,0,0.118992604569567,0,0,0,0,-0.0280538129343802,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0523067105109054,0,0,0,0,0,0,0,0,0,0,0,0.390769928475314,0,0,0,0,0.0851752697875638,0,0,0,0,0,0,0,0.171134540469895,0,0.116247443090134,0,0,0,0,-0.0276882308846862,0,0,0,0.0911083066907984,0,0,-0.0195655240726289,0.020832055059447,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0394328969530911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152201831185065,0,0,0.0244527629957325,0,0.0204061760934696,0.0274103949483789,0,0.0521182418407333,0.101763874351473,0,0,0,0,0,0.0909963054685671,0.0828238983119408,0,0.0442045931136437,0.0142345750136995,0,0,0,0,0,0.145884511303933,0.103727412888136,0,0,0.00439598264541334,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.206332592770299,0,0,-0.0554756782042189,0,0,0,0,0,0,0.178395311735802,0,0,0,0,0,0,0,0,0,0,0.372484934487521,0,0,0,0,0.00210834267134277,0.0691588296192323,0.0302743599408017,0.0534922546924107,0,0,-0.0109207711864516,0,0,0,0,0.00721252412184527,0,0,-0.0222807132163709,0.354344793670189,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0427553625772548,0,0,0,0,0,0,0,0,0,0.0694797828115275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226651005172854,0.112830134227938,0,0,0,0,0,0.0106702179850829,0,0,0,0.00225250423026728,0,0,0,0,0,0.159712468731502,0.0147129758829737,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510918359884296,0,0,0,0,0.00772183834032583,0,0,0.101485627088522,0,0.0237348393574245,0,0,0.113452234265333,0,0.0299152603514375,0.0485925763707971,0,0,0,0,0.151826470950202,0.0212640508132758,0,0.111613431616452,0.175972899642344,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.240393865138062,0,0,0.071500908251996,0,0.0572681330681712,0,0,0,0,0.110859531727558,0.0029776606039647,0,-0.286990196470982,0,0,0,0,0,0,0,0.133433936237822,0,-0.044059599993719,0,0,0,0,0,0,0,0,0,0,0.24113505094618,1.38777878078145e-17,0.144183966519177,0,0,0,0.147606547081327,0,0,0,0,0,0,0,-0.0294488264600147,0,0,0,0,0,0
X600027.SH,0,0,0,0.157954171862654,0,0,0,0.109130194677419,0.0740493581307403,0,0,0.0359770958915807,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0382002347311521,0,0.00923389079173846,0,0,0.0628192310737124,0,0,0.0605395298660871,0,0,0,0,0.0759993458270928,0,0,0,0,0.0528315260403464,0,0,0,0.19518078349069,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02042679806528,0,-0.18209026518313,0,0,0.0247220766245253,0,0,0,0,0.04078987286683,0,0,0,0,0.115589078033246,0,0,0,0,0,0.211681023917774,0,0,0.138481740954361,0,0.0849311381980132,0,0,0,0,0,0,0.21824498064313,0,0,-0.0381607874338267,0.0209877834772898,0,0.233977564850588,0,0,0,0
