,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X601898.SH,X600010.SH,X601600.SH,X601991.SH,X600795.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X601992.SH,X600583.SH,X600309.SH,X000709.SZ,X000898.SZ,X600157.SH,X600352.SH,X601158.SH,X000792.SZ,X600660.SH,X000027.SZ,X600808.SH,X000629.SZ,X600547.SH,X000539.SZ,X600489.SH,X002353.SZ,X600008.SH,X600021.SH,X000060.SZ,X000825.SZ,X002470.SZ,X000831.SZ,X600307.SH,X600219.SH,X000630.SZ,X600549.SH,X600315.SH,X600578.SH,X601699.SH,X000959.SZ,X002004.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.379163198023943,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0289039285754875,0.254983214127635,0,0,0,0,0,0,0.0957205809328418,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0126198831549159,0,0,0,0,0,0,-1.73472347597681e-18,0,0.00317471162110794,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0052881027934346,0.0178040662618465,0,0,0,0,0,0
X600028.SH,0.336836944456964,0,0,0,0,0.159759958925464,0,0,0.150349512452154,0,0,0,0,0,0,0,0,0.0223530489840401,0.15941622407321,6.93889390390723e-18,0,0,0,0,3.46944695195361e-18,-0.055410578601386,0,0.130381957175092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0822037038967425,0,0,0,0,0,0.229207256735613,0,0,0,0,0.167377918527268,0,0,0,0.0268226157319797,0,0,0,0.0118677742197502,0,0,0,0,0,0.0449032853427581,0,0,-0.0288286970392363,0,0,0,0,0,0,0,0,0,0,0.0597663172601365,0,0,0.0183123629771584,0,0.0410914545689583,0,0.309397899004859,0,0,0,0.0254923868891392,0.00152922349643348,0,0,0,0,0,0
X600585.SH,0,0.0368183787513085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181484864072421,0.32567116880743,0,0.00403551286118869,0,0,0,0,0,0,0,0,-0.0495513241684264,0,0,0,0.0021431940289502,-0.00527120889333705,0,-3.46944695195361e-18,0,0,0.00942894469148809,0,0,0,0,0,0.208420640010242,0.0507257736154902,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0269803859979145,0.0612530960159384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188024413978215,0.244484598835383,0,0,0,0,0,0,0,0,0,0.12268756039328,0,0,0,0.0401486835511569,0,0,0,0,0,0,0,0,0,0,0.0750619700884087,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0598534819148223,0,0,0.204924548488018,0,0.0374526264993467,0,0,0,0,0,0,0.458498445377331,0,0.0209451298091959,0,0,0,0,0,0,0,0,0,0.047548598505678,0,0,0,0,0,0,0,0,0,0,0,0,0.0811622965348606,0,0,0,0,0,0,0,0,0,-0.0370033698111078,0,0,0,0,0,0
X601898.SH,0,0,0.232104810306546,0,0,0,0,0,0.188412523421112,0,0,0.0588918149459054,0.0111607693590555,0,0,0,0.0508945351227586,0,0.072136885340944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28464848439726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.406303316809105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071203998686927,-0.100994240534959,0,0,0.0933703894875187,0,0,0,0.113273826006601,0,0,0,0,-0.0303554251455295,0,0,0.0698451196691647,0.0444450844274423,0,0.0258917753960837,0.265070738706957,0.145020832580169,0.121218273027983,0,0,0.0236890576984452,0,0,0,0.0523875755838486,-0.310814431071058,0,0,0.163133352644309,0,0
X601600.SH,0,0,0,0,0,0,0.257401566448546,0,0,0,0,0,0.15947410532513,0,0.222655902154275,0.0564921605020025,0.258197751285534,0.027404482556534,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.165516417370696,0,0,0,0,0,0,0.0127076766081636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,-0.00228763293358689,0.227665777758528,0,0.166730964281532,0,0.0531099545107038,0,0,0,0.150536811012109,0,0,0.165069447012216,0,0,0,-0.0562383097298004,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.195438901153524,0,0,0,0,0,0.121180726232617,0,0,0,0,0,0,0,0,-3.6196695355744e-05,3.46944695195361e-18,0,0,0,0,0,0
