,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600019.SH,X600585.SH,X600795.SH,X601898.SH,X601991.SH,X601600.SH,X600027.SH,X600688.SH,X600157.SH,X002075.SZ,X600362.SH,X600111.SH,X600188.SH,X000539.SZ,X000709.SZ,X600583.SH,X600309.SH,X601158.SH,X000898.SZ,X601992.SH,X000027.SZ,X000883.SZ,X600352.SH,X600021.SH,X000878.SZ,X600660.SH,X000792.SZ,X600022.SH,X000959.SZ,X600863.SH,X600307.SH,X000629.SZ,X600098.SH,X601918.SH,X002470.SZ,X600578.SH,X600489.SH,X600623.SH,X000825.SZ,X600808.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.647602026477693,0.154314419411927,0,0,0,0,0,0,0,0,-0.0246675702372962,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070371970104246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542000842798238,0,0,0,0,0,0,0,0,0.0078995624246806,-0.0122818087158341,0,0.0131359232802044,0,0,0,0
X600028.SH,0.363549571810229,0,0.0106346731051541,0.120086264545686,0,0,0.045063096033056,0.136793725319019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809229471848713,0,0,0,0.0648506550940774,0,0,0,0,0,0,0,0,0.00805533986203889,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.277941874863498,0,0.0629224517513112,0,0,0,0.146529725828606,0,0,0,0,0,0,0,0,0,0,0.00613565201424195,0.096740843072819,0,0,0,0,0,0,0,0,0,0.0553471581825168,-0.052457217116603,0,0,0,0,0,0,0.116528015085739,0,0,0,0,0,0,0,-0.00698359198401005,0,0,0,0,0,0,0
X600011.SH,0,0,0.00260780006175949,0,0.118878018275202,0,0,0,0,0,0.188859358473372,0,0.366479909068569,0,0,0,0,0,0.132851508079788,0,0,0,0,0,0,0.127720066985764,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225886574650789,0,0.0346329527785043,0,0,0,0,0,0,0,0.00494312639626575,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124183572802996,0,0.186711430365958,0,0,0,0,0.0788679004586399,0,0,0.0293524089053382,0,0,0,0,0,0,0.0120781338349164,0,0,0,0,0,0,0,0,0,0,0,0.174342992771502,0,0,-0.00408114324771975,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.0476747548070652,0,-0.010509836077979,0,0,0,0,0,-0.465868702631618,0,0,-0.0422418786470646,0,0.0264289282220639,0,0,0,0,0.0186232055922368,0.0153069430442859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125996158910528,0,0,0,0,-0.0429682545092748,0.0300200331195389,0,0,0,0,0,0
X600019.SH,0,0,0.013821117812907,0.120066812016308,0.00340094003673576,0,0,0,0,0.0823540812146024,0,0,0.214283248380665,0.0311725694862001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127690195686947,0,0,0,0.00282714340596873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.0444201019257012,0.0165479864669141,0.10977065321491,0.0613072046420364,0,0.0676723081204632,0,0,0,0,0,0,0,0,0,0,0.084770530049596,0,0,0,0,0.141349428028258,0,0,0,0.0199813461330451,0,0,0,0,0.197148657421336,0,0,0,0.0176549093555748,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100274429351301,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.16413072918193,0,0,0.0163007025313355,0.0207221964006759,0,0,0,0,0,0,0,0,0,0,0,0.0595052496588096,0,0.0860388658065114,0,0,0,0,0,0,0,0.228817158423997,0,0,0,0,0,0.157205132599062,0,0.0155480779730891,0.062855049575078,0,0,0,-0.00019889716597444,0,0,0,0,0,0,0
X601898.SH,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0.0522623293992713,0,0,0,0,0,0,0,0,0,0.0592505888285979,0.0957640382169443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223783456775604,0,0,0,0.162761242784231,0,0,0,0,0.0278816177380044,0,0,0,0,0,0,0
X601991.SH,0,0,0.0897837844084837,0.174198942290446,0,0,0,0,0,0.106467343145923,0,0,0.0814977676841022,0,0,0,0,0,0.169578130224639,0,0,0,0,0.015048588614729,0,0.0978179278789532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123160965075243,0,0,0,0,0,0,-0.00580831415618591,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0368362283624379,0,0,0,0,0,0,0,0,0,0,0.0127265120092124,0,0,0.0120895708089366,0,0,0,0,0,0,0,0,-6.93889390390723e-18,-4.33680868994202e-19,0,0,0.00566728282326676,0,0.24722792729615,0,0,0.170396628305823,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.154325885800684,0,0,0,0,0,0,0.12069962330251,0,0,0.11095763638019,0,0,0,0,0,0,0,0,0,0.0603546162189405,0.0530609772319251,0,0,0,0,0,0,0,0.0680515730800613,-0.0123800702852561,0,0.373655630025137,0,0,0,0,0,0,0,0,0,0,0,0,0.0210925574258445,-0.0633743292706521,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0399479418748534,0,-0.180378956420414,0,0,0,0,0,0,0.470002919790551,0,0,0,0,0.263071807805419,0,-0.174821978374011,0,0,0,0,0,0,0,0,-0.0883504387401582,0,0.238057809505487,0,0,0,0,0,0,0,0,0,0,0.00444220433124021,0,0,0,0,0
X600157.SH,-0.0129536014634454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492020685634846,0,0,0,0,0,0,0,0,0,0.0540561232269667,0,0,0.210069432193245,0,0,0.101225878782373,0.0362987541221159,0,0.0499772141617307,0,0.185091704017444,0,0,0,0.0312683441578059,-0.0399329707696856,0,0,0,0,0,0
X002075.SZ,0,-0.0139381883530361,0,0,0,0,0,0,0,-0.0259831995648083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00302711228999226,0.0534038348866075,0,0.0370583842678801,0,0,0,0,0,0,-0.110343065682362,0,0,-0.0316517488063508,-0.000161857676740688,0.0361616064443021,0,0,0.0177238686214309,0,0,0.0129783020351847,0,-0.0190219796842275,-0.00232796256867466,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00815986810266277,0,0,0,0,0.0132965370502512,0,0.020728432600377,0.0968052254306049,0,0.00533449449697331,0,0,0,0,0.0336638596516492,0,0.00950781638660048,0,0,0,0.0153594111150364,0,0,0.0135144174324584,0.310457344122224,0,0.0274826666737473,0,0,0,-0.00795591891843535,0,0,0,0,0,0
X600111.SH,0,0,-3.46944695195361e-18,0,0.0592134307642038,0,0,0.00581418292266098,0,0.110375804007468,-2.16840434497101e-19,0.0135525573194152,0,0,0,0,0.137247774421228,0,0,0,0,0.104658766255043,0,0,0,0,0,0,0,0.145335779082703,0,0,0,0,0,0,0.0823042083934028,0,0,0,0,0,0,0.100422740727794,0,0,0,0,-0.0132987292707075,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.211616475576906,0.00195455952211808,0,0,0,0,0,0.0951296474703638,0,0,0,0,0,0,0,0.217452539539469,0,0,0,0.0168202160210173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165740343309203,0,0,0,0,-0.0250067452224176,0,0,0,0,0,0,0
X000539.SZ,0.0791364155003417,0,0,0,0.0869186990280897,0,0,0,0,0,0,0,0,0.0321309828532628,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0894909888433699,0,0.0640476667337401,0,0,0,0.132146626999389,0,0,0,0.169048126680374,0,0,0,-0.334817845506319,0,0,0,0,0,0.195833002706124,0,0.0742184586813714,0,-0.124487489522274,0.0725754891663488,0,0,0,0
X000709.SZ,0.0240400394507034,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.208732864287653,0,0,-0.357519935515093,0,0.737849665573704,0,0,-0.103244977298488,0,0.360012270963671,0,0,0,0.114528003376924,0,0,0,0,0,0,0,-0.24463667657527,0,0,0,0,0,0,0.0663371698561034,0,0.159916963909758,0.119963140393074,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0.450363351276198,0,0.0753988847954098,0,0,0.156741435827049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124404325699404,0,0,0,0,0,0,-0.0450710039460741,0.055363634957713,0,0,0,0,0.00283441900231421,0,0,0.13886824645618,0,0,0,0
X600309.SH,0,0,0,0.217487874027475,0,0,0,0,0,0.135829797099238,0,0,0,0,0,0,0,0,0,0,0,0.0106717063887486,0,0,0.0770448751440956,0,0,0,0.227173657724607,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0260461049787488,0,0,0.0166795377136129,0,0,0,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234742947470759,0,0,0,0,0,0,0,0,0,0.00551855389461826,0,0,0.0404364152416278,0,0,0.0631262912496199,0,0.236103753176509,0.0297594563364161,0,0,0,0,0,0,0,0,0,0
