,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600795.SH,X601600.SH,X600547.SH,X600188.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X600111.SH,X600886.SH,X601992.SH,X600309.SH,X600489.SH,X600660.SH,X600623.SH,X600299.SH,X002466.SZ,X000792.SZ,X002075.SZ,X601158.SH,X000709.SZ,X000898.SZ,X000723.SZ,X000408.SZ,X600352.SH,X600583.SH,X000883.SZ,X000959.SZ,X000983.SZ,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X002470.SZ,X600021.SH,X000630.SZ,X600126.SH,X600098.SH,X000012.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.043322840348419,0,0,0.0361481877059704,0,0,-0.00361460241180747,0.023588269288222,0,0,0,0,0.0624076993720629,0,0,0,0,0,0,0,0.0105779981036899,0,0,0,0,0.0316120428452043,0,0,0,0,0,0,0,0,0.0408788681681009,0,0,0,0,0,0,-0.00268892619215201,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0511234126492987,0,0.118598552171896,0,0.0854890135576177,0,0,0,0.00374096644938403,4.33680868994202e-19,0.0402108957818332,0,0,0,0,0,0,0,0,0,0,0,0,0.0356241112097259,0,0,0,-0.00679246734531405,0,0,0.0689396943713101,0,0,0,0,0.0358024977407393,0,0,0,0,0,0,0,0,0,0.0302506693556129,0,0,-0.0190190523046071,0.00465166190337023,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.10283679796667,0,0,0,-0.0238322494751011,0.110819904728361,0.0396551395454977,0,0,0,0,0.0201677943285017,0,0,0.079826844249294,0,0,0,0,1.35525271560688e-20,0,-0.0184958682299331,0,0,0,0,0,0,0,0,0.0356449169024186,0,-0.0125866697057777,0,0,0,-0.0117092090041313,0,0,0,0,0,0,0,0.0249865423230634,0.0730151215376764,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.00764499093558395,0,0.0558272681348725,0,0,0,0,0.0632627258788708,0.0777731501923441,0,0,0,0,0,0.197915485401613,0,0,0,0,-0.0253859855517639,-0.219821316000538,0,0,-0.00972416717717543,0,0,0,0,0,0.238016760849492,0,0,-0.0590428743458365,0,0.0498526194784299,0,0,-0.139580984299576,0,0.0199263533162172,0,0.020430975415859,0,0,0,0,0.0258280349783465,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.132937854734752,0,0.0361380043338306,0,0,0,0,0,0,0,0,0,0.0376310546363183,0.161342872203795,0,0,0,0,0,0,0,0,0.0313944422356932,0,0,0,0,0,0,0,0.00615215838702386,0,0,0.0614367115250457,0.0665956708824172,0,0,0,0,0,0,0.0204708565193764,0,0.0366503373805116,0,0,0,-0.0216277506585052,0,0,0,0,0,0
X600585.SH,0,0.321175038109536,0,0,0,0,0,0,0,0,0,0,0.130238778917774,0.046921212470799,0,0,0,0,0,0,0.0961405919517239,0,0,0.125836974663391,3.46944695195361e-18,0,0,0,-0.14589675920953,0,0,0,0,0,0.105928699888724,0,0,0,0,0.0224815845710517,0,0,0,0,0,0,0.00750946117622875,0,-0.124171433277254,0.0285708637236122,0,0.0445298355560886,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0269386395297606,0,0,0,0,0,0,0,0,0,0.015490211829014,-0.0308478728831497,0,0.00514789521642909,0.0638270463173679,0.00314597150984008,0,-0.00746787150114366,0,0,0,0,0,0,0,0,5.41552813136601e-05,-0.0176233465519046,0,0,0,-0.0527324167825775,0,0,0,-0.00452165780664563,0,0.0106464633818016,0.044476780615027,0,-0.0337879860635841,0,0,0,0,0.0341513787497265,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.202035962247595,0.0956776512077217,0,0,0,0,0,0,0,0,0.0553868366578757,0,0.0866678842635842,0,0,0,0,0,0,0,0,0,0,0,0,0.0900311916979508,0,-0.0700203740925544,0,0,0,0,0,0,0,0,0.0144474305751267,0.222707177496131,0,0.0334436810177332,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0240251278839488,0,0,0,8.67361737988404e-19,0.104959905189446,0,0,0,0,0.142530388931754,0,0,0,0,-0.0399051658757144,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0072733178533191,0.0230073572409278,0,0,0,0,0.00934270242660953,0.207498894226693,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00421114639146222,0,0.0356698088458911,0,0,0.195985352727399,0.0912590387657939,0,0.0298758366446655,0,0,0,0,-0.0121899135538906,0,0,0,0,0.0760314653457773,0,0,0,0,0,0.00666462854538821,0,0.00531729881534493,0,0.0250418908626116,0,0,0.0376842617357574,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0486213867191798,0,0,0,0.0232859654363716,0,0.0473585683718553,0,0,0,0.0894696480800759,0,0,0.0985306954386106,0.11611984762609,0,0,0,0,0.144469463953089,0.0968509923423634,-0.0242820390802693,0,0,0,0,0,0,0,0,0.0772403511235465,0,0.0620712061053803,0,0,-0.0165820185753204,0,0,0,0,0,0.0575786641921032,1.0842021724855e-19,0,-0.0673035285001729,0,0,0,0,0.0494263618258123,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.0794350833685477,0,0,0,0,-0.0313276480246777,0,0,0,-0.206759916212222,0,0,0.243668670263468,0,0.702197440704459,0,0.217976569842891,0,0,0,0,0,0.0571984629235808,0,-0.192619506523137,0,0,0,0,0,-0.160724896735434,0,0,0,-0.149644916840172,0.219951812748197,0,0,-0.0173933659510543,0,0,0.257704731651708,0,0.0474586702182204,0.145994558738594,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0845767515363216,0,0,0,0,0,0,0,0,0,0,0.0857648905362622,0,-0.0918952545063476,0,0,0,-0.00554273875333899,0,-0.0780112967448351,0,0,-0.0326445955076433,0,0,0.671777032377664,8.67361737988404e-19,0,0,0,-0.0901794354359353,0,0,0,0,0,0.441127535861941,0,0,0.0734517146316738,0,0,0,0,0,0
X300072.SZ,0,0,0.13868620163883,0,0,0,0,0.227974983887285,0,0,0,-0.0990958618453397,-0.0429687255068769,0,0,0,-0.195632898699855,0,0,0,0,-0.0907791976944498,0,0.466365452221588,0,0,0.138538756004503,0,0,0,0,0,0,0,0,0,0,-0.114145710319533,0,-0.119654681648092,0,0,0.124383958134547,0,0,0,-0.566221693170604,0,0,0,0,-0.352473428770359,0.279910180939277,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421829770319568,0,0,0,0.00469662252487146,0,0.0180883187998583,0,0.0173371112873107,0,0,0,0,0,0,0,0,0.179009268050366,0,-0.00640692328868696,0.0218663766365761,0.0325699210599628,0,0,0,0.113680677148442,0,0,0,0,0,0.0103015361986881,0,-0.0463380379934375,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.118286561315517,0,0,-0.0271501255005855,0.110857394776692,0.00340557416123771,0,0,0,-0.0119112804080546,0.106569762925625,0,0,-0.0618843433079205,0,0,0.0399515526236165,0,0,0.123100949426938,0,0,0.0729880148523337,0,0.0683183005774751,0,0,0,0,0.0380654624664137,0,0,0,0,0,0,0.0167088104800608,0,0,0.108481563533061,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.129930968745214,0,0,0,0,0,-0.0489250368526211,0.00883288405345877,0,0,0,0,0,0,0.369080451271912,0,0.0141738969232464,0,0,0,0,0,0,0,0,0,0,0,0,0.0277788691714728,0,0,0,0,0.0364181982548337,0,0,0,0,0.0189830386990007,0,0,0,0,0,0,0.00109131617349408,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.17175499809599,0.304196386920121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082092409596363,0,-0.0141475469696665,0,0,0,0,-0.0193727862561527,0,0,0,0,0.0753489239305088,0,0,0.00889035770131398,0.0973566352889517,0.0703220151277036,0,0,0,0,0,0.465264982658946,-0.00284298055243477,-0.0251307443926505,0,0.121163150022532,0,0.0507400923190444,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.0351484871808793,0,0,0,0.152112420732276,0,-0.178552300257791,0,0,0,0,0,0,0,0,0.209255688182004,0.162816971458084,0.039168444819865,0.119109870127181,0,0,0.0441859135898741,0,0,0.0257853795715749,0,0.0319768167457483,0,0.127282909618306,0,-0.0506529839275086,0.0353712658103656,0,0,0,0,0,0,0.338772636319084,0,0,0,0,0,0,0.0776993802069748,0,0
X600886.SH,0,0,0,0.121303335992955,0,0.0470960040805786,0,0,0,0,0,0,0,0,0,0,0.132013721487688,0,0,0,0,0,0,0,-0.0162544854852557,0.0722288223262625,0,0,0,0,0,0,0,0.0637918495955696,0,0,0,0.0695962502616327,0.123184335769924,0,0,0,-0.0641008133962179,0.126591835545958,0,0,0,0,-0.0503162217745311,0,0,0,-0.102633871600337,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.410310709258663,0,0,0,0,0,0,0.0950975701641499,0,0,0,0,0,0,0,0,0.133609074463952,-0.078171807387445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289783577160106,0,0,0,0,0,0,0,0,0,0.0620284217363502,0,0.0381555584092081,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,-0.019309635263214,0.0847031335020118,0.00582246115095345,0,0,0,0,0.0318157938405818,0,0,0,0,0.242031305439623,0,0,0,0.196032071626476,0,0.143520980296878,0,0,0,0,0,0,0,0,0,0,0.43952410770698,0,-0.0497871218548719,0,0,0,0,-0.0209404616915165,0,0,0,0.0216295550167832,0.0530544659965312,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,-0.167051471331245,0,0,0,0.742927866683836,0,0,0,0,0,0.43189337219657,0,0,0,0,0,0,-0.0744489571282717,-0.0558585920253328,0,0,0.0642425517394667,-0.0402310815750377,0,-0.200675593852196,0,0,-0.11792964542304,0,0,0,0,0,0,0,0,0,0.209326460721807,0,0.0436235222133225,0,0.129124484142967,0,0,0,0,0,0,0,0.0937146209827688,0,0
X600660.SH,0,0,0,0,0,0.241741214124242,0,0,0,0,0,0,0,0.00606134059964883,0,0,0,0,0,0,0,0.148364407598585,-0.0101372734080641,0,0,0.0339408148747688,0,0,-6.93889390390723e-18,0.11749671323133,0,0,0,0,0,0.0734236701243803,0,0,0,0,0,0,0.215932895385619,0,0,0,0.0904821252869156,0,0,0,0,0,-0.0388277238619008,0,0,0,0,0,0
