,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600660.SH,X600111.SH,X600547.SH,X600010.SH,X000708.SZ,X002271.SZ,X000301.SZ,X600886.SH,X600795.SH,X000877.SZ,X601600.SH,X600426.SH,X600362.SH,X600027.SH,X600803.SH,X600176.SH,X601699.SH,X601991.SH,X000983.SZ,X000408.SZ,X000629.SZ,X600160.SH,X000786.SZ,X000723.SZ,X600219.SH,X600348.SH,X600489.SH,X002080.SZ,X600096.SH,X600995.SH,X600378.SH,X000933.SZ,X000807.SZ,X600157.SH,X600985.SH,X600688.SH,X600141.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.535571261751731,0,0,0,0,0,0,0.183436580276041,0.230720656578158,0,0,0,0,0,0,0,0,0,0,0,0.101658290590419,0,0,-0.0371374615235051,0,0,0,0.0105611034610604,0.035624407256585,0,0.0313213862845739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347915529486478,0,0,-0.00375359252066725,-0.00640736127330738,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.394389126998918,-0.0784742897662901,0,0,0,0,0,0.169066442830438,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918345610743691,0,0,0,0,0.201052795943425,0,0,0.0899234248084701,0,0,0,0,0,0,0,0,0.0107670210702724,0,0,0,0,0,0,0,0,-0.00236361512526134,0,0,0,0,0,0,0
X600028.SH,0.567671234143141,0,0,0,0,0,0,0,0.046327309514951,0,0,0,0,0,0,0,0,0,0.000167287913375789,0,0,0,0,0.00592494835435818,0,0,0.0883917522806541,0,-0.0157814989387729,0.0510482627784455,0.00596922284738468,0,0,0,0,0,0,0,0,0,0,-0.0136389818053189,0,0,0,0,0,-0.0284688668952398,0,0,4.33680868994202e-19,0,0.00699821722670819,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.0296630643653641,0,0,0,0,0,0,0,0,0,0.0251959839168651,0.109423690774729,0,0,0,0,0.371128325011144,0,0.103611617437833,0.122232693787185,0,0.0833297343471098,0,0,0,-0.0379050120385013,0,0.185161096935373,0,0,-0.20961334349916,0,0,0,0,0,0,0,0.136974315967197,0,0,0,0,0,0,-0.0616465601400781,0,0,0,0,0,0
X600188.SH,0,0.742476132792419,0,0,0,0,0,0,0,0.0292885555473207,0,0,0,0,0,0,0,-0.0802479586312013,0.0741884374386792,0,0,0,0,-0.00762576363123104,0,0,0,0,0,0,0.0761265697670652,-0.0702466850623351,0,0,0,0,0,0.0664312191151323,0,0,0,0,0,0.19755943211873,0,0,-0.0202491203028007,0,0,0,0,0,0.0536196565117354,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.388959548257619,0,0,0,0,0,0,0,0,0,0,0,0,0.0808487520536744,0,0,0,0,0,-0.0699582214695667,0,0,-0.0748255617453932,0,0,0.0836600532955047,0,0,0.161762723931566,0,0,0,0.0186621263851903,0,0.128914846994746,0.0217166714285627,0.0439025226399969,0.154204575179049,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0611411880746112,0,0,0.0550732146495476,0,0,0,0,0.100139706187998,0.0036475941863232,-8.67361737988404e-19,0,0,0,0,0,0,0.0225619657974574,0,0,-0.0893752388127833,0.0280833463163026,0,0.057862884675243,0,0,0.475818269485159,0,0,0,0,0,0,0,0,0,0,0,0.0905122097474748,0,0,0,0,0,-0.0107951931138366,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.375588857894134,0,0,0,0,0,0.0910185300527466,0,0,0,-0.0954514393705211,0.0526577984382283,0.0812380537321292,0,0,0,0,0,0,0,0,0.114863396538036,0,0.000250471832805741,0,0,0.362245661752439,0.0413909179855552,-0.102989212972931,0,0,0,0,0,0,0,0,0,0,0,0,0.0262937148512732,-0.0235944069612273,0.281294934443055,0,0,0.00559665545663922,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.233145211677431,0,0.0271548269803558,0,0,0,0,0,0.235306914925712,0,0,0,0,0,0,0,0,0.0579201575877348,0,0,0,0,0,0,0,0,0.22499428311841,0.00597321210743136,0,0.0588067897138637,0.00429856283240807,0,0,0,0,0,0,0,0,0,0,0,0,0.0943797654345505,0,0.0893345528626224,-0.00654532286108536,0,0,0,0,0,0,0
X601898.SH,0,0,0.246064564824236,0,0.111666522165076,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286328175649935,0,0,0,0,0,0,0,0,0.0872503843427352,0,0.0583450714008019,-0.0206087272979958,0.354090402580695,0,0,0,0,0,0,0.048691759738642,0,-0.005030804737741,0,-0.0247374006796154,0,0.0496037721383248,0,0,0,0,0,0,0,-0.029628518653848,-0.0104517126249301,0,0,0,0,0,0
