,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600010.SH,X600886.SH,X600795.SH,X600188.SH,X600688.SH,X600309.SH,X600583.SH,X600027.SH,X002353.SZ,X601992.SH,X000792.SZ,X601158.SH,X000898.SZ,X000883.SZ,X000629.SZ,X600315.SH,X600489.SH,X000709.SZ,X600490.SH,X000825.SZ,X600547.SH,X600352.SH,X000831.SZ,X000539.SZ,X600660.SH,X601699.SH,X000630.SZ,X000983.SZ,X600549.SH,X600307.SH,X000937.SZ,X000960.SZ,X000027.SZ,X600578.SH,X000959.SZ,X002470.SZ,X600516.SH,X600863.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.151752554633296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368715489339833,0,0,0,0,0.0146698281264295,0,0,0,0,0,0,0,0.062034662224907,0,0,0,0,0,0,0,0,-0.00273887797657741,0,0,0,0,0,0.00461813226636127,0.0613836036668209,0,0.00199053755588408,0,0,0,0,0,0,0
X600028.SH,0,0,0.0289174936402752,0.183634133308276,0,0,0,0,0,0,0,0,0,0,0,0.00541205450368881,0,0,0,0.0666048516792194,0,0.0114487909569468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142536895914606,0,0,0,0.00786878516246733,0,0,0.0726063823034652,0,0,0.0437884745645087,0,0.0154966753883833,0,-0.0100463397231006,0.013888393378293,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0443530803831582,0,0,0,0,0,-0.0111310172019464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278878100587316,0,0.00561976789194015,0.106742731203098,-0.0206419362074278,0,0.133768262380665,0,0,0,0,0,0,-0.0143692018585349,0.0251881476909294,0,0,0,0,0,0
X600585.SH,0,0.0855062728867497,0.150271770191706,0,0,1.73472347597681e-18,0.227233628290046,0,0,0.0185161812816593,0,0,0,0,0,0,0,0,0.0980953357089305,-0.0336174288492744,0,0.107313690125096,0,0.0363523288041018,0,0,0,0.083561444706698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00576498845870159,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0325993651108749,0,0,0,0,0,0,0,0,0.207841603328972,-0.15049371188864,0.0453242246675653,0,0,0,0,0,0.271762033815142,0,0,-0.0546073380788675,0,0,0,0,0,0,0,0,0,0,-0.00900394951189477,0,0,0,0.0836423893459266,0.134080325720039,0,0,0,-0.0190224607850351,0,0.0153438340425404,0.0170796580518276,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.272964432389081,-0.139552734796918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922791348022901,0.189591477042652,0.0716130572179396,0,0,0,-0.020414242911245,0,0,0,0,0,0.124844531978344,0,0,0,0.0781587125298691,-2.77555756156289e-17,0,0,0,0.130583851165269,-0.0597420665823421,0.0505958273283529,0.263253397964051,-0.0317497701918282,0,-0.0309914460245175,0.0467059320646982,0,0,0,0,0,0
X601898.SH,0,0,0,8.67361737988404e-19,0.03544820308527,0.117755555215488,0,0,0,0,0,0.0135451892709779,0,0,0,0,0,0,0,0,0.0883602201980065,0,0,0,0,0.0582681948228701,0,0.105523120372469,0,0,0,0,0,0.147736580007415,0,0.00164658831204391,0,0,0,0,0,0.118082089505253,0,0,0,0.0308300601445186,0,0,0,0.0038106387421916,0,0.00126932842410363,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.150036845552824,0,0.100522946127044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173255111995012,0,0.00955871548845454,0,0,0,0.0520262142798453,0,0,0,0,0,0,-0.0318102220887519,0,0,0,0.247356173548419,0,0,0,0.00758692069179192,0,0,0.0266660274487414,-0.0431729735523923,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0459696548589974,0,0,0,0,0.0815305033436553,0,0,0,0,0,0,0,0,0,0,0.0112881804611924,0,0,0,0,0.0164819341448488,0,0,0.11825175393843,0,0,0.0331650235280379,0,0.0900538682913512,0.214072822194702,0.0719165125861322,0,0.0506285466520526,0,0,0.00674110288908502,0.05243879588304,0,0,0,0,-0.00586563271844695,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0379661889069543,0,0,0,0,0.0791752102788234,0,0,0,0,0,0.280780858097637,0,0,0.355550545095947,0,0,0.0862379368624746,0,0,0,0,0,0,0,0,0.0965030771792867,0,0.122926955691544,0.0947016739372435,0,-0.204703385134507,0.0224944870281305,0,0.0370582953990374,0,0,0,0,0,-0.0578856928292417,0.0561830886379173,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.106388946237783,0.0260583502693502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133974770773382,0,0,0.0481157910248722,0,0,0,0,0,0,0,0,0.0971775744585871,0.0281623427140099,0,0.0767600957592222,0,0.026438779602073,0,0.0664204303116449,0.0184272750364073,0,0.02761059948768,0,0,0,-0.00292320752897076,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.158329919781081,0,0,-0.204991459042576,0,0,0,0,0,0,-0.134435156253233,0,0,-0.358261216940482,0,0,0,0,0,0,-0.104668241561054,0,0,0,0.142007070211481,0,0,0,0,0,0,0,0.24947437407341,0,0,0,0,0,0,0,0.209390341225874,0,-0.000231661297075364,0.0369024714872076,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.029396198100364,0,0,0,0,0,0,0.0540424749925124,0,0,0,0,0.0287970133243708,0,0,0,0,0,0,0,0,0,0,0,0,0.133416246527567,0.0641270134841441,0,0.321937550337653,0,0,0,0,-0.00866639007413511,0,0.104841137947393,0,0,0,0,0,-8.67361737988404e-19,-0.0419176389054143,-0.270982891433641,2.16840434497101e-19,-0.0126892031832824,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.00835769391763155,0.0982622645839115,0,0,-0.0249822344985725,0,0,0.0885466090340052,0,0,0,0,0.0828476706939558,-0.0743256512091923,0,0,0,0.0499462658431049,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.00858836247022519,0,0.00613268944039302,0,0.190158226683552,0.0575568154402644,0.0674536064575193,0.0194389456182955,0,0.0148773510469622,0,0.00254990094041272,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364138866685396,0,0,0,0.0708761322015678,0,0,0.00775309339966414,0,0,0,0,0,0,0,0.0698141442978135,0,0,0,0,0,0.190468906190848,0.0345731898785245,0,0.154587545856704,0,0.231207527643148,0,0,0,0,0,0.0587959025986603,0.189568694606085,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0.102132350489873,0,0,0,0,0,0,0,0,0.173384874252411,0,0.00288170057657239,0,0,0,0,0.179324104861635,0,0,0,0.148089183471101,0,0,0,0,0,0,0,0,0,0,0,0,0.226922861300703,0,0,0,-8.67361737988404e-19,0,0.0943966238426647,0,0,0.0195246681186589,0.0236100496636083,0.0347201115639511,-0.148412585552976,0,0,-0.00492339685377742,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,-0.135674660571415,0,0,0,0.0795821856273194,0,0,0,0,0,0,0,0.151671362858284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953368256650644,0,0,0,0,0,-0.0164710832506243,0,0,0.00022210990537926,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.0356885382626551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053828623833233,0,0,0,0.00351645091109641,0.115933814504773,0.00352419620635316,-0.0653260732956652,0,0,0,0,0,0,0,0,0,0,0.0873653477487622,0,0,0,0,0,0.119038985568168,0,0.0230436804732901,0,0.00168921060971902,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.419034679771478,0,0,0,0,0,0,0.0883414428002508,0,0,0,0,0,0,0,0.0551942489483941,0,0,0,0,0,-0.0179900612505713,0,0,0,0,0.0211345439058348,0,0,-0.120445459519922,0,0.032326697223471,0.0440874371190113,0,0,0,0,0,0,0,0,0,0,0.0890474663482385,0,-0.0583523275035942,0,-0.000374071296767575,-0.00903141453996858,0,0,0,0,0,-0.0168460163412403
X002353.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.409098930000589,0,-0.135196890802854,0,0,0,0,0,-0.176929849423113,0.149503787713489,0,0,0,0,0,-0.0142321926158007,0,0,0,0,0,0,0,0,0,0,0,0,-0.0443686008316783,0,0.0401406758678145,0,0.149235845789597,0,0,0.228183630818329,0,0.070433025099797,0,0.000731888901367671,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.0245601634056835,0,0,0,0,0,0,0,0,0,0.244229232771444,0,0,0,0,-0.0250403182841994,0,0,0,0,0,0,0,0.0742193945414928,0,0,0,0,0,0,0,0,0,0,0.0895777970397183,0,4.33680868994202e-19,0.174033690351289,0,0,0,0,0,0,0.0569566750828167,0,0,-0.0198354544358686,-0.00285354262613026,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124490301734288,0,0,0,0,0,0.0303102189478508,0.0874693357389133,0.151882073915885,0,0,0,0.0355215162678547,0.0571715583407862,0,0,0,0,0.137098409018297,0,0.0525231335626209,0,-0.0229933142199136,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0453317941536494,0,0.0804078897718714,0,0,0,0,0.0287466290687592,0,0,0,0.0151904741932501,0,0,0,0,0.0889094927699174,0,0,0,0,0,0,0,0,0.0151120615319398,0,0.0669582066549658,0,0,0,0,0,0.0290984647554984,0,0,0.00933536456029587,0,0,0,0.0287430465974351,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0.0325895916783967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101300447035567,0,0.158969792789686,0,0,0,0,0,0,0,0,0,0,0,0.183206143854692,0,0.0452026620751282,0,0,0.0534551798009149,0,0.018395217442811,0,0.0669561808521286,0,0.00462574566143653,-0.0353062436549895,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161459881691809,0,0,0,0,0,0.746410143589684,0,0,0,0,0,0,0,0.105361617925763,0,0,0,0,-0.314555982042806,0,0,0,0.0557890788098652,0,0,0.0141378152351015,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0.24724216108767,0,0,0,0.0406004964709325,0,0.115721589066114,0,0,0,0,0,0,0,0,0,0.0516181944551598,0,0.0972530243215242,0,0,0,0.0575216488403815,0.359944415984904,-0.0343071838595907,0.0803024802549491,0,0,0,0,0,0,0,0,0.191539855035902,0,0,0.0275128802959305,0,0,0,0,0,0,0,0,-0.00479855636652589,0,0,0,0,0,0,0
X600315.SH,0,0,0,0,0,0,0,0,0,0.0153535904817034,0,0,0,0,0.119465916628332,0,0,0,0,0.0189614033628411,0,0,0,0,0.0435428055045323,0,0,0,0,0,0,0,0.16232538936645,0,0,0,0,0,0,0.181690341869812,0,0,0,0,0.0278600011197959,0,0,0,0,0.00603379245023754,0,0,0,0,0,0,0,0,0
X600489.SH,0,0,0,0.209487661883661,0,0,0,0,0,0.10205281430304,0.110324834881554,0.0174155725257773,0,0,0,0.105850921224813,0,0,0,0,0,0,0,0,-0.0423611197997871,0.125166355400535,0,0,0,0,0.0609505169193007,0,0,0.0814430413592651,0,0,0,0.0610355667334059,0,0.0804256443185101,-0.162739828088494,0,0,0,0.0164816641548664,0,0,0.00451446919896651,1.0842021724855e-19,0,0,-0.0138401872374085,4.33680868994202e-19,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195235615470785,0,0,0,0,0,0,0,0,0,0,0,0.264550734864618,0,0,0,0.111809703949465,0.201350385499695,0,0,0.0192712437144282,0,0,0,0,0,0,0.21786026419243,0,0.131674811234175,0,0,0.117054044203193,0,0.0573751989254408,-0.0410920708610229,0,0,-0.0318073973508798,0.0511504035815038,0,0,0,0,0,0
