,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600027.SH,X600362.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X002460.SZ,X600516.SH,X000709.SZ,X600299.SH,X600352.SH,X600489.SH,X000629.SZ,X600808.SH,X600219.SH,X600801.SH,X601158.SH,X000786.SZ,X000825.SZ,X300072.SZ,X000553.SZ,X600583.SH,X000883.SZ,X000408.SZ,X601699.SH,X600339.SH,X000792.SZ,X002110.SZ,X000539.SZ,X002271.SZ,X000301.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.189674117545389,0.0398545694887837,0,0,0,-0.042671725365777,0,0.150278389975277,0,0,0.0539271468550239,0,0,0,0,0,0.0200210010299556,0,0,0,0,-0.0659105390325258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100564510407877,-3.46944695195361e-18,0,0,0,0,0.274625747490173,0,0,0,0,0.258653705020254,0,0,-0.0190567079859402,0.069388534166704,0,0,0,0,0,0
X600028.SH,0.593770956415949,0,0,0,0,0,-0.0280488453069457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803990487228765,0,0,0,0,0,0.0606319164949022,0,0,0,0,0,0,0,0,0,0,0,0,0.0684583661623818,0,0,0,0.287288251793317,0,0,0,-0.0210353832516251,0.104826012933311,0,0,0,0,0,0
X601088.SH,0.339913283351049,0,0,0,0,-0.171066335996205,0,0,0.0401582168201506,0,0,0,0,0,0,0,0.0454765210547741,0,0,0.0889471865220283,0,0,0,0,0,0,0,-0.00602784724696426,0,0,0.10180456770335,0,0,0,0,0,0,0,0,0,0,0.0660523531708851,0,0,0,0.168147295230545,0,-0.0509642380116738,0,0,0,0.00332662978886766,0,-0.0724083877232132,0,0,0,0,0
X600585.SH,0,0,0.0944230031050018,0,0,0.163785263732992,0.0163251676655981,0,0,0,0,0,0,0,0,0,0,0,0,-0.0942376850573019,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0077904628362116,0.132876735420208,0,0.56271499110308,0,0,0,0,0,0,0,0,0,0.0202982942612826,0.170257737358698,0,0,-0.0320253842725165,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.160783765649912,0,0,0,0,0.0362297472124483,0,0,0,0,0,0,0,0,0,0.146317117368717,0,0,0,0.482378241360774,0,0,0,0,0,0.0121949220420518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548802162725817,0,0,0,0.00312885777583188,0,0.0391524261576285,0,0,0,0.00206437980115909,0.00824707010154509,0,0,0,0.0870470216092961,0,0
X600011.SH,0,0,0,0.0779263067582453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689692539690787,0,0,0,0.0311040804386663,0,0,0.0186478237485095,0,0,0,0,-0.235137412721181,0,0,0,0,0,0.0468417860995267,0,0,0,0,0,0,0,0,0.0752536297001936,0,0,0,0,0,0,-0.0031279942854767,0.0524611603662553,0,0,0,0,0,0
X600309.SH,-0.0389700568307064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613581489555288,0,0,0,0,0,0,0,0.0523364189187591,0,0,0,0,-0.614351958476445,-0.335313140384351,-0.25251692700576,0,0,0,0.457566595531769,0.244029299483199,0,0,0,0,0.216871919396989,0,0,-0.0824786838339106,0.322741871372734,0,0,0,0,-0.332027078743117,-0.0406430737672475,0.101669860292715,0,0.202830930672302,0,-0.37431522943643,0,0
X600010.SH,0.101905058753762,0,0,0,0,0.0232512787389086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276945665311132,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0936011497845039,0,0.164545100109961,0,0,0,0,-0.0563569807972996,0.0695844296440907,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.00388088009640696,0,0,-0.0016381928712815,-0.0169257676236539,0,0,0,0,0,0
X601898.SH,0.331275832220023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00541721087040894,0,0,0,0,0,0.0724846025711009,0,0,0,0,0,0,0,0,0.15240706839049,0,0,0,0,0.0543198829746422,0,0.217087577557626,0,0,0.00586282272973813,0,0,-0.0244119027708685,0,0,0,0,-0.112103280773679,0,0
X600547.SH,0,0,0,0,0,-0.0188152799955603,0.023386254351133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749099093278608,0,0,0.0386813361507951,0,0,0,0,0.485807854646437,0,0,0,0,0,0,0.227886303936041,0.0118936306716985,0,0,0,0,0,0,-0.0669563139738616,0.00298218531766403,0,0,0,0,0,0.0134691251941731,0,0,0,0,0,0,0
