,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600688.SH,X600795.SH,X002466.SZ,X600188.SH,X300072.SZ,X601992.SH,X601991.SH,X600547.SH,X600362.SH,X002460.SZ,X600886.SH,X600111.SH,X000786.SZ,X000898.SZ,X600176.SH,X600516.SH,X000709.SZ,X600157.SH,X600027.SH,X000553.SZ,X000792.SZ,X600352.SH,X000408.SZ,X600489.SH,X002271.SZ,X600339.SH,X600219.SH,X600299.SH,X000959.SZ,X000723.SZ,X600808.SH,X601158.SH,X000883.SZ,X002092.SZ,X002470.SZ,X000825.SZ,X000983.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.55741966115757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560397134904396,0,0,-0.00490101748400474,0,0.0342401759837532,0,0,0,0,0,0,0,0,0,0,0.022862062930428,0.0215778595635781,0,0,0.0922146282701515,0,0,0,0,0,-0.0486518882051975,0,0,0,0,0,0,0,0.00746758478429528,-0.000704448874741439,0,0,0,0,0,0,0
X600028.SH,0.0748503632182576,0,0,0,0.100284842488017,0.0409633148534022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317296593946527,0,0,0,0,0,0.0405350535956454,0,-0.00052952624451039,0,0,0,0,0,0.0892679172038852,0.00178468329419693,0,0,0,0,0,0,0,0,0,0,0.0165992580515605,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0438653411297252,0.0286285621133503,0,-0.00707858647349534,0,0,0,0,0.759954891458116,0,0,0,0,0,0,0,-0.0442387267827448,0,0.287139702564785,0,0,-0.00597536384251744,0,0,0,0,0,0,0,-0.0227471405998188,0,0,0,0,0,0,0,0,0,0,0.0447781572678637,0,0,0,0,0,0.040463448232226,-0.0273388387836559,0,0,0,0,0,0
X600019.SH,0,0,0.0338178774302652,0,0,0,0,0,0,0,0,0,0,-0.0965530649026847,0,0,0,0,0,0,0,0,0.0263235116706719,-0.0422035455155903,0.374221125143777,0,0,0,0,0,0,0,0,-0.068753200832463,0,0,0,0,0,0,0.0296864255004005,0.141224973470237,0,0,0,0,0,0,0,0,0.0405693549782809,-0.0473406412245142,0,0,0,0,0,0
X600585.SH,0,0,0.0908499608119168,0,0,0.114942915567715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107378725142507,0,0,0.0407122012550489,0,0,0.0717297620723816,0,0,0,0,-0.105853693244307,-0.128359211296656,0,0,0,0,0,0,0,-0.219694338295489,0.212799415836409,0,0,0,0,-0.284778378908616,0.0743979249674756,0,0,0,0.0201533669785475,-0.0786777167723698,0,0,0,0,0
X601600.SH,0,0,0,0.105752910783939,0,0,0,0,0,0,0,0,0,0.0542934745889226,0,0,-0.0605310015938879,0,0,0,0,0,0.0501267315630593,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.0503796260476714,-0.0140164427695546,0.242091239690637,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168597965043575,-0.0352917537365406,0,0,0,0,0,0
X600010.SH,0,0,-0.0129487728245346,0,0,0,0,0.094163171766201,0,0,0,0,0,0,0.0246215927772068,0,0,0,0,0,0.0384293216805588,0,0,0.0341908237761328,0,0,0,0.0481776441350011,0,0,0,0,0,0,0,0,0,0,0,0,0.0462531229036134,0.226371071054876,0,0,0,0,0,0.10912868536303,0,0,-0.00494147192036641,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161176614542708,0,-0.112606158684507,0,0,0,0,0,0,0,-0.188541592603195,0,0.20245320030728,0.0813166644726739,0,0,0,0,0,0,0,0,-0.314291910714187,0,-0.000601075165185962,0,0,0,0,0,0,0.4651134968903,0,0,0,0,0,0,0.0184529843206067,0,0,0,0,0,0
X600011.SH,0,0,0.0321035244738682,0,0,0,0,-0.0252931859722854,0,0,0,0,0.0285140707828425,0.00661496475273564,0.169942351877512,0,0.106882836789981,0,0,0,0,0,-0.00768138952245776,0.00535280935399602,0,0,0,0,0,0.0509029061178819,0,0,-0.0197847954581877,0,0,0,0,0,0.0458702180628846,0,0.013888862857665,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-8.67361737988404e-19,0.00754251318194557,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283588131542255,0,0,0,0,0,0,0,0,-0.00637676956178138,0,0,0,0,0,0,0,0.0159212314800875,0,0,0,0,0,0,0,0,0.0130757639569601,0.0824265426794074,0,0,0.00552818113217893,0,0,0.172348297565681,0,0,0,-0.00332040339773203,0,0,0,0,0,0
