,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600299.SH,X600583.SH,X601992.SH,X000027.SZ,X600309.SH,X000539.SZ,X000630.SZ,X000792.SZ,X000709.SZ,X600352.SH,X000898.SZ,X600021.SH,X600660.SH,X000883.SZ,X002466.SZ,X002470.SZ,X600623.SH,X600098.SH,X601918.SH,X600489.SH,X000060.SZ,X600307.SH,X600547.SH,X600863.SH,X300072.SZ,X000629.SZ,X600022.SH,X600578.SH,X600808.SH,X002004.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.578268935207586,0.050584806199574,0,0,0,0,0.0842170621650791,0,0,0,0,0,0,0,0,0,0,0,0,0.0823910359154629,0,0,0,0,0,0,0.0656157878234785,0,-0.0743776121044041,0,0,0,0,0,0,0,0.022026769997268,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154957865467671,0.0233560002524201,0,0.0717189959919914,0,0,0,0
X600028.SH,0.247913187368211,0,0.182403019569069,0,0,0,0,0.115980793111249,0,0,0,0,0,0,0.0527471816945547,0,0,0,0,4.33680868994202e-19,0.051772587382561,0,0,0,0,0,0,0,0,0,0,0,0,0.137496132408218,0,0,0,0,0,0,0.0113180921737437,0,0,0,0.0367693624395341,0,0,0,1.73472347597681e-18,0,-0.00571201566753141,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.130940546251938,0.00821927885574717,0,0,0,0,0.540079547198988,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.106476727479679,0,0,-0.0129792226313245,-0.0196573379029639,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192352295852688,0,0,0,0,0,0,0
X600011.SH,0,0,0.0816242211433666,0,0,0,0,0,0,0,0,0.349591938703641,0.0846731900537841,0,0,0,0,0,0,-0.0100897525291142,0,0.234984809310499,0,0,0,0,0,0,0,0,0,0,0.128262381670595,0.000166192393614388,0.0992372605180911,0,0,-0.078499325186007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,1.73472347597681e-18,0,0.142679160790659,0,0,0,0,0.155364554461288,0,0,0,0,0,0,0,0,0,0.1926949535054,0.00983752121488865,0,0,0,-1.73472347597681e-18,0,0.144969902402094,0,0.0178117222336506,0,0,0,0,0,0,0,0,-0.0388180628870246,0,0,0,0,0,0,0
X600019.SH,0,0.0174858027819425,0,-4.33680868994202e-19,0,0,0,0,0,0.0847607505256362,0,0.291148336121048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917227269535636,0.0520414267663153,0,0.0503439731766515,0,0,0.0178164228852476,0,0.145257326068835,0,0,0,0,0,0,0,0.0156835301481701,0,-0.0261626544447644,0,0,0,0,0,0,0
X600585.SH,0,0.125784326082358,0.0954399419681636,0,0,0,0,0,0.45559790057692,0,0,0,0,0.140460419857913,0,0,0,0,0,-0.00589126830263514,0,0,0,0.165736661324576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00328724456795697,-0.036384932255147,0,0,0,0,0,0
X601898.SH,0.195760093127266,0,0,0,0,0,0,0,0,0.327351039857216,0.139893504514795,0,0,0,0.0764286840365144,0,0,0,0,0,0,0,0.0999281206757442,0,0,0,0,0,0,0,0,0,0,0.00103129357326951,0,0,0,0.183975498983582,0,0,0.138829201393917,0.166021059947035,0,0,0.0488808363744098,-0.232139270173288,0,0,0,0,-0.0105707167342838,0,0.0278930966998642,0,0,0,0,0
X600795.SH,0,0,0.0851810775736134,0,0,0,0,0,0,0,0.00746572554094522,0.0778705989750021,0.307986328253544,0,0.012315590447496,0,0,0,0,0,0.0293202580008863,0,1.73472347597681e-18,0,0.142409998679148,0,0,0,0,0,0.02481247355918,0,0.0330017356195108,0.0299306635669724,0,-1.73472347597681e-18,0,0.067592533200054,0,0,0,0,0,0,0,0,0,0,0.0211727822120357,0,-0.0191906849746634,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.137041116392478,0,0,0,0,0,0,0.234409645379688,0,0,0,0.128126048071919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00832083875714353,0,0.054833466592939,0,0.0246494179193336,0.0499636877227773,0,0.0651106303030984,0,0,0,0.135871310571754,0.0399388467926423,0,0,0,0,-0.00650147334259421,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194010409184691,0.0828048792459545,0,0,0.0591132358448304,0,0,0.262842936002712,0,0,0.14834990362356,0,0.0610873569752775,0,0,0,0.133226499474019,0,0,0,0,0,0,0,0.0576700217045011,0,0,0,0,0,0,0,0,-0.00415547358349438,0,0,0,0,0,0,0
X601991.SH,0,0,0.0214368319252909,0,0,0,0,0,0,0,0.168309899445626,0,0.24144500728586,0,0,0,0,0.0403988725789211,0,0,0.0628131459029713,0.15712665495051,0,0,0,0,0.1633490736576,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0016708028656036,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.0512337568773098,0,0,0,0,0,0,0.229327988679245,0,0,0,0,0,0,0,0,-0.0125837108302415,0,0.0408363113712106,0,0.0302653461165664,0,0,0,0,0,0.12687546397573,0,0,0.210277347257548,0.00565413331477376,0,0,0,-0.0169485570824967,0,0,0,0,0.199641609780698,0,0,0,0,0,0,0,-0.0218991859649115,0.0139023030685314,0,0,0,0,0,0
