,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600547.SH,X601898.SH,X601600.SH,X600111.SH,X600660.SH,X002271.SZ,X000301.SZ,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600803.SH,X600176.SH,X600027.SH,X601699.SH,X600489.SH,X601991.SH,X000983.SZ,X600160.SH,X000807.SZ,X000786.SZ,X600995.SH,X000629.SZ,X002080.SZ,X600219.SH,X300037.SZ,X000932.SZ,X600378.SH,X000933.SZ,X000723.SZ,X000408.SZ,X600688.SH,X600096.SH,X000831.SZ,X600157.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.186047531095801,0,0,0,0,0,-0.0702942292434556,0,0,0,0,0,0.0902628750288722,0,0,0.0645955699877957,0,0,0,0,0,0,0,0,0.00246438561697367,0.0449407986617833,0,0.0673625493693892,0,0,0,0,0,0.0791372766391622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046499364519004,-0.0509634642369979,0,0,0,0,0,0
X600028.SH,0.377425621001864,0,0.189636143207697,0,-0.0959061674629456,0,0,-0.0342515062730078,0,0,0,0,0.140962010100316,0.182776326665138,0,0,1.0842021724855e-19,0,0,0,0,0,0.15031452006336,0,0,0,0,0,0,0,0,0,-0.0731124097273579,0,-0.0550552154751403,0,-0.121620076761108,0,0,0,0.0637027678130747,0.0180043251163361,0,-0.00631718949995741,0,0,0,0,0,0,0,0.00732987980608148,-0.0319766369761541,0,0,0,0,0,0
X601088.SH,0,0.150350750269037,0,0,-0.138872125962776,0,0,0,0,0,0,0.00766564150962869,0.188324028485426,0,0,-0.228258193790475,0.0436861614229718,0,0,0,0,0,0,0,0,0,0,0,0.110162027024637,0,0.111209252287675,0,-0.0461597557814589,0,0.0364995125353975,0,0,0,0,0,0.150823058232145,0.0314958272246139,0.115765668020649,0,0,0,0,0,0,0,0,0.00937253138125888,0,-0.0582451704742462,0,0,0,0,0
X600309.SH,0.0753444252798157,0,0,0,0.069139793264894,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.110966886266266,0,0,0.210200577004659,0,0,0,0,0,0,0,0.127110900114265,0,0,-0.0143200083202283,0,0,0.162874735457974,0,0,0,0,0,0,0,-0.101589224542816,0,0,0,0,0,-0.0928371974560228,-0.0381833068914637,0.0461584449006159,0,0,0,0,0,0
X600188.SH,0,0,0.575847047230384,0,0,0,0,0,0,0,-0.138799718202518,-0.0108502900364948,0,0,-0.0140103569229991,-0.401486507661748,0.0724099095711412,0,0,0,0,0,0,0,0,0.113686911006157,0,0,0.113218067767633,0,-0.178678489663412,0,0,0,0,0,0,0,0,0,0,0,0.215718613755367,0,0,0,0,0,0,0,0,-0.0108831079544554,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.051681654248907,0,0,0,0,0,0.0246036653983415,0,0,0.114667533714606,0,0,0,0,0.287111681231677,0,0,0,0.0341223427601907,0,0,0.0217536997997506,0,0,0,0,0,0.0482305236758221,0,0.082440098753673,0,0,0,0,0,0,0,0,0,0.0331021203098169,0,0,0.203088617392037,0,0,0.00658151886798609,0,0,0,0,0,0
X600019.SH,0.0477607905159608,0.148030106855549,0,0,0,0,0,0,0,0,0,0,0.103420186963842,0.123313045093384,0,0,0,0.189653031560307,0,0,0,0.26929247553098,0,0,0,0,0.0915507200031465,0,0,0,0,0,0,0,0,0,0,-0.103601923482758,0,0.00622997471029328,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171071488738006,0,0,0,0,0,0
X600011.SH,0,-0.0194658911624939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207088791613957,0,-0.134395742838349,0,0,0,0.476323658867181,0,0,0,0,0,0,0.102016811679794,0,-0.0845214675589229,0,0,0,0,0.102511137228676,-0.0348722675107726,0,0,0,0,0,0,0,0,-0.00836205485624189,0.0133878184241027,0,0,0,0,0,0
X002460.SZ,-0.044269118997264,0,0,0,0,0,0,0,0,0.717016624361347,0,-0.0341669774368405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00727683017493189,0.0105822509408142,0,0,0,4.33680868994202e-19,0.0992191605607277,-0.109048112068786,0,0,0,0,0.0324162063623414,0,0,0,0,0.0674383167612469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.512517277415557,0,0,0,0,0,0.126825566779331,0,0,0,0,0,0,0,-0.0741660053306693,-1.38777878078145e-17,0,0,0,0,0,-0.0108846359171713,0,0,0,0,0,0,0.0897726679279044,0.000242742808988275,0,0.100110709883785,0,0.0642079032318356,0,0,0,0,0,0,0,0,-0.0924567539442153,-0.00757759650653801,0.00306903209400489,0,0,0,0,0,0
X000792.SZ,0,-0.0320084989277467,0,0,0,0,0,0.0678395454749068,0.0819477201172567,0,0,0,-0.037540039388046,0,0.285195491059611,0,0.0702512219203249,0,0,0,0,0,0,0,0,0,0,0,0.0358691291814638,-0.0725513254662014,0.0223489504885884,0,0.0680289987010518,0,0,0,0,0,0,0,0,0.00596995721314203,-0.104672985423883,0,0,0,0,0,0,0,0,0,0.0371749559889575,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0371564705392206,0,0,3.99122924702785e-05,0.0446728100007745,0,0,0.0778982470028161,0,0,0,0.100770239785586,0,-0.196141059182575,0,0,0,0.606697691373698,0,0,0.0811148735560554,0,0,0,0,0.054857999263002,0,0.0722999336067901,0,0.0227731961196838,0,0,0,0,0,0,0,0.0174109400039194,0,-0.0236065168021693,0,0,0,0,0,0,0
X601898.SH,0,0.446201804162974,0,0,0.0459509870986139,0,0,0.12424303969317,0,0,0,0.116179121609946,0,0,0,0,0,0,0,0,0,0,0.226725950139644,0,0,0.102889067105101,0,0,0,0,0,0,0,-0.051749507118429,0.119047418976167,0,0,0,0,0,0,0,0,0,0.0282933545873379,0,0,0.139181169831651,0,0.0328258788224874,0,0.0931799460161501,-0.0915312223739917,0,0,0,0,0,0
X601600.SH,0,0,0,0,-0.0827566426636162,0,0.144995124960089,0,0,0,0,0.126733822865091,0,0,0,0,1.38777878078145e-17,0,0.0453390202720548,0,0,0,-0.0320335961730583,0.435237899855975,0,0,0.154603640533501,0,0,0,0,0,0,0.269124463699082,0.203842030014027,0,0,0,0,0,0,0.0926412504534177,0,0,0,0,0.0832289622047201,0,0,0,0,0.0390888931594524,-0.0138527690294921,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0706354794764942,0,0,0,0,0.0476230273505254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348059463634798,0.0209806771069915,-0.000182410175360591,0.0186447628150389,0,0,0,0,0.0754071270762436,0,0,0.261413882004516,0,0,0.0969748321369412,0,-2.16840434497101e-19,0,0,0,0,0,0.396751257990883,0,0,0,0,-0.0249784800123133,0,0,0,0,0,0
X600660.SH,0,0.059178926126735,0,0,0,0,0,0,0.136242973009961,0,0,0,0,0,0,0,0.029984543732193,0.112164395009029,0.0890620364853406,0,0,0,0,0.0674610998982662,0,0,0,0,0.0103361181702679,-0.0434786136320885,0,0,0.0849069229030927,0,-0.0108141660693892,0,0,0.0872608289851583,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134267186332602,-0.00839247087753102,0,0,0,0,0,0
X002271.SZ,0.0796246618928051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101755983874499,0,0,0,0,0,0.00410726813862574,0,0,1.38777878078145e-17,0,0,0.553176777107125,0,0,0.0410755797966511,0,0.148016283247842,0.1642187061862,-0.0414019058732063,0.0601348268624834,0.339889093347981,0,0,0,0.0308173569533654,0,0,0,-0.0107157747406727,0.0239608174019551,0,0,0,0,0,0
