,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X600585.SH,X601600.SH,X600795.SH,X600886.SH,X601991.SH,X600688.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X600188.SH,X600362.SH,X600583.SH,X601158.SH,X000027.SZ,X002075.SZ,X601992.SH,X600021.SH,X600309.SH,X000539.SZ,X000898.SZ,X600352.SH,X601918.SH,X000883.SZ,X002353.SZ,X002470.SZ,X000629.SZ,X600098.SH,X600863.SH,X600022.SH,X000792.SZ,X600307.SH,X000060.SZ,X600808.SH,X600489.SH,X000878.SZ,X600660.SH,X600547.SH,X600578.SH,X000825.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.867926831252892,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0354601542402053,0,0,0,0,0,0,0,0,-0.0885941621746506,0,0,0,0,0,0.0273986533394974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231182463991289,0.0304939781657402,-0.0582371855016567,0,0.0117293175834717,0,0,0,0
X600028.SH,0.475772942496759,0,0.0315590220532469,0.0479407231306086,0,0,0.136112383633448,0,0,0,0,0,0,0,0,0,0,0.0573111710409322,0,0.0518647368648875,0.00998643285483837,0.0165493508792716,0,0,0,0,0,0,0,0.0618337950172827,0,0,0,0,0,0,0,0.00863407454691885,0,0,0,0,0,0,0,0,0,0,0,0.0208685877081835,0,0.077895538511362,0,0,0,0,0
X601088.SH,0,0.260668824210779,0,0.128821761981937,0,0.0787252378533608,0,0,0,0,0,0.112167720597659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760723150606638,0,0,0,0,0,0,0,0,0,0,-0.0182042927242441,0.0659815565416773,0,0,0,0,0,0,0,0,0,0,0,-0.00781511011082969,0,0,-0.00287352309523939,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0507620264929781,0.234611358055345,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.264266834086346,0.100859201157988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0685270469199308,0.077394804568736,0.0115840819546455,0,0,0,0,0,0,0,0,-0.03615728566551,0,0,0,0,0,0
X600011.SH,0,0,0,0.0308828829376176,0,0.179851765765257,0,0,0.107822949158906,0,0,0.130880864240406,0,0.0128765571232939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449434576787597,0,0.0549768289580409,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.0593726774909281,0,0,0,0,0.247326688996046,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.160829430703324,0,0,0,0,0,0,0,0,0.287812151319079,0,0.255885935692432,0.0184386903505242,0,0,0,0,0,0,0,0,0.114220362294073,-0.100462034682716,0,0,0,0,0.173978576951735,0,0,0,0,-0.000902172169626516,0,0,0,0,0,0,0,0,0,-0.0206956896927017,0,0,0,0,0,0
X600019.SH,0,0.0555114889190036,0.191883707344194,0,0.0448148739940285,0,0,0,0,0,0,0,0.0955372302330423,0,0,0,0,0,0,0,0,0,0,0,0,0.0415198234568712,0,0.343655379280672,0,0,0,0,0,0,0,0,0,0.0240438420663181,0,0.0139713090342515,0,0,0,0,0,0,0,0,-0.0141181705804217,0,-0.0303810250939642,0,0,0,0,0,0
X600585.SH,0,0,0.120326316686852,0,0.131555527906494,0,0,0,0,0,0,0,0,0,0,0,0.047589543294032,0,0,0,0,0.0937486333323275,0,0,0,0,0,0.129119778095426,0,0,0,0,0,0,0,0,0,0,0.0037508550678503,0,0,0,0,0.184476889525346,0,0,0,0,0,0,-0.00183163778300488,0,0,0,0,0,0
X601600.SH,0,0,0,0.0156215003298987,0,0.0631007027882333,0,0,0,0.0174770093868243,0,0,0.25971969702586,3.46944695195361e-18,0,0,0.136560827842326,0,0,0,0,0,0,0.133655231334065,0.113723127085266,0,0,0,0,0,0,0,0,0,0,0,0.0916769090674051,0,0,0,0,0,0,0,0,0,0,0,0,0.0341925507980205,-0.0916426801174416,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.22003293565725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,3.46944695195361e-18,0,0.0665776107629742,0,0,0,0,0,0.0222412831365032,0,0,0,0,0.0108464770197845,0.242684001843593,0.0539458689823784,0,0,0,0,0,0,0,0,0.0984912583828891,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34464688186192,0,0,0,0,0,0,0.0164939437352926,0,0,0,0,0.0915608991496565,0,0,0.0228622972916617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0652003558623033,0.0253649578364897,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.086675919199888,0.198554909536557,0,0,0.00708980900173112,0,0,0,0,0.0707356284929693,0,0,0,0.268871708640865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113281390868506,0.0237231115170887,0,0,0,0.108305863850449,0,0,0,-0.00980448054921986,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,-0.17200697570809,0,0,0,0,0,0.317992515618157,0,0,0,0,0,0.312828599064654,0,0.0670397235304976,0,0,0.122724956095832,0,0,0,0,0.298995874800486,0,0,0,-0.269058211741079,0,0,0,0,0,0.0150940956348633,0.0162035243773857,0,0,0,0,0,0,0,0,0.00940016789292836,-0.0225390834667559,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.109250483284998,0,0,0.0522657705410972,0,0,0.171776350515783,0.0543979246949151,0,0,0,0,0,0,0,0,0.0251046215041455,0,0,0,0,0,0.0974340160386992,0,0.0553648865292994,0,0,0,0,0.00956517221117791,0.08150937493089,0,0,0,0,0,0,0,0,0,0.171194253195625,0,0,0,0,-0.037651164473278,0,0,0,0,0,0
