,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002271.SZ,X000708.SZ,X600011.SH,X002460.SZ,X600660.SH,X000786.SZ,X600886.SH,X601898.SH,X600010.SH,X600176.SH,X600801.SH,X600362.SH,X601600.SH,X600489.SH,X600352.SH,X600188.SH,X600426.SH,X601991.SH,X600111.SH,X600795.SH,X002080.SZ,X600688.SH,X600027.SH,X600299.SH,X601992.SH,X000301.SZ,X000932.SZ,X600803.SH,X002466.SZ,X002075.SZ,X600529.SH,X300037.SZ,X600219.SH,X600315.SH,X000027.SZ,X002353.SZ,X600486.SH,X000723.SZ,X000883.SZ,X601158.SH,X000898.SZ,X600612.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457698322156458,0,0,0.0255276636345917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031137020955093,0.0299481051354954,-0.0199369171626775,0,0.0978815285150361,0,0.0970289786529246,0.0267258470794517,0,0.00324075385752571,0,0,0,0.00828831591449952,0,0,-0.0197958098478514,-5.2971000447855e-05,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.00465553764029227,0,0.0315693150020116,0,0,0,0,0,0,0,0,0,0,0.0347084789655207,0,0,0,0,0.0233921698591259,0,0,0,0,0,0,0,0,0.0117715977380014,-0.0196672026394423,0,0,0,0.148186625761168,0.0333276850744776,0,0,0,0,0,0,0,0,-0.0198064109047365,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0375667379512346,0.0860358467548068,0,0,0,0,0,0,0,0,0,0,0.100091447557264,0.304341548202591,0,0,0,-0.0242240861884852,-0.00570496996574146,0,0,0,0,0,0,-0.0373102575915589,0,0,-0.0193338099848384,0,0.0149000365926078,0,0,-0.00676611170595003,0,0,0,0,0,0,0,0.0146938484899946,0.00282138842884967,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0368292507861284,0,0,0,0,0,0,0,0.0384988804854722,0.0492490232724533,0,0,0.0865423620916213,0,0,0,0,0,0.0644806987538845,0,0,0,0,0.0464682739174683,0,0,0,0,0,0,0,0.0802115849549708,0.0438012193965296,0,0,0,0,0,0,0,0,0,0,0,0.156584030345616,0,0,-0.0332202139784858,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0972430096204382,0.195339439485055,0,0,0,0.0655709313882556,0,0,0,-0.0921006727413319,-0.181468452003258,0,0,0,0.32414793849598,0,0,0.247487892865331,0,0,0,0,0,0,0,0,0,0,0,0.235856827423095,0,-0.0687433034929969,0.0652474024455315,0,0.0763361368627439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00496715494155731,0.0119138074114267,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.257392578321629,-0.0343395065291075,0,0,0,0,0,0,-0.0273442311528309,0,0,0.0182577238693345,0,0.0325748992804417,0,0.0944507577323987,0,0,0,0,0.162775485136,0,0.0274647084890039,0.00199684482379245,0,0,0,-0.144702362841483,0,0
X600547.SH,0,0,0,0,0,0,0,0.0553079838033029,0,0,0.0701351290876559,-0.0182935546025544,0,0,0,0,0,0,0,0,0.576941133874513,0,0,0.0395669587058006,0,0.0854232562434857,0,0.00541195943383025,0,0,0,0,0,0,0,0,0,0,0.00226375869721147,0.0787058302307368,0.114615409812598,0,-0.0584769345488661,0,0,0,0,0,0,0,0,0,-0.0164793142663208,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.26163832085554,0,0,0,0,0,0.0252944995335878,0.0785578182952546,-0.116423386400489,0,0,0,0.365402981530172,0,0,0,0,0,0,0.134394966538019,0,0,0,0,0,0,0,0,0.103146430542998,0,0.163618118248727,0,0,0,0.103078540775485,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.000207437950557377,0,0.0183120239875668,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.100683250026795,0,0.010559847738566,0,0,0.16295417317287,0,0,0.0155670956176096,0,0,0,0,0,0,0,0.129008967594644,0,0,-0.0370914182834091,0,0.219257525971972,0,0,0,0,0,0,0,0.0659560757434282,0.019681161122008,0,-0.00671874323625721,0,0,0,0.148899658188722,0,0,0,0.0766471571800064,0,0,0,0,0,0,-0.0730264388482265,0.0668291041917488,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0803752400583376,0,0,0,0.0783899857343567,0,0,0,0,0,0.246293660208243,0,0,0,0,0,0,0.0863112743479623,0,0,0,0.759393058901865,0.168737016616824,0,-0.105551262708898,0,0,0.0507089837945955,0,0,-0.219655756134655,0,0,0,-0.0744276176855487,0,0,0,0,0,0,0,0,0,0.0308734498892946,0,0,0,0,0,0
