,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X601600.SH,X600688.SH,X600660.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X600111.SH,X600176.SH,X002466.SZ,X600516.SH,X600299.SH,X002460.SZ,X000709.SZ,X000629.SZ,X600808.SH,X600219.SH,X600352.SH,X000825.SZ,X600801.SH,X601158.SH,X300072.SZ,X000786.SZ,X000553.SZ,X600489.SH,X002075.SZ,X002110.SZ,X000883.SZ,X600583.SH,X600339.SH,X000408.SZ,X000792.SZ,X601699.SH,X000301.SZ,X000630.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.174466425388673,0,0,0,0.0528003870741104,-0.0963757630327501,0,0.167857107369561,0,0.0417525518673093,0,0.0916109725163805,0,0,0,0,0,0,0,0,0,-0.0261077475365672,0,0,0,-0.0210923130719647,0,-0.0179181008642722,0,0,0,0,0,0,-0.068027771381469,0,-6.93889390390723e-18,0,0,0,0,0.0449977527417709,0.237067920404804,0,0,0,0.303187503183822,0,0,0,0,0.0520377071765499,0,0,0,0,0,0
X600028.SH,0.151418782038918,0,0,0,0.328743696905691,0,0,0,0,0,0,0,0,0,0,0.0910455794153518,0,0,0,0,0,0,0,0,0.251171154021777,0,0,0.217076771704732,0,-0.0855948984447554,0,0,-0.104941295742072,0,0,0,0,0,0,0,0,0,0.11354512226482,0.0936331854882166,0,0,0,0,0,0,-0.0947055998963698,0,0.0158131110449604,0,0,0,0,0,0
X601088.SH,0.136172330898927,0,0,0,0,0,0,0,0,0.0510364192663646,0,0,0,0,0.0971989037824258,0,0,0,0,0,0,0,0,0,0,-0.137481683373385,0,0,0.0484751077961131,0,0,0,0,0,0,0,0,0,0,0,0.306290259677601,0,0.0644017085720012,0.00468769062764138,0.0447485622667057,0,0,0,0,0,0,0.0280631913775339,-0.0695490268255658,0,0,0,0,0,0
X600585.SH,0,0,0.0671010856224378,0,0,0.0367907273291833,0.117237766020528,0,0,0,0,0,0,0,0,0,0,0,0,0.0185466107639895,0,0,0,0.00775973424583786,0,0,0,0,0.0401982800807575,0.0582853705464104,0,0,0,0.498136780142476,0,0,0,0,0,0.0432986784949859,0,0,0,0,0,0.175255400482927,0,0,0,0,0,0.0157178462803993,0,0,0,0,0,0,0
X600019.SH,0,0.0486122248503409,0.0577838151911025,0.033136758365461,0,0,0,0,0,0,0,0,0,0,0.0856520284389347,0,0,0,0.00311780478791088,0.585960240920945,0,0,0,0,0.080822785282146,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00679140481813006,0.0121126743179591,0,0,0,0.00418527599507733,0.127091935824438,0
X600011.SH,0,0,0,0.0520103061232182,0,0,0.0100530198580422,0,0,0,0,0,0,0.0411186481754055,0,0,0,0,0.671111800809261,0,0,0,0,0.118391176445736,0,0,0.0022641185207032,0,0,0,0,0,0,0,0,0,0,0,-0.22228330182458,0,0,0,0,0,0,0.0252369961479068,0,0,0,0,0,-0.00721000964775726,0.0646957425815694,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.257031246662667,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.340052299412836,-0.00479244169333826,0.0835507100580771,0,0.12163166576122,0,0,0,0.109531461975179,0,-0.44958428586113,0,0,0,0,0,0,0,0,0,0,0,-0.251777310919704,-0.0880584606726905,0.126844704254528,0,0.0695410600048209,0,0,-0.385242740655118,0
X600010.SH,0.0520437082200295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796175594775355,0,0,0,0.0361116447134803,0,6.93889390390723e-18,0.327972111154638,0,0.105917052674129,0,0,0,0,0.0834736520012115,0.0242525881275712,0,0,0.0036540465875545,0,0,0,0,0,0,0.0194012316087644,0.0707940451440965,0,0,0.0272961697896187,0,0,0,0,0,0,0,6.7762635780344e-21,-0.0177762558577469,0,0,0,0,0,0
X601898.SH,0.0547059289317158,0,0,0,0,0,0,0,0,0,0.119725907738293,0,0,0,0,0,0,0,0,0,0,0,0,0.0371323414138466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244914646860745,0,0.132111323458094,0,0,0.0987055152880725,0,0,0.107413174515095,0.18032520454205,0,0,0,0,-0.0056294772729852,0,0,0,-0.00707266107857359,0,0
X600547.SH,0,0,0.0258259168437443,0,0,-0.0778956350280399,0.0733750847499325,-0.0522866078289409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325971248983681,0,0,0,0,0,0,0.248169069257829,0,0,0,0,0,0.604630103284187,0,0,0,0,0.0648390840667587,0,0,0,0,0,0,0,0.0107092367667339,-0.0103446718787938,0,0.00181792056867056,0,0,0,0
X601991.SH,0,0,0,-0.0219083587900572,0,0,0,0,0.130477549712783,0,0,0,0,0.0764614937719156,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.130159215078649,0,0,0,0,0,0,0,0,0,0.0556760596587426,0,0,0,0,0,0,0,0.154077497187964,0,0.0429043747585169,0,0,0.0835758801421236,-0.020130841016995,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.116978346012955,0,0,0,0,0,0,0,0,0,0.131427182684128,0,0,0,0,0,0,0,0.12672676234567,0,0.0910158662898073,0.140850315247866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106415079191427,0.0817928019230923,0,-0.0173048736905153,0.0547246494979576,0,0,0,0,-0.00535632570642857,-0.0547173766415645,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271965366182041,0,0,0,0,0.13250543291813,0,0,0,0.0469694858171808,0,-0.100472381598675,0.0619742430002452,0.0297102608176255,0,0,0.363213785008584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11569713420322,0,0,0,0,0,0.0460138792243216,-0.00253980750842024,0.0484518947564433,-0.0764751005787577,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0404727069497114,0,0,0,0,0,0,0.275375173008439,0,0.160872786093609,0,0,0,0,0,0,0,0.0808068748501598,0.0295016702038202,-0.0598652326572212,0.123771166956188,0,0,0.0862650984714419,0,0,0,0,0,0,0.0796261580464788,0,0,0,-0.015617672182308,0,0,0.197963537375845,0,0,-0.0575134360296368,0,0,0,0,0,-0.00580883926469906,0.112432247665982,0,0.214233955700728,0,0,0,0
X600188.SH,0,0,0.655418504454162,0,0,0,0.110774945015387,0,0,0,0,0,0.56700805221031,0.245119350922411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585951794339922,0,0,0,0,-0.270419845290171,0,0,0,0.188975049956821,0,0,0.139569905940532,0,0,0,0,0.0973946092320774,0,0,0,0,0,0,0.0480089177057223,0,0,0,-0.01532827621941,0,0
X600886.SH,0.0303491384113061,0.167799297412011,0,0,0,0.161686233504992,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0594773838770947,0.0983324418240744,0,0,-0.0449916101149583,0.0220182208432677,0,-0.0148587009759891,0,0,0,0.0780295799550052,0,0,0,0.00885320570136498,0,0,0.0564689880687772,0,0,0,0,0,0,0,0,0,0,0,0,0.0132159536816463,0,0,0,0,0,0
X600795.SH,0,0.00598716557120512,0,0,0.0442333188661869,0,0,0,0,0,0,0,0,0,0,0,0,0.240397273815905,0,0,0,0,0.0207867611719814,0,0.133163592969279,0,0.0120800132243629,0.0370317518757058,0.0029804189787068,0,0,0.0137450430089014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00387957935807632,-0.0399430511321793,0,0,0,0,0,0
X600362.SH,0.0148364580713979,0,0,0,0.0345362286161578,0,0.146567849427974,0,0,0,0,0.0744397576043373,0,0,0,0,0,0,0.07290210697541,0,0,0,0,0.0196896501010769,0.110863258100071,0.00928302212623411,3.46944695195361e-18,0,0.0667788188223162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477231534388708,0,0,0.0737688973149351,0,0,-0.00254070977445599,-0.0647979981212372,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.479933432382104,0.24444151139659,0.0455568924424825,0,0,-0.0543846497762331,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.0192451497289077,-0.200868170196795,0,0.13876022923168,0,0,0,0,0,0,0,0.183620145007154,0.202311432627388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235673481735698,0,0,0.078618939892665,0,0
