,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X600660.SH,X601898.SH,X600688.SH,X600362.SH,X601600.SH,X601991.SH,X002466.SZ,X600795.SH,X600886.SH,X000898.SZ,X600547.SH,X600516.SH,X300072.SZ,X600111.SH,X600176.SH,X002460.SZ,X600027.SH,X600352.SH,X000553.SZ,X000786.SZ,X601992.SH,X000825.SZ,X000709.SZ,X600299.SH,X601699.SH,X000792.SZ,X600808.SH,X002271.SZ,X002110.SZ,X600426.SH,X000932.SZ,X000883.SZ,X601158.SH,X600315.SH,X600219.SH,X000830.SZ,X000983.SZ,X600489.SH,X000408.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0492099884068025,0.143725956006046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548089264963997,0.0777450525728478,0,0,0,0,0,0.120704956742614,0,0,0,0,0,0.00901831624505295,0.123383626717976,0.0448971955124033,0,0.0439071240599846,0,0,0,0,0,0.032902852413502,0,0,0,0,0,0,0,0.0120535082599918,0.00601518455313622,0,0,0,0,0,0
X600028.SH,0,0,0.235226936673252,0,0,0,-0.0207618089926241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12638450269599,-0.0675910352953003,0,0,0,0,0,0.194863874357469,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0683702355392144,0,0,0,0.000939118658841744,0,-0.101284471695569,0,0.0200314770081592,0,0
X601088.SH,0,0.172465514152019,0,0.171439616672263,0.145899625930345,0,-0.0842653795676609,0,0.229873719720685,0,0,0.488786961743884,0,0,0,0,0,0,0,0,-0.00698338393619137,0,0,0,-0.0867864288363865,-0.00859566587282383,0,0,0,0,0,0,0,0.114841547493478,0,0,0.0487416442411775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111615694108676,-0.054694533945201,0,0.0135370939860364,0,0,0,0
X600019.SH,0,0,0.258943206482052,0,0,0.154206660686424,0.0970117861016378,0,0.217688565851886,0,0,0,0,0.383107488293388,0,0,0,0,0.184962951811253,0,-0.0483917332654936,0,0,0,0,0,0,0,0.00647829467543939,0,0,0,-0.0189862448156654,0.0390383615172667,0,0,0,0,0,0,0,0,0.0555806302185094,0,-0.172296288851224,0,0,0,0.0425534578635385,0.00612166678053891,-0.0170505598648326,-0.012093576243022,0,0.0551124174375897,0,0,0,0
X600585.SH,0,0,0.212907469509152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119350825875164,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046905243181094,0,0.276526153852886,0,0,0,0.127488769401349,0,-0.048068977889865,0.0195776719309558,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0309882079937505,0,0,0,0,-0.0273865934329071,0,0,0,0,0,0,0,0,0,0,0,0,-0.17768109585031,0,0,0,0,0,0.118801800696395,0,0,-0.0459748588019932,0,0,0,0,0,0,0.116299960689996,-0.108233030484822,0,0,0.0243352000395232,0,0,0,0,0.0815695953080737,0,0,0.0215489383014503,0.0115216069810215,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771938982124348,0,0,0,0,0,0,0.110205614452921,0.0246801664580826,0,0,0,0.157448818369159,0,0,0,0,0,0,0.147617403445356,0,-0.140358933841868,0,0,0.0150122054553029,0,0,0,0,0.044063586965878,0,0,0,0,0,0,0,0.02494497053281,-0.0162056079173599,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.00620223206305643,0,0,0,0,0,0.300771131301267,0,0,0,0,0.21961607188543,-0.176270115412803,0.235500939507541,0,0,0,0.566071097358238,0,0,0,0,0,0,0,0,0,0.353064246048375,-0.241621522231823,0,0,0,0,0,0.00653923025382008,0,0,0,0,0,0,0,0,0,0,0,0,-0.682311193509141,0,0
X600188.SH,0,0,0.448053351831901,0.0616289403938567,0,0,-0.215311532910229,0,0,0,0,0,0,0,0,0.0394165227617851,0,0,0,-0.141553742943734,-0.129896919474231,0,0,0.302209804116836,0.0153544945384074,0,0,0,0,0,0,0,0,0,0,0,0,0.00608903406064479,0,0,0,0,0.0446154674233203,0,0,0.651904002442875,0,0.0888383246993185,0,0.207815398868547,-0.052146257495603,0.0397422576273341,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.204157402908792,0,0,0,0,0,0,0,0,0,0,-0.306829072814351,0,-0.0123067916576069,0,0,0,0.380851232606645,0,0,0,0,0,0.0828589130661395,0,0,-0.344630952443196,0,-0.0267684798561566,0,0,0.0384191907582768,0,-0.164813946286188,0,0,0,0,0,0,0,0,0,0,0.0257739904829743,0,0,0,0,0.148974908623943,0,0
X601898.SH,0,0,0,0,0.0268901596671944,0,0.0962885592809174,0,0,0,0,0,0,0,0,0,0,0,0,0.0490102303314913,0,0,0,0.0668421077163368,0,0,0,0,0,0.094922430728249,0,0,0,0.150986599778894,0,0,0,0,0,0,0,0,0,0,0.0548866184686795,0.244566214264202,0,0,0,0,0.00107246564930187,0,0,0,0,0,0,0
X600688.SH,0,0.312397914970641,0.049638654192332,0,0,0,0.0597563531171934,0.0188108638561112,-0.00389442779249958,0,0,0,0.141657456270066,0,0,0,0,0,0,0,0,0.009488069496762,0,0,0,0,0,-0.0140357306706182,0.0405528709549734,0,-0.038965587017617,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0542362978044801,0,0,0,0,0,0.0213132573629525,0.00785377384610907,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,2.16840434497101e-19,0.0169802434567543,0,0,0,0.0858867353293873,0,0.320582316898239,0,0.0569461218407309,0,0,0,0,-0.0127205076472176,-0.0260049255016297,0,0,0,0,0.0674100231510809,0,0.105492114315705,0,0,0,-0.180666854824382,0.0626113034393976,0,0,0,-4.33680868994202e-19,0,-0.00822085613782348,0,0,0,0,0.057545990395271,0,0,0,-0.0332719644617639,0,1.0842021724855e-19,0.00495094973691054,0,0,0,-0.0865649706648062,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,-0.2838498831447,0,0,0,0,0,-0.0946735594065162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410189211157188,0,0,-0.0638120692637972,0,-0.0209580440125789,0,0,0,0,0.555312203519933,0,0,0,0.0735370068682176,0,-0.150644613919416,0,0,0,0,0,0.106758336144274,0,0
X601991.SH,0,0,0,0,0,0,0,0.0785253337932988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073025322146452,0.0260781425871414,0.129793597012612,0.0344533341868558,0,0,0,0,0,0,0,0,0.022443867485103,0,0.0044949402004759,0,0.0526508754694981,0,0,0,0,0.115962679584929,0,0,0,0,0,0.0361229830787869,0,0,0,0,0,0,0
X002466.SZ,0,0.267284328187167,0,0,0,0,0.13349711017631,0,0.209848325329976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414811289368976,0,0.432874663576148,0,0,-0.186556429625339,0,-0.0260121555888968,0,-0.116848931145088,0,0,0,0,0.170830056577049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130809976207427,0.0335028656926764,0.904301651729484,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0182316998116993,0,0,0,0,0,0,0,0,0,0.0606644690341942,0,0,0,0,0,0.0870357426315918,0,-8.67361737988404e-19,0.0868622522387306,0,0,0.0256256435612175,0,0,0,0,0,0.107005919601675,0,0,0,0.00778200831016838,0,0,0,0,0,0,0.0596758056458668,0.113347963625121,0,0,0.00374784903514297,0,0,0,0,0,0,0
X600886.SH,0,0,0,-0.0676952471703746,0,0,0.0722190226119759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426865767968984,-0.0642181506463599,0.17166826552428,0.206867077785624,0,0.164417216806528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00541421691021396,0,0,-0.00533686667371399,-0.0155285435965029,0,0,0,-0.0348817279042997,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104733917060164,0,0,0.114851024123811,0.0723729178212784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364410010679959,0,0,0,0,0.00380031963425574,0,0,0,0.0270923224972257,0,0,-0.0365390391559483,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0226895264946624,0,0,0,0,0.00707326930657953,0.0237526621491292,0,0.124808563748081,0,0,0,0,-0.0914824307114398,0,0,0.016651836565986,0,0,0,0,0,-0.0405913339209923,0,0,0,0,0.0403358020706614,0,0,0,0.000338515578624243,0,0,0,0.0261929610208784,0,0,0,1.06405637886052,0,0.0944446637351062,-0.0257322251531125,-0.00996128898470777,0.00280893958366223,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0.0469425994134317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220247133347853,0,0,-0.308672909273649,0,0.278561059350457,0,0,0,0,0,0,0.038438569762792,0.120533947704733,0,0,-6.93889390390723e-18,0,0,0,0,0,0.394299952416308,0,0,0,0,0,-0.0150666916757109,0.00712959059743483,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,-0.133455145528785,0,0.0488493019239666,0,0.435656351751298,0,0,0,0,0,0,0,0,0,0.490857072218153,0.442230987184287,0,0,0,0,0,0,0,0.295761424051217,0,0,0,0,0,0,0,0,0,0.154797624169414,-0.23930753496979,0,0,0.277870364502577,0,0,-0.590675756539315,0,0.64104483236334,0,0,-0.050385590022085,-0.0538118863565073,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101268542098152,0,0,0,0.0267624631003876,0.00768773773359773,0,0,0,0,0.0272785344488948,0.0660312617171192,0,0,0.00498271405078207,0,0,0.136887205625457,0,0.0503348720247415,0,0,-0.0591308597631524,0,0,0,0,0,0,0.212355351022357,0.161843906426251,0,0.00443997636821626,0,0,-0.045132772744584,-0.00220945006685606,0,0,0,0,0,0
