,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X600547.SH,X002466.SZ,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600426.SH,X600362.SH,X002271.SZ,X600795.SH,X600027.SH,X600803.SH,X601991.SH,X600176.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X000786.SZ,X600160.SH,X002409.SZ,X000539.SZ,X300037.SZ,X000629.SZ,X000408.SZ,X600995.SH,X000932.SZ,X600219.SH,X002080.SZ,X600612.SH,X600688.SH,X600378.SH,X000723.SZ,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.621113589890383,0,0,0,0,-0.0560327493123408,0,0,0,0,0,0,0.150431722333533,0,0,-0.123214078999112,0,0,0,-0.0279973626419714,0,0,0,0,0,0,0,0,0,0,-0.0841402762392136,0,0,0.111459348032156,0,0,0,0,0,0,0,0,0.00867279371460486,0.360012623715529,0,0,0.0219262646942518,0,0,0,0.0365812338942913,0,0,0,0,0,0,0
X600028.SH,0.692074026429126,0,0,0,0.0123431337912601,0,0.0555579366213922,0.289143850116973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0631170252033492,0,0,0,0,0,0,0,0,0,0,0,-0.0312577670781369,0,-0.0582153939214457,0,0,-0.0705523340197649,0,0,-0.0544462064619321,0,0,0,-0.0556640394510915,-0.0897492898926191,0,0,0.0340247003670303,0,0,0,0,0,0,0
X601088.SH,0.0263046068851582,0,0,0,0,0.300840448160391,0,0,0,0,0,0,0,0.0798605730363372,0,0,0.0402141320832119,0,0.118734852473077,0,0,0.10177193346185,0,0,0,0,0,0,0.051385943549168,0,0,0,0.0112659841635339,0,-0.0438139760326914,0.0549896551053965,-0.126465657904049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207571663971446,0.0291190295793458,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.151145622818452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118698516486572,0.187127754982785,0,0,0,0,0,0,0.0388589523049316,0,0,0,0.120022394091148,0,0.0139907508980793,0,0,0.0515503650145335,0,0,0,0,0,0.00367780530528142,0,0,0,0,0,0,0,0.00286066033337447,0,0,0,0,0,0,0
X600011.SH,0,0,-0.0681707772247318,0,0,-0.114865894410255,0,0,0,0,0.0693468589064653,0,0,0,0.227617498367712,0,0,0,0,0,0,0,0,0,0.42751340601402,0.249911645232096,0,0.14982820861298,0,0,0,0,0,-0.446875239260977,-0.0554310404738043,0,0,-0.0483213246986515,0,-0.110915714600599,0,-0.0358072556970253,0,0,0,0,0,0,0.276664907422671,0,0,0.0234698610492245,0,0,0,0,0,0,0
X600188.SH,0,0,0.124033794772266,0,0,0,0,0,0,0.197301003777403,0,0,0,0.34438965604338,-0.0893502018494833,0,0,0,0.0745242712619408,0,0,0,0,0,0,-0.0126418030992733,0,0,0,-0.521637769293865,0.394120254456827,0,0.0266506304859535,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.268479131808241,0,-0.00396507898561446,-0.173359402498418,0,0,0,0,0,0
X600019.SH,0,0.06391603561762,0,0,0,0.0385657857545275,0,0.0759307245446877,0,0.00887772516726476,0,0,0,0.102913745132505,0,0,0,0,0,0,0,0.0820524629303733,0,0,0,0,0,0,0,0,0,0,0.0900902132482281,0,0,0,-0.00155557041718136,-0.118821472584239,0,0,0,0,0,0,-0.049619273059243,0,0,0,0,0.158588925086224,0,0.0504307356255162,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.108014246499785,0.0214561887384924,0,0.00482168729161055,0,0,0.0624676594017472,0,0,0,0,0,0,0,0,0,0.0884844443758028,0,0,0,0,0,0,0,0,0,0,0,0,-0.0553895531430451,0,0.03872657720413,0,0.145614319295004,0.024233892337729,0,0,0,0,0,0,0,0,0,0,0,-0.0273928906866157,-0.0407644714261682,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.518005499312941,0.0197736385298736,0,0,0,0,0,0,0,0.148377155619167,0,0,0,0,0,0,0,0,-0.0631402887013183,0,0,0,0,0.0520324890315008,4.33680868994202e-19,0,0,0.0533565881096459,0.173915495010767,0.00150644833492086,0.00944626736607411,0,0,-0.00750775090420572,0,0,0,0,0,0.246793834392704,0.0213823087357298,0,0,0,0,0,0,0
X601898.SH,0.0999838969599355,0,0.0736922283828671,0,-0.0228496141678819,0.243377146552309,0,0,0,0,0,0,0.0380320210609715,0,0,0,0,0,0,0,0,-0.209089312169603,0,0,0,-0.02708502617682,0,0,0.0454514204381131,0,0.316731521825462,0,0,0.0718496676888318,0,0,-0.0956780866785587,-0.0966291060545063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212195556497947,0,0,0,0,0,0
