,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600585.SH,X600019.SH,X600795.SH,X601898.SH,X601991.SH,X600027.SH,X601600.SH,X600688.SH,X002075.SZ,X600111.SH,X600157.SH,X600362.SH,X600583.SH,X600188.SH,X601158.SH,X600309.SH,X601992.SH,X000539.SZ,X000898.SZ,X000709.SZ,X000027.SZ,X600352.SH,X000883.SZ,X600660.SH,X600021.SH,X000792.SZ,X002470.SZ,X600022.SH,X000629.SZ,X600863.SH,X600098.SH,X600578.SH,X600489.SH,X600307.SH,X601918.SH,X600612.SH,X600808.SH,X600623.SH,X600547.SH,X000825.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.793521096105533,0.0673873760506894,0,0,0,0,0,0,0,0,0,-0.0544582700432815,0,0,0,0,0,0,0,0,0,-0.0654032574453089,-0.00360953900006091,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0374725780607075,0,0,0,0,0,0,0,0.00158471671966129,-0.012978109861785,0,0.0556884119263791,0,0,0,0
X600028.SH,0.435507291484602,0,0.140913862070935,-6.93889390390723e-18,0,0,0.0825157010028494,0.0238725159445538,0,0,0,0,0,0,0,0,0,0,0,0,0.0977576520096745,0,0,0,0,0,0,0,0,0,0.00611868716190846,0,0,0,0,0,0,0,0,0,0.116883892782494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.262938743997339,0,0.252201189107122,0.162678157512365,0,0,0.0700737161803453,0,0,0,0,0,0,0,0,0.0275625444613766,0,0,0,0,0,0,0,0,0,0,0,0,0.150457372469809,0,0,0,-0.0239216127848785,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0.00434748364845649,0,0,0,0,0,0
X600011.SH,0,0,0.060131375937891,0,0.0488877399398903,0,0,0,0,0,0.342270179352355,0.353877378176161,0,0,0,0,0,0,0,0.0872917701593027,0,0,0.0678023932821479,0,0,0,0,0,0.0438740812898513,0,0,0,0.0072442979503828,0,0,0,-0.109170044872254,0,0,0,0,0,0,0,0,0,0,-0.050527248966879,5.42101086242752e-20,-0.0105574653233313,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156046346739387,0,0.1763352454492,0,0,0.0506892666184437,0,0.0218522895440644,0,0,0,0,0,0.102304070743648,0,0,0,0,0,0,0,0.00299226902308691,0,0,0,0.118407003349436,0,0,0,0,0,-0.00912762666181592,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0131322179609986,0,0,-0.0332791264063637,0,0,0,0,-0.56666318198376,0,0,0,0,-0.00968390795394746,0.0324308080619811,0,0,0,0,0.00868560181583701,0.00768874478130577,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-8.67361737988404e-19,0,0,-0.00217549873565403,0,-0.0305111106611911,0.014374164212976,0,0,0,0,0,0
X600585.SH,0,0.0295166940387596,0.00136018075853744,0.0634021993180478,0,0,0,0.113501072991286,0,0,0,0,0,0,0,0.0998531090767499,0,0,0,0,0,0.147955466993893,0,0,0,0,0.00921579486355823,0,0,0.224147998398843,0.0156728242860975,0,0.0669259189731068,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,-0.0120807340661477,0,0,0,0,0,0,0
X600019.SH,0,0,0.238467524271821,0.0155430296732911,0,0,0,0,0,0.0481017546323414,0,0.0952275189324285,0,0.0470215505645225,0,0,0,0,0.162769850626295,0,0,0,0,0,0.0117397077084304,0,0,0,0,0,0.075090130832628,0,0,0,0,0,0,0,0,0,0.0253657203336183,0,0,0,0,0,0,0,-0.0110925292533106,-0.0175275718895284,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0795712736060906,1.73472347597681e-18,0.181915744186766,0,0,0,0,0.0126937618448467,0,0,0,0,0.0975389377963485,0,0,0,0.0646359533252339,0,0,0,0,0,0,0,0,0.149031123049951,0,0.243226737661265,0,0,0,0,0,0.0157558959858277,0.0302912174300715,0,0,0,-0.0053973558900568,-1.0842021724855e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0867416995515108,0,0,0,0,0,0.111678857683683,0,0.0375468589275628,0.0763522028200113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221500699145588,0,0,0.119993694897572,0,0,0,0,0.0200786601141809,0,0,0,0,0,0,0
