,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X600309.SH,X601898.SH,X601600.SH,X600688.SH,X600188.SH,X600795.SH,X002466.SZ,X601992.SH,X600362.SH,X600660.SH,X601991.SH,X600547.SH,X300072.SZ,X600886.SH,X600111.SH,X000709.SZ,X600157.SH,X600027.SH,X002460.SZ,X600516.SH,X000898.SZ,X000959.SZ,X600339.SH,X600489.SH,X601158.SH,X600808.SH,X002092.SZ,X002271.SZ,X600352.SH,X600219.SH,X000883.SZ,X600176.SH,X000983.SZ,X000630.SZ,X000723.SZ,X600299.SH,X600578.SH,X600549.SH,X000792.SZ,X600008.SH,X000408.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.084242360375504,0,-0.0156192009360474,0,0,0,0,0.065993412808153,0.0964521019584915,-0.0186700589232841,0.0152411276133782,0,0,0,0,0.02243146880732,0,0,0,0,-0.0032807544384668,0,0,-0.0190926640204457,-0.0523654685090941,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420096287918736,0,0,0,-0.00965892530113956,-0.0166387115598327,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.25009981157931,0,0,0,0,0,0,0.0473468098416573,0,0,-0.0376201695695416,0,0,0,-0.108977710463468,0,0,0,0,0,-0.0528362408639331,0,-0.0366952787803493,0,0,-0.0138951361696676,-0.111358691822189,0,0.0208954987231421,0,0.00388478634360161,0,0,0,0,-0.0197322318567493,0,-0.0473368186590269,0,0,0,0,0,0,0,0,-0.00318141923523636,0,-0.134389958573883,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00380030158213886,0,0,0,-0.00466836924299155,0.0365473450152084,0,0,0,0,0,0,0.00835414067052729,0,0,0.0143161122807509,0.00364002961320419,0,0,0.0298814008666097,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338921182845434,0,0,0,-0.00818941039807992,1.73472347597681e-18,0,0,0,0.0629814952653718,0,0
X600019.SH,0,0,0,0,0,0,0.0227038304955536,0,0.0789699917445089,0,0,0,0,-0.0168643896931054,0.0223066510613351,0.137520935088979,0.110510539090684,0,0,0,0,0,0.0167196754343061,0,0,0,-0.0666468077109233,0.111632269825554,0,0.0269218835211964,0,0,0.356750822648843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00853764904927241,0.00532232224062292,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.369661207219365,0,0,0,0,0,0,0,0,0.210446992374246,-0.0886030967392072,0,0,0,0,0,0,0,0,-0.0112325944364295,0,0.0139276095723732,0,0,0,0.235259434711732,0,0.0390927141870438,0,0,0,0,0,0,0,0,0,-0.0040240296310879,0,-0.0426357266049355,0,0,0,0.0157932542118195,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.150521600184202,0,0,0,0,0,0,-0.0188044143017677,0,0,0.026702967600364,0,0.0372588539054792,0.151592867107334,0,0,0,0,0,0,0,0,0,0,0.0353830049695359,0,0,0,0,0,0.0264589939920548,0,0,0,0,0,0,0.0233180341777267,0,0.00543671712666228,0,-0.00668579211020346,0.00504980616135785,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.106170751955328,0,0,0,0,0,0,0,0,0,0,0.189177253344228,0,0.45977486971662,0,-0.0860503757074287,0,0,0,0,0.106067805718507,0,0,0,0,0.129116418878009,0.0368954381768836,0,-0.131306554032984,0,0,0,0,0,0.0602561852373756,0,0,0,0,0.242402430937211,0,0,0,-0.177523790844822,0,0,0.0270883741871146,-0.0160471755336597,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.290012912262407,0.0666259534020205,0,0.0472645808276544,0,0.224845095458305,0,0,0.22537570668362,0,-0.134776695053571,0,0,0,-0.0120644724526647,0.0748382461402968,0,0,0,0,0,0,0,0.222203633917055,0,0,0,0,0.0505905288484113,0,0,0,0,0,0,0,0,0,-0.0232957448802097,0.000486403670638604,-0.0851877918438348,0,0,0,0,0,0
X601898.SH,0,0,0,0.15874665339933,0,0,0,0,0,0.146610973140814,0,0.122655853988557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268125120905589,0,0,0,0,0.0281003571893126,0,0,0,0,0,0.0301120630662002,0.113415918290485,0,0,0,0.175304409923482,0,-0.0461070469354464,0,-0.0101579671384618,0,0,2.16840434497101e-19,0.00193784609665639,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.140281896726172,0,0,0,0,0,0,0,0,0,0,0.0286544533844809,0,1.73472347597681e-18,-0.00656356083419642,0,0,0,0,0.261233728214294,-0.00387163820216061,1.73472347597681e-18,0,0.175275847885768,0.0604514604389787,0,0,0.0788102860442158,-4.33680868994202e-19,0,0,0,0,0.0487713754455972,0.167920850274688,0,0,0,0,0.035823354248733,0,0,0.0810934940933636,0,0,-0.00964075324757873,-0.0287335142885326,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.158701783750579,0,0,0,0,0,0,-0.0485768794908257,-6.93889390390723e-18,0,-0.00962953131506011,0,0,0,-0.0204004942834928,-0.0326114752748169,0,0,0,0,0,0,0,0,0,-0.0416919802733017,0,0,0,0,0.0864780706968351,0,0,0,0,0,0,0,0,0,0.0481336923640754,0,0,0,0,-0.0197213368878997,-0.0105126784610086,-0.0242921089446388,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0910452287472905,0,0,0,0,0,0.0228256462144892,0.0355383868719385,0,0,0,0.0311597921242273,0,0,0,0.366350811673655,0,0,0,-0.0712103155089248,0,0,-0.206012603834987,0,0,0.0175141393720239,0,0,0,0,0,0,0.47748329234371,0,0,0,0,0,0,0.0223139195919235,0.0148192473248217,0,0,-0.0161575083075719,-0.0141586716942009,0,0,0,0.170168657719852,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827345716713648,0,0,-0.00882558328897521,0.0443834182485189,0,0.000211346372157439,-0.0315313966625122,0,0,0.0792404158490638,-0.0278168782521747,0,0,0,0.0585698308522519,0,0,0,0,-0.029115984835192,0.0254122813705974,0,0,0,0,0,0,0,0,0,0,-0.0136243565539117,-0.00318295379269641,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62318571390782,0,0,-0.0229317161369223,-0.06104359060239,0,0,0,-0.0530129582233883,-0.0496475731428986,0,0,0,0,0.191248214828857,0,0,0,0,0,0.128476891443799,0,-0.156981303420145,0,0.164739486951704,-0.00921350944221383,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143364809309637,0,0,0.0543727201162844,0,0,-0.0287104230245872,0,0,0.695041534566534,0.0344450368443817,0,-8.67361737988404e-19,0.0981234433897388,0,0,-0.00761058239865619,0,0,0,0,0,0.0103092183607157,0,0,0,0,0,0,0,0.451586886046546,0,0,0.329347225688542,0,-0.0919305429131095,0.191854946663043,-0.0239416602562612,-0.0149883338160048,0,0,0,0,0,0
X600362.SH,0,0,0,-3.46944695195361e-18,0,0,0,0.067273564982019,0.400251106145219,0,0,0.116313599976621,0,0,0,0,0.0314090885626412,0,0.00985030803650619,0,0,0.0420855325816268,0,0,0,0.0547164945757084,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0411465200978959,0,0,0,0,0.139185654895232,0,0,0,0,0,0,0,0,0.0406982529200165,0,-0.00753682321427765,0,0,0,0,0,0,0
X600660.SH,0,0,0,3.46944695195361e-18,0.110252972610347,0,0,0,0,0,0,0,0,0.0164978015280182,0,0,0,0,-0.0149728142249699,0.0333114071938603,0,-0.0940986289771149,0,0,0,0.00506469056119144,0.0188343816141914,0,0,0.00361305306736355,0,0,0,0,0.178382975125005,0,0,0,0.0658701162354925,0,0,0.0766992169707471,0,0,0,0,0,0.190275492505192,0,0,0.0105879253979854,-0.0287327138864778,0,0,0,-0.192102237298059,0,0
X601991.SH,0,0,0,0.107566019147788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111976617823195,0,0,0.0342612360931491,0.0495899703711592,0,0,0,0,0,0.0473840711019631,0,0,0,0,0,0,0.119293166596817,0,0,0.27162646093186,0.00290273102976282,0,2.16840434497101e-19,0,0,0,0,-0.00891312888601023,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.296944800450051,0,0,0,0,0,0,0.129940446806252,0,0,0,0,0,0.0633368010880027,0,0,0,0,0,0,0,0,0,-0.107318140258439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289382733885584,-0.241115972769993,0,0,-0.0587496479207802,0.119553401937461,0,0,0,1.34580557940274,0,0
X300072.SZ,0,0,0,0,0,0,0,0.59619199148788,0,0,0,0,0,-0.0767644774561237,0,0,0.306227884539367,0.564616723442827,-0.280572805379,0,0,0.813842865701349,0,0,0,0,0,0,-0.315349310454941,0.0282994175802526,0,0,0,0,0,0,0,0,-0.596119407329189,0,0,0,0,0,0,0,0,-0.0610811363338644,0,0,-0.0781324406868275,0.199096346577747,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0422880298862056,0,0,0,0,0,0,0,0,0,0,0,0.0996306585840132,0,0,0.0646492898069003,0,0,0,0,0.156603541275588,0,-0.0397868208367007,0,0,0,0,0,0,-0.00572974252750631,0.0754283469440129,0,0,0,0,0,0,0,0,0,0,0,-0.0336640584565767,0,0,0,0.00897479763973178,-0.0155316559092273,-0.0673252578956673,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.300484924903397,0,0,0,0,0,0,0,0,0,0,0,0.0563052155169648,0,0.114065970811555,0,0,0,0,0,0.106619496840872,0.148834770520531,0,-0.0279931022122145,0,0.214436992739509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15029606011893,0,0,0.017176910336715,0,0,-0.0190030762799619,0.0356876691299947,0,0,0,-0.0400132278202806,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0.0594063507629539,0,0.1622837818938,0,0,0.43792083964835,0,0,0.0366728079101046,0,0,0,0,0,0,0,0,0.0259543738769318,0.17681682968322,0.0733856030936419,0,0,0,0,0.0435473355221193,0,0,0,0,0,0,0,0,0,0,0,0,0.0762708280707715,0,0,0,0.00791902566879786,-0.0318156819026709,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583838325070447,0,0,0.0286546218886694,0,0,0,0.215991691242506,0.0970328867030706,0,0,-0.0422293550323034,0,0,0,0,0.0277677292225638,0,0.00375367641429601,0.0502027481805385,0,0,0,0,0,0,0,0.118893654031997,0.0394304671433474,0,0.0137302765915464,0,0,0,0,0,-0.00969585007441009,0.00362928761626537,0,0,0,0,0,0
