,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600188.SH,X600688.SH,X601991.SH,X601600.SH,X002466.SZ,X600795.SH,X600362.SH,X600886.SH,X600547.SH,X300072.SZ,X600516.SH,X600111.SH,X600027.SH,X002460.SZ,X000898.SZ,X600352.SH,X000553.SZ,X601992.SH,X000825.SZ,X600176.SH,X600299.SH,X000709.SZ,X000792.SZ,X000786.SZ,X000408.SZ,X600426.SH,X600808.SH,X000883.SZ,X601158.SH,X000932.SZ,X600315.SH,X601699.SH,X002110.SZ,X000830.SZ,X600489.SH,X600219.SH,X600339.SH,X600583.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.29319390730486,0,0,0,0,0,0,0,0,0.0203404850839724,0,0,0,0,0,0,0,0,0,0.00832645835087206,0.0999131222437885,0,0,0,0.0155491754556121,0,0,0,0,0.0119698052162622,0,0,0,0,0,0,0,0,0,0,0.106342679820895,0,0.0702812763698008,0.0571573651244004,0,0.0124326073472018,0.0810306550228071,0,0,0.0150324788046762,0,0,0,0,0,0,0
X600028.SH,0.066998794603528,0,0.320800357849023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.075092587569283,0,0,0,0,0,0,0.0703920656080117,-0.121408386396667,0,0,-0.0742984899521442,-0.037267393252325,0,0.119988841196047,-0.0364471358014558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00281060635174851,0.027764193636972,0,-0.0830355422688309,0,0,0,0
X601088.SH,0,0.276671349147244,0,0.118356608197767,0,0,0,0,0,0,0.348182259587343,0.234568475726389,0,0,0.055717734744116,0,0,0,0,0,0,0.0542667426493202,0,-0.0151296304332831,0,0,0,0,0,0,0.0203468384909685,0,-0.0174932652274779,0,0,0.00811938818620673,0,0,0,0,0,0.0364490248456042,0,0,0,0,0,0,0,0,1.35525271560688e-20,-0.0137647684035603,0,0,0,0,0,0
X600585.SH,0,0,0.323166239943818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148717531681261,0,0.187786312501536,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0.297180123561791,0,0.187908811435287,0,0,0,0.020178728608829,0.0455785013856077,0,0,0.0546860201425373,0,0,0,0,0,0.0828430417796105,-0.0552020910696323,0.0740564566391883,0,0.0394675665583879,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.365676176151845,0,0,0.141473653472103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553305894266785,0,0,-0.0208747427857273,0,0,0,0.00455595583260251,0,0,0.0681219153323775,0,0,0,0,0,0,-0.0160622275093311,0,0,0,-0.00867477319069396,0.0783824290336349,0,0,0,0,0,0
X600309.SH,0,0.0324090338121096,0,0.0658749460651127,0.0670864638158259,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.219836726525985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247540015530756,-0.0834482030601008,0,0.209311588764443,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.112999000183394,0,0,0.0184245586744154,0.0761824615575248,-0.00622536751497107,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.143693712104382,0,0,0,0,0,0.0220624003446926,0,0.220202901534183,0,0,0,0.0127338585893609,0,0,0,0.205648677099093,0,-0.102115291979682,0,0,0,0,0,0,0,0.0492427804659854,0,6.93889390390723e-18,0.0345181372819262,0,0,0.024000871125706,0,0,0,0.0106260790426316,-0.0583636268273623,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.195981541715269,0,0,0,0,0,0,0.469490550095641,0,0,0,0,0,0.0326410160308153,0.246282460806215,-0.140961630297018,0,0.531267040842336,0,0,0,-0.194365917685763,0,0,0,0,0,0,0,0,0,0.229497620358841,0,0,0,0,0,0,0,0,0,0.235148441468105,0.0569974370700559,0,0,-0.0143155697310781,0,0,0,0,-0.436392079610748,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126295598409784,-0.336873539542012,-0.07133470385259,0,0,0,0,0,0,0,0,0.0157210930151439,0,0.0676357066351899,-0.310210659799331,0,-0.0182479006354695,0,0,0,0,0,0,0,-0.0445064010558362,0,0.0280068312640578,0,0,0,0,0.205515961649064,0,0,0.00933922405005169,0,0,0,0,0.0428248915684824,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0292270790200134,0,0,0,0,0,0,0,0,0,0.0458756076786406,0.0251050677473745,0,0.00889524098936768,0,0,0,0.171658719829757,0,0.0668297932020049,0,0,0,0,0,0,0,0,0.290933474645642,0,0,0.150309339442205,0,0,0,0,0,0,0,0,0,-0.000645673347159372,0,0,0,0,0,0
X600188.SH,0,0,0.796634213628727,-0.14820752429712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0680234407838792,-0.0475560194935003,-0.00677224283675563,-0.00729932345202696,0.00117542665025666,0,0,0,0,0,0.323742731661533,0,0,0.0220664809652757,0,0,0,0,0,0,0,0,0.247310630849271,0.192399679932749,0,0,0,0,0.170495030739601,0,0,-0.0287145413276435,0.0242709857433144,0,0,0,0,0,0
X600688.SH,0,0.180928277749364,0.101465412632109,0.0541466418514222,0,0,0,0.0303350511278257,0,0,0,0,0,0,0.0129099611431573,0,0,0,0,0.0166152748157987,0.05929693465935,0,0,0.0106816426630722,0,0,0,0,0,0,0,0,-0.0244237361473117,0,0,0,0,0,0,0,0.0118446018390107,0,0,0.0165323126128815,0,0,0,0.131838505349541,0,0,0.023011528091647,2.16840434497101e-19,0,0,0,0,0,0
X601991.SH,0.0883074196618086,0,0,0,0,0,0.0965863721816846,0.0494758829739068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655901794308727,0.0395518883527702,0,0.0434276826559812,-0.00958643260944011,0,0,0.102825097048224,0,0,0,0,0,0,0,0,0,0.0507645430616052,0.0445132854521807,0,0,0,0,0,0.0869663035798413,0.0796934788492811,0,0,0.00865179295203054,0,0,0,0,0,0,0
