,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600660.SH,X600547.SH,X600886.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X600111.SH,X600010.SH,X601699.SH,X000708.SZ,X600426.SH,X600362.SH,X000301.SZ,X000877.SZ,X000983.SZ,X600027.SH,X600803.SH,X600489.SH,X002271.SZ,X601991.SH,X600160.SH,X600985.SH,X600176.SH,X000807.SZ,X000408.SZ,X000630.SZ,X000786.SZ,X000932.SZ,X600612.SH,X300037.SZ,X000933.SZ,X600219.SH,X002128.SZ,X600995.SH,X600348.SH,X600688.SH,X000629.SZ,X600157.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.283862065746478,0.489601795836849,0,0,-0.000227820106335263,0,0,0,0,0,0,0,-0.135127534284336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.383050243149894,0,0,0,0,0,0,0,0,0,0.180034311453601,0,0,0,0,0,0,0,0,0,0,0,-0.00170578992325366,0,0,0,0,-5.42101086242752e-20,0,0
X600028.SH,0.647825479819903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0767470367469588,0,0,0,0,0,0,0.0699676041558733,0,0.0980720146968048,0.0485190809962845,0.0501090778581988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107516639204826,-0.116868330439945,0,0,0,0,0,0.0139449726429638,-0.0262956235776681,0,0,0,0.0361419677344346,0,0
X601088.SH,0.164471004527364,0,0,0,0.0690298318740369,0,0.196899203228504,0,0,0,0,0.0415761701477197,0,-0.0345613092042441,0,0,0,-0.0588587795615841,0,0.0118873926297607,0,0,0,0,0,0.0594925785620073,0,0,0,0,0,0,0,0.116180427875782,0,0,0,0,0,0,-0.183911156843827,0,0,0,0,0,0,0,0,0,0,0.00605495022211655,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526118876365415,0,0,0,0,0,0.110411279294754,0,0,0,0,0.137218881797998,0.0990011666850978,0,0,0,0.121874635622707,0.190745361024781,0,0,0,0,0,0.260039264615798,0,0.21929553743109,0,0,0,0,0,0,0,0.524591049324582,0,0,0,0.022158951856375,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.245979415167467,0,0,0,0.0967049762901756,0,0,0,0,0,0,0,0,0.205973287996405,0,0,0,0,0,0.100809928715567,0,0,0,0,0,0.0107574426996159,0.128333345545562,0,0,0,0,0,0,0,0,0.231321992508433,0,0,0,0.0413261370558097,0,0,0,0,0,0,-0.00931403457663304,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.120548387848111,0,0,0.142286001768875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596955986536269,0,0,0.382533571515952,0,0.00535709301923131,0.165905323988416,0,0,0,0,0.145711410017614,0,0,0,0,0.0119548816096637,0,0,0,0,0.0152388035460307,0,0
X601898.SH,0.0241260550593996,0,0.295537944833534,0,0.197370728156216,0.0353736127173852,0,0,0,0,0.00455475073557941,0,0,0,0,0.0399712014419806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150719817116807,0,0,0,0,0.0681596602943557,0,0,0,0.0313516116790042,0,0.165087052687929,0,0,0,0,0,0,0,0,-0.00871123086294009,0,0,0,0.01553750027388,0,0
X600011.SH,-0.000948951131412425,0,0,0,0,0,0,0,0,0,0,0.195092197869528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248089218586322,0.0502020614854274,0,0,0.140296167253078,0,-0.0555539594149506,0.0733400912246315,0,0,0,0,0,-0.0455416975611482,1.73472347597681e-18,-0.108948183491778,0,0,0,0,0,0,0,0,0,-0.00728775777542117,-0.00404314999904606,0.0119276323244324,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.0499107557810688,0,0,0,0,0,0,0,0,0,0,0,0.0696490909583933,0,0,0.360737875922877,0.029047458813517,0,0,0,0.279805441446145,0,0,0,0.0521867779650431,0,0,0,0.0140971074402038,0,0,-0.0455157017852974,0,0,0,0,0,0,0,0,0,0,-0.0032628132505534,0,-0.0516686852111177,0,0,0,0,0
X600660.SH,0,0.0408009704550054,0,0,0,0.0707881502785359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0351661062325121,0,0,0,-0.0446292334188708,0,0,0,0,0,0.141793095118049,0,0,0,0,0.113847238877345,0,0,0,0,0,0,0,-0.0207262660133857,-4.33680868994202e-19,0.0191099771589349,0,0,0,0.0974457920951696,0,0
X600547.SH,0,0.118805262349783,0,0,0.0315937634636131,0,0,0,0,0,0,0,0,0,0,-0.0713765775658022,0,0,0,0,0,0,0,0,0,0.0107915692573829,0,0,0.474158707864484,0.05495608748067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226022601681351,0,0,0,0,0,0,0
