,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X601898.SH,X600019.SH,X601600.SH,X600795.SH,X600688.SH,X600585.SH,X601991.SH,X600886.SH,X600027.SH,X600157.SH,X600362.SH,X000709.SZ,X600583.SH,X600188.SH,X600111.SH,X000539.SZ,X601992.SH,X000898.SZ,X600309.SH,X002075.SZ,X601158.SH,X000027.SZ,X600863.SH,X000883.SZ,X600352.SH,X000629.SZ,X600021.SH,X000792.SZ,X002353.SZ,X600307.SH,X600578.SH,X000060.SZ,X600808.SH,X000825.SZ,X601918.SH,X600098.SH,X600489.SH,X600022.SH,X600660.SH,X600547.SH,X000878.SZ,X600008.SH,X002470.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.564419353981553,0,0.0534259913880672,0,0,0,0,0.0304550485492009,-0.00462516713099176,0,0,0,0,0.0216595362926709,0,0,0,0.00843161826498421,0,0,0,0,0.108900395682712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239642091020236,0,0,0,0,0,0,0.0743758815547941,0,0,0,0.0060730292571518,-0.00565769133737988,0,0,0,0,0,0
X600028.SH,0.584120182909345,0,0,0.00693226977323401,0,0.078217885049762,0,0.00473066467383869,0,0.0117950583509593,0,0,0,0,0,0,0.0296351502901822,0.0289031645240921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000793853329095451,0,0,0.056531346301784,0,0,0,0,0,0,0.0449400698615603,0,0,0,5.42101086242752e-20,0.0160449647823324,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.171674835814263,0,0.11796302490874,0,0,0.0501814620193305,0,0.0566161632458971,0,0.0981931280886717,0,0,0,0.0302460423131022,0,0,0,0,0,0,0,0,0,0,0.0736057983976275,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0205373284691622,0,0,0,0,0,0,0,0,0,-0.0140571628667881,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0709962627472077,0,0,0.0245171172979374,0,0,0.162079587376676,0.0578130378445238,0.145386555414529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666622030039948,0,0,0,0,0,0,0,0.342780197383772,0,0.0382366660041719,0,0,0,0,0,0,0,0,0,0,0,0,-0.00782930138731828,-0.00469653570436115,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.00724481800540659,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0668340322274598,0,0.0724995495349713,0,0,-0.0161756309215092,0,0.0766242089148,0,0,0,0.0871712452751548,0.0101031226246601,0,0,0,0,0.0654710420259639,0.254000957357729,0,0,0,0,0.213151731106235,0,0,0,0,0,0,0,-0.00541545041058484,0,0,0,0,0,0,0
X601898.SH,0,0,0.433922559169775,0,0,0,0.15180914853349,0,0,0,0,0.20403112378885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313272716738059,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0081594736482253,0,0.102458616219023,0,0,0,0,0,0,0.0523049298593393,0,0,0,0.0117051699241319,0.00439601055890968,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.124564912215755,0,0,0,0,0,0,0,0,0.0462991660466791,0,0.153753531533393,0,0,0,0,0.0335737102923446,0.158634897487841,0,0,0,0,0,0,0,0,0.026013327755554,0,0,0,0,0.0998102230404649,0.0486722468831501,0,0.0350605725429495,0,0,0.0891361506177044,0,0,0,0,0,0,0,-0.00303053518683268,-0.00388082463824299,0,0,0,0,0,0
X601600.SH,0,0.0706437952862795,0,0,0,0.0855918347087995,0,0,0.00579739791641657,0.00955217333583154,0,0,0,0.160984919126671,0,0,0,0,0,0.155583054877204,0,0.0611267913870935,0,0,-0.0287752149922324,0,0,0,0,0,0,0,0,0,0,0,0.194002768472639,0.186837389874699,0,0,0,0,0,0,0,0,0,-0.244625302026846,0,0,0,0.025050986704827,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.112256650501384,0,0,0,0.225883576684509,0,0,0.00726581774461881,0,0,0.037451386419672,0,0,0,0,0,0,0,0,0,0.163102483096871,0,0,0,0.0437095801031098,0,0,0,0.212497612789012,0,0,0,0,0,0,0.102706695074239,0,0,0,0,0,0,0,0.00205842208132818,0.0204425091335849,0,0,0,0,0,0
X600688.SH,0,0.206373536943092,0,0,0,0,0,0.0188048080199232,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.228183008643334,0,0,0,0,0,0,0,0,0.0124891249310983,0,-0.101767983581548,-0.115016736616785,0,-0.0952586983114358,0,0,0,0,0.0188483093358188,0,0,0.467488637971794,0,0,0,0,0,0,0,0,0,0,-0.0233363595623918,-0.000939741703774437,0,0,0,0,0,0
