,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600188.SH,X600299.SH,X000709.SZ,X601158.SH,X000898.SZ,X600660.SH,X000792.SZ,X000883.SZ,X000539.SZ,X600309.SH,X600583.SH,X600160.SH,X600623.SH,X600352.SH,X000027.SZ,X000630.SZ,X002466.SZ,X000629.SZ,X600547.SH,X600578.SH,X600489.SH,X002470.SZ,X600098.SH,X600021.SH,X600022.SH,X000060.SZ,X600176.SH,X300072.SZ,X600808.SH,X600863.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.672023444275625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641019241434034,0.00649013750865178,0,0,0,0.0277911263240194,0,0,0.0358425123986095,0.074005551195195,0.0067276943609599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491595194979802,0,-0.0195182655083635,0,0,0,0,0,0,0,0,0
X600028.SH,0.297835811296839,0,0,0,0,0,0.164342236291691,0,0,0,0,0,0,0,0,0,0,0,0.011236693157901,0,0,0,0,0,0.00215704058345178,0,0,0,0.144292994911408,0.00635022035612817,0,0,0,0,0,0.0230990370688982,0,0,0,0,0,0.0355222983742027,0,0.0150088015174016,0,0,0,0,0,0,-0.00829122709302297,0.0104039546740153,0.0353625977803757,0,0,0,0,0
X601088.SH,0.120120363335862,0,0,0,0,0.0105410092655866,0.0439884904830559,0.233278222371136,0,0,0,0,0,0,0,0.132397796636035,0,0,0,0,0,0,0,0,0.042094662712831,0,0,0,0.0190701823430828,0.00952541128452818,0,0,0,0.0425677739509241,0,0.0384817489562452,0,0,0,0,0,0,0.146625342898335,0,0,0,0,0,0.109253504426247,0,-0.0144926321160528,-0.0409254084339733,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.068312961466913,0,0.0151582597876136,0,0,0,0,0,0,0,0,0,0,0,0,0.0388787403543241,0,0.0682394780533008,0,-1.0842021724855e-19,0,0.147594029423004,0,0,0.0234305542064374,0,0,0,0,0.0190088696420812,0,0,0,0,0,0.0526034846575374,0.199934683221538,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0.0312998329689097,0,0,0,0,0.0650334306135012,0,0,0,0,0,0,0,0,0.33630977190996,0,0.0495704602956285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490008205267293,0,0.155508062231923,0,0,0,0.0211338723454184,0,0,0.0318760213709243,0.12012999535946,0,0,0.0269074321230279,0,0,0,0,-0.00976092910312337,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518356899308455,0,0,0.0588880737466444,0,0.455932938345451,0,0,0,0,0,0,0.0651901167871492,0,0.0651451704783143,0,0,0,0,0.0102961283711871,0,0.0918409498937477,0,8.67361737988404e-19,0,0.155376207666947,0,0,0,0.00407324340920213,0,0,0,0,-0.000328173316723011,0,0,0,0,0,0
X600585.SH,0,0,0.0697024476966899,0,0,0,0,0.0774312288244405,0,0,0,0,0,0,0,0,0,0,0,0,0.158339660345959,0,0,0,0.0233231337647848,0,0,0,0.104239073321148,0.00972119254228081,0,0,0,0.0197901590826346,0.0275319394944859,0.0578782297747852,0,0,0,0,0,0,0,0,0,0,0.0325815238511422,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.229401014940585,0,0,0,0,0,0,0,0,0,0,0,0.178123332661701,0,0,3.46944695195361e-18,0.24610995918926,0,0,0,0,0,0.056228440811751,0,0,0.0474610876796897,0,0,0,0,0.0180824957072709,0,0.0204190572967711,0.0112394506621855,0,0,0,0,0.0155059089108991,0.0226840539815977,0.0989070291564223,0.02096701146318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164580871980172,0.104780161389783,0,0,0.24635868488952,0,0.0494078830000692,0,0,0,0,0,0,0,0,0,0,0,0,0.0658021207584389,0.0220423472018679,0,0.0279087075262879,0,0,0,0,0,0.171747170932042,0.0347426225140511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482073060338305,0,0,0.0509363304239944,0,0,0,0,0,0,0.239074762122601,0,0,0,0.0599800602027488,0,0.0122201239289999,0.00808179310628496,0,0,0.0218681747228918,0,0,0,0.000885807734061824,0.0305690057682034,0.282362279068445,0,0,0,0,0,0,0.0666553385149135,0,0,-0.000162773718461218,0,0,0,0,0,0
