,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600027.SH,X600111.SH,X002271.SZ,X000786.SZ,X601992.SH,X000723.SZ,X002466.SZ,X600176.SH,X002460.SZ,X600516.SH,X600299.SH,X600489.SH,X000898.SZ,X600583.SH,X002353.SZ,X601158.SH,X000883.SZ,X600426.SH,X000709.SZ,X600612.SH,X600219.SH,X000629.SZ,X000792.SZ,X000027.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X600315.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0637359329320727,0.0625049739784813,0,0,0,0,0,0,0,0,0,0.0485094070975824,0,0.00553605646212738,0,0,0,0,0.0110078863474785,-0.00674680598548222,0,0,0,0,0,0,0,0.124227714258603,0,0,0.0194243434209278,0,0,0,0,0,0,0,0,0,-0.0162735234489154,0,0,-0.0382217775989331,0,0,0,0,0.00251089193928247,0,0
X600028.SH,0.00606070292026207,0,0,0,0,0,0,0,0.0449172643436949,0,0,0,0,-0.00460437830068442,0,0,0,0,0.100167291645668,0.0802327497913608,0,0,0,0,0,0,0.0787513351717443,0,0,0,0,0,0,0,0.0201051414345655,0.000914990476042557,0,0,0.0393835672433232,0,0,0,0,-0.0364117798634712,0,0,0,0,-0.0992369190157574,0,0,0,0.0148086742781111,0,0.0208797385635698,0,0.0152157265174933,0,0
X601088.SH,0,0,0,0.142270495701757,0,0.469604991291336,0,0,0.142819304576485,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00801602787987175,0.00540398459671917,0,0,-0.0287609113739737,0,0,-0.0786875876459703,0,0,0,0,0,-0.0807724818456491,0,0,0,0,-0.142894165628499,0,0,-0.0353797476509673,0.0846671725276403,0,0,0,0,0,0,-0.0358730269760057,0.0131103855514043,0,0,0,-1.0842021724855e-19,0,0
X600585.SH,0,0,0,0,0.057519154199714,0,-0.0482447807561231,0,0.00932857756501512,0,0,0.0791900487051969,0,0,0,0,0,0,0,0,0.209299126204548,0,0,0.0381693236759734,0.039104118001522,0,0,0.0443338445069988,0.0478753241660241,-0.184442512264843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00266131579947733,0,0
X600309.SH,0,0,0,0,0,0,0,0.00477617665716771,-0.0524452100298312,0,0,0,0,0,0.0356233179477859,0,0,0,0,0,0.117145921348483,0,0,0.186611767174331,0,0,0.0164060988201404,0,0,0.121637405399516,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0552287177946255,0,0,0,0,0.0311514972088088,0,0,-0.0361282558065046,0,0,0,0,-0.0095034045901736,0,0
X600019.SH,0,0,0.289572515239669,0,0,0,0,0,0.0238315419099114,-0.0115858496156163,0,0,0,0,0,0,0,0,0.00400587189194402,0,0,0,0.0531011910360539,0,0,0,0.103751735512485,0,0,0,0,0,0,0,0.07772784307469,0,0,0,-0.0343612585632629,0,0,0,0,0,0,0.119201747479864,0,0,0,0,0,0,0,0,0,0,0.00984693255428096,0,0
X600547.SH,0,0,0,0,0.0180063625488875,0,0,0,0,0,0,0,0,0,0,-0.250277293878605,0,0,0.126674122307707,0,0,0,0,0,0,0,-0.018017258723143,-0.119704378569155,0.0428801219390757,0.0293019428862508,0,0,1.22131573311932,0,0,0.0255444173658518,0,0,0,0,0,0,0,0.126151142042519,0,0,-0.00236825810009434,0,0,0,0,-0.00858972082630103,-0.0286368464914833,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0913587667605774,0,0,0,0,-0.0465732774554703,0,0,0,0,0,0,0,0,0,0,0.0266086890671589,0.391042130302609,0,0.0982135682871572,0,0,-0.144804435415496,0,0.192130328356731,0,0.0858481486000004,0,0,0,0.0967663612454441,0.00626348657112751,0,0,0,0,0,0,0,0.0149878165019738,0,0.0271247011883575,0,-0.0683837391530061,0.0949003901497452,0,-0.0820978209080916,0,0.0065730962170388,0,0,0,0,0,0
X000708.SZ,0,0,0.058869882229635,0,0,0,0.30801471214334,0,0,0.149451214559059,0,0.106096075978995,0,0,0.158735325113989,0,0,0,0,0,0.200487117264122,0,0,0,-0.0719674528470688,0,-0.125854328367084,0,0,0,0,0,0,0,0,0,0,0,-0.152931902568727,0,0.0427071149526413,0,0,0,0,0,0,0,0,0,0,-0.150974785885207,0.117690676152399,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.622911769237789,0,0,0.143572377724114,0,0,0,0,0,0,-0.203779557745798,0,-0.0191887493456277,-0.0185713337307444,0.0239457738251205,0,0,0.00842880139587121,0,0,0.00483024479834151,0.0844037025807767,0,0,0,-0.0781732983252514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190477317868267,0,0,0,0,0.0392761633951487,0,0
