,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600010.SH,X600688.SH,X600886.SH,X600362.SH,X600027.SH,X600111.SH,X600188.SH,X600157.SH,X600583.SH,X600021.SH,X601992.SH,X000709.SZ,X600309.SH,X601158.SH,X600352.SH,X000898.SZ,X000539.SZ,X000825.SZ,X600489.SH,X000792.SZ,X000629.SZ,X600547.SH,X000883.SZ,X000060.SZ,X600808.SH,X000027.SZ,X600660.SH,X002353.SZ,X600863.SH,X600578.SH,X002470.SZ,X600008.SH,X000831.SZ,X000012.SZ,X600307.SH,X600549.SH,X000959.SZ,X000630.SZ,X600219.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.532712795843693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141072347352393,0,0,0,0,0.152769297131171,0,0,0.0248333023905525,0,0,0,0,0,0,0,0,0.0187730201607908,0,0,0,0,0,0.0362184065507553,0,-0.058387965992304,0,0,0,0,0,0,0,0,0,0.0161216564021335,0,0,0,0,0,0
X600028.SH,0.647672471836871,0,0,0,0,0,0,0.0406991110848835,0.0934803178336497,0,0,0,0,0,-0.0149934807871179,0,0.0271122253747549,0,0,0.0191851697893134,0.00152844889430186,0,0,0.0439407707546298,0,0,0,0,-0.0164021683038576,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0610611508747551,0,0,0,0,0,0,0,0,0,-0.0192529266035899,-0.0608515020868963,0,0,0.0052718986920613,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.319452390844302,0,0.204095260608812,0,0,0,3.46944695195361e-18,0,0,0,0.0591442459368995,0,0.020947720990059,3.46944695195361e-18,0,0.0286148104847443,0,0,0,0.0930952433925428,0,0,0,0,0,0.0458205576028725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.00322629887316925,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0751519712676288,0,0,0,0.16326817674678,0.0693667649473424,0.0437613343012173,0.111500442821491,0,0.197658874312888,0,0,0,0,0,0,0,0,0,0,0.180663806696147,0,0,0,-0.0849090722878594,0,0,0,0,0.0609228652375655,0,0,0,0,0.16537000243673,0,0,0,0,0,0,0,0,0,0.0715103680491835,0,0.013751070637529,4.33680868994202e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.297879107704837,0,0,0,0,0.0250389509800942,0,0,0,0,0.00995109774757337,0.0578647543646371,0,0.249771115151468,0,0,0,0.146083350120662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0408410261661727,0,0,0,0,0,0,0,-0.00163191710333348,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.139200088590183,0,0,0,0.0425399547321213,0,0.122794391205256,0,0,0.0716215287087477,0,0.317466624258795,0,0,0,0,0.0641310202087633,-0.106249055969939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201874832554816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247222193446203,0,0,0,0,0,0
X600585.SH,0,0,0.38160044399851,0,0,0,0,0,0,0,0,-0.00774683057909249,0.110966339762386,0,0,0,0,0,0,-0.0278934957524225,0.100929313346431,0,0.150299719125687,0,0,0,0,0,0,0,-0.0332286218699493,-0.0358779268423018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00966517022779296,0,0,0,0,0,0,0
X601600.SH,0,0,0.282119867380717,0,0.0176996375945678,0,0,0,0,0.0744149894594513,-0.0201190689407985,0.0724961769682069,0,0,0,0,0,0,0,0.0274939346677331,0,0,0,0,0,0,0,0.0742621481310564,0,0,0,0,0,-3.46944695195361e-18,0.0787118211801922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480302752375394,0,0,0,0,0,0
X601898.SH,0,0,0.237843385752828,0,0.15834030288566,0,0,0.184909922749844,0,0,0,0,0.0312614450256591,0,0,0,0,0,0,0.0262583321417351,0.102393482219215,0,0,0.0962439557620472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0388281907538468,0,0,0,0,0,0
X601991.SH,0,0,0,0.194928963007386,0,0,0,0,0.316115136413513,0,0,0,0.0656349966331672,0,0,0,0,0,0.167344543449111,0.184162717712621,0.0100458518890183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163448159226011,0,0,-0.00480178789324513,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.269750347003704,0.0478832666253368,0,0,0,0,0,0,0.0265324650090544,0,0,0,0,0,0,0,-0.0679668856200502,0,0.333008237426595,-0.0814543652317212,0,0,0,0,0,0,0,0,0,0,0,0.066425841214841,0,0.115634983989489,0.110829170799906,0,0,0,0,0,0.0704246710098696,0,0,0,0,0,0,0,0.0509370884044894,0.059987182443855,-0.0757274357449407,0,0,0,0,0
X600688.SH,0,0.299913871193596,0,0,0.0977885301461146,-0.267636434111899,0,0,0.27047477468901,0,-0.112599154755112,0,0,0,0,0,0,0.0752547898305497,0,0,0,0,0,0.30382107590582,-0.0946504085935358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788797836111907,0,0.371119593364928,0,0,0,0,0.0693881718495696,0,0,0,0.00313329112659583,0,0.169260012945316,0,0,0,0
X600886.SH,0,0,0,0,0.0113685240852856,0,0.210273907134056,0,0.261705540762251,0.157528276666524,0,0,0,0,0.118083631731186,0,0,0,0.108684516276043,0,0,0,0,0,0,0,0.050017082561357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00675853933532447,0,0,0,0,0,0,0,0,0,0.0168854383750595,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.103083067728246,0,0,0,0,0,0,0,0,0.109109060066483,0,-0.00039241741268865,0,0,0,0,0,0.0371255104040376,0,0,0.0804819171018394,0,0,0.0184601874428752,0,0,0.201369743588406,8.67361737988404e-19,0,0,0,0,0.0289748625570461,0.000885184173598507,0.0608193575285058,0,0,0,0.122165526580739,0,0,0,0,0,0.00879415928149227,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.348474045583635,0,0.250149886978003,0,0,0,0,0,0,0,0,0,0,0,0,0.0898082115288193,0.0663739761034384,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.115818389527362,0,0,0,0.0449144457706434,0,0,0,0,0,0,0,0,0,0,0,-0.0239393521813521,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,-0.00665075545529159,0,0,0,0,0,0.137555226113198,0,0,0,0,0,0.147299505706006,0,0.00965324935228055,-0.0449747757340196,0,0,0,0,0,0,0,0.00262840085042249,0,0,0.0538865231352853,0,0,0.0300849514078383,0,0.08904025142987,0,0,0,0,0.041160055726962,0,0.0909256474733657,0,0,0,0,0,0.0645287212600472,0,0,0,0.00694111911313264,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0757765263720444,0,-1.73472347597681e-18,0,0,0.288718217492354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226301227821328,0,0.0881604513106635,0,0,0,0,0,0.158988492656798,0,0,0.00230127186198594,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.00148498582342772,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,-0.0276400365977397,0,0,0,0,0,0.336515565358946,0,0,0,0.00349301768969811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423284796393858,0,0,0,0,0,0,0,0,-0.067342731217855,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0.0669527010588852,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.102540889472926,0,0.0256224600926612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145732862655309,1.73472347597681e-18,0,0.491580876977792,0.225329953193741,0,0,0,0,0,0,0,0,0,0.0355953276699206,0,0,-0.0461161265232009,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0.63849441035046,0,0,0,0,0,-0.0849708548383125,0,0,0,0,0,0.104061389783403,0,0,0,0,0,-0.103732498974546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609847083136102,-0.203678353634705,0,0,0,0,0,0,0,0,0.10838854200117,0.0548855710609611,0.130787967004229,0.563006983834182,0,0,0,0
X601992.SH,0,0,0,0,0.0530632918299001,0,0,0,0.251713305154716,0,0.107672729960552,0,0,0,0,0,0,0,0,0.0228350261485789,0,0,0,0,0.0926895931748222,0,0.00678966768916143,0.242784114647058,0,0,0,0,0,0.0376699346852614,0,0.0551036653131162,0,0,0,0,0.0988765300137894,0,0,0,0,0,0,0,0,0,0,-0.0342828086374777,-8.67361737988404e-19,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.0943143832054104,0,0,0,0.0671844273999911,0.00339880881127958,0,0,0,0,0,0,0,0,0.0227058194265198,0.027446864108705,0.0170431041646672,0,0,0,-0.0528521096517301,0.536022642684315,0,0,0,0,0.26932797514668,0,0,0,0.013161442576503,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00813273914872517,0,0,-0.0385703304576323,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.126529595073214,0,0,0,0,0,0,0,0,0,0,0,0.137204202164734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113659357778299,-0.0184157980485361,0.164669745719569,0,0.0473323311939349,0,0,0.222109243888085,0,0,0,0,0,0,0,0,0,0,-0.00115184350880691,0,0,0,0,0,0,0
X601158.SH,0,0.169153875101054,0,0,0,0,0,0,0,0.142493689669997,0,0,0,0,0,0,0,0.0188032268414502,0,0.023285848585102,0.0177662005709912,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0132760665968796,0.0516290206115956,0,0.0388565368097738,-0.105461937363214,0,0,0.0868938420868068,0.369794404074839,0,0,0,0,0,0,0,0,0,0,0.00476102911193145,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,-0.0261875374738119,0,0,0,0,0,0,0,0,0,0,0,-0.0110878266618735,0,-0.0386056926365101,0.518178145569855,-0.0736535471876825,0,0,0,0,0,0,0.0685618296612872,0,0,0,0,0.080477038199179,-0.0306605317683724,0,0,0.422511264472023,0,0,0.181468635751534,0,0,0,0,0,-0.384022609052169,0,0,0,0,0.0268107744522901,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0.0831186535025226,0.240607817011545,0.0163747324888984,0,0,0,0,0,-0.0409146352430375,0,0,0,0,0,0,0,0,0,0.304484397427476,0,0,0,0,0,0.0913065521390223,0,0,0,0,0,0.0835659229187439,0.139247156549956,0,0,0,0,0,0.0103439218825597,0.0717747325837493,0,0,0,0,0,0,0.0407876076093542,0,0,0,0,0,0,0,0,0,0
X000539.SZ,0.0872820433251723,0,0,0,0,0,0,0,0,0.144020028524047,0,0,0,0,0,0,0,0,0.0417155488703247,0.18614767877954,0.0405697924042252,0,0.0330129447906579,0,0.075461318799685,0,0,0,0,0,0,0,0,0.0270727910940444,0.0437395349179052,0.114393469118657,0.143080373765587,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0477432414139939,0,0,0.00963491081142912,0,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0,0.0786345125505218,0,0,0,0,0,0,0.0248479342410291,0.0247826082384904,0,0,0.149262853833162,0,0,0,0.114317615427144,0,0,0,0,0.31962344031336,0,0,0,0,0.0402230181064557,0,0,0,0,0,0,0,0,0,0,0,0,0.0779611921077343,0,0,-0.0558349756060247,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.131644003887198,0,0,0,0,0,0,0,0,0,0,0.0567312408396769,0.0309366091940131,0,0,0,0.0303610030003877,0,0,0,0,0,0,0.47366289507359,0,0.108077905448955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00273014638532187,0.0180307617196635,0,0,0,0,0,0
