,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X002460.SZ,X000792.SZ,X002466.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600426.SH,X002271.SZ,X600362.SH,X600795.SH,X600027.SH,X600803.SH,X601991.SH,X600176.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X600160.SH,X000786.SZ,X000539.SZ,X000629.SZ,X000932.SZ,X600219.SH,X300037.SZ,X000408.SZ,X600995.SH,X002409.SZ,X600612.SH,X600688.SH,X002080.SZ,X600096.SH,X600378.SH,X000630.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.536255191242691,0,0,-1.73472347597681e-18,3.46944695195361e-18,0,0,0,0,0,0.0608946506920893,0,0.142897523842113,0,0,-0.160352467163349,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0162305703127371,0,0,0,0,0,-0.0688666392286715,0,0.059065625594243,0,0,0,0,0,0,0,0,-0.0168046821362166,0.342908387692573,0,0,0,0,0,0.0301612686154709,0,0.0528211403179869,0,0,0,0,0,0,0
X600028.SH,0.759583441627783,0,0,0,0.00260951146906485,0,0,0.119833212981851,0.0202909072272769,0,0,0,-0.0516027311054411,0,0,0,0,0,0,0,0,0,-0.0471487870808315,0,0,0,0,0,-0.0471854046023676,0,1.73472347597681e-18,0,0,0,-0.112370450540373,0,0,0,0,-0.0472217944245876,0,-0.142362530346208,-0.0667860163689957,0,0,0,0,0,0,0,0,0.0202838461179752,0,0,0,0,0,0,0
X601088.SH,0.0589395687872175,0,0,0,0,0.298981338691746,0,0,0,0,0,0,0,0.0733523442201627,0,0,0.0372816583654289,0,0,0,0,0.100737362185758,0,0,0,0,0,0,0.0878630519381311,0,0,0,0.0152102964679798,-0.0662626323821219,0,-0.120022648386889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280829791616443,0.0514020818036433,0,0,0,0,0,0
X600309.SH,-0.00684457230046083,0,0,0,-0.199403959178243,0,0,0,0,0.0226476524415477,0,0,0,0,0,0,0,0,0,0,0,0.0773619953186719,0,0,0,0,0,-0.0456084695927395,0.113370292482535,0,0,0,0,0.031164417996181,0,0,0,0,0,0,0,0,0,0,0,0.00950857438277023,0,0,0,0,0,0.00704099339876465,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.0843545815080465,0,0.345109674030508,0,0,-0.0447113024311058,0,0,0,-0.0665476756414332,0.63640444786386,0,0,0,0,0,0,0,0,0.34970049895222,0.541854555970561,0,0,0,-1.38777878078145e-17,0,0,0,-0.0410589835159355,-0.161195828250989,-0.182555088254366,0,-0.141696976690993,0,0,0,0,0,-0.0908930238890641,0,0,0,0,0,0,0,0.036223425900664,0,0,0,0,0,0,0
X600188.SH,-6.93889390390723e-18,0,0.358668018745351,0,0,0,0,0,0.198280902940264,0,0,0,0,0.102801814608941,0,-0.16278154220419,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26508355276415,0.570479791204944,0,0.18746145413724,0,0,0,0,0,0,0,0,0.137903347235985,0,0,0,0,0,0,0,0,0,0,-0.194175183775187,0,0,0,0,0,0
X600019.SH,0,0.051645215605471,0,0,0,0.0558170917146357,0,0.122362736608563,0,0,0,0,0,0.0766346928918391,0,0,0,0,0,0,0,0.075202624648306,0,0,0,0,0,0.0163873131282323,0,0,0,0,0.115614376152037,0,0,0,0,0,0,-0.132916435934496,0,0.00292489648346829,0,-0.0349047048996441,0,0,0,0.0137974951971508,0.147622194891453,0,0,0.0530046870860438,0.0061358187050305,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0629856197328217,0,0.318508897146958,0,0,0,0,0,0.0947576567501267,0,0,0,0,0,0,0,0,0.00967552536516865,-8.67361737988404e-19,0,0,-0.10341060343774,0,0,0,0,0,0,0,0,0,0.0370844702925595,0.114318425747303,0,0,0,0.107415359524096,0,0,0,0,0,0,0,0,0,0,-0.0207683420412336,-0.0501081174683552,0,0,0,0,0,0
X601898.SH,0.142615510447054,0.0171549501110657,0,0,0,0.265560288730156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26147528092086,0,0,0,-0.0624418886842708,0,0,0.0166997331295113,0,0.291555592503597,0,0,0,0.134748919980346,-0.0909459755916118,0,0,0,-0.0351741452544161,0,0,0.0121625362618533,0,0,0,0,0,0,0,0,0.00981135306818757,0.0124441543219522,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.375515859460188,0,0,0,0,0,0,0,0,0,0.748958823380296,-0.00642757533622529,0,0,0,0,0,0,0,0,-0.0996030143135839,0,0,0.0617139560037223,0.0247000217856107,0,0.0416449667716496,0,-0.0606954255517325,0,0,0,0.0365859951401973,-0.0468010290863676,0,0,0,0,0,0
X002460.SZ,0,0,0,-0.138540945770237,0,0,0,0,0,0,0,0,0.564364081033264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0431996230218011,-0.0241635637549176,0,0.0359626112902526,0,0.0543266447081752,0,0.0189086349130685,0.0288257726582472,0.0957805418990688,0,0,0.334907249501073,0,0,-0.0290533751701664,0,0,0,0,0,0.0174400915319741,0.220251553760993,0.0126155973287248,0,0,0,0,0,0,0
X000792.SZ,0,-0.0574476403072669,0,0,0,0.256984168629573,0,0,0.0376586877949503,0,0,0,0.288988772601253,0,0,0,0.0102212296201128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00680104545639621,0,0,0.0846898049055891,0,0,0.0134229735334236,0,0,0,0.185438472097645,0,0,0,0,0,0,0,0,0,0,0,-0.0158920264593918,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.0179172826224734,0,0,0,0,0.357119881155827,0,0,0,0,0,0,0,0,0,0,0,0.02131519508745,0,0,-0.0109022260485907,0,0,0,0,0.367825972819194,0,0,0.134086019126765,0,0,0.0563121509926615,0,0,0,0,0,0.0443768540735144,0,0,0,0.0359949114581986,0,0,0.106756701946966,0,0.045098962052761,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323698789362492,0,0,0,0,0,0,0,-1.73472347597681e-18,0.181501724582753,-0.045044718307207,0,0,0,0,0,0,0.05869979512892,0,0,0.6417559537847,-0.115561617617045,0.105814976784634,-0.0476029537893131,0,0,0,0,0,0.115768637529861,0,0,0,0,0,0,0,0.0628039804774373,0,0.00193196925605025,0,-0.255005067905859,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0318068153881966,0,0,-0.00474954312138341,0,0,0,0,0,0,0,0.0164868435790828,0,0,0.105678130496595,0,0.0236481824848018,0,0,0,0.0648470174443738,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.136462703276109,0,0.016087575208091,0.00616499237728439,0.00435846718670535,0,0,0,0,0,0,0,-0.00150952869584635,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,-0.271971286805389,0,0,0,0,0,0,0,0.030986514296975,0,0.0780341757633518,0,0,0,0.26919187377207,0.161618048800979,0.222703764753683,0,0,0,0.391433861047097,-0.216600577453345,0,0,0,0,0,0,-0.113168191501334,0,0,0.0333945872887075,0,0,-0.0395332154211165,0,0.260010708988126,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0.0309241055274024,0,0,0.031852227534701,0,0,0,0,0,0,0,0,0,0,0,0.175566341572568,0,0,0,0.114427248122426,-0.0909895595299154,0,0,0,0,0,0,-0.124203435456913,0,0,0.100116367254838,-0.00698024281111411,0,0,0.547574787988926,0,0,0,0,0,-0.0260421190105973,0,0,0,0,0,0,0,0,0,-0.00707037741195477,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0504985653450055,0,0,0.0522993044322604,0,0,-8.67361737988404e-19,0,0,0,0.440203576783783,0,0,0,0,0.0489934515124275,0,0,0,0,0,0,0,0,0,0,0.0364728860136095,0,0,0.047859880242637,0.0309153669529498,0,0,0,0,0.0146643533003987,0,0,0,0,0.0508324107764096,0,0.017443676123522,0,0,-0.0128562805476977,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0919836779134648,0,0,0.115588682446638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789032083093646,0,0,0,0.0464273055389137,0,0,0,0.334021692357879,0,0,0,0,0,0,0,0,0,0,0,0.0282612418501928,0,0,0.104497395181714,0,0,0,0,0,0.0965956135705468,-0.105831810462628,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19353437304167,0,0,0,0,0,0,0.0838043475614319,0,0,0,0.0676835998431675,0,0,0.0545584160561765,0,0,0,0.314553663682052,0,-0.155702137350011,0,0,0,0,0,0,0.0434248828410834,0,0,0.21461054377821,0.0423389486101712,0,0,0,0,0,0,0,0,0,0,0,0
X000877.SZ,0,0,0,-0.505126341191554,0,-0.108790964844423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237734929783403,0,0,0,0,0.00660566064760631,0.133362987461677,0,0,0,0,0.257992352871355,0,0.131721568335852,0.342310860923422,0,0,0,0,0,0,0,0,0,0,0,0,0.0420496208614817,0,0.0101250931325207,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.576034764706348,0,0.242761195916173,-3.46944695195361e-18,0,0,0,0,0,0,0.200920560322153,0,0,0,0,0,0,-0.0931923525187161,0,0.0346886956075953,0,0,0.0913806207863128,0,0,0,0,0,0,0,0,0,0.0778915845832419,0,0,0,0.0532346140555644,0,0,-0.124517403799934,0,0,0.00628650009883895,0,0,0,0,0,0,0.0212249157828103,0,0,0,0,0,0
X002271.SZ,0,0,0,0.403313859981841,0,0,0,0,0,0,0,0,0.240707901094822,0,0,0,-0.134743847455512,0,0.2265198949254,0.0841520453134784,0,0.0740083063134354,0,0,0,0,0,0,0,0,0,0,0,0,0.53546459573125,0,0,0,0,0,-0.211955021329873,-0.0901352964828372,0.061790392914816,0,0,0,0,-0.164071155224501,0,0.0562900145609611,0,0,0.122801935754198,0,0,0,0,0,0
X600362.SH,0.0818702969600783,0.0903950045492997,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0604711620416937,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.111373598639777,0,0,0,0,0,-0.0986482639807836,0.0580151502128979,0,0,0,0,0,0.0200191939924834,0.0544290412817282,0,0,0,0,0.279780639917937,0,0,0.0077365375078839,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.201547304556673,0.0726174312318709,0,0,0,0,0,0,0,0,0,0,0,0,0.0938919489563819,0,0,0,0,0,0,0,0.0766374462202569,0.389590636617683,0,-0.0661357501004334,0,0,0,0.0368935172535452,0,0,0,0,0,0,0,0.0406456962816256,-0.0591548991638102,-0.104236637630506,0,0,0,0,0,0,0,0.0207964964879268,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.10757876551846,0.995956672956872,-0.00230732589976978,0,0,0,0,0,0,0,0,0.0924444437116265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.293679227182793,0,0.249408318648824,0.00344968714413947,0.348445289242046,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155245190014748,0.0741420266190481,0,-0.437996783431644,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637799823343916,0,0,0,0,0,0.116084317037367,0,0,0,0,0,0,0,0.133084166224361,0,0,0.086819137847948,0.282843129902882,0.131708438814983,0.0367987212028611,0,0,0,0,0,0,-0.062405902816041,-0.0807577357497525,0,0.0356500228249387,0,0,0,0,0,0,-0.145263837590021,-0.431290696697514,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155655422035776,0,0,0,0,0,0,0,0,0.499535725234861,0.0796123346044323,0,0,0,0.10966404566522,0,0,0,0,0,0.134689540664417,-0.269051737981819,3.46944695195361e-18,0,0,0,0,-0.0122534374326888,-0.0515153459548981,0,0,0,0,0,0.122407304628068,0,0.00664017874906677,-0.0232017721743504,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,-0.00405718363565361,0.306026496689629,0,0,0,0,0,0,0,0,0.235479519210179,0,0,0,-0.0488617377175853,0.241678701689133,0,-0.00312689054648437,0,0,-0.0562027714442876,0,0,0,0,0,0,0.0853893543151167,0.00246960283881611,0,0,-0.19367494458506,0,0,0.400357704138128,0,0,0.0852410903941171,0,0,0.171327795152381,0,0,0,0,0,0,-0.070821976898402,0,0,0,0,0,0
