,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X000708.SZ,X600547.SH,X600660.SH,X002460.SZ,X002271.SZ,X600011.SH,X000786.SZ,X600886.SH,X600176.SH,X600362.SH,X600426.SH,X601600.SH,X601898.SH,X600010.SH,X600801.SH,X600188.SH,X600352.SH,X000301.SZ,X600489.SH,X600111.SH,X600795.SH,X601991.SH,X600688.SH,X600803.SH,X002075.SZ,X600299.SH,X600486.SH,X600027.SH,X000932.SZ,X600219.SH,X601992.SH,X300037.SZ,X002080.SZ,X002353.SZ,X002466.SZ,X601168.SH,X002409.SZ,X000630.SZ,X000898.SZ,X000883.SZ,X000027.SZ,X000807.SZ,X600315.SH,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.000261828186892898,0,-0.00619855862537879,0,0,0.0271038116558529,0.0208484859546414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00855776543846886,0,0,0.0323220201149743,0,0,0.0151732203268225,0,0.0139012769991215,0.0128994678413658,0,0.080015903739672,0,0,0,0.0479991787759778,0,0.0228434696249321,0,0,-0.0208918029738721,0,0,0,-0.00749308976274671,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266382499137309,0,0,0,-0.00547596018741641,0,0,0,0.0222937605304831,0,0.0430519973680071,0,0,0,0.00123920035043926,0,0,-0.0131002620932397,0,0,0.0790290491850041,0,0,0.0318452590866566,0,0,0.0281807759582847,0,0,0,0,0,0.0109515571267443,-0.0206437411482693,0,0,-0.00402637170278389,0,0,0,0,-0.013982323225557,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.106636880062961,0,0,0.0287596661832448,0,-0.0185225304384598,0,0,0,0,0,0,0.266962128268225,0.0131225252026104,0.0159865514179521,0,0,0,0.0349925173894303,0,0,0,-0.055169637910912,0,0,0,0,0,-0.0284416588579371,-0.00908214688734256,0,0,0,0,0,0,0,0,0.0591579923461769,0,0,0,0,0,0,0,0,-0.00909577312471388,0,0
X600585.SH,0,0,0,0,0.0517852978511642,0,0,0.119131306672157,0,0.0990590913713872,0,-0.0245111769652321,0,0,0,0,0.0142414936204657,0,0.0157357023218733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163545180715559,0,-0.0727275087832041,0,0.0278707530291947,0,0,0,0,0,0,0.0542841290178053,0,0,0.0150518763297652,0,0,0,0,0.0140876443676709,0,0
X600309.SH,0,0,0,0,0,0,0.0818266363548343,0.0547154794075038,0,0,-0.0281501056386466,0,0,0,0,0,0.362618963879394,0,0,0,0,0,0,0,0.0959268283468522,0,0,0,0,-0.161726675180663,0.173763491240163,0,0.125199819742579,0,0,0,0,0.173330141961591,0.0715934069616674,0.303735379689565,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0181187259446411,-0.0189537016892141,0,0,0,0.00706961662200086,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0395733340569789,0,0.118499284906696,0,0,0,0,0,0,0,0,0,0.0288830507913874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109463231103805,0.235225174433465,0,0,0,0.00503286629720045,0.0157505046687775,0,0,0.0503839431897419,0.0362289996603568,0,0,0,0.0115924848044972,0,0
X000708.SZ,0,0,0,0,0.0811465169254871,0,0,0,0,0,0,0.0928141092176699,0.0259408915153375,0.000340181959734833,0.0205247782219748,0,0,0,0,0,0.0123032216651963,0,0,0,0,0,0,0,0,0.0618315274872779,-0.0955030353617626,0,0,0,0.131874966889134,0,0,-0.122724068403022,0,0,0.183052432454572,0,0,0,0,0,0,0,0.102166905358988,0.191686461727437,0,0,0,0,0,0,0.0536075854277071,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.164823407690075,0,0,0,0,0,0,0.0655739049280978,0,0,0,0,0,0,0,0.540255733379854,0.00023115004482218,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0494024078702223,0,0,0,0,0.0248242993758437,0,0,0,0,0,0,0,0,0,0,-0.0161801498106503,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.091955383586113,-0.0109128368491823,0,0,0,-0.0626465479843625,0,0,0,0,0,0,0,0,0,0,0,0.136663816784536,0,0,0,0,0,0,0.20671175469012,0,0,0,-0.0797233248224564,0,0,0,0.254032677903378,0,0,-0.0258332866101466,0,0,0,0,0,0,0,0,0,0,0,0.0662480801287408,0,0,0,0.00946799459486867,0,0
X002460.SZ,0,0,0,0,0,0.373048081305031,0,6.93889390390723e-18,0.0549633198074235,0,0.167545649068629,0,0.028584924111482,0,0,0,0,0,0,0,0,0,0,0,0.0889170736932758,0,0,0.126728193849206,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.26213377598969,0,0.166364058439353,0.184117278631744,0.00550585370298448,0,0,0,0,0,0,0,0,0,-0.0587064608993452,0,0,0,0,-0.102799884219787,0,0
