,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600011.SH,X601600.SH,X601898.SH,X600010.SH,X600886.SH,X600362.SH,X600660.SH,X600801.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600688.SH,X000786.SZ,X002466.SZ,X600795.SH,X600027.SH,X601992.SH,X600176.SH,X600529.SH,X600299.SH,X600426.SH,X002353.SZ,X600612.SH,X600315.SH,X002409.SZ,X600126.SH,X002080.SZ,X000723.SZ,X600219.SH,X600516.SH,X002075.SZ,X000898.SZ,X000932.SZ,X600486.SH,X000959.SZ,X601158.SH,X000883.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0561453101680658,0,0,0,0,0,0,0,0.0184959943726847,0,0,0,0,0,0,0,0,0.0378899015023368,0,0,0,-0.0137916738991978,0.119375677874387,0.0445600086171743,0,0,0,0,0,0,0,0,0.0029394990694065,0,0,-0.0134000458201606,0,0,0.0506178241003705,0,0,0,0,0,0,0.00976815947706493,0,0,-0.0172128705729451,0.019600318079815,-0.0033434106742697,-0.00230195877670955,0,0,0,0,0,0
X600028.SH,0,0,0.0686247015389243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019122069945854,0,0,0,0,0.0704871611120298,0.0182383132703337,0,0,0,0,0.0766102296465741,-0.00728812189829011,0,0,0.0238825335305334,0,0,-0.00459852277990969,0,0,0.0555702687245533,0,0.0683441089680191,0,0,0,0,0,0,0,0,0,-0.00691515489345898,0.00994774735592017,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.153705087373521,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0232739997866277,0,0,0,0,0,0,0,0,-0.0106941079004969,0,0,0,0.167262605865821,0,0.0409243026181104,0.109261829467049,0.0271715767098181,0,0,0,0.0484651686864268,0,0.128582087162851,0,0,-0.0286735508717158,0,0,0,0,0,0,0,-0.0145942204610556,-0.00285011086621816,5.42101086242752e-20,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0311287235475606,0.0332103877322104,0.114096586132697,0,0,0,0,0,0,0,0.557408770111939,0,0,0,0,0,0,0,0.00447750593200596,0,0,0,0,0,0,0,0,0.0436152250346243,0,0,0.00210908766684673,0.0240329685365147,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0181358428944932,-0.00660008358818704,0.00467858112178398,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0459421553816411,0.119474087466349,0,0,0,0,0,0,0.188004441890881,6.93889390390723e-18,0,0,0,-0.0261927794239279,0,0,0.0314958553100803,0.0262390375493893,0,0,0,0.0466155004615987,0,0,0.214232988583882,0.0508387829177536,0,0,0.0790407128598801,0,0,0,0,-0.0330072331630419,0,0,0,0,0,0,0,0,0,-0.00495767150608566,0,0,0,0,0,0,0
X600547.SH,0,0,0,0.117358570795799,0,0,0,0.0854158152650895,0,0.0386609840717617,0,0,0,0,0,0.103784686811934,0,0,0.626405844721064,0,0,0,0,0,0,0.0432971273308996,0,0,0.0182411842044445,0,6.93889390390723e-18,0,0,-0.0910947716372128,0.235313819702865,0,0,-0.00534010303467735,0,0,0,0,0,0,0,0,0,0,0,0,-0.0551990173491445,-4.33680868994202e-19,-0.0183993906196143,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.129935922259658,0,0,0,0,-1.73472347597681e-18,0,0.332751837589353,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136769921607182,0,0.0083131099736708,0,0.0473804995335162,0,0,0.0183427342658423,0,0,0,0,-0.0352146221958439,0,0.112357273429205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223154032157116,0,0,0,0,0,-0.0783451063328528,0.055506077102359,-0.0584414284273894,0,0,0,-0.0675845811982221,0.0439644581211233,0,0,0,0.158522414701596,0,0,0,0,0,0,0,0,-0.0340722113262581,-0.010574536237216,-0.00256846487085657,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153231895419546,0,0,0,0,0,0.11391938847194,0,0,0,0.0682773237585526,0.096831371440397,-0.0237926667164357,0.0925406737099504,0,0,0,0,0,0,0,0,0,0,0,-0.0122175846247512,-0.00889014364269701,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.459705894876058,0.0155902950237263,0,0,0,-0.0554777492722833,0,0,0,0,0,0,0,0,0,0,0.0186713087349117,0,0,0,0,0,0.0188250197110267,0,-0.189647338739495,0,0,0.184092018136887,0,0,0,0,0.0502840643733834,0,0.043785908170669,0,0,0,0,0,0,0,0.205295384718288,0,0.222055592050449,0,0,0,-0.00280241760885998,-0.0106945095949921,0,0,0,0,0,0
