,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600426.SH,X000877.SZ,X600362.SH,X601699.SH,X002271.SZ,X000983.SZ,X600027.SH,X600803.SH,X600489.SH,X601991.SH,X600176.SH,X000807.SZ,X600160.SH,X000786.SZ,X000932.SZ,X000630.SZ,X000408.SZ,X600985.SH,X600219.SH,X000933.SZ,X300037.SZ,X000629.SZ,X600688.SH,X600612.SH,X000723.SZ,X600157.SH,X002128.SZ,X600096.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.727916870844721,0.0203497647911354,0,0,0,-0.0870513571931714,0,0,0,0,0,0,0,0,0.17234620779754,0,0,0,0,0,0,0,0,0,-0.227632226371379,0,0,0,0,0,0,0,0,-0.0228415790575359,0,0,0,0,0,0,0,0,0,0.00652760453694961,0,0,0,0,0,0,0,0.0245395660758126,0,0,0,0.0859375779223675,0,0
X600028.SH,0.451537070199692,0,0.0885200789120517,0,0,0,0,0,0,0,0,0,0,0,-0.0540326430698829,0,0,0,0,0,0,0,0,0,0.0516267370884086,0,0.0012949304999322,0,0.0538924433573177,0.0653817306500135,0,0,0,0.00157496742889966,0.0359993332187757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516093141985915,0,0,0,0,0.105863695988865,0,0
X601088.SH,0.0557613537742449,0,0,0,0.0925889463380763,0,0,0,0.106696411296124,0,0,0,0,0.104448799577389,0,0,0,0,0,0,0,0,0,0,0.125890103384827,0,0,0,0,0,0,0.130052291113215,0.0549420370171564,0,0,0,0,0,0,0,0,-0.113826332363517,0,0,0,0,0,0,0,0.104844610190471,0,0.00492480341224979,0.004146950974177,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.111922967824672,0,0,0,0,0,0.110309654606911,0,0,0,0,0.06191086699997,0,0,0,0,0,0,0,0,0,0.0598221542701969,3.46944695195361e-18,0.0382262334982966,0.00538624224749989,0,0,0,0.0493738707385422,0,0,0.170998086118195,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306650898532688,0,0.0397232193068051,-0.0365961901739764,0,0,0,-0.198186261943727,0,0
X600188.SH,0,0,0,0,0,0.0131302596422046,0,0,0.16687053971822,0,0,0,0,0,0,0,0,0,0,0,0,0.0433893106592424,0,0,0.0115194278770884,0,0.456865870394937,0,0,0,0,0,0,0,0,0,0,0,0.0809739492575262,0,0.1086440013589,-0.101507614079938,0,0,0,0,0,0,0,0,0,0,-0.0195674487758075,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.187902071815695,0,0.111664881306891,0,0,0,0,0,0,0.0965776733551248,0,0,-0.131258192315065,0,0,0,0,0,0.0882701229661765,0,0,0,0,0,0,0,0,0,0,-0.1022612433936,0.173835814051715,0,0,0.647056439666102,0,0.102301926522115,0,-0.197488835969078,0,0,-0.0248986354287984,0,0,0,0,0,3.46944695195361e-18,0.00455826294762749,0.0109494406343411,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0521991842600759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212890806973731,0.174273013323221,0,0,0.270052076807383,0,-0.184300846929673,0,0,0,0,0.145356642780662,0,0.0147824681836952,0,0,0,0,0,0,-0.082140425568954,0,0,0,0,0,0,0,0,0,-0.0344155350574559,0.0467925771576589,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.145512857229193,0,0,0,0,0,-0.013491344219333,0,0,0.171854856888792,0,0,0,0,0,0,0,0,-0.0361202087925909,0,0,-0.0760482867539367,0,0.314644479760008,0.0302336979748256,0,0.118528300175014,0.112022266227662,0,0,0,0,0,0,0,-0.0461628528722487,0,0.161384697898001,0,0,0,0,-0.139318605377635,0,0,0,0,0,-0.0274622749971534,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.102677856280544,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0901364851219466,0,0,0,0,0,-0.0120162370653851,0,0.0627259664196591,0,0.399306707885011,0,0.0877772474138464,0,0.137918166440286,0.0488696591157671,0,0,0,0,0,0,0,0.0567647425119989,0.0248788364383869,0,0,-0.0724399516480188,0,0,0,0,0,0,0,0,0,0.0026489919017587,0,0,0,0,0,0,0
X600547.SH,0.0242676282521652,0,0,0,0.0686360569614879,0,0,0,0,0,-0.110668265242129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360459174164235,0,0,0,-0.083238710093611,0.0801696006513998,0,0,-0.065105719424572,0,0,0,0,0,0,0,0,0,0.147760583701478,0,0.0916196253210243,0,0.0170986545496708,-0.0417409571900008,0,0,0,0,0,0
