,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600362.SH,X600688.SH,X600795.SH,X300072.SZ,X601992.SH,X002460.SZ,X000898.SZ,X600516.SH,X601991.SH,X600547.SH,X600176.SH,X600111.SH,X600886.SH,X000786.SZ,X000709.SZ,X000825.SZ,X600352.SH,X601699.SH,X002271.SZ,X000792.SZ,X000553.SZ,X000830.SZ,X600027.SH,X600808.SH,X600299.SH,X002110.SZ,X000408.SZ,X600219.SH,X601158.SH,X000959.SZ,X600489.SH,X000932.SZ,X000983.SZ,X600426.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.413224690318116,0,0,0,0,0,0,0,0,-0.00315326729091022,0.0446414965903874,0,0,0,0.197342198827637,0,0,0.0195837248929571,0,0,0,0.02797984407438,0,0,0,0,0.0747181700947896,0,-0.003962929093667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202866521155991,0,0,0,-0.000990691604590963,0.0597582587896794,0,0,0,0,0
X600028.SH,0.483786698774053,0,0.0622467061047909,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0575837846179399,0,0,0,0,0,0,0,0.278606939105498,0,0,0,0,0,-0.0784123332142526,0,0.0420472307584835,0,0,0,0,0,-0.036157033916127,0,0.0207542875801797,0,0,0,0,0,-0.116401927149891,0,0,0,0,-0.00897664111810429,0,0,0,0,0,0,0
X601088.SH,0,0.0367317560247517,0,0.369475421794105,0.0987878649740036,0,0,0,0,0,-0.0195877979278215,0,0,0,0,0,0,0,0,0,0,0.0405399464658511,0,0,0,0,0,0,0,0.150211621571303,0,-0.0393612102048256,0,0.078632615603738,0,0,-0.118721321769981,0,0,0,0,0,0,0,0,0,0,0,-0.0204446924488498,0.0320252831555946,0,0,0,0,0,0
X600019.SH,0,0,0.0968021848374645,0,0.00364113002868569,0,0,0,0.00412617528852104,0,0,0,0.106975336507535,0,0,0,0,-0.205675622214778,0.686428853446486,0,0,0,0.0689597957831905,0,0,0,0,0.0858435250951041,0.0308672631346021,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.143929024873829,0,0,0,0,0,0.00679179860633849,0.110956609685272,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.253596757902994,0,0.0194679755834503,0,0.132280997318176,0,0,0,-0.01043124043413,0.0177961180999859,0,0,0,0,0.172818548505933,0,0,0.24832564827844,0,0,0,0.0261923441925645,0,-0.281768047248238,0.131003251457501,-0.116007951889406,0,0,0,0,0,0,0,0,0,0.106102057192411,0,1.73472347597681e-18,0,0,0,0.0103096828192639,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143767903853136,0,0,0.0034495602518601,0,-0.0247008922479588,0,0,0,0,0,0,0,0,0.0418920811622581,0,0,0,0.256449390296587,0.00727319839173764,0.0802678549722696,0,0,0,0,0,0,0.0491535788693805,0,0.0254858382159264,0.216418188208587,0,0,0,0.024534814733667,-0.0219458338659597,0,0,0,0,0,0
X600309.SH,0,0,0.00165754236489043,0.0594735791320032,0,0,0,0.0162649305947545,0,0,0,0,0,-0.0263388209378184,0,0,0,0,0,0,0,0,0,-0.0577952124925578,0,0.059570345117926,0,0.021271606888651,-0.041597640435349,0,0,0,-0.00627220716493615,0.0683233131583242,0,0,0.00982750147531407,-0.116231310958147,0,0,0,0,0,0,0,0,0,0,-0.0527284981912991,0.0724384178682195,0.0349710177001755,0,0,0,0,0
X600011.SH,0,0.0954711374348252,0,-0.163421435782298,-0.00882637103592532,0,0,0,0,0,0,0,0,0,0,0,0.0499758089678553,0,0,-5.42101086242752e-20,0.194162304109553,0,0,0,0.0182034359905765,0,0,0,0,0,0,0.0222739702593883,0.13537011966367,0.0280013448277463,0.0933869866246702,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00901495023303312,0.00365380893307439,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0643168482764975,0,0,0,0,0,0,0,0,0,0,0,0,0.134849649585068,0,0,0,0.118469154604718,0,-0.0543849605717991,0,0.141084164451679,0,0,0,0.537563618575994,0,0,0,0.0553351308351616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216429436656958,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.144558451120641,0,0,0,0.147576412890338,0,0,0,0,0,0,0,0,0,0,0,0.0686033541058948,0.143492373802837,0,0.0536275512443327,0,0.00736014348877133,0,0,0,0,0,0,0,0,0,0,0.275335014849626,0,0,0,0,-0.00443311100365636,0,0,0,0,0,0
