,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X601992.SH,X600157.SH,X600111.SH,X600299.SH,X600188.SH,X601158.SH,X000027.SZ,X600623.SH,X600352.SH,X600583.SH,X600160.SH,X000539.SZ,X002466.SZ,X600309.SH,X600660.SH,X000792.SZ,X000709.SZ,X000630.SZ,X000898.SZ,X000060.SZ,X600098.SH,X000883.SZ,X600021.SH,X002470.SZ,X600547.SH,X000629.SZ,X600489.SH,X002004.SZ,X600578.SH,X600863.SH,X600022.SH,X300072.SZ,X600315.SH,X601918.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.157108077483439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108866762375352,0,0,0,0.0537745993813004,0,0.101330194462921,0.00888590914614254,0.0428926578098764,0,0.0822930910748772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123688151471653,0,0,0,0,0,0,0
X600028.SH,0.392546527126275,0,0,0,0,0,0.0473887725215016,0,0,0,0.0666435046882289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1464408172201,0,0,0,0,0,0,0,0,0,0.0201073410101687,0,0,0,0,0,0.023275296391872,0,0.038104454102752,0,0,0,0,0,-0.0174950660091742,0,0.015494022402874,-0.00576004208419415,0.0591922854736557,0,0,0,0,0
X601088.SH,0.203759430513731,0,0,0,0,0,0.109333735944767,0.159985107028298,0,0,0,0,0,0.00210654301444341,0,0.0034327875771409,0.0224492885850837,0,0,0.0202579772132671,0,0,0,0,0.00856344352163751,0,0,0,0,0,0.0133108328964958,0.119935792869866,0,0,0.0503679878226179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244268987904695,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441601911465264,0,0,0,0.054249727230841,0,0.173592335120309,0,0,0,0,0,0.00541522785703769,0,0,0.100950073116436,0,0,0.000217543194553055,0,0,0,0.0971124434560787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00981364808154926,0.0123320893567144,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0248117865229352,0,0,0,0,0,0,0.0637094182585147,0,0,0.207765065013019,0,0.166845989907509,0,0,0,0,0,0,0,0.0857778463704352,0,0,0,0.114183613329322,0,0,0.114525337433978,0,0,0,0,0,0,0,0.103043613364,0,0,0,0,0,0,0,0,-0.0120359462365086,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298376881109998,0,0.102459412882206,0,0,0,0.0363579031941889,0,0,0.0287029018848308,0.0235481740798673,0.133704194571072,0,0,0,0,0,0,0.26772843979406,0,0,0.00677456309525619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.154984449243727,0,0,0,0,0,0,0,0,0,0,0,0.0967355034240936,0,0,0,0,0,0,0,0,0,0,0.0739244972151683,0.0126763913261629,0,0,0,0,0,0.241162390324885,0.0108731358922364,0,0.0164150456244835,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553621271972007,0,-0.0224357973951969,-0.00557855228366009,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0215002824949488,0,0,0,0.178158304207745,0.0963404142014996,0,0.0511677783318062,0,0.0623842647730975,0,0,0,0,0,0.00235786544132035,0,0,0,0,0.0780216505457057,0.190192152441804,0,0,0,0,0,0.180927286658392,0,0,0,0,0.0189987273843284,0,0,0,0,0,0.0362371428096954,0,0,0.00167258136789518,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437511291529879,0,0.00468225922959237,0.0406657903843333,0,0,0,0,0.151425822661588,0,0,0.0160010544542233,0,0,0.13200689330903,0,0,0,0,0,0,0.156279815710516,0,0.030531670526094,0,0.0396879099322265,0,-0.00330068435805217,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18851947311722,0,0.0313730909114845,0,0,0,0,0,0,0,0,0.0222073416727249,0,0,0,0,0,0.239907009166387,0,0,0.156230127648897,0,0,0,0,0.0615928708276395,0,0,0,0,0,0,0,0,0.0611879258560653,0,-0.00697228716587443,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240017033163492,0,0,0,0.0755129337173149,0.0739168338679126,0.0478561672976079,0,0,0.00162353570625024,0,0,0,0,0,0,0,0,0.187731892905247,0.181146021782669,0,0,0,0,0,0,0,0,0,0,0,0,0.0110244735488506,0,0.00483475904431926,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0277333121871539,0.0713553905277235,0,0,0,0,0,0.0345472192253566,0,0,0,0.0541786350943565,0,0.155277921282878,0,0,0,0,0,0.012905831401379,0,0,0.0164848642840082,0,0,0.111730476961168,0,0,0.0650715102011612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166515328946282,0.0207685930814874,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0632603455111366,0,0,0,0,0,0,0,0,0.033601717120385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169335746322057,0.151213396639336,0,0,0,0.100902037333719,0,0,0.0196251283583551,0,0,0,0,0,0,0,0,0,0.142817363845129,0,-0.00151046339796203,9.59352978582205e-05,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.333339891558405,0,0,0,0,0,0,0,0.189831732157476,0,0,0,0,0,0,0,0,0,0,0,0,0.0732003906142484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207182911408014,0.0738696211289395,-0.130248599783646,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0390010759221393,0,0,0.417513493814742,0,0,0,0.088660004032893,0,0,0,0.0873024244874593,0,0,0,0,-0.0357627591865859,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0657574383280804,0,0.0921433476735642,0,0,0,0,0.329908758093993,0,0,0,0,0,0,0,0,0.0643922114081514,0,0.00248791794839346,0.0104571406258685,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184009373463482,0,0,0.0906241513140397,0,0,0,0.13051816964901,0,0,0,0,0.177279652373861,0,0,0.131339976783617,0.185143547863614,0,0.047102438085933,0,0,0,0,0,0,0,0,0,0.0856408748231413,0,0.0548129070030986,0,0.00307430283327046,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0765036029639781,0,0,0,0.0414220284462026,0,0,-3.46944695195361e-18,0.094197056180345,0,0,0.0257210930348243,0,0.0153286953558524,0,0,0,0,0,0,0.0790494353496623,0,0,0.249194925400464,0.15082559372927,0.100603742254009,0,0,0,0,0,0.123478539006696,0,0,0,0,0.00114065539877547,-0.0132190328167618,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.272031046430889,0,0,0,0,0,0,0,0,0,0.121566413180564,0,0,0,0.0132745574882164,0,0.0753783050985601,0,0,0,0,0,0,-0.0522787370479761,0,0,0.0386310829620436,0,0,0,0.263576520051269,0,0,0,0,0,0,0,0.0674718765734616,0,0,0,0,0,0.0779588370754074,0,0.00263563977196243,0,-0.154073724248902,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389556147447634,0,0,0,0,0.109160035055089,0,0,0.104167263291513,0,0,0,0,0,0.106988738491629,0,1.38777878078145e-17,0.258320987981139,0,0,0,0,0.22432530661084,0,0,0,0.1515288128768,-0.0858717516350815,0,0,0.0360268396330936,0.0170047161822236,-0.0308091262330321,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.416991219190806,0,0,0,0,0,0,0.216101430241532,0.134088663144816,0,0,0,0,0,0,0,0,0,0.0307227754282239,0,0,0,0,0,0,0.0144944142371661,0,0.0738822810144134,0,0,0,0,0,0,0,0.0980755142464409,0,0,0,0,0,0,0,0.0284811612774047,-0.0467823332301062,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.173201206505254,0,0,0,0,0,0.0833713932088004,0.231227068949192,0.0629893141474483,0,0,0,0,0,0,0,0,0.0606494298695254,0.0658639780534579,0,-0.236467324009606,-1.38777878078145e-17,0,0,0,0.300281388459806,0,0,0.00646611314887264,0,0,0,0,0,0,0,0,0,0.142558686093224,0,0.0404167968593937,-0.0491512912383807,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776807651127605,0,0,0.0877904426918789,0.171671671989288,0,0,0,0,0,0,0,0,0.196527956432932,0,0.288937422631059,0,0,0,0,0.20929519543251,0,0,0,0,0,0,0,-0.016846200553506,0.0302535004518716,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925867195114363,0,0,0,0,0,0,0.294387395506344,0,0,0,0,0,0,0,0.238967744364976,0,0,0,-0.0889390405022956,0,0,0.463339758264044,0,0,0.241585286801797,0,0,-0.0898271798935681,0,0.0349691312293023,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986466900752924,0,0.0763198658553649,0,0,0,-0.0699779667754694,0,0,0,0,0.113642789059447,0,0,0.127575049552245,0,0,0,0,0.433617229810535,0,0,0.0517580614953942,0,0,0,0,0,0,0,0,0,0.123582782138295,0,0.00317738420525611,0.0125038681819309,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.131667798706611,0,0,0.133293035366153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693527281681803,0,0,0,0,3.46944695195361e-18,0,0.0579435107364134,0,0.155094740263541,0,0,0,0,0,0,0,0.0912644745173744,0,0,0,0,0,0.028260579492417,0,-0.0052137183827676,0,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0.200115537329449,0,0,0.146866237648829,0,0,0.129248741205125,0,0,0,0,0.114487984454865,0.0777724992554095,-0.243065141552385,0.119377008058215,0,0,0.14508580556348,0,0,0,0,0,0,0,0.104727588916765,0,0,0,0,0,0,0.230347287755442,0,0,0,0,0,0.0783664228341873,0,0.00720608427119962,-0.0493293044069623,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0.0737522273444737,0,0,0,0,0,0,0,0.00356118790985881,0.157469497320638,0,0,0,0,0.0681207641984375,0,0,0,0,0,0,0,0,0,0.00795985748339842,0,0,0,0.0701677874801124,0,0.282698424910664,0,0,0,0,0,0,0,0,0,0,0.0934664785887082,0,-0.0109877897265736,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,-0.511269885440794,0,0,0,-0.325610586982414,0,0,0,0,-0.306671288775894,0,0,0,0,0,0,0.0486034970874527,0.0277364750464304,0,0.034924105390275,0,0,0,0,0.234335137523458,0,0,0,0,0,0,0.581527297014968,0,0,0,0,0,0,0,0,0.589509078071386,0,0,0,0.0392836399947705,0.0248960981560921,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186603061752289,0.00278930458158852,0.0257306045710265,0.0135243901459379,0.0679494183441195,0,0,0,0,-0.0158039967119521,0,0,0.106427418819338,0.275574581668939,0,0,0.0228380681330226,0.00526829637669931,0,0,0.0287059647451392,0,0,0,0,0,0,0,0,0,0.0578909055977826,0,-0.0173831555073501,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0395174629290995,0.131473329946634,0,0,0.0229391906405964,0,0,0,0,0.0905863183571234,0,0,0,-0.0203555898324099,0.0654354926304075,0,0,0,-0.00825417907742034,0,0,0.00380061001730649,0,0.020200873846649,0.0932616757852084,0,0,0,0.0245114248069539,0,0,0,0,0,0,0,-0.0132000787550728,0.0181754518963321,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138910511056954,0.00085665246351627,0.187804479659549,0,0,0.0816533750013655,0,0,-0.104453618251762,0,0.100253963059864,0.458557534114798,0,0,0,0,0,0.0643985111450226,-0.105048955702838,0,0,0.0713032609743784,0,0,0,0,0,0,0,0,0,0,0,-0.0400151063352479,0.0990751435334743,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0.297511170491753,0,0,0,0,0,0.10626540878793,0.196469425775681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00767708139586926,0,0,0.139758081936813,0,0,0.158392523379537,0,0,0,0,0,0,0,0,0,-0.0173448088151127,0,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146800771541056,0,-0.130058734026563,0,0,0,0,0,0,0.159625014494333,-0.248925321046477,0,-0.0364880921492703,0,0,0,0,0.260639685901257,-0.116849012947825,0,0,0,-0.00174207407988515,0.0762363828169817,0,0.0105550920658199,0.0668014115690338,0,0,0,-0.16394384620608,0,0
X000898.SZ,0,0,0,0,0.0211049838511879,0,0,0,0,0,0,0,0,0,0.0321214235931029,0.144591210576851,0.00242920009861108,0.012650869063412,0,0.0314002173082659,0,0,0,0,0,0.0546455729966439,0,0,0,0,0,0.194911712230348,0,0,0,0,0,0.109798155501442,0,0,0,0,0,0,0,0,0,0,0.0905864148239952,0,-0.00934612525679571,-0.00299929668196303,0,0,0,0,0,0
X000060.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406436494641236,0.12723801291276,0,0.0930932326265476,0,0.142330906209799,0,0,0,0,0,-0.0480265795800309,0,0.143214354262737,0,0,0,0,0,0,0,0,0,0,0,0,0.042807719133765,0.147548651762587,0,0,0,0.114324101945284,0.30397795767043,0,0.149246850780825,0,0.0103915603861083,0,0,0,0,0,0,0
X600098.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025751109575124,0,0,0,0,0.25966538531891,0.00305085801986,0.152565312900903,0.188830127738042,0,0.131143217094327,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.250882156737849,0,0,0,0,0,0,0,0,0,0,0,0,0.0100782804075729,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0518809688823256,0,0,0,0,0,0,0.00233469353032113,0,0,0,0,0,0,0,0,0.0633789664282357,0.047292792129642,0,0.177906429758959,0.110095610989012,0,0,0,0,0,0,0,0.069288593526361,0,0.124921074598493,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249204966089679,0,0,0,0,0.0402558371358001,0,0.110426431716306,0,0.0605463243311824,0.275126875897787,0.0424936261568081,0,0,0,0.0447309752888874,0,0,0.0414783506822772,0.050442832045822,0,0,0,0,0,0,0,0,0,0,0.0654188907806535,0,0,0,0.00164287190142327,0,0,0,0,0,0,0
X002470.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179261706461971,0.0412525958534742,0.169981566600274,0,0,0,0,0,0,0,0.0309085662551563,0,0,0,0,0,0,0,0,0.0146342940268412,0,0,0,0,0,0,0.0694728078986164,0,0,0,0.0324117399968953,0,0.0263773337296702,0,0.0184494121231354,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379505924170161,0.3327239295073,0,0,0,0.0700039837704733,0,0,0,0,-0.0898855099610582,0,0.0084041774550284,0,0.0093868884275731,0,0,0,0,0,0,0.0520603409238895,0,0,0,-0.0649079364578938,0,0,0.588697840459295,0,0,0,0,0,0,0,0,-0.0169857567829095,-0.0055379320603742,0,0.0102838695335025,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708902457437737,0,0,0,0,0.0323750331100573,0,0,0,0,0,0,0,0.0117283746984216,0,0,0,0.233943498511029,0,0,0.142995300220714,0,0,0,0,0,0,0,0.0230314251890748,0,0,0.178735604677945,0,0,0.00458062338735745,0,-0.00158500681147408,-0.00534860186465945,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0.146939181870548,0,0,0,0,0,0,0.179946412701862,0,0.0102763233207574,0.0444340532433443,1.73472347597681e-18,0,0,0.00171516065082958,0,0,0,0.0535755708784528,0,0,0,0,0.0255311724594081,0,0,0,0.0592040206266326,0,0,0,0,0.255030858299104,0,0,0,0,0,0,0,0,0,0,-0.00153600859291886,0.000178110113457666,0,0,0,0,0,0
X002004.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0655477677290843,0.145620300078537,0.212850569550878,0,0,0.0235231329711061,0,0,0,0,0,0,0.25448348091409,0,0,0,0,0,0.148514622598779,0,0,-0.0788050970128625,0,0,0,0,0.348963358598674,0,0.323713578889463,-0.136282996436719,0.00565091462348319,0.0198301910006244,0,0,0,0,0,0
X600578.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100420056059728,0.0285130492138973,0,0,0,0,0,0,0,0,0,0,0.0543398120469107,0.08599409680369,0,0,0.116182498087648,0,0,0,0,0,0.0296158803651128,0,0,0,0.0622735751947507,0,-0.00169763285301686,-0.0250738899427324,-0.0565532445880291,0,0,0,0,0
X600863.SH,0,0,0,0,0,0,0,0.194120015158411,0,0,0.0914602338631077,0,0,0,0,0.11220778956868,0,0,0,0,0,0,0,0.0685850995592444,0,0,0,0,0,0,0,0.0222778117373378,0,0,0.00961492532740914,0,0.0813085245997871,0,0,0,0,0,0,0,0,0,0.173119115187507,-0.0346314206988773,0.0389863732829786,0,0.00466127440600022,0,0,0,0,0,0,0
