,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600188.SH,X600362.SH,X600688.SH,X300072.SZ,X600795.SH,X002466.SZ,X601992.SH,X600547.SH,X601991.SH,X002460.SZ,X600111.SH,X600516.SH,X600886.SH,X600176.SH,X000898.SZ,X600157.SH,X000709.SZ,X000786.SZ,X000792.SZ,X600352.SH,X000553.SZ,X600027.SH,X000408.SZ,X002271.SZ,X600489.SH,X600219.SH,X601699.SH,X600339.SH,X000983.SZ,X600808.SH,X000959.SZ,X601158.SH,X000630.SZ,X000883.SZ,X002470.SZ,X002092.SZ,X000723.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.499584181067915,0,0,0,0,0,0,0,0,0.0266555905347423,-6.93889390390723e-18,0,0.0459007814009285,0,0,0,-0.136858936105727,0,0,0,0,0.0842635384571484,0,0.0819366837542374,0,0,0.00272918487060694,0,0,0,0,-0.025861758348197,0.0822904879836709,0,0,-0.0549769525801673,0,0,0,0.022877645398775,0,0,0,0,0,0,0,0,0.00283388896863691,0,0,0,0,0,0,0
X600028.SH,0.540622620264381,0,0.0339545786483268,0,-0.0159903386104753,0,0,0.0371555901239892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0560974576331507,0,0,0,-0.00805576658178332,0.032275804072233,-0.0881125044695348,-0.0311927053499054,0,0,0,0,0,0,0,0,-0.0953028132329611,0,0,0,0,0,0,0,0,0,-0.000171462546327179,0.0122451130108461,0,0,0,0,0,0
X601088.SH,0,0,0,0.188146718215,0.146173684298978,0,0,0,0,0,0.147956322001807,0,0,0,0,0,0,0,0,0,0,0.0506611694917902,0,0,0,0,0,0.0566339199551215,-0.0446202602025672,0,0,0,0.00956226984109346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012022536037325,0,0.263544190875142,0,0,0,0,0
X600019.SH,0,0,0.0468457083484393,0,0.0457601324148216,0,0,0,0,0,0,0.186514307891012,0,0,0.121747238139674,0,0,0,0,-0.116630780236598,0,0.0364672753730525,0,0.154732558884189,0.657253245983794,0,0,0,-0.05615829326257,0,0,0,0,0.143292887350434,0,0.0922770834822183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190478853919918,-0.00896103710859638,0.122159601091469,0,0,0,0,0
X600585.SH,0,0,0.343084864730602,0,0,0,0,0,0,0,0,0.100951787834358,0,0,0,0.259418335186063,0,0,0,0,0,0,0,0.0159441742286723,0,0,0,0.168297191393075,-0.145254078601586,0,0,0,-0.260240207478186,0,0,0,0.0569359820277007,0,0,0.142949527734414,0,0,0,0,0,0,-0.097744369685774,0,0,-0.0160025649061716,0.0167751868402228,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0769898384771155,0,-0.0156282046614684,0,0.200994086158581,0,0,0,0,0,0,0.0925535949036725,0.0522572626518243,-5.42101086242752e-20,0,0.0919903699574728,0.219082547219216,0,0,0,0,0,0,0.188829265445031,-8.67361737988404e-19,0.115182378714461,0,0,0,0,0.0287981162718166,0,0,0,0.00260472041916326,-0.0080511712843249,0,0,0,0,0,0
X600309.SH,0,0,0.144549404636412,0,0,0,0,0,0,0,0,-0.160774352732092,0,0,0,0,0,0,0.11793459455782,-0.112805776121569,0,-0.0113119733529263,0,0.232465453984971,0,0,0,0,0,0,-0.0820224059411326,0,0,-0.0431330563538983,0,0,0,0,0,0,0,0,0,0,0,0.391184766381128,0,0,0,-0.0267234258877701,-0.0271958482506661,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0650392917918597,-0.00486924042031899,0,0,0,0.0067535807461658,0,0,0,0,0.0896807280718581,0,0,0.0485285786148665,0,0,0,0,0,0,-0.0433439515130473,0,0,0,0,-0.0435914099190796,0,0,0,0,0,0,0,0,0,0.0624013681969718,0,0,0,0,0,-0.0404485225220609,0,0.0696913701243829,0,0,-0.00620866933863684,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.024764174855759,0,0,0,0,0,0.163983721380224,0,0,0,0,0,0,0,0,0,0,0,0,-0.00498751748703019,0,0,0,0,0,0,0.0625703849020684,0,0,0,0,0,0.0568870345874316,0,0.244256697109826,0,0,0,0,0,0,0,0,0.0390722690676042,0,0.00472383536020538,-0.00355604179233341,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0143946730070514,0,0,-0.0941679678176291,0,0,0,-0.030454333332621,0,0.205629502322677,0,0,0,0,0,-0.0415587517811351,0,0.0523890104412075,0,0.137068924922544,0,0,0,0.0383656182994178,-0.00867654252402603,0,0,0,0.020646941511085,0.11499539966756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144508471854196,0.00313659238037711,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.18379571466769,0.301526130504206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230422297962143,0,0,0,0.082491665230404,0,0,0,0,0,0.123297886327576,0.122297934375178,0,0.0923169992001377,0,0,0,0.31141672397433,0,0.0668536083479977,0,0,0,0,0,-0.000695058853941196,0,0.280317329555126,0,0,0.0288841116932361,-0.0437021027675329,0,0,0,0,0,0
X600362.SH,0,0,0,0.307627166509803,0,0,0,-0.0137858722671059,0,0,0,0,0,0,0,0,0,0,0,0,0.189874611350674,0,0,0,0.066928929385673,0,0,0,-1.38777878078145e-17,0,0.0223115581421918,0,0,0.11620930066045,0,0,0,0,0,0,0,0,0.453577777958132,0,0,0,0,0.102249592905609,0,-0.00184789812176771,0.0157622940285499,0,0,0,0,0,0
X600688.SH,0,0.00455064307815778,0,0,-0.0966353113363909,0,0,0,0,0.0596121992558924,0,-0.0676485003228006,0,0.0289277449626883,0,0,0,0,0,0,0,0.112609076554986,0,0.0159734479140436,0,0,0,-0.0144160142952953,0,-0.126560770914213,0.136303305890297,0,0,0.0220738260745259,0,0,0,0,0,0,0,0,0,0,0,0.0648007770296724,0,0,0,2.16840434497101e-19,4.33680868994202e-19,0.00737264767396551,0,0,0.0227092789792939,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,-0.173234675953614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132499620040818,0,0,0,0.23068406898614,-0.0775447827727493,0,0.0519172835865692,0,0.0824407715957058,0,0,0,0.037409725446338,-0.0574469408420364,0,0,0,0,0,0,0,-0.183928058857198,0,0,0,-0.0333362686554352,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.116335168228274,0,0.313917825019621,-0.101947392190988,0,0,0,0,0,0,0,0,0,0,0.0203246868116788,0,0.0669045265877059,0,0.0481273674800889,0,0,0,0,0,-0.0493484723304657,0,0,0,0,-0.0900657413318654,0.0763967383768119,0,0.0208460578873518,-0.0345736673617257,0,0,0,0,0,0,0,0,0,0,0,0,-0.00668022794018344,0.0229062731154793,-0.0253795849000146,0,0,0,0,0
X002466.SZ,0,0,0,6.93889390390723e-18,0,0,-0.00096463095505298,0,0,0,0.174662778291023,0,0,0,0,0,0,0,0,0.778846375775878,0,0.0761998142304201,0,0.0145480555850596,-0.112262418334673,0,0,0,0,0,0.0111804172582454,0,0.0261101740818142,0,0,0,0,0,0,-0.242695122507912,0.260026534846544,0,0,0,0,0,0,0,0,-0.00660979919817743,0.0506968175229636,0,0,0,0,0,0
X601992.SH,0,0,0,0,-0.00398483185863394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0847229196197292,0,0,0,-0.0474719502356548,0,0,0,-0.0112655679616622,0,-0.0743853799366574,0.201832320317525,0,0,-0.0230248927477269,0.309368126477703,0,0.0481512225476664,0,3.46944695195361e-18,0.0815008944022653,0,0,0,0,0,0.0494754262211531,0,0,0,0.000513493007134457,0.00378374909582931,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0645887970486297,0,0,0.145265508685391,0,0,0,0,0.151935150580015,0,0.0135770925703796,0,0,-0.05312273411208,0,0,0,0.147824715748891,0,0,0,-0.0701355118102631,0,0,0,0,0,0,0.736713227949507,0,0,0,0,0,0,0,0,0,0,0,0.00192351626237715,0,0,0.00740529965865879,0,-0.06914954422951,0,0,0,0,0
X601991.SH,0,0,-0.0227289060283768,0,0,0,0.115640549813567,0,0,0,-0.0452725225493453,0,0.116563703744483,0,0,0.0252821697961506,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0215252109221773,0,0.0459587697783334,0,0,0,0,0,0,0,0,0,0,0.071899353172248,0,0,-0.0225709716253621,0,0,0,0,-0.0173105463816511,0,0,0,0,0.0899063205506555,0,0
