,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600111.SH,X600886.SH,X600362.SH,X600027.SH,X600157.SH,X600188.SH,X600021.SH,X600583.SH,X601158.SH,X601992.SH,X000883.SZ,X600309.SH,X600352.SH,X000709.SZ,X000898.SZ,X000539.SZ,X000027.SZ,X600489.SH,X000792.SZ,X000825.SZ,X600547.SH,X002470.SZ,X000060.SZ,X600808.SH,X000629.SZ,X600660.SH,X600008.SH,X002353.SZ,X600578.SH,X600863.SH,X600549.SH,X000831.SZ,X002075.SZ,X600219.SH,X002004.SZ,X600307.SH,X000012.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.660448556121387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019050476450858,0,0,0.0472565654820086,0.0522799429057468,0,0,0.133030915418512,0,0,0,0,0,0,0,0,0,0,0,0.0816447558048317,0,0,0,0,0,0,0,0,0,0.0133618730274344,0.0374593184912308,0,0,0,0,0.00368406421898193,0,0,0,0,0,0,0
X600028.SH,0.666135137540774,0,0,0.016608556535464,0,0.0296465125017889,0,0,0.0643475834870309,0,0,0.0137154553650428,0,0,0,0,0.0190764744648904,0,0,0,0.0689186969451038,0,-0.0117687134616007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0019320768918053,-0.00425236321145399,0,0,0,0,0,0
X601088.SH,0,0,0,0.0281468240690668,0,0,0,0.13372217857779,0.216842685162632,1.73472347597681e-18,0,0,0,0.00347179024752462,0,0,0,0,0,0.0136897722253988,0,0,0,0,0,0.0693851110991825,0.123206912797067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100325711027605,0,0,0,0,0,0,0,0,0,0,0.00189584471615888,-0.00194553686552212,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.123434596987685,0,0.09516850008271,0,0,0.131258305672442,0,0.163354228125995,0,0,0.04632492762519,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.076332039276595,0,0,0,0.0362168521783163,0,0,0,0,0.156776951186516,0,0,0,0.000389829957364447,0,0,0,0,0,0,-0.00804561076920591,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.310451504119303,0,0,0,0,0.0889240415399435,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.199462631586112,0.21075579097826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00338640774654685,0,0,-0.00824606171103448,0,0,-0.00330784198068168,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0659009297892487,0,0,0.0880659172448832,0.192264216385429,0,0,0,0,0.113010855756882,0.056530392074292,0,0.0911676334672145,0.0281259400470425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977939000008584,3.46944695195361e-18,0,0,0,0,0.211328205443348,0,0,0,0,0,0,0,0,0,0,0.00433007047773334,0,0,0,0,0,0
X601600.SH,0.0304979858556243,0,0.534442994974549,0,0,0.0732550424132275,0,0,0,0,0,0.0898173731931241,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127745790814334,0,0,0,0,0,0,0,0.108786804452135,0,0,-0.146091665468721,0,0,0,0,-0.0140837192638104,0.0342266256390682,0,0,0,0,0,0
X600585.SH,0,0,0.315725506387481,0,0,0,0,0,0,0,0,-0.0102579276614502,0,0.133604692467473,0,0,0,0,0,0.0398894501061952,0,0.133049096593481,0,0.0444447164806027,0,0,0,0,0,0,0,0,0,0,0.00536263458173361,-0.0361185167103347,0,0,0,0,0,0,0,0,0.0406840424461969,0,0,0,0,0,0,0.00332766429157847,0,0,0,0,0,0,0
X601898.SH,0,0,0.375700439557078,0,0.234007401349712,0,0,0,0,0,0.0506327796646439,0,0,0,0,0,0,0,0,0,0,0.0993209757238243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10897486194358,0,0,0,0,0,0,0.0737227981089499,0,0,0,0,0,0.0231685815933728,0.051332073725213,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170181972534738,0,0,0.130172406816597,0,0,0,0,0,0,0,0.0604719080518375,0.140139385369683,0,0,0.124715198799031,0,0,0.20297069317801,-0.11306778606011,0.087121292490821,0,0,0.154952765617812,0,0,0.0285932074976686,0.0442037250544459,0,0,0,0,0,0
X601991.SH,0,0,0,0.295897611095385,0,0,0.066969465244463,0,0.274677386691261,0,0,0,0,0.00729051478584803,0,0,0,0,0.0392071993700871,0.0960101306241691,0,0,0,0,0,0,0,0,0.106810716877226,0,0,0,0,0,0,0,0,0,0,0,0.142785627912376,0,0,0,0,0.0828907954350774,0.0160354052485639,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0.463274964376561,0,0,0.0693873391625302,-0.118181781386506,0,0,0,0,0,0,0,0,0,0,0.0946856457799357,0,-0.0281667029606843,0,0.461653148998146,0,0,0,-0.0383640371392683,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.111695211984643,0,0,0,0,0,0,0,0.0764135606839493,0,0.147684125022459,0,0,-0.0215537729177315,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.148041737488628,0,0,0,0,0,0,0,0.126537040236595,-0.013919286522022,0.0272474553162515,0,0,0,0,0,0,0,0,0,0,0.0407644572188979,0.00324124966066877,0,0,0,0,0.0315016679540037,0,0,0,0,0,0.0174440530347237,0.292400131796338,0,0.0845796535507204,0,0.0263782727455864,0,0,0,-0.00668547382523638,0.00325429029303505,0,0,0,0,0,0
X600886.SH,0,0,0,0,8.67361737988404e-19,0,0,0.234589338889377,0.278388967782861,0.0291534064986981,0.126225054551796,0,0,0,0,0.143762432867636,0,0,0.0323186765522104,0.10798193112462,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01868722752089,0,0,0,0,0,0,0,0.00963460658343513,0,0,0,0,0,0
