,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600309.SH,X601898.SH,X600688.SH,X600795.SH,X601992.SH,X601600.SH,X300072.SZ,X600660.SH,X601991.SH,X600188.SH,X600362.SH,X002466.SZ,X600547.SH,X600886.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X000898.SZ,X000959.SZ,X600339.SH,X600489.SH,X601158.SH,X002460.SZ,X000723.SZ,X002271.SZ,X000883.SZ,X600299.SH,X600176.SH,X600008.SH,X600219.SH,X600352.SH,X000630.SZ,X000792.SZ,X600578.SH,X000408.SZ,X000786.SZ,X000539.SZ,X000983.SZ,X600583.SH,X600808.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0050380787254805,0.253501128766635,0,0,0.000838313732982002,-0.0229302750478215,0,0,-0.0451577437493898,0,0,0,0,0,0,0,-0.0432071791262831,0,0,0,0,0,0,0,0,0.0220878152526081,0,0,0,0,0,0,-0.026922577239473,0,0,0,0,-0.0438934130996783,0,-0.0198653535512956,0.0244350271616499,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0188248523336824,0,0,0.0303001969682042,0,0.12199534400538,0,0,0,0,0,-0.0679387890498703,0,0,0.00899511244413697,-0.142788518182341,0,0,0,0,0,0,0,-0.0375639487121537,-0.0739474976905572,0,0,-0.055969270865123,0.0258721269505965,0,0,0,0.0238771597146008,0,0,0,0,0,0,-0.0211077515610672,0,0,0,0,0,0,-0.0113277041458073,0.0371589005615856,-0.153256014666522,0,0,0,0,0
X601088.SH,0,0,0,0.0319566743209557,0,0,0,0,0,0,0,0,0.0447020255427194,0,0,0,0,-2.71050543121376e-20,0,0.0271197636550848,0,0,-0.0434340884923425,0,0,0.0409654285013116,0.0132259229359123,0,0,0,0,0,0,0,0,0,-0.00452696074669912,0,0,0,0,0,0,0,-0.0147778006420989,0,0,0,0,0,-0.0122471646811613,0.00705527530349659,-0.0222909078235712,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0811457021104421,0.0979577288520908,0,0,0.0357789240927472,0.0431403284929984,0,0,0,0,0,0,0,0.436233321609413,-0.0462340872181569,0.0941259318526053,0,0,0,0,0.125082216433295,0,0,0,0,0,0,0,0,0,0,0.00902720909179343,0,0,0,0.016687923746431,0,0,-0.0121374923066304,0.0272011985543088,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316480840057437,0,-0.0884863065599558,0,0,0,0.338719415623636,0,0,0,0,0,0.0192321787373083,0.050172157551074,-0.0875183009984797,0,0.0363537872266027,0,0.173203373691736,0,0,0,0,0,0,0,0,0,0.0497984670929586,-0.0976034966593027,0,0.200633543109392,0,0,-2.77555756156289e-17,0,0,-0.0172504488443861,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279906905432661,0.156103729846799,-0.0173499828357392,0,0,0.00812212983314681,0,0.3622785754217,0.0667120463579219,0,0,0,0.00237302745622142,0.053960023443185,0,0,0.097065061234555,0,0,0,0,0,0,0,0,0,0,0,-0.0410984275747699,0,0,-0.0774843398459593,0,0,0,0,0.00884324575416246,0.0347926917360063,-0.000877548257734496,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0867310695773541,0.0103286090347946,-0.0744699968213007,0,0,0,0,0,0,0,0.0133951167222851,0,0.0502790064565667,0.139883226887662,0,0,0,0,0,0,0,0,0,0,0.111120332947846,0,0,0.0510520665354187,0,-0.0933891577938947,0,0,0,0.0245158383339682,0.0224922055067632,0,0,0,-0.00551613824384003,-0.0285205243212689,0,0,0,-0.120525615484286,0,0
X600309.SH,0,0,0,0,0.0786765851951028,0,0,0,0,0,0.263814666144072,-0.0580065701305141,-0.208320148510313,0.222047699954364,0.176328209382905,0,0.338321923467611,0,0,0,0,0,0.0427004894767318,0,0,0,0,-0.0711287723543478,0,0,0,0,0,0,0,0,0.0776914388054408,0,0,0,0,0,0,0,0.0149389756575001,0.0510056250798756,-0.06303149539223,0,0,0,-0.0121035889076088,-0.0329873477673525,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,-0.0638280349301428,0,0,0,0,0,0,0,0,0.113104618174799,0,0,0,0,0,0,0,0,0,0,0.00591040189746283,0,0.319197039707566,0,0,0,0,0,0,0,0,0,0,-0.0224653593530279,0.17501799490042,0,-0.0509823962731984,0.00477534812455842,0.252751666789173,0.0911039115621453,0,0,0,-0.00782771916890721,0.00158647012906041,0,0,0,0,0,0
X600688.SH,0,0.222935359257612,-0.0522788330167955,0,0.118252495094249,0,0,0.0332947826928433,0,0,0,0,0,-0.0210067669549999,0,-0.0244878290982576,-0.0610002819648988,0,0,-0.0319952860100605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145502982196948,0,0,0,-0.0127867669799113,0,0,4.33680868994202e-19,0,0,0,0,0,0,-0.00307773664100567,-0.0434533217819088,0,0,0,0,0,0
