,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X600795.SH,X600352.SH,X600688.SH,X600111.SH,X600801.SH,X000723.SZ,X600027.SH,X601992.SH,X600489.SH,X000786.SZ,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X600612.SH,X600299.SH,X002460.SZ,X000709.SZ,X600426.SH,X002466.SZ,X601158.SH,X000883.SZ,X000629.SZ,X600219.SH,X002353.SZ,X000630.SZ,X600583.SH,X000027.SZ,X000553.SZ,X600315.SH,X601699.SH,X000825.SZ,X600985.SH,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241863722175807,-0.0156037703811054,0,0.0536205420714912,0,0,0,0,0,0,0.055786803171843,0.0882920469196408,0,0.0812450767423559,0.00372907772731677,0,0,0,0,0,0.0806060961704584,0,0.0116311588665193,0,0.0742374559799793,0,0,0,0,0,0,0,0,-0.00242335503023888,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0677443647235163,0,0,0,0,0,0,0,0,0.0660475098439395,0,0,0,0.0252331541493071,0,-0.0456138950745437,0,0,0,0,0,0.0630459721602586,0,0,0,0,0,0.0594077399272897,0,0,0,0,0,0,0,0,0.0234411709742943,0,0,0,0,0,0,0,0,0,0,-0.0279081343700227,0.0252804245997219,0,0,0,0,0,0
X601088.SH,0,0,0,0.273133040475801,0,0,0.00462414780351548,0,0,0.109157788091867,0,0,0,0.162251819529989,0,0,0,0.0536054782221776,0,-0.0247697223307694,0,0,0,0,0,0,0.049678356250399,0,0,0,0,0,0,0,-0.00101286992294606,0,0,0,0,0,-0.0916719481410971,0,0,0,0,0,0,0,0,0,0,0,0.0200751462714375,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.00286357242325658,0,0,-0.0744152811295517,0,0,0,0,0,0,0,0.108412324843355,0,0,0.407506163796151,0,0,0,0,0,0.235767939171567,0,0,0,0,0,0,0,0,0,0,0,0.002698242085779,0,0,0,0,0,0,0,-0.061850605119794,0,0.0312249552014696,0.00452143779595117,0,-0.0125701493277682,0.0155165957098169,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0455848308107636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063381797742152,0,0,0,0,0,0,0,0.289370932025232,0,0,0.0876668766076929,0,0,0,0,0.0677445304802067,0,0,0,0.17156235841554,0,0,0.138814776676816,0,0,0,0,0,0,-0.0101249159697301,0.0245507653145769,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.109867241380249,0,4.33680868994202e-19,-0.0623502361736667,0,0,0,0,0.117564518793299,0,0,0,0,0.0679013151126509,0,0,0,0,0,0,0.00434359140053807,0,0.000168502690247977,0,0,0,0,0,0,0,0,0,0,0,0.166097500167228,0,0,0,0,0,0.0615259858299615,0,0,0.0198719557126644,0,0,0,-0.0205215890686586,0.0301221626390497,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.28670138548549,0,0,0,0,0,0,0,-0.144130484842379,0,0,0,0.655264520382778,0,0,0,0,0,0.115138916819526,0,0,0,0,0,0,0.118875798223458,0,0,-0.0853801679765514,0,0,0,0,-0.225148922923042,0,0,0,0,0,-0.0387841384181494,0.0158904846651816,0,0,0,0.00532377884081639,0,0
X600011.SH,0,0,0,0,0,0,-0.0154097128100253,0,0,0,0,0,0,0,0,0,0,-0.0115990009402542,0,-0.116316963254172,0.121832965424833,0,0.563682157462431,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0185871395848611,0.0584573451127507,0.0351420310640122,0,0.0722460937007368,0,0.203019316774892,0,0,0,0,0,-3.46944695195361e-18,0,-0.142881671990801,0,0.0909381331615315,0,-0.0087675360051591,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,-0.0138182153232039,0,0,0,0,0,0,0.0337380216160837,0,0,0,0,0.117849587191925,0.105760198227959,0,0.0988211463936065,0,0,0,0,0,0,0,0.0300820218678651,0,0.0126199626348481,0,0,0,0,0,0,0,0,0,0,0,0,0.187280053850028,0,0,0.0912554665207942,0.091952718414951,0,0,0.00770944862238347,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158002425761926,0,0,0,0,0,-0.00576820840304073,0,0.0702190979566062,0,0.178192896981457,0,0,0,0,0,0,0,0.0313434645685153,0.0228109667436091,0,0,0,0,0,0.163166276292699,0,0,0,0,0,0,0,0,0.111212913726548,0,0,0,0.0281904557588849,-0.0182060703399665,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00820543841335378,0.0830551543124111,0,0,0,0,0,0,0,-0.103180466290454,0.0267108060853507,0,0,0,0.0825508477069758,0.20513144721313,0,0,-0.0245520648423057,0,0,0,0,0,0.00330030822143072,0.0160181678097911,0,0,-0.0100217284140137,0,0,0,-0.0146454715044258,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.00524719671508682,0,0,0,0,0,0.0481843481655642,0,0,0.110798819668237,0,0,0,0.0306605978112648,0,0.0338798434810832,0,0,0,0,0.0491663323659998,0,0,0,0,0,0.118537221904473,0,0.105588409221028,0,0,0,4.33680868994202e-19,0,0,0,0,0.0416909182183846,0,0,0,0,0.143027164122645,0,0,0.00420225284821008,0,0,0,0,0.00212086997135894,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0354663685537126,0,0,0.0919074487707158,0,0,0,0.0178562687405406,0,0,0,0,0,0,0,0,0.0719128702996074,0,0,0.0122916319556093,0,0,0.0335805335207213,0,0,0,0,0,0,0,0,0,0,0.00470429103476468,0,0.0283240974596798,0,0,0.101381982983818,0.0093488358644901,0,0.0107113376514488,-0.0392338562208363,0,0,0,0.132197323752276,0,0
X600188.SH,0,0,0.147144977147116,0,0.0368498767424487,0,-0.0896095550978492,0,0,0.202976700788012,0,0,0,0,0,0,0,0.0349471001554708,0,0,0,0,0,0,0,0,0,0.129954823654881,0,0.0939503258293339,0,0,0.108450197350953,0,0,0,0,0,0,0,0,0,0,0.0804823403904866,0,0,0,0,0,0,0,-0.0256568811528016,0.0316467770339764,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0529936903072737,0,0.110902206093108,0,0,0,0.248903173057444,0.18314938042178,0,0,0.042079794130089,0,0,0,0.0868508729894629,0,0,0.00620583753801759,0,0,0,0,0,0,0,0,0,0,0,0,0.00874268079907279,-0.00756939613453346,0,0,0,0,0,0
X600362.SH,0,0,0,0.122424699527359,0.103498610866497,0,0,0,0,0,0,0.161810273582394,0,0,0,0,0,0.0337234251071754,0,0.176992102824082,0.00754693235359247,0.0854925738743733,0,0,0.106505642235351,0,0,0,0,0,0.0372625685524661,0,0,0,0,-0.0287130043560424,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0241130823267969,0.0326495861660891,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.044366250417664,0,0,0,0,0,0.0763459391899498,0,0,0.0252104164086418,0,0,0,0,0,0,0.0135359169522517,0.036308959984714,0,0.0686447797455333,0,0,0,0,0,0.0221023337994728,0.0556006410852249,0.0131316470245363,0.0399753259160268,0,0,0,0,0,0,0,0,0,0,0,0.00841805827987086,0.00689498774078348,0,0,0,0,0,0,0.00305254164059564,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.222457293683093,0.272253191918927,0.667036342662825,0,0,-0.180359583875345,0,0.0455799361303655,0,0,-0.0296299395700541,0,0,-0.0589506826619259,0,0,0,0,0,0,0,0.0330993500311593,0,0,-0.226179850964774,0,0,-0.241055927959889,0,0.340890452913841,0,0,0.0569857915306193,-0.0880344799478863,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0102679905092996,0,0.00446789176705622,0,0.153739556168563,0,0,0,0,0,-0.0333300717918521,0,0,0,0,0,0,0,0.010061971316661,0.0865670459925122,0.0789696753298245,0.0957205440309241,0,0.0583984124641623,0,0,0,0,0,0,0,0,0,0,0.188301572022443,0.105152000915206,0,0,0,0,0,0,0.0299885942837333,-0.0147197863701892,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.125219852477522,0,0.893736886010646,0,0,0,0,0,0,0.0106446454010536,0,0,0,0,0,0,0,0,0,0.221080853608245,0,0,0,0,0,0,0,0,0,0.259495979894576,0,0,0,0,-0.0883479598418581,0,-0.355078794939484,0,0,0,0,0,0.0725524609741229,0,0.306019844169998,-0.0247647886244325,0.00907504589563967,0,0,0,0,0,0
X600801.SH,0,0,0,0.511408567321686,0,0,0.00100227070149773,-0.118603255191883,0,0,0,0,0,0,0,0,0,0.0513246323209302,0,0,0,0,0,0,0,0,0,0,0.182669787195588,0,0.00803330738307231,0.0348014257700801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748413186425495,0,0,0.329064416606287,0,-0.0149486678197534,0.0126832736462938,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0.15320240473541,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.598191937676498,0,0,0,0,0,0,0.0201274545833646,0,-0.0842032964186206,0,0,0,0.0178167498856475,0,0,0,0.384108972107156,-0.142521746368568,0,0,0,0,0,0.957108622719026,0,0,0,-0.0877346170897667,0,0,-0.220537700617364,0,0,0.0543111904640907,-0.0705692676552376,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0685063011263358,0.317624887940884,0,0,0,0,0.108447720394126,0,0,0,0,0,0,0.0089945071566615,0,0.110376673903938,0,0,0,0.00140023840169325,0,0,0,0,-0.0576860612630848,0,0,0,0,0,0,0,0,0,-0.00123297227979836,0,-0.151909887825535,0,0,0,0,0,0,0,0,0,-0.0232126286871983,0,0.0507431925214025,0,0.0964656392171142,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0.0527176778166127,0,0,0.147305793079875,0.180313173856722,0,0,0,0.0467476233272345,0,0,0,0.0767193562390984,0,0,0,0,0,0,0,0.0258670046331102,0,0.111655619538202,0,0,0,0,0,0,0,0,0,0,0,0.0770389327354926,0,0.0246802457872441,0,0,0,0,0,0,0.0173050481664314,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0.608580280067868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834399437916177,0,0,0,-0.048959183293945,0.0465071614784221,0,0,0,0.170211044863363,0,0,0,0,-0.0680047593461905,0,0,0,-0.137871619678201,0,0,0.229732217070982,0.0876745911943971,0,0,0,0,0,0,0.0369658009163945,0.00688604245859862,0.00901974231349359,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0.117870448619594,0,0,0,0,0,0,0,0,0,0,0.0609063288660967,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330195577406179,0.135413398873277,0.232660748001079,0,-0.0831350748395814,0,-0.161228427887254,-0.0258502588320211,0.05185941281412,0,0.16402023912982,0,0,0,0
X002271.SZ,0,0,0,0.429444931767948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432318473213817,0,0,0.00838851014338661,0,0,0,0.0928435639009186,0,0,0,0,0,-0.235813100500196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198720407880437,0,0,0,0.390355110366643,-0.00314122362947524,0.0571331619947395,-0.103472376780106,0,0,0,0,0
X000898.SZ,0,0,0,0,0.11240430860129,0,0,0,0,0.105207209406984,0,0,0,0.210996290025934,0,0,0,0.0059819109882397,0,0,0,0.00758986577537161,0,0,0,0,0,0,0,0.095314059179135,0,0.056913772009277,0.0174932144067005,0,0,0.0422914725166506,0,0,0,0,0.0233363761224579,0,0,0,0,0,0,0,0.00639994429629765,0,0,0,0.0382806388292407,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726194581531935,0,0,0,0,0.137256271804206,0,0,0.0536910291362496,0,0.145508462723709,0.0264840263649755,0,0,0.159147566614924,0,0,-0.070669824866934,0,0,0,0,0,0,0,0.020242774026644,0,0,0,0.147816816584301,0,0,0,0,0,0,-0.00792093294573878,0.0165060544215361,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169934967735168,0,0,0.0704204194086966,0,0.242201932160522,0,0.0212406700459102,0,0,0,0,0,0.126855220437067,0,0,0,0.199261013871838,0,0,0,0,0.0357382082844572,0,0,0,0,0,0.118711096744659,0,0.242788868644341,0,0,0.00166668934970053,0,0,0,0,0,0,0
X600612.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0624039392958738,0,0,0,0,0.082437841094959,0,-0.0865896106837792,0,-3.46944695195361e-18,0,0,0.490006129379093,0,0.075713307373897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015975606940434,0,0,0,0,0.027817799847002,0,0,0,0,-0.0984622041780994,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110036818307219,0,-0.00368760129324299,0,0.0301472709773773,0,0.257176943535376,-0.0833419113130586,0,0,0,0,0.039696198951305,0.28335397654713,0,0,0,0,0,0,0,0,0,0.0590313473455883,0,0,0,0,0,0,0.114817799074687,0,0.105028337234232,0,0,0.0396123189827802,0,0,0,-0.0800024036702957,0,0
X002460.SZ,0,0,0,0,0.159623580020139,0.415059592922383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291604349586573,0,0,0,0.0494148494215323,-0.0468671415186142,0,0,0,0,0.775391760880065,0,0,0.0815714556222089,0,-0.0701922942221011,0,0,0,0,0,0,0,0,-0.15280208881136,0,-0.0115313228956156,-0.0356395797687412,0,0,0,0.143014160144204,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0.0320020527608901,0,0,0,0.0321902733694537,0,0,0,0,0,0,0,0.0411896889200233,0,0.0789892356982233,0,0,0,0,0.174507129086451,0,0,0,0,0,0,0.054308157844857,0,0,0,0,0,0,0,0,0.02962586647834,0.0397862129130005,0,0.027042532632892,0.105060652548323,0,0,-0.0170206740250544,0.0308237208101545,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.0551784304136938,0,0,0,0,0,0.0428600361427469,0.325720564162691,0,0,0,0,0,0,0,0,0.0486209631877359,0.0672973644900297,0,0,0,0,0.116688121713607,0,0,0,0,0,0.0316507791171854,0,0,0.0323950118085329,0,0,0.0617702758709171,0,0,0,0,0,0,0.0626959609074606,0,0,0,0,0,0.000153405516492333,-5.42101086242752e-20,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.152789502723709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0676052701468912,0,0,0,0.0380898933248195,-0.146823854598859,0,0,0.40170231751483,0,-0.00597224477593856,0.57694035647065,0,0,0,0,0,0,0,0.155587831309207,0,0,0,0,0,0,0,0,0,0,-0.0586548606136079,0.0368447663436222,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.0130514986447134,0,0,0,0,0,0,0,0.0253570936813701,0,0,0,0,0.00295053463300633,0,0.022603732116474,0,0,0,0,0,0.306198252184811,0,0,0,0,0,0,0.0646595290955298,0,0,0,0,0,0,0,0,0,0,0,0.12056547624171,0,0,0,0.0127916199729297,-0.0294207279814366,0,0,0,0.0448259920651938,0,0
X000883.SZ,0,0,0.132681110578485,0,0,0,0,0,0.316369819941855,0,-0.0373474295368087,0,-0.0252154984784392,0,0,0.0567382923213281,0,0,0,0,0,0.131434279200943,0.0231165120121272,0,0,0,0,0,0,0.00246137176332003,0,0.0825118081935649,0,0,0,0,0,0,-0.132882215901269,0,0,0,0,0,0,0,0,0,0,0,0,0.0230821445294084,-0.0127278871885705,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.303247686181382,0,0,0.0534432941850298,0.138179775471415,0,0,0,0,-0.00186961429824882,0,0.0575124428804916,0,0,0,0,0.0943589401252147,0.0877424024051198,0,0,0,0,-0.0588238822779724,0,0,0.0686787117129408,0,0.184052802887787,0,0,0,0,0,0.360448289614969,0,-0.238715693744679,0.0976458406899771,-0.165586858187836,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111228892485652,0,0,0.00369629948933326,0,0,0,0,0,0,0,0,0,0.0132457011153596,0.0719470306170676,0,0,0,0,0,0,0.100114549257812,0,0,0.158869639294652,0,0,0,0,0.0284558411421278,0,0.103080029811923,0,0,0.0152494223333117,-0.0256548499178536,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,-0.0314319203113696,0,0,0,0,0,-0.138152906350526,0,0,0,0,0.24531013541233,0,0,0,0,0,0,-0.0128864043055167,0,0,0,0,-0.0910023699407836,0,0.24636005757506,0,0,0,0.0943242972965528,0,0.15889313192776,0,0,0,0,0,0,-0.462947959221568,0.177568140675244,0,0,-0.118445856171516,0,0,0.0410875568765278,0,0,0,0,-0.0398026586223915,0,0
