,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X600157.SH,X601991.SH,X600362.SH,X600027.SH,X600489.SH,X601992.SH,X600111.SH,X600309.SH,X600660.SH,X600886.SH,X000723.SZ,X600623.SH,X002466.SZ,X600299.SH,X601158.SH,X002075.SZ,X000792.SZ,X000408.SZ,X000959.SZ,X000709.SZ,X000898.SZ,X600583.SH,X000883.SZ,X000983.SZ,X600352.SH,X000935.SZ,X600549.SH,X000539.SZ,X000027.SZ,X000630.SZ,X600176.SH,X600021.SH,X600126.SH,X601699.SH,X000012.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0482957552074298,-0.0102214988427622,0,0,0,0,0,0.000240268026784127,0,0,0,0,0,0,0,0.0248262736886689,0,0,0,0,0,0,0,0,0,0.0112525287961752,0,0.0522985592576991,0,0.124235084919047,0,0,0,0,0.0570201221695566,0,0,0,0,0,0,0,0,0,0,0,-0.0118994457318837,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0732318530339427,-0.0441203289769504,-0.0624662234170558,0,0.0451480260402537,0,0,0.0602810771280109,0,0,0,0.0128072899138691,0,0,0,0,0,0,0,0,0.00918892457185122,0,0,0,0,0,0,0,0,0.0173044430112641,0,0,0,0.0369764699204523,0,0,0,0,0,0,0,0,0.090053382720592,0,0,-0.0286132987225048,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.150243882582451,0,0,0.0641903141292244,0,0,0.0209289775728113,0,0,0,0,0,0,0,0,0.129117687850813,0,-0.00319320610484579,0,0,0,0,-0.0627939271749349,0,0,0,0.0866990873573404,0,0,0,0.00159013504170389,0,0.00854120286282406,0,0,0,0,0,0,0.0576247133366062,0,-0.00468881361980384,0,0,0,-0.0385530845880745,-0.0192463980976353,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0528982560396658,0,-0.000561329990934626,0,0.0760558463133928,0,0,0,0,0,0,0.0514796646405597,0,0,0,0,0,0.137565788693596,0,0,0,-0.140947617024822,0,-0.0981239311030769,0,0,-0.00945173212614668,0,0,0,0,0,0.0720358157406893,0.0247537104957025,0,0,0,-0.0313104974803372,0,0,0,0,0,0,0,-0.0624495424555067,0.0583325030800391,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.385293212610518,0,0,0,0,0,0,0,0,0,0,0,0.0286107224272915,0,0,0.112154911460917,0,0,0,0,0,0,0,0,0,0.226179362973741,0.0977092026831469,0,0,0,0,-0.0538043419865609,0,0.0148098397152462,0,0,0,0,0,0,0.0416941268913924,0,0,0,0,0.0413550740669461,-0.0216660376741427,-0.0771280240027299,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333206447846952,0,0,0,0,0,0,0,0,0,0.174166033849028,0,0,0,0,0,0,0.0685575560245422,0,0.0342191704773787,0.0231166976081367,0,0,0,0.0888724972392239,0,0.00678998118703302,0.108131433327809,0,0,0,0,0,0,0,0,0.0841431298889819,0,-0.000947252096990798,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0671244379671528,0,0,0,-0.0673141366057952,0,0.0601667282256141,0,0,0.0274927217847654,0,0,0,0,0,0.271561147116297,0,0.156568791872147,0.0753037453019646,0,0,0,0,0,0,-0.0754045041579354,0,0.0649865375652285,0.0364149047895305,0,0.0794141925944577,0,0,0,0,0.0859050766509135,0,0,0,0,0,0,0,0,0,0,0,0.0136621858015831,0.0472180239916046,0,0,0,0,0,0
X601898.SH,0,0,0.268921200998694,0,0,0,0,0,0,0,0.104434798930833,0,0,0,0.175105316791822,0,0,0,0,0,0,0,0,0,0,0.1093490058861,0,0,0,0,0,0,0.00370506717792438,0,0,0,0,0.0859210042548467,0.102951491911302,0.0351126348441707,-0.105902728832814,0,0,0.0411965826947076,0,0,0.0260492678446202,0.245263847076211,0,0,0,0.037517343885535,-0.080148306053043,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873584125078041,0,0,0,0,-0.124215862323017,0,0.0824849029971792,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,-0.00425896742282347,0.0714020752402707,0,0,0,0,-0.105061369193355,0,-0.130264927924258,-0.165503114035287,0,0.207496363547299,0,0,0.0256510795205933,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.0172099554931135,0,0,0,0,0,0,0,0,0,0,0,0,0.12982374098365,0,0,0,0,0,0,0.0541379200933969,0,0,0,-0.0471133266093021,0,0,0,0,0.0587760689525024,0,0.0743713572441099,0,0,0,0,0,0,0.0124329092555028,0.0372607207261319,0.175164909176303,0,0,-0.0124605624850508,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462456253361037,0,0,0,0,0.142923253172005,0,0,0,0,0,-0.0465672407152793,0.0198519949505719,0,0,0,0,0,0,0.0320877884516909,0,0,0,0,0.555064606655717,0.0541900761008133,-0.00391481845887294,0.128992686368111,0,0,0,0,0,0,0,0,0.24131945869564,0,0.0698336129721651,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,-0.0189924019188053,0,0,0,0,0,0.0183592480049017,0,0,0,0.268314094765199,0,0,0,0,0,0,0,-0.0233366670527021,0,0,0.0567478270063009,0,0,0,0.00114887854721572,0,0,0.107399465735677,0,0,0.0327317910502643,0,0.0308393601647207,0,0,0,0.034102004852187,0,-0.0104097936694433,0,0.00846763140947188,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0513595035949724,0,0,0,0,0,0.000265076010649993,0,0,0,0,0,0,0,0,0,0.0278599866673361,-0.0352934553360448,0,0,0,0.0641264315337878,0,0.19270303182556,0,0,0,0,0,0,0,0.0648579315780329,0,0.0412607037860099,0,0,0,0,0,0,0,0.0358679849427601,0.116215703776387,0,-0.0196004179535054,-0.0212302322421534,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120604001900546,0,0,0,0.0628478894341271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932508832751818,0.204021672641814,0,0,0,0,0,-0.481553219849141,0,0,0,0.663023412931972,-0.459695466271998,0.221961103363424,-0.208281888027013,0,0,0,0,0
X600157.SH,0,0,0.0371150283165203,0,0,0,0,0,-0.00818689877830632,0,0,0,0,0.0454695902182769,0,0,0,0,0,0,0,0,0.00115183119236627,0,0,0.0595670668129623,0,0,0,0,0,0,0,0,0,0,0,0.168572992194222,0.0377017060253506,0,0,0,0,0,0,0,0.0620733191871089,0.1175310324855,0,0,0,0,-0.00828447494378189,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321076741304246,0.0130458258893882,0.00911696861450021,0,0,0,0.0198780209168913,0,0,0,0,0.0148014060223918,-0.0114511353237342,0,0,0.126082516208472,0,6.93889390390723e-18,0.0334778816341479,-0.0300767991041716,0.0503580724950154,0,0,0,0,0,0.0307352147680069,0.00396877081857879,0,0,0,-0.0396580649513255,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0454472923398248,0,0,0,0,0,0,0,0,0,0,0.00187517422622436,0.134799809831703,0.316273188226549,-0.0172968635883033,0,0,0,-0.0119883917339239,0,0,0.0352644564317864,0,0,0,0.0263841038492645,0,0,0,0,0,0,0.00124882200432924,0.0100625232491889,0,0,0,0,0,0,0.00731895404288347,0,0.216816281558429,0,0,0,0,0,0,0,0,0
