,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601991.SH,X002466.SZ,X601898.SH,X600688.SH,X600188.SH,X600660.SH,X600362.SH,X002460.SZ,X600795.SH,X300072.SZ,X600547.SH,X601992.SH,X600886.SH,X600516.SH,X600111.SH,X600176.SH,X000786.SZ,X000898.SZ,X000709.SZ,X600027.SH,X002271.SZ,X600299.SH,X600352.SH,X000553.SZ,X000792.SZ,X600489.SH,X000408.SZ,X601158.SH,X000825.SZ,X601699.SH,X600219.SH,X000883.SZ,X600549.SH,X000630.SZ,X600583.SH,X600808.SH,X600315.SH,X002470.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.179224185678236,0,0,0,0,0,0,0,0,0,0,0,0,-0.00439970852452052,0.00936684359788562,0,0.175297883620279,0,0,0,0,0,0,0.0365661793911989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190407856781257,0,0,0,0.065565297013807,0,-0.01394022090455,0.00498436602070156,0,0,0,0,0,0
X600028.SH,0.489359740778257,0,0.125604234936185,0,0,0,0,0,0,0,0,0.202195681701338,0,0,0,0,0,-0.0432528672753035,0.0921440374692644,-0.0414725441009057,0,0,0,0,0.157921445907232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127863046770109,0,-0.184521949339665,0,0,0,-0.0104447273756818,0.00699199779001582,0,0,0,0,0,0
X601088.SH,0,0.0857436138344056,0,0.227623732408857,0,0,0,0.039019102444571,0,0,0,0,0,0.0131920836775126,0,0,0,0,0,0,0,-0.0587701707361816,0,0,0,0.0452405072201109,0,0,0,-0.168370001126325,0,0,0,0,0,0,0,0.373571010582222,0,0,0,0,0,0,0,0,0,0,0.0201130371976319,-0.0145322409070974,0,0,0,0,0,0
X600019.SH,0,0,0.221827612850614,0,0.063569408838517,0,0,0,0,0,0,0,0.0678697686868026,0,0,0,0,0,0,0,0,0,-0.0969505096982369,-0.0517993563696672,0,0.272003877313803,0,0,0,0,0,0,0,0,0,0,0.0468656597573444,0.123727660210571,0,0,0,0,0,0,0,0,0.0267520847733663,0,0.00654653760596402,-0.033359558917469,0,0,0,0,0,0
X600585.SH,0,0,0.363221075369113,0.288169278251145,0,0,0,0,0,0,0,0,0.0340503677878413,0,0,0,0,0,0,0,0,0,0,0.184053182480514,0.0286945292154078,0,0,0,0,0.117718743371887,-0.0815250947034453,0,-0.184742604051075,0,0,0,0,0.0464972535588487,0,0,0,0,0,0,0,0,0.158396566625607,0,-0.0519346107800338,0.0584010484550293,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.154860947964019,0,0,0,0,0,0,0,0.0615861342164047,0,0,0,0,0,0,0.0149075101257648,0,0,0,0.0390974324783732,0,-0.114723201998796,0,0.432606892734121,0,0,0,0.159989378891068,0.040236259158783,0,0,0,0,0.149176684456043,0,0,0,0,0.012315361042786,0,0,0,0,0,0.0452469774195336,-0.0564131194723538,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0127187591742223,0,0,0,0,0,0,0,0,0,0.0526502628521207,0,0,0,0,0,0,0,0.179678579478255,0,0,0,0,0,0.0386721783441681,0,0,0,0,0,0.0479435593875235,0.185032224532708,0,0.0382515361775574,0,0,0.0274497042780231,8.67361737988404e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.362489270790645,0,0,0,0,-0.241754857899989,0,0,0,0,0,0,0,0,0,0,0.185345437305678,0,-0.0129034014770598,0,0,0,-0.459573394929076,0,0,0,0,0,0,0,0,0,0,-0.470938847363156,-0.220192046489221,0,0.188675357578747,-0.327716030276575,-0.144082717916869,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.00964033499500984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101688676510386,0,0.0384863632987691,0,0,0,0,0,0.188574318045797,0.0410407026269641,0,0,0,0.010725738348931,0,0.143976609863355,0,0.0397723136738964,0,0,0,0.039715064929108,0,0,0,0,0,0.0318340672950015,0,0,2.16840434497101e-19,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,-0.0222525585108832,0,0,0,0,0.491217419721697,0,0,-0.0558371220231933,0,0,0.155143253474799,0,0,0,0,0,0,-0.0829905157790877,0,-0.0529469656154046,0,0,0,0,0,0,0,0,0,0.127779492679971,0,0.0326344775653926,0,0,0.00459510001985435,-0.0509933378156206,0,0,-0.0171625845115161,-0.0396613683302312,0,0,0,0,0
