,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002271.SZ,X000708.SZ,X600011.SH,X002460.SZ,X600660.SH,X000786.SZ,X600886.SH,X601898.SH,X600010.SH,X600176.SH,X600362.SH,X601600.SH,X600801.SH,X600489.SH,X600352.SH,X600188.SH,X601991.SH,X600426.SH,X600111.SH,X600795.SH,X600688.SH,X002080.SZ,X600027.SH,X600299.SH,X601992.SH,X000932.SZ,X000301.SZ,X600803.SH,X002466.SZ,X002075.SZ,X600529.SH,X600219.SH,X002353.SZ,X000027.SZ,X300037.SZ,X600315.SH,X600486.SH,X000723.SZ,X000883.SZ,X601158.SH,X000898.SZ,X002409.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046888440922001,0,0.0264092897341297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263848700625873,0.0321882614532022,-0.0198697942966289,0.09804095038695,0.028534070989122,0.100168187674617,0,0,0,0,0,0,0,0,0.00766346729004478,0,-0.0185372937651378,-0.000116882244179948,0,0,0,0,0,0
X600028.SH,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0230618402324303,0,0.0258664751490687,0,0,0,0,0.00501262152790605,0,0,0,0,0,0.0313941417431501,0,0,0,0,0,0.0207415252273842,0,0,0,0,0,0,0,0,-0.0249912677784816,0,0.0439016677596065,0.136988002005371,0,0,0,0.0175960772895768,0,0,0,0,0,0,-0.0204179679534322,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0352256721893336,0.0768981045036319,0,0,0,0,0,0,0,0,0,0,0.0761237745336671,0.301836821180083,0,0,0,-0.00482227126366682,0,-0.0135627678635226,0,0,0,0,0,-0.0439106643651719,0,0,-0.0123153770651591,0,0,0,0,0,0,0,0,0,0,0,0,0.0215648103055406,0.00290209779285815,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.105874411669299,0,0,0,0,0,0,0,0,0,0,0,0.130450269353493,0,0,0,0,0,0.0139329687637284,0,0,0.0165646068829815,0,0,0.00882493281609217,0,0,0,0,0,0,0.0923487520549632,0.0283909209400958,0,0,0,0,0,0,0,0,0,0,0,0,0.124604342073328,0,-0.0266383522194407,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.20401139223698,0.0895899384339627,0,0,0,0,0,0,0,-0.0977233321625047,-0.185747298480386,0,0,0,0.249171613884862,0,0,0,0.304310358042746,0,0,0,0,0,0,0,0,0,0,0.172396719967566,0,-0.0307295727500274,0,0,0,0.118599431010595,0.0130565128103464,0.095008921684562,0,0,0,0,-8.67361737988404e-19,0,0,0.0194152188379735,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0746769216958075,0.00457747375385683,0,0,0,0,0,0,0.0174075691780778,0.00162111343499216,0,0,0,0.0160878070659948,0,0,0,0,0,0,0.135724772683199,0,0,0,0,0,0,0,-0.00551209225544476,0.00996560519989349,0,0,0,-8.67361737988404e-19,0,0.122900115011599,0,0,0,0.137004071500706,0,0,-0.012464204117279,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0571038217713344,0,0,0.0140371250738274,0,0,0,0,0,0,0,0,0,0.501054613504537,0,0,0,0.076029115305055,0.0688812383947345,0,0,0.0159120198538102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462145308970844,0,0,0,0,0,0,0.149315514939751,0,0,-0.0407392537225749,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.11540131182202,0,0,0,0,0,0,0.124222641365823,0,0,0,0,0.151957144272918,0,0,0,0,0,0,0,0.136783256368749,0,0,0,0,0,0,0,0,0.0919257916946491,0.114711905073542,-0.0502184196809677,0,0,0,0,0,0,0.169497158744386,0,0,0,0,0,0.0964716725948088,0,0,0.0664721871246026,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0779022143944675,0.0666224510508,0.049312551762701,0,0,0.144646389853062,0,0,0.0997441304380318,0,0,0,0,0,0,0,0.100898387668114,0,0,0,-0.073171130882987,0.217399704054928,0,0,-2.71050543121376e-20,0.0412735728402672,0,0,0.0196711981866721,0,0.0302075868564915,4.33680868994202e-19,-0.0316911785244027,0,0,0,0,0,0.133861099055717,0,0.0213915965901412,0,0,0,0,0,0,-0.100417434882726,0.0772180289476433,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0465009173163511,0,0,0,0.117097484242748,0,0,0,0,0.188216226842478,0,0,0,-0.0880250378214709,0,0,0,0.12151849761847,0,0,0,0.767652417991669,0.197386284303368,0,0,-0.0712022838740333,0,0.0596135911199768,0,0,0,-0.0680483589578891,0,-0.200496002329219,0,0,0,0,0,0,0,0,0,0.0290920836649462,0.0163642928788082,0,0,0,0,0,0
