,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600795.SH,X601991.SH,X600362.SH,X600111.SH,X600157.SH,X600027.SH,X600489.SH,X600886.SH,X601992.SH,X600623.SH,X002466.SZ,X600299.SH,X300072.SZ,X600309.SH,X000792.SZ,X600660.SH,X601158.SH,X002075.SZ,X000723.SZ,X600583.SH,X000408.SZ,X600549.SH,X600352.SH,X000898.SZ,X000709.SZ,X000883.SZ,X000983.SZ,X600176.SH,X000539.SZ,X002470.SZ,X000027.SZ,X002460.SZ,X000060.SZ,X000630.SZ,X000012.SZ,X002407.SZ,X600021.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0393844797869584,0,0,0,0,0,0,0.046573977011279,0,0,0,0,0,0,0.0389022658491784,0,0.0744526182427479,0.0544203955898497,0,0,0,0,0,0,-0.026468731536633,-0.0350965360047408,0,0,0,0,0,0,0,0.128351610487801,0,0,0,0,0,0,0,0,0,0,0.0372308161533641,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.185939468891364,-0.0404584961316587,0,0,0,0,0,0,0,0,0,0,0,0,0.00818503262366029,0,0.0335107215491455,0.125592906516744,0,0,0,1.0842021724855e-19,0,0.0536053174014089,0,-8.67361737988404e-19,0,0.0252193631147761,0,0,0,0,0,0,0,-0.0412252601468407,0,0,0,0,0,0,0,0.00606914870713723,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.204727387914352,0,-0.0172901515528325,0.000644912164907988,0,0,0,0,0.0467880881957171,0,0,0,0,0,0,0,0,0,0,0.00656302893478433,0,0,0.0239101062577328,0,0,0.0118279907552163,0,0,0,0,0,0.0634314943387378,0,0,0,0,0.0272762384897151,0,0,0,0,0,0,0,0,0.0524918138943478,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0643163145761868,0.160233493107805,0,0.154786766588719,0.0577239124657153,0,0,0.01714632060571,0,0,0,0,0,0,0,0,0,0.0277005361005931,0,0,0,0,0.0731522193526992,0,0,-0.0325761076697463,0,0,0.0303471535180192,0,0,0,0,0,0.0461963507270926,-0.0849169034015599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.198001959793367,0,0.054096268612832,0,0.0449332234853899,0,0,0,0,0,0.444640348272602,0,0,0,0,0,0.0034182084410142,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0624969324198599,-0.0391521888199878,0,0,0,0,0,-0.010928223658504,0,0,0,0,0,0,0,0.0606557535496203,0,0,0,-0.00150591771411926,-0.0320452468195965,0,-0.0955922826681865,0,0,0,0
X600585.SH,0,0,0,0,0.0369839175101917,0,0,0,0,0.0418024140238516,0,0,0,0,0,0,0.0419234939138154,0,0,0,0,0,-0.114838098061201,0.017806721450459,0.108917529876385,0,-0.0206899246139507,0,0,0,0,0,0,0.0803925023964363,0,0,0,0,0,0,0,0.147288331535653,0,0,0,0,0.119080753375599,-0.0526156263567212,0,0.147620146355909,0,-0.0141574998617377,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554050537283635,0,0,0,0,0,0.0213969507087575,-0.0101403722869297,0.0798322844596785,0.0732189833638606,0,0,0,0.00113031690963609,0.0249611644156788,0,0,0.111493497697244,0.0435933136130389,0.093281638038863,0,0,0,0.0213902636315656,0,0,0,0,0,0,0,-0.0399169772016188,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.00933349030679176,0,0,0,0.0257514769659305,0,0,0,0,0,0,0.101609486272541,0,0,8.67361737988404e-19,0,0.0594591917049579,0,0,0.0485260968510502,0,0,0.0255972167052648,0.0619983821925063,0,0,0,0,0.0725091945361845,0,0,0.0020580497630386,0,0,0.0556193210615049,0,0,0,0,0.192212150781266,0,-0.0244850652963892,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0487748588264008,0,0,0.125551794860253,0.0866285458889786,0,0.0644262114951705,0,0,0,0,0.0216012651063787,0,0,0.0440969550090636,0,0.168810574970249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133635409077277,0.232186554340995,0,0.0185181821223919,0.0493198368998061,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0848214780936395,0,0,0.422494872007341,0,0,0.16176627141717,0.0438529207428577,0,0,0,0,0,0,-0.0207096898337957,0,0,0.170723460425758,0.122069211291499,0,0,0,0,0,-0.0298618804605798,0,0,0,0,0,0,0,0.149009925642201,0.0853054733916313,0,0,0,0,0,0,0,0,0,0
