,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600188.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X002466.SZ,X600516.SH,X000898.SZ,X300072.SZ,X600027.SH,X600547.SH,X002460.SZ,X600111.SH,X601992.SH,X600176.SH,X600352.SH,X000553.SZ,X002110.SZ,X600299.SH,X000786.SZ,X600808.SH,X000709.SZ,X000932.SZ,X600426.SH,X600801.SH,X000883.SZ,X601158.SH,X000408.SZ,X601699.SH,X600219.SH,X600339.SH,X600315.SH,X601003.SH,X000539.SZ,X000830.SZ,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.275628507044876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340394875579441,0,0.105401880220443,0,0,0.0374235704076495,0,0,0,0,0,0,0,0,0,0.0833603896637033,0,0,0,0.114553286505313,0,0,0.00198771604820405,0.00255598811887922,0,0,0,0,0,0
X600028.SH,0,0,0.0463470572402468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023970035184704,0,0,-0.0216141442561905,0,-0.124212627125236,0,0,0,0,0,0,0,0,0,0,0,0.390432532281186,0,0,0,-0.107260741446277,0,0,0,0,0,-0.00359587467316611,0,0,0,0.0119093044368131,0,0
X601088.SH,0,0,0,0.248727400837312,0,0.000234104950494312,-0.13421282197964,0,0,0,0,0.0586390318281259,0.398334853394494,0,0,0,0.0461743771391399,0.0287900098195263,0,0,0,0,0,-0.0803538975867743,0,0,0,0,0,-0.170465916766858,0,-0.0722006910972067,0,0,0,0,0,0,0,0,0.134445948803659,0,0,0,0,0,0,0.0450972871045086,0,-0.00206778268747668,-0.0040061861020903,0,0,0,0,0,0
X600585.SH,0,0,0.264515907134678,0,0,0,0,0,0,0,0,0,-0.083097347607242,0,-0.140663171751457,0,0,0.0102074884747049,0,0,0.0422371518476697,0,0,0,0,0,0,0,0,0,0,0.0720351248973637,0,0,0,0,0.331055443903706,0,0,-0.0555077838364214,0,0,0,0,0,0,0.170938068849099,0,0,0.00220248646061846,-0.0121172838855428,0,0,0,0,0,0
X600019.SH,0,0,0,0.337869111063355,0,0.0523905143726609,0,0,0,0,0,0,0.239878805375935,0.0122171548721881,0,0,0,0,-0.0394696581759345,0,0,0,0,0,0,0,0.042138641704959,0,0,-2.16840434497101e-19,0,0,0,0,0.208595869703422,0,0,0,0,0,0,0,-0.0732596811267703,0,0,0,0,0.0790843099193135,0,0.00341614522946557,0,0,0,0,0,0,0
X600309.SH,0,0,0.160105337461312,0,0,0,0,0,0,0,0,0,0,0,0,0.403951656946269,0.103515952221711,-0.255895376785,0.0202782811802159,0,0,0,0,0,0,0,0,0,0,0,0.238846248590166,0.186904619799588,-0.266413915803605,-0.237009126090159,0,0,0.0455067378708285,0,0,0,0,0,-0.0665814009214197,0,-0.0547511633169156,0,0.181306373129886,0,0.0858795395828388,0.0302148372375604,0.0598450911318787,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0330745143732642,0,0,0,0,0,0,0,0,0,0,0,0,0.13726938098646,0,0,0.381435602810921,3.46944695195361e-18,0.0136752230626088,0,0,0,0,0,-0.108073370976059,0,0,0,0,0,0,0,0,0,0.133110674423148,0,0,-0.0283608081799184,0,0,0,0.149334145148975,-0.117592260883131,0,-0.00576482378565049,0.00107868482136569,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.115194172063307,0,0,0,0,0,0,0,0,0.95370885861232,0.0997545634081508,0,-0.0698217455908007,0,0,0,0,-0.0734382813517259,0,0.61257982624777,0,0.359102808772722,0,0,0,-0.0841211989110142,0,0,0,0,0,0.169181532739685,0,0.0188903021135954,0,0,0,0,-0.0386499757705638,-0.0558904308285522,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268666656444195,0,0,0,0,0.0365521786147836,0,0,0,0,0.00567449832822135,0,0.147085725276957,0.0606729122848163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461942910066178,0,0,0,0.0278561558959459,0,0.0235207051739527,0,0,-0.00243051580516456,-1.35525271560688e-20,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0728571051365899,0,0,0,0,0,0,0.0196181124680283,0,0,0,0,0,0,0,0.0434865549375896,0,0,0,0,0,0.119186341439037,0,0,0,0.119945247903033,0.00743437024477041,0,0,0,0.0472965971634368,-0.00462603736331033,0,0,0,0,0,-0.0139703585097072,0,0,0,0,0.159256370335201,0.022574928821717,-0.00675832931670315,0,0,-0.0524409574990451,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0468072828877136,0,0,0,0,0,0.0506375686592097,0,0.0168950090386537,0,0,0,0,0,0.0776489590544191,0,0.146230768847813,0,0,0.0887003858144536,0.035197379867949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148657210447409,0,0.019909151731716,0,0,0,-0.0160518437802664,0.00587932855716793,0.00156953074440969,0,0,0,0,0,0
X600688.SH,0.0621017373017708,0.306279408764395,0.0672255936901788,0,0,0,0,0.0222037065031881,0,0,0,0,0,0.0329629570535755,0,0,0.14804067232955,0,0,0,0,0,0,0,0,0,0,0,-0.111908759186315,-3.46944695195361e-18,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0319035905996115,0.021766841188706,0,0,0.056699387465178,0,0,0.023518212611233,0.0126215300763783,0,0,0,0,0,0
