,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X000708.SZ,X600547.SH,X600660.SH,X002271.SZ,X600011.SH,X600362.SH,X000786.SZ,X601600.SH,X600886.SH,X600176.SH,X601898.SH,X600426.SH,X600010.SH,X600188.SH,X600801.SH,X000301.SZ,X600111.SH,X600352.SH,X600489.SH,X601991.SH,X600795.SH,X002466.SZ,X600688.SH,X600486.SH,X600803.SH,X300037.SZ,X002353.SZ,X600027.SH,X600299.SH,X601992.SH,X600219.SH,X002080.SZ,X601168.SH,X000932.SZ,X000898.SZ,X002409.SZ,X600529.SH,X000807.SZ,X000723.SZ,X000630.SZ,X600315.SH,X000878.SZ,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0588176042042468,0,0.017369942427137,0,0.0209167830137034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234193314390347,0,0,0,0,0,0.0276249948224491,0,0.0329313301920783,0,0,0,0,0,-0.0286234269269981,0,0,0,-0.00319406557297516,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,-0.00916409675373475,0.0375084471619242,0,0,0,0,0,0,0.0230834113171831,0,0,0,0,0.0371519973166078,0,0,0,0,-0.00333926007308772,0,0,0.0124668282137343,0,0,0.04572185565342,0,0,0,0.0594330138434621,0,0,0,0.0107508971652477,-0.0462483050375772,0,0,0,0,0.0626034289352847,0.0333351291742151,0,-0.00285846656125388,0,0,0,0,-0.0142311920974213,0,0
X601088.SH,0,0,0,0,0,0,0.0308306498191165,0,0,0,0,0,0,0.0667145264462037,0,0,0,0,0,0,0.164920306311411,0,0,0,0,0,0,0,0,0,0,0,-0.0178288724556753,0,0,0,0,0.173853731767606,2.16840434497101e-19,0,0,0,0,-0.0952539178675504,0.0302993347308717,0.0438936804539536,0,0,0.0385589190798536,0,0,0.0150128106665947,0,0,0,0,-0.00981488435232284,0,0
X600585.SH,0,0,0.0263753463056955,0,0.0736761325543124,0,0.0642918515051268,0.0189280631599352,0,0,0,0,0,0,0.0743976312738189,0,0,0.0593804913578935,0,0,0,0,0,0,0,0.0519446443887832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00759758420928435,0,0,0,0,0,-0.0381566169194919,0,0.0214215113070832,0,0,0,0,-0.00613102241779699,0,0
X600309.SH,0,0,0,0,0,0,2.16840434497101e-19,0.186657112398672,0.275076803450866,0,0,0,0,0,0,0,0,0,0.320616084217876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731831614530296,0.0166875141279672,0,0,0,0,0,0,0,0,0,0,0.0107517266804118,0,0,0,0,0,0,0.0265667712189085,0.0355412954220871,0,0,0,0.0496457033203259,0,0
X600019.SH,0,0,0,0,0,0,0.0171682160919406,0,0,-0.0767185753227805,0,0,0.0146665313307244,0,0,0,0,0,-0.124338480381709,0,0,0,0,0.167676725314398,0,0.0406395883525393,0,0,0,0,0,0,0,0,0.122930731889627,0,0,0,0,0.0240497427214973,0,0,0,-0.0103282057070235,0.106595671075282,0,0,0,-4.33680868994202e-19,0,0.0820538012221447,0.0185075909980234,0.0300428844888573,0,0,0,-0.0112912038757886,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0248030386473275,0.310386281352061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466701727797824,0,0,0,0.186981038569963,0,0,0,0,0,0,0.158065411995632,0,0,-0.0733572256818704,0,-0.206032916150087,0,0,0.188617827732303,0,0,0,-0.00572957519368131,-0.00403214031279162,0,0,0,-0.0199181641827146,0,0
X000708.SZ,0,0,0,0,0.0249751231429096,0,0,0,0,0,0,0,0,0,0,0,0.017958771769555,0,0,0,-0.0952407067209353,0,0,0.0245051078036812,0,0,0,0,0.0858388922765785,0,0,0.0269899049887582,0,0,0,0.0980117783006256,0,0.340854018472568,0,0,0.180013027876749,0,0,0,-0.0250077597231461,0,0,0,0,0,0,-0.0122888365954117,0,0,0,0,0.00470931906374467,0,0
X600547.SH,0,0,0,0,0,0,0.0563253667262029,0.0547293000510472,0,-0.0184994547622739,0,0,0,0,0,0,0,0,0,0,0,0.021137252632325,-0.0389826582173884,0,0,0.544775995562419,0,0,0,0,0,0,0,-0.0175981814875842,0,0,0,0.0438856336421783,0,0,0,0,0,0,0,0,0,0.120801188535873,0,0,0,0,-0.0226442015859245,0,0,0,0.00620415987523525,0,0
X600660.SH,0,0,0,0,0,-0.179682149057799,0,0,0,0,0,0,0.0471154323025163,0,0,0,0,0,0,-0.07247703978088,0,0,0,0,0.104819623131972,0,0,0,0,0,0,0.110373822713393,0.231350647373771,0,0,0,0,0,0,0.0112272812342569,0,0,-0.0904396189956812,-0.0312811789533688,0,0,0,0,0,0,0,0,0.0426723883199338,0,0,0,0.0217444268710516,0,0
