,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600795.SH,X600362.SH,X600010.SH,X600886.SH,X600188.SH,X600027.SH,X600688.SH,X600309.SH,X600583.SH,X601992.SH,X000883.SZ,X002353.SZ,X000898.SZ,X000792.SZ,X601158.SH,X000709.SZ,X000629.SZ,X600489.SH,X600315.SH,X000539.SZ,X000831.SZ,X000825.SZ,X600660.SH,X600352.SH,X601699.SH,X600808.SH,X600549.SH,X000027.SZ,X000983.SZ,X000630.SZ,X600307.SH,X600490.SH,X600578.SH,X000937.SZ,X000959.SZ,X600863.SH,X002470.SZ,X000960.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0371061967820247,0,0.0453874872941519,0.000552834797385708,0,0.0668497190018774,0,0,0,0,0,0,0,0,0,0,0,0,0.0556986311924844,0,0,0,0,1.0842021724855e-19,0,0,0,0.098685504269923,0,0,-0.057550967990142,0,0,0,0,0,0,0.0613696603267709,0,0,0,0,0,0,0,0,0,0.000846123336794251,-0.0120628865803741,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.071758431325011,0,0,0,0,0,0,0,0,0,0,0,0.00123127426130784,0,0,0,0,0.15429864382608,0,0.000683198366429633,0,0,0,0,0,0,0,0,0,-0.105371950819227,0,0,0,0,0,0,0,0,0.000974836575263156,0,0,0.0217136799512494,-0.0148937289631248,0.13949398793605,0.0417314290106505,0,-0.00550490071638108,-0.0119450681711095,0.11600367884151,0,0,0,0,0
X601088.SH,0,0,0,0.106749466412734,0.00610951983155273,0,0,0,0.0623560207455818,0,0,0,0,0,0.252833329373651,0,-0.0410727431299041,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393230851379585,0,-0.00255513982911562,0,0,0,0.0755381314023943,0,0,0,0,0,0,0,0,0,-0.00777215386632409,0,0,0,0,0,0
X600585.SH,0,0.0309578615721293,0.203097820622795,0,0,0.174144556691765,0,0,0,0,0,0,0,0,0,0,-0.0496350913971546,0,0,0.096248564656357,0,0.0453501484465329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655187478321115,0,0,0,0,0,0,0,0,0,0,0,-0.00517142314698419,0.00562763299866298,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0741244597016665,0,0,0,0,0,0,0.0558722065715658,0.138385810758794,0,0.0727229746505686,0,0,0,0,-0.118999112806059,0,0,0,0,0,0,0,0,0,0.142333663607951,0,0,0,0,0,0,0,0,0,0,0,-0.0547744898048594,0,0,0,0,0,0,0,0.00312720954715005,0,0,0,0,-0.151519475764755,0,0
X600019.SH,0,0,0.138369583028803,0,0,0,0.239875235700298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102439316249362,0,0.122452878996117,0,0,-0.0503710014012546,0,0,0,0.0847681064250221,0,0,0,0,0.161026709610471,0.0577307824933531,0,0.0421313485252215,0.0685216285342381,0,0,0,0,0,-0.0189524973404009,0.00638183106506483,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.072123102192604,0,0,0.219367031102048,0.136798902877694,0,0,0,0.0531496163101802,0,0.0808228676943376,0,0,0,0,0.0296440278222852,0,0,0,0,-0.00835269313919665,0,0.0136840090207305,0.104342384111428,0,0,0.134884316273212,0,0.0523583226893378,0,0.0938986918363559,0,0,-0.0193060036293251,0,0,-0.0177489440814133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262341889010256,0,0
X601991.SH,0,0,0,0,0.0496283058657034,0,0.0961797383162472,0,0,0,0,0,0,0,0,0.200667230343422,0,0,0.0226259865664972,0,0.0336189312159472,0,0,0,0,0,0.11014588304538,0,0,0.11793987319774,0,0,0,0,0,0,0,0,0,0,0,0.0132729016840689,0.13505152351137,0,0,0,0,0,0,0,0.00703225427093406,-0.0164301141559206,0,0,0,-0.0369253565902994,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.355803335488099,0,0,0.0230521626693982,0,0.048118738000865,0,0,0,-0.0018065395173734,0,0.0493823599671729,0,0,0,0.120744623460652,0,0,0,0,0.0154467936975363,0,0,0,0,0,0,0.0189161192923559,0,0,0.0235807106239158,0,0,0.11605625090273,0,0,0.158483162207932,0,0,-0.0070225583169524,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.00824822090101811,0,0,0,0,0,0,0,0,0,0,0.100231107501998,0,0,0,0,0,0,0.0460152000242286,0,0,0,0.0795390044018657,0.0628942754126933,0,0,0,0,0.170283264431278,0,0.0672294148775558,1.73472347597681e-18,0,0,0,0,0.0146631341334325,0,0,0.136967858213157,0,0,-0.0136317782769451,0.0106011627656595,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0498720009145408,0,0,0,0,0,0,0,-0.0478168074421224,0.0157675503165133,0.0443305689093233,0,0,0.0552850184003818,0,0,0,0,0,0,0,0,-0.0401625766623079,0,0,0,0,0,0,0,0,0,0.024958656256811,0,0.10474606890787,0,0.113376355393388,0,0.00919897448611139,0.000362759276096636,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.219294581677112,0,0,0,0,0,0,0,0,0,0.0140521092467184,0,0,0,0.123066177907817,0,0,0,0,0,0,0,0.245694143550167,0,0.00511471653065552,0,0.00949264694063687,0,0,0,0,0.181821545185108,0,0.00512051524111797,0.00563701626441691,0,0,0,0,0.0337193892244525,0,0,0,-0.0077200417490256,0,0,0,-0.0296796525786181,0,0
X600010.SH,0,0,0,0,0,0,0.215820702180973,0.246660705729385,0,0,0.103599380407413,0,0,-0.20639295303282,0,0.00377318692610981,0,0,0,0.23871200838441,-0.0914465418354613,0,0,0,-0.183137597174361,0.108516315262301,-2.71050543121376e-20,0,0,0,0.168906881711987,0,0,0,0,0.0821643530775672,0,0,-0.0493215312593642,0,0,-0.0741928559485283,0,0,0,0.157838519290663,0,0,-6.93889390390723e-18,0,-0.0262510937537004,0.0545233437999686,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.145700850672579,0,0,0,0,0,0,0,0,0,0.0326051557761206,0.0659218214604378,0.0909501120828451,0,0,-0.0524863043662744,-0.0783801541868238,0,0,0.0804935544516788,0,0,0,0,0,0.0826022306571608,0.297521792660357,0,0.132986636802988,0.141462578970028,0,-0.000909284500588805,0,0.0553766502505885,0,0,0,0,0,0,0,0.0182763011370566,0,0,0,0,0,0.0264396656082503,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137160069524966,0,0,0.166451687093522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336434653681146,0,0,0,0.0999032811227703,0,0,0,0,0,0,0,0,0.32933732811464,0.00554383700552393,0.0887998330195803,0,0,0.0705248590693656,0,-0.0046203575765767,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.113489512359808,0,0,0,0.116935164414383,0,0.109202879479438,0,0.00174987669337169,0,0,0,0,0,0,0,0,0.0682113262709399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687158842351223,0.120124745317875,0,0,0,0.0185706346844964,0,0,0.00423899460332717,0,0,0,0,0,0,-0.00797845401730974
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229897176651837,0,0,0,0,0,0,0.0749241773984456,0.131850964405681,0,0,0,0,0.0190875236757613,0,0,0,0,0.106259049669607,0,0,0,0,0,0.155658285573286,0,0,0,0,0,0,0,-0.0687861841467067,0,0.0944933421400939,0,0,-0.0141952712404378,-0.00625383121612023,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0531177960375324,0,0,0,-0.112740644291248,0,0,0,0,0,0,0.1326340995607,0.0118449872128275,0.0939206709158316,0.0940832864017798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110141228905678,0,0,0.0537761839759698,0,0,0,0,-0.0573577299813359,0,0,0,0,0.00505548753449598,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0.0831336750459846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151098072090124,0,0,0,0,0,-0.0607759037892538,0,0,0,0,0,0.0655867246759622,0,0,-4.33680868994202e-19,0,0,0,0.0118225166604118,0,0.0848627542636022,0,0,-0.000571873578339843,0,0.013392977673044,0,0.00889260990203901,0,0,0,0,0,0,0
X601992.SH,0,0,0,0.0783088534580695,0,0,0,0,0,0,0.115393490367881,0,0.0602207668750781,0.130581366711678,0.0182927209613427,0,0,0,0,0,0,0,0.0998757825297059,0,0,0,0,0,0,0,0,-0.0450161785967559,0.0233623665544137,0,0,0,0,0,0,0,0.000519682783049123,0,0,0.062336713835007,0,0,0.0196168173361156,0,0,0,0,-0.0401737867137146,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288494127444917,0,0.125134272805986,0,0,0,0,0,0,0.263238649631074,0,0,0,0,0,0,0.183283991005344,0,0,0.202314584527027,0,0.641142765460248,0,-0.172620069132366,0,0.161466512953134,0,0,0,-0.000938068248399947,0.101261491062005,0,-0.382405684361482,0,0.117522232028173,0,0,0,0.0256989036061326,-0.0337174956827898,0,0,0,0,0,0
