,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002460.SZ,X600660.SH,X000708.SZ,X002271.SZ,X600011.SH,X000786.SZ,X600886.SH,X600176.SH,X600362.SH,X601600.SH,X601898.SH,X600426.SH,X600010.SH,X600801.SH,X600352.SH,X600188.SH,X600489.SH,X000301.SZ,X600111.SH,X601991.SH,X600795.SH,X600803.SH,X600688.SH,X002075.SZ,X600299.SH,X300037.SZ,X000932.SZ,X600486.SH,X600027.SH,X600219.SH,X002466.SZ,X601992.SH,X002080.SZ,X002353.SZ,X601168.SH,X000898.SZ,X000630.SZ,X002409.SZ,X000723.SZ,X000878.SZ,X600315.SH,X600529.SH,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.0050895936021552,0,0,0,0,0.0823702678592573,0,0,0.128457711526025,0,0,0,0,0,0,0,0,0,0.00962549611387698,0,0,0,0,0,0,0,0,0,0.0633183941278552,0,0,0.020269867511721,0,0.0152615878692879,0,0,0,0,0,0,-0.0104160716385537,0,0,0,-0.011445459300852,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040028520953869,0,0,0,-0.00675163440531755,0,0,0,0,0.0222283708348354,0.030153367078628,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0135251756029593,0,0.0542683130978345,0.00727127629514777,0,0.0289358498898142,0,0.02146762472368,0,0,0,0,0.0134645273264705,-0.00734562718047625,-0.00940827745806108,0,0,-0.00596788348858567,0,0,0,0,-0.0145887564016546,0,0
X601088.SH,0,0,0,0,0,0,0,0.0984556257076052,0,0,0,0,0,0,-0.00812797890250535,0,0,0,0,0,0,0,0.32480876665834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168812221490229,0,0
X600585.SH,0,0,0,0,0.0647921835857347,0,0.153597477398879,0.0576447566512539,0,0,0,-0.0297345491868967,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.00564868767274941,0,0,0,0,0,0,0,0,0,0.0126842846892789,0,0,0,0,0,0,-0.0671027680604525,0.0206204532865093,0,0,0,0,0,0.0888707516838358,0,0,0,0.015502370624409,0,0,0,0,0.0141880062370433,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.103324353950612,0,0,0,0,0,0,0,0,0,0.347877410037983,0,0,0,0,0.21045272649683,0,0,0,0,-0.00552366607882214,0,0.0268693438357008,0,0.118540244811596,0,0.217291035122273,0,0,0,0,0.0085537968762206,0.260479484584954,0,0,0,0,0,0,0,-0.350623780715131,0,0,0.0140476617850719,0,0,0,0,0.0181601966544896,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104239072826382,0.224078447253488,0,0,-0.0226300868671864,0,0,0,0,0,0.040662131738693,0.0142288700376411,0,0,0,0,0,0,-0.00428344687895952,0,0,0,0,0,0,0,0,0,0.12796502746145,0,0.0175334702321494,0,0,0.0577275052019016,0,0,0,0.0507524380642342,0.0459688273913476,0,0,0,0.0244524616298807,0,0
X600547.SH,0,0,0,0,0,0,0,0.156708023321748,0,0,0,0,0,0,0,0,0,0,0.0595115073808804,0,0,0,0,0.536509202291867,0,0.0163662161437275,0,0,0,0,0,0,0.00747225930996357,0,0,0,0.053365744464312,0.023524484030845,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149079708143767,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.113310740252381,0.162194353515144,0,0,0,0.131531526162507,0,0,0,0,0,0,0,0,0,0,0,0,0.189023943206099,0,0.00783269276292349,0,0,0,0,0,0,0.22987185486624,0,0,0,0,0.240374150955318,0,0,0,0.104814223653189,0,0,0,0,0.00770779209411683,0.0618359193923054,0,0,0,0,-0.0518232790682554,0,0,0,-0.0225812387372741,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.0567913137113197,0,0.0108841804495422,0,0,0,-0.0602122545530079,0,0,0,0.0961123714399717,0.211847822621409,0,0.0589793310743202,0,0,0,0,0.0261063636815444,0,0.0468510197196679,0,0.325778879660053,0,0,-0.0583737479509091,0,-0.107987931813891,0,0,0,0,0,0,0,0,0.0060739374540906,0,-0.0465565270846121,0,0,-0.0350446909923258,0.0739752305608711,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.0470823978732947,0,0,0,0.0339468934135741,0,0,0,0.0474339444131136,0,0,0,0,0,0,0,0.106911977392675,0,0,6.93889390390723e-18,0,0,0,0,0.0964202208627063,0,-0.0680497634758475,0,0,0.0856488465360859,0,0,0,0,0,0,0.0104776915898241,0,0,0,0,0,0,0.0258995361041094,0,0.111370472216873,0,0,-0.0423682606512178,0,0,0,0.039554648361696,0,0
X002271.SZ,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.534780713166745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14306211620574,0,0,0,0.24137020743841,-0.122353452178437,0.0963308859073876,0,0,0,0,0,0,-0.0443789735577437,0,0,0.00479013952666435,0,-0.0330112196415195,0.0699773571799421,-0.0697370385813543,0,0,0,0.0712237994150663,0,0,0,0.00756475704987387,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175935996809953,0,0,0,0,0,0,0,0,0,0,0.0652780825710883,0,0,0,0,0,0,-0.0810531465635929,0.0405007950785659,0,0.748310583171871,0,0,0,0.00297244793355519,0,0.0319732216262914,0,0,0,0,0.191443064880514,0,0,0,0,0,-0.039957038734873,0,0,0,-0.00343444228648628,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.0494258132701724,0,0,0.10761556409272,0,0,0.154327182489581,0,0,0,0,-0.380570298427595,0,0,0,0,0,0,0,0,0.246087980174368,0,0,0,0,0.145712901230021,0,0,0,-0.111793255146465,0,0,0,0,0,0,0,0,0,0.155191122531729,0.131232978576504,0,0,0.00861053807297026,0,0,0,0,0.0507990632455511,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840445864466432,0,0.0877858887147223,0,0,0.0164747476578581,0.345796509323767,0,0.0603600183970251,0,0,0,-0.0310275252235177,-0.0234235238572307,0,0,0,0.0485038549613034,0,-0.0363095539080462,0,0,0,0,0,0,0,-0.00790071638317802,0,0,0,0,0,0,0,0,-0.0124822853615361,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0835285479623991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.12809912809681,0,0,0,0,-0.079619244071647,0,0.254831435167153,0,0,0,0.28422602623423,0,0,0.270849596348734,0,0.0439150102080075,0,0,0.000612716168270075,0.0636275052801289,0,0,0,0,0,0
X600362.SH,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0524701687704228,0.0311325372150368,0,0.0459486514714107,0,0,0,0.0235505132223792,0.0755770032462158,0,0,0,0,-0.0300881066238792,0,0,0,0,0,0,0,0,0.0017982945766082,0,0,0.150558089892457,0,0,0,-0.00782584880250516,0,0,0,0,0,0.560675342801014,0,0,0,0,-0.0289370844159397,-0.000223038302276876,0,0,0,-0.0553254637779769,0,0
X601600.SH,0,0,0,0,0,0,0.00647936037501912,0,-0.0156943617178618,0,0,0,0,0,0.0280855263629616,0.0698971152540443,0,0,0.0904615025386274,0.228986985686898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044084574098243,0,0,0,0,0,0.0539060335384405,0,0.0010685070599946,0.0912548149433208,0,0,0,0,-0.00338143507796064,0,0,0,0,-0.00761098930841573,0,0
X601898.SH,0,0,0,0,0,0,0.0175227199420952,0,0,0,0,-0.00382050794175132,0,0.035469816457864,0,0,0,0,0.000437264463245597,0,0,0,0.260180179474599,0.0710876841635128,0,0.0687564069427203,0,0,0,0,0,0,0,0,0.0179525756287745,0,0,0.0319941564846108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022828153628518,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.316305982416058,0,0,0,0,0,0,0,0.053298037510171,0,0.0917521343415377,0,0,0,0,0,0,0,0,-0.0321011828786601,0,0,0,0,0,0,0,0,-0.0168418461591099,0,0,0,0,0,0,0.11754895609473,0,0.0572728881812986,0,0,0,0,0,0,0,0,0,-0.0167960827069162,-0.0256537707194657,0,0,0,0.014993442818785,0,0
