,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600362.SH,X600111.SH,X600157.SH,X601992.SH,X600886.SH,X600188.SH,X002466.SZ,X600299.SH,X600660.SH,X000792.SZ,X600547.SH,X601158.SH,X600489.SH,X600309.SH,X600583.SH,X000709.SZ,X000883.SZ,X000539.SZ,X000898.SZ,X000027.SZ,X000630.SZ,X600352.SH,X002470.SZ,X000060.SZ,X000629.SZ,X300072.SZ,X600612.SH,X600098.SH,X000723.SZ,X600176.SH,X600160.SH,X600021.SH,X000959.SZ,X000983.SZ,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.118798843443113,0,0,0,0,0,0.0307646470785894,0,0.177098988158099,0,0.0467966954049632,0,0,0,0,0,0,0,0,0,0.0139741357129569,0,0,0,0,0,0,0,0,0.0310742037816309,0,0,0.0373804298160908,0.0232166818284155,0,4.33680868994202e-19,0,0,0.033409039043386,0,0,0,0.018984623934742,0,0,0,0,0,0
X600028.SH,0.113158711529519,0,0,0,0,0,0,0,0,0.0830720159453643,0,0,0,0,0,0.0366334006692315,0,0.0175613600525541,0,0.0755999880645234,0,0,0,0,0,0,0,0,0.168718934042939,0,0,0,0,0,0,0,0,0,0.0153421794133447,0,0,0,6.93889390390723e-18,0,0,0,0,0.0348671041447854,0,0,0.0184083561198946,0.000764626076709042,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.529691833465224,0,0,0,0,0,0.0510367019524614,0,0,0.00401615395603498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106297640119564,0,0,0,0,0.0823111201281074,0.00438256598928655,0,0,0,0.0919649039321749,0,0,0,0,0,0.00753713859497693,0,0,-0.0137770411423776,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.102939912575284,0,0.126832146953304,0,0,0,0,0,0,0,0,0,0,0,0,0.0710895221704641,0,0,0.0273967234096917,0,0,0,0,0,0,0,0,0.100935688789235,0,0,0,0,0,0.0544260482296527,0,0,0.0744687997973837,0,0,0,0,0,0,0.010484718309373,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232303211349162,0,0,0,0.0560268944332403,0,0,0,0,0,0,0,0,0,0.072901820360717,0,0,0,0,0.0773581977406867,0,0,0.197570287780391,0.172242904208293,0,0,0,0,0,0.00341690564679999,0,0,0,2.16840434497101e-19,0,0,-0.0178473470949666,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0385973033063634,0,0.0373808547170649,0,0,0.619051087745809,0,0,0.0487681635670321,0,0,0,0,0,0,0.0154397481633817,0,0,0,0.0625947361557002,0.0906729919904455,0,0,0,-0.0777411867572886,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0782682750327374,0,0.129114947569994,0.0431428653471482,0,0,0,0,0,0,0,0.210442750776108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056500565505342,0,0,0,0,0,0,0,0,0,0,0,0,0.0791405676002521,0,-4.33680868994202e-19,0,0,-0.00274828439648554,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.088255109260621,0,0,0.0880922045574928,0,0,0,0,0,0.00352356705416239,0,0.0593569940524614,0.0727013521471226,0,0.0131112850911227,0,0,0,0.0473948628802076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571414258485171,0.076321016878796,0,0,0,0.171311418275675,0,0,0,0,0,0.136655423086783,0,0,-0.00524254821470474,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.100866151116452,0,0,0,0.0482319181633302,0,0,0.167317614929097,0.0236376742921215,0.247866010670886,0,0,0,0.0223453401673093,0,0,0,0,0,0,0,0,0,0,0,0,0.0147153210114738,0,0,0,0,0.102073435630036,0,0,0,0.00574960208411102,0.0210770113656112,0.0822272453661548,0,0,0,0,0,-0.0397180259210516,-0.0189057817014532,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128697337273592,0,0,0,0,0,0,0,0,0.00183117586499046,0,0,0,0,0,0.0394831916573376,0,0,0,0,0,0,0,0.236567530897562,0.00861071661524764,0,0,0,0,0,0.0587557360326977,0,0.0324582504516587,0,0.165325804304786,0,0,0,0,0,0,0,0,0
