,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600019.SH,X600111.SH,X601898.SH,X002271.SZ,X600011.SH,X600660.SH,X000877.SZ,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600362.SH,X600795.SH,X600426.SH,X000983.SZ,X600803.SH,X000786.SZ,X600096.SH,X000408.SZ,X000723.SZ,X601699.SH,X601991.SH,X600486.SH,X600141.SH,X600219.SH,X600295.SH,X002353.SZ,X000807.SZ,X300073.SZ,X002192.SZ,X002080.SZ,X600801.SH,X600027.SH,X600157.SH,X600985.SH,X002497.SZ,X000683.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.121852526450616,0,0.0856569615689924,0,0,0,0,0,0.0398311078962993,0,0.0180821311533437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861662943148397,0,0,0,0,0,0,0,0.0413232503389494,0,0.079833085057158,0.14649682059859,0.0597617154849756,0,0,0,0,0,0,0,0,0,0.110554266964836,0,0,-9.84178275954782e-05,-0.0241988305839169,0,0,0,0,0,0
X601088.SH,0.160963726296703,0,0,0,0.0691821193639469,0,0,0,0,0,0,0.168604785975067,0,0,0,0,0,0,0,0,0,0,0,0,0.028544685925332,0,0,0,0,0.0364707806824618,0,0,0,0,0,0,0,0,0,0.0327807653692187,0,0,0,0,0,0,0.147807288963146,0,0.00490727914522676,0.123187831626141,0,0.0366794356535697,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0137825757043605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1033904603063,0,0,0,0,0,0.0848824053890262,0,0,0,0,0,0.026396105861246,0,0,0.0277552744411554,0.0257524330114823,0,0.018575102223113,0.0263490573278894,0,0,0,0,0,0,0,0,0,0,0,0,-0.00905954700451566,-0.0154310702733795,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0460231628692763,0,0,0,0,0,0,0.0921405904130733,0,-0.00682813554566517,0.14933637479385,0.350666963731739,4.33680868994202e-19,0,0.0198730810871837,0,-0.0282020778554268,0,0,0,0,0.0654134240203882,-0.0721511113935459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908277440670031,0,0,0,0,0,0,0,0,0,0,-0.00311200601205372,-0.0220068407775469,0,0,0,0,0,0
X600188.SH,0,0.328230275633369,0,0,0,0,0,0,0,0,0,0,0,-0.259221187858444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27506449021549,0,0,0,0.128197242516299,0.0725535582458629,-0.125537980303469,0.127539767506966,0,0.00563645570593313,0,0,0,0,0.00531209346990896,0,0,-0.187245514303924,0.182804677031668,0.0560349040609238,-0.15065644227399,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.053949872603116,0,0,0,0,0,0,0,0.0559261825688446,0,0,0,0,0,-0.0572689942030383,0,0.0902909132152139,0,0.0274707630602041,0,0,0,0,0,0,0,0,0.118771254716408,-0.0120945468846608,0,0,0,0,0,0,0,0,0,0,0.371623220205303,0.0582213483708262,0,0,0,0,0,0,-0.0248754780759302,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,3.46944695195361e-18,0.475311013048685,0,0.146159030862126,0,0,0,0,0,0,0,0,0.0370338990875878,0,0,0,0,0,-0.0366123942319948,0,0,0,-0.0369176264018559,0,0,0.0786229704409041,0,0,-0.0712213471419106,0,0.118591719384164,0,0,0.116207448015116,0.00732897412547484,0,0,0,0,0,0.158016751926421,0,0,0,-0.0223540308128462,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0661974968742333,0,0.194933969666465,0,0.198704997937805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070572809956838,0.143288004093903,0,0,0,0,0,0,0,0.401751215807369,0,-0.0289044182015049,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00902043186845154,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0518207920805825,0,0.563025921921499,0,0,0,0,0,0,0.0206642019380183,0,0,0,0,0,0,0,0,0,0,0,0,0.0328871007738012,0.0473759459347505,0,0,0,0,0,0,0.0528657960459173,0.0268516346241166,0.0341967526832519,0,-0.106996569444139,0,0,0.105554358540047,0,0,0,0,0,0.226437635748439,0,0,0,0.0199355214623635,0,0,0,0,0,0,0
X600019.SH,0.130798837280377,0,0,0,0,0,0,0,-0.0464304652948324,0,0,0,0.0075853539707421,0,0,0,0,0.220770644590586,0,0,0.0100139660493974,0,0,0,0,0,0,0,0,-0.00157850484518662,0,0,0,0,0,0,0.126851254229641,0.0329737064067202,0,0,0,0,0,0,0.0755222753665083,0,0.140649146421002,0,0,0,0,0,0,0,0,0,0,0,0
