,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X601992.SH,X600157.SH,X600362.SH,X600111.SH,X600299.SH,X600188.SH,X601158.SH,X600623.SH,X002466.SZ,X000027.SZ,X600583.SH,X600352.SH,X000539.SZ,X600309.SH,X600660.SH,X600160.SH,X000630.SZ,X000792.SZ,X600098.SH,X000709.SZ,X000883.SZ,X000898.SZ,X600021.SH,X000060.SZ,X002470.SZ,X600547.SH,X600578.SH,X600489.SH,X002004.SZ,X600863.SH,X300072.SZ,X600315.SH,X000629.SZ,X600022.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.477280915312464,0,0,0,0,0,0.0934294072737723,0,0,0,0,0,0.0186474576137597,0,0,0,0,0,0,0.09432608462033,0,0,3.46944695195361e-18,0.000182964210474531,0,0,0,0,0.0130494871171755,0.0575141499950783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109204322429303,0,0.00421040187521264,0,0,0,0,0
X600028.SH,0.568983860175446,0,0,0,0,0,0,0.00610889923164567,0,0,0,0,0,-0.0189058415456424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.00321616882403406,0,0.0244396761447764,0,0,0,0,0.0566741229999369,0,0,0,0.0429816733744006,0,0,0.0162870512216132,0,0,0,0,0,0.00517293493620616,-0.00123835224619405,0,0,0,0,0,0
X601088.SH,0,0,0,0.393227369157611,0,0,0.24966637802469,0,0,0,0,0,0,0,0.0462469948835407,0,0.0135850139483292,0,0,0.0628232008645707,0,-0.0566692901638107,0.0247281111932645,0,0.113063677249611,0,0,0,0,-0.0350875758970421,0,0,-0.0370499845296253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194479929700075,0.0217894535479911,0,0,0,0,0
X600011.SH,0,0,0.26298374427872,0,0,0,0,0,0,0,0.395950199375715,0,0.198119971441899,0,0,0,0,0,-0.00164968037731128,0,0,-0.045053861409854,0.0164275954668791,0,0,0,0,0,0,0,0,0,0,0,0.187124535787722,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0166704498250446,0.00459138957308654,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2501801602355,0,0.208162172492185,0,0,0.0749260516566468,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.042026990089021,0,0,0,0.124403390485891,0,0,0,0,0.0233447466445809,0,0.180017922227317,0,0,0,0,0,-0.00965630591762574,-0.00561393355912538,0,0,0,0,0,0
X600019.SH,0,0,0,0.0137619499323837,0,0,0,0,0,0,0,0,0,0.0042887124178309,0.146166295521787,0,0.0864571192822864,0,0,0.0359907512564244,0,0,0,0,0.0423791321156269,0,0,0,0,0,0,0.0206267280842865,0,0.186972722800792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00787826980276425,0,0,0,0,0,0,0
X600585.SH,0,0,0.346842557636523,0,0,0,0,0,0,0,0,0,0,0.146834632513933,0,0,0,0,-0.0554304875755274,0,0.00339249608130847,0,0,0,0,0.0278256219541767,0,0.118945064453985,0,0.0111273946976934,0,0,0,0.0525454979086032,0,0,0,0.0556934979558946,0,0,0,0,0,0,0,0,0,0,0.0658372515479373,0,-0.00976108623828174,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.451114885428138,0,0,0,0,0,0.115124233063822,0,0,0.0226046592811773,0,0.141381491023625,0,0,0,0.161011063114491,0,-0.0376098378233165,0,0,0,0,0,0,0,0,0,0.130569541016924,0,0,0,0.0913145467834113,0,0.00654619109553286,0.0157153739126707,0,0,0,0,0,0,-0.00964467735030565,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0179983464507018,0,0,0,0.0792553823757481,0,0,0,0,0,0,0,0.0131275760439363,0,0,0.0531266132385464,0.0735774314429233,0,0,0.0143672371715447,0,0,0,0,0,0.0815277593403549,0.177041575315083,0.0173547889607992,0,0,0,0,0,0.0965161525120266,0,0,0,0,0,0,-0.000786937428464621,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0588441182336604,0,0,0,0,0,0,0,0.0709272613135922,3.46944695195361e-18,0,0.0136892609932713,0,0.0805977914030321,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0608918884134576,0.00480706907658785,0,0,0,0,0,0,0,0,0.0875867715840863,0,0.135081358128438,0,0,0,0,0.585256385848697,0,0,0,-0.0119082568450335,0.0122346509935257,0,0,0,0,0,0
X601991.SH,0,0,0.0575850996782266,0.415690070312195,0,0,0,0.169686184194807,0,0,0,0.0682745747698041,0,0,0,0,0,0,-0.0192625673138173,0.156757361505259,0,0,0.0114352282603436,0,0,0,0,0,0,0.00139246982955479,0,0.00447522473464027,0,0,0.0489358773857844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.127258161024792,0,0,0,0.0112268738475233,0,0,0.113101222129258,0.175770431306647,0,0.070602801420936,0.0590261825564946,0,0,0.203381132665427,0,0,0,0,0,0,0.103129490969146,0,0.160529436491321,0,0.0599199445548164,0,0,0,0,0,0,0,0,0,0,0,0,-0.00487032968005804,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.17101196462875,0,0,0,0,0.311797806359768,0,0.133347479734458,0.209281502267648,0,0,0.0568773472256609,0,0,0,-0.0150405140320335,0,0,0,0,0,0,0,0.0477813096534321,0,0,-0.0422431246755917,-0.0233438827590482,0,0,0,0,0.0352047676262787,0,0,0,0,0,0,0,0.0164678623259913,0,0,0,0,0,0,-0.0294168575589973,0.00455928506674185,0.0432110035179936,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.431322328648962,0,0,0,0,0,0,0,0,0,0.548943551631888,0,0,0,0,0.0588975577417421,0.196114860784885,0,0,0,0,0,0,-0.0301416896454637,0,0,0.0621684916388858,-0.055096419677968,0,0,0,0,0,-0.303931049116209,0,0,0,0,-0.244996196029173,0,0,0,0,0,-0.238318785074921,0.115541916123321,0,0,0,0,0,0
X601992.SH,0,0,0,0.292427846150473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305242923300208,0,0,0.0119037643483631,6.93889390390723e-18,0,0,0.052299152630071,0,0,0,0,0,0,0.181688129794771,0,0,0,0.0128758846551893,0,0,0,0,1.73472347597681e-18,0,0.185824320651565,0.138251550548441,0,0,0,0,0.00262680644170002,0,0.0660619956429015,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.287591807267793,0,0.134087655215934,0,0,0,0,0,0,0,0,0.00447294577061161,0,1.73472347597681e-18,0.117585339866124,0,0,0,0,0,0,0,0.137360781794846,0,0,0,0,0,0,0,0,0,0.0278888207282052,0,0,0,0,0,0,0,0.182662273881202,0,0,0,-0.0112168814406481,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.104966626645798,0,0.00753649618395413,0,0,0,0,0,0.14272429853502,0.101337259649619,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117707361855566,0,0.184706418038876,0,0.135113266812257,0,0,0,0,0,0,0,0,-0.0127200431481177,0.0370178940840893,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0565108895353725,0,0,0,0,0,0,0,0,0,0,0.00674630113140844,0.0814725298384205,0,0.0668264536733282,0,0.138444972319511,0,-0.0454303951131076,0,0.127139460926668,0,0,0,0,-0.041003994301262,0,0,0,0,0,0,0,0.374340333363233,0,0,0,0,0.02079375361526,0,0,0,0,0,0,0,0.0338222897863522,-0.018360458929718,-0.105957787685554,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0629649672380514,0,3.46944695195361e-18,-0.00451058039884227,0.00892037677145412,0,0,0,0,0,0.208802704461298,0,0,0,0,0,0,0.437751702777465,0.129519084760354,0,0.143240535671044,0,1.38777878078145e-17,0.192015488066419,0,0,-0.0776225095997204,0,0,0,0,0.023705957132839,0.0100615174248882,0,-0.0196053829861872,0,0,0,0
X600188.SH,0,0,0,0,0.0800991037915584,0,0,0,0,0,0,0,0,0,0.0545156900122759,0,0.260679976506834,0,0,0,0,0,0,0,0,0,0,0,0,0.0793201057026483,0.00942492218962884,0.032347659915556,0,0,0.294018787912029,0,0,0.0985136179148906,0,0,0,0,0.133706389950635,0,0,0,0,0,0,0,0.0203036466860141,-0.0306652847025706,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.0220031977516129,0,0,0,0.306977874016024,0,0,0,0,0,0.308325455632417,0,0,0,0,0,0.323894086591938,0,0,-0.20724956504279,0,0,-8.67361737988404e-19,0,-0.24427455887006,0.257939034622942,0,0,0,0,0,0,0.120859606484265,0.0691054681706196,0,0,0,0,0,0,0,0,0,0,-0.0338216833355559,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.106592856262444,0,0,0.260950176010365,0,0,-4.33680868994202e-19,0,0,0,0.155951568493453,0.0248204188036285,0,0,0,0,0,0,-0.0691515383785996,0,0.197314214392904,0,0,0,0,0,0,0,0,0.114985681513057,0.307109103373948,0,0.0592039836731184,0,0,0,0.107023294357861,0,0.0420178264796522,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.060224239839964,0,0,0,0,0,0,0,0.00198223199619562,-0.11519150137603,-0.704104031352634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585721899714533,0,0.607087471975764,0,0,0,0.106845714101103,0,0,0,0.29538901795419,0,0,0,0,0.696571379768889,0,0,0,0,0,-0.00395295326503199,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.118994294481093,0,0,0,0,0.220159866328524,0.0167859451202903,0,0,0,0,0,0,0,0.241970111198026,0,0,-6.93889390390723e-18,0,0,0,0.0327351700445553,0,0,0,0,0,0.136031118169208,0,0,0,0,0,0.0811176368620039,0,-0.0456501590582537,0.0292439716383016,0,0,0,0,0,0
X600583.SH,0,0,0.120816782458373,0,0,0,0,0,0,0,0,0.214283004810469,0,-1.73472347597681e-18,0.0649429169991263,0,0.0428219859588961,0.00845690440920773,0,0,0,0,0,0,0,0,0,0,0,0.108962860271169,0,0,0,0,0,0,0,0,0,0,0,0,0.144574695629539,0,0,0,0,0,0,0,0.00832402586559716,0,0.0281412287254825,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702378436235824,0,0,0,0,0,0,0.0880824751157532,-4.33680868994202e-19,0,0,0,0,0,0,0,0.160780419623638,0.521681561449738,0.0621934798749804,0,0,0.00924118488364321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164691231232816,0.00482022725087635,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127157019371398,0.249422968917056,0,0,0,0.037352615288386,0,0,0,0,0,0.10719365083649,0,0,0.0618196948166627,0.352811019892471,0,0,0,0,0,0,0,0,0.00452717826587713,0,0,0,0,0,0,0,-0.0168337169163039,0,0,0,0,0,0,0
X600309.SH,0,0,0.123451650503367,0.00529283522745703,0,0.0475746759151425,0,0,0,0,0.0768290691417999,0,0.121539793519866,0,0,0,0,0,0.137473734658436,0.0207157810277625,0,0,-0.0441192274948917,0.0536924309662199,0,0,0,0,0,0,0,0.0197935134562565,0,0.0888553289391566,0,0,0,0,0.114719454822151,0,0,0,0,0,0,0,0,0,0.109947965721792,0,-0.0130085012620009,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.122087177024277,0,0,0,0,0,0,0,0,0.100524564473109,0,0.108644554706951,0,0,0,0,0,0,0,-0.0335219145812986,0,0,0.0842746909177745,0,0,0,0,-0.0447409824621605,0.0320921998793592,0,0,0,0,0,0,0.0471710020003897,0,0,0,0,0,0.0601340932432748,0,0,0,0,0,0,0.00355786169426287,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0.30884830853882,0,0,0,0,0,0,0,0,0,0,0.0323713006308873,0,0.0177595319676516,0,0.080178831785071,0.121459204980428,0,-0.0200103574191755,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417648650945984,0,0,0,0,0,0,0,-0.12573505303577,0,0,-0.0313850444633476,0,0,0,0.0587721091541184,0,0,-0.097756727504286,0,0,0,0,0,0,0,0,0,0.38403294655695,-0.0966681368163031,0,-0.0779031657288817,0,0,0,0,0.0412106034350277,0.0200138967740201,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0961214548167729,0,0.0210810783879753,0,0,0,0,0,0.0940138735241187,0,0.0459535513389109,0.100046432171887,0,0,0,0,0.337971269808108,0,-0.126441056485953,0,0,0,0,0,0,0,0.212688845107354,0.000472994281566764,0,0,0,0,0,0,0,0,0,0,0,-0.0227745052601876,0.0959392411644002,0,0,0,0,0,0
X600098.SH,0,0,0,0,0,0,0,0,0,0,0,0.00626982689908277,0,0,0,0,0,0,0.119329458050731,0,0.170221424176475,0.283689762864875,0.0156369788929672,0,0,0.148225639799175,0,0,0,0.0560776340513412,0,0,0,0,0,0,0,0,0.0243032289592019,0,0,0,0.114094630990538,0,0,0,0,0,0.0964595609574515,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125709937002612,0,0,0,0.182502287743088,0,0,0,0,0,0,0.33410661510893,0,0,0,0,0,0,0,0,0.0523269713929585,0.122685389796472,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282826797659429,0.00722420995346089,0,0,0,0,0,0
X000883.SZ,0,0,0,0.0266135563289056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292175515105925,0,0,0.0169742097863523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134506767306987,0.330405709499264,0,0,0,0.102750526150662,0,-0.0164493875600639,0.0208067608785301,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.028455297023294,0,0,0,0,0,0,0,0,0,0.172059746545727,0.0930685519509985,0,0,0,0,0,0,0.0201977494209456,0.0148806854007771,0,0,0.0169389011503692,0,0,0.00449077941364479,0,0.084477235557654,0,0.200420693623381,0,0,0,0.0359016818492358,0,0,0,0,0,0,0,0,0,0,0,0,-0.015419061349102,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106849274961837,0,0,0,0,0,0.0874188967543284,0.131558903235362,0.0425762583881983,0,0,0,0,0,0.131370128964296,0,0,0.170525977347643,0.0273196674570521,0,0,0,0.0321682564852881,0,0,0,0,0,0,0.0671000641782046,0,0,0.0946576568986903,0,0,-0.0243463934827273,0.0230404480960022,0,0,0,0,0,0
X000060.SZ,0,0,0,0,0,0,0.0419853847857077,0,0,0,0,0,0,0,0.0210590825997262,0,0.101985481501717,0.198691705181317,0,0.184171355943384,0,0,0.137636780361395,-2.77555756156289e-17,0,0.0813873308059762,0,0,0,0,0,0,0,0.0043199115617749,0,0,0,0,0,0,0,0,0.0544016762864439,0,0.146831652983859,0,0,0,0.186231691737564,0,0,0,0,0,0,0,0,0
X002470.SZ,0,0,0,-1.38777878078145e-17,0.0735015059575033,0,0,0,0,0,0,0.197789304299103,0,0,0.0295804497417941,0,0,0,0,0,0,0,0,0,0,0,0,0.283684766346252,0,0,0,0.0158857037923267,0,0,0,0,0,0,0,0,0,0,0.0282815530001739,0,0.239334582812558,0,-0.0707263931840339,0,0,0,0,0.0358421312222027,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228796113140159,0,0.0272437390737173,0,0,1.73472347597681e-18,0,0.0787652083578412,0,-0.00741615766680105,0,0,0,0,0,0,0,0,0,0,0,0,-0.0564259898108793,0,0,0.602260621653454,0,0,0,0,0,0,0,0,-0.00913910172824163,0,0,0.0734399874700362,0,0,0,0
X600578.SH,0,0,0,0,8.67361737988404e-19,0,0,0.252946952582828,0,0.0417969112705366,0,0,0,0,0,0,0,0,0,0,0.0582803847537545,0.040413131870154,0.019179792597656,0.118471803821703,0,0,0,0,0,0,0,0,0.123650932735145,0,0,0,0,0,0,0,0,0,0.0587654910729532,0,0,0,0,0,0,0,-0.0266515024311976,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0.188106982000895,0,0.143186801161596,0,0,0,0,0,0,0.0799056316555841,0,0.0615453588813994,0,0.0101513108534458,0,0,0,0.0338727054589502,0,0,0,0,0.0255696214442412,0,0,0,0,0,0,0,0,0,0.297373529491532,0,0,0,0,0,0,0,0,0,0,-0.00285047876859563,0,0,0,0,0,0,0
X002004.SZ,0,0,0,0,0.0283241217566745,0,0,0,0,0,0,0,0,0,0,0,0,0.223439705481857,0,0,-0.18405673931412,0.159021222220912,0.0230254006212688,0.388102075875215,0,0.0782341481199546,0,0,0,0,0.228650201950592,0,0,0,0,0,0,0,0.14956691731551,-0.050598853789948,0,0,0,0.0575897324324852,0.209472927066163,0,0,0,0,0,4.33680868994202e-19,0.0448612208000399,0,0,0,0,0,0
X600863.SH,0,0,0,0,0,0,0,0,0,0,0,0.100493941224425,0,0,0.0469571270811956,0,0,0,0,0,0,0,0,0,0,0.135331218875654,2.77555756156289e-17,0,0,0,0,0,0,0.133984164867342,0.140547023740726,0,0,0,0,0,0,0,0.0727881736066422,0,0.141373996797801,0,0,0,0.0661832264292231,0,0.001578488881092,0,0,0,0,0,0,0
