,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600660.SH,X600886.SH,X601991.SH,X600688.SH,X600362.SH,X600188.SH,X600352.SH,X600795.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X000898.SZ,X002271.SZ,X600489.SH,X600176.SH,X000786.SZ,X600516.SH,X002460.SZ,X000709.SZ,X002466.SZ,X000629.SZ,X600299.SH,X000883.SZ,X601158.SH,X600219.SH,X000553.SZ,X002353.SZ,X600985.SH,X000630.SZ,X000401.SZ,X601699.SH,X600583.SH,X000027.SZ,X600426.SH,X600808.SH,X000825.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00739356339500083,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.00510188041114112,0,0,0.00968580926477782,0,0,0.0428833343527587,0.0289543300476146,0.0404407336898442,0,0,0,0,0,0.0498354575506038,0,0,0,0.0417241801321558,0,0.0232446069876575,0,0.00677984855141564,0,0,0,0,0,0,0,0.000658871980046852,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328195120312768,0,0,0,0,0,0,0,0,0,0.0357698781362191,0,0.0369066793136747,0,0,0,0,0,0,0,0,0.0797099732334452,0.0874721291459992,0,0,0,0.0636918719303069,0,0,0.0134956619419434,0,0,0.0373127866678302,0,-0.0238737091160624,0,0,0,0,-0.0181850575689053,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646138463084321,0.199998720055057,0.00499316280297839,0,0.0755038104415689,0.00797032024577939,0.0316322211883434,0,0,0,0,0,0,0,0.0191159147109489,0,0,0,0.121729433535939,0,0,0,0,0,-0.0570710489556711,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,-0.0148800943109914,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.11452918943495,0,-1.0842021724855e-19,0,0,0,0,0.14408787453874,0,0,0,0.0260104299547202,0,0,0.374447521188427,0,0.0171356789656068,0,0,0,0.0281550628382427,0,0,0,0,0,0,0,0.0102345190243902,0,0,0,0,0.00814397099383773,0,0,0,0.0179479396058537,0,0,0,0,0,0,0,0,-0.00262654558173167,0,0,0,0,0.0284237348788592,0,0
X600019.SH,0,0,0,0,0,0.0270633325174283,0,0,0,0.0166021710513694,0,0,0,0,0,0,0,0.0364471801971589,0,0.178707678760747,0,0.0520591141446851,0,0,0,0,-0.0144551422574318,0,0,0,0,0,0,0,0.14314783075527,0,0,0,0,0,0.0369550327486852,0,0,0,0,0,0,0,0,0,0,-0.00540918549023721,0,0,0,0,0.0201861781416282,0,0
X600309.SH,0,0,0,0.074251437708492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118623212332529,0,0,0,0.0178553513590451,0,0,0,0,0.106128256391038,0,0,0,0,0,0,0,0,0,0,0,0.184804149033744,-3.46944695195361e-18,0,0,0,0,0,0.578232013048673,0,0,0,0,-0.00281179889526909,0.012682470171917,0.0576353053285148,-0.0815200745928121,0,0,0.177047980574501,0,0
X600011.SH,0,0,0,0,0,0.0955320906409907,0,0,0.0998142218915048,0,0,0,0,0,0,0,0,0,0,0,0,0.0706268910663123,0,0.143473798801514,0,-0.192499642670615,0,0,0,0,0,0,0,0.0547535128711083,0,0,0,0,0,0.0209609298746905,0.238137629104845,0,0,0,0,0,0,0,0,0,0.0686899980199389,0.00614968058470766,-0.0207278613787883,0,-0.32479637713907,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.119375766409862,0,0.0559750662933164,0,0,0,0.0438934844757135,0,0,0,0,8.67361737988404e-19,0,-0.0732249135026104,0,0.0114697343487472,0,0,0,0,0.813614191262187,0,0,-0.0204953671421289,0,0,0,0,0,0,0,0,0.0939949056322159,0,0,0,-0.104448121103527,0,0,0,0,0,0,0,0.0328477621224416,-0.0954997320790601,0.103387378294479,0,0.161204830584293,0,-0.0725218238011948,0,0
X600010.SH,0,0,0,0,0,0,0.36272825263649,0,0,0,0,0,0,0,0,0.359810006804372,0,0,0,0.0598673908840186,0.0801550409949484,0.00400150496639629,0,0,0,0,0,0,0,0,0,0,0,0,0.157042838651909,0,0,0,-0.0587411296230753,0,0.137842524283022,0,0,0,0,0,0,0,0,0,0,0,-0.0785690616440867,0,0,0,-0.01059816250985,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.187452628525547,0,0,0,0,0,0,0.471850100173724,0,0,0,0.0161152864785231,0,0,0,0,0,0,0,0,0,0.0123950850333773,0,0,0,0,0,0,0,0,0,0.00877128178342328,0,0,0,0,0,0,0.0607095880801372,0,0,0,0,0.0147034457411141,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122625388739525,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.205286941595824,0,0,0,0,0,0.275159231072387,0,0,0.00306125631890681,0.0157311769992606,0,0,0,0.00934637570577692,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.103368486632867,-0.0275595655493595,-8.67361737988404e-19,0,0.164476755435449,0,0.0773633610815825,0,0.0298236946637264,0,1.73472347597681e-18,0,0,0,0,0.0147768164766663,0,0,0,0.0701034215032088,0.0397787446054121,0.0184381361495161,0,0,0,0,0,0,0,0,0,0,0.00330914980139217,0,0,0,0,0.0230602703811351,0,0
