,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600352.SH,X601600.SH,X600547.SH,X601898.SH,X600660.SH,X000723.SZ,X601991.SH,X600688.SH,X600886.SH,X600188.SH,X600362.SH,X600795.SH,X600516.SH,X601992.SH,X600027.SH,X600801.SH,X000898.SZ,X002466.SZ,X600111.SH,X600176.SH,X600299.SH,X002460.SZ,X000709.SZ,X000990.SZ,X000786.SZ,X600219.SH,X000629.SZ,X002271.SZ,X000553.SZ,X002110.SZ,X600808.SH,X000825.SZ,X600489.SH,X601158.SH,X600583.SH,X600985.SH,X600157.SH,X000630.SZ,X000883.SZ,X600426.SH,X600339.SH,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0330449422265548,0,0.0269791537287988,0,0,-0.00792637003211699,0,0,0,0,-0.0116768485283673,0,0,0,0,0.120754427357338,0,0.0124485529464903,0,0,0,0,0,0.0394411063783923,0,0,0,0,0,0.0278790799235346,0,0,0,0,0,0,0,0,0,0,0.117709996680248,0.00682890021053483,0,0,0,0.0124418143378221,0,0,0,-0.0182469871231313,0,0,0,0,0,0
X600028.SH,0,0,0.0807006401716821,0,0,0,0,0,0,0.0745581954143886,0,0,0,0,0,0,0,0,0.0565021618945839,0,0.0547997223814001,0,0,0.0281121056764962,0,0,0,0,0,0,0,0,0,0,0,0.0375480696655585,0,0,0,0,0,0,0,0,0,0,0,0.0796420996873214,0,0,0,0,-0.0181438561813168,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0487722213338481,0,0.129305856990112,-0.152656734407783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318244866565759,0,0,0.0474172538765758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359143880384015,0,0,0,0,0,0,-0.00930152082232163,0,0,0,-0.079688593891886,0,0
X600585.SH,0,0,0,0,0,0.089630402611792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485107814057774,0,0,0,0,0,0,0,-0.010328751038687,0,0,0,0,0,0.0491429299522965,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144533262330083,0,0,0,0,0.000766378144915082,0,0
X600019.SH,0,0,0.0156088347939299,0,0,0.0816155889830517,0,0.109257909579803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695966373411472,0,-3.46944695195361e-18,0.107643619724979,3.46944695195361e-18,0,0,0,0,0.0520520907814439,0,0,0,0,0.134340657574042,0,0,0,0,0,0,0.0315839458824244,0,0,0,0,0,0,-0.00346460756620835,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.0443960564156015,0,0,0,0,0,0,0,0,0,0.12613608156054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00807968304239838,0.0544898797349954,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362449892063464,0,0.47274456776624,0,0,0,-0.0192208091632586,0.0516560179840433,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768621756622699,0,0,0,0,0,0.435613803689021,-0.089200136681821,0,0.530796937733812,0,0,0,0,0,0,-0.0204766595395693,0,0,0.052357621896244,0,0,0.016304586330342,0,0,0,-0.041996167001644,0,0,0,0,0,0,0,0,0,0,0,0.00409226173082528,0.0453408493487322,0,0.0290131073258237,0,-0.0100677345316905,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0176733534814776,0,0,0,0,0,0,0,0,0.0196227944725726,0,0,0.0054656356064559,0,0,0,0,0,0.295410036964659,0,0,-1.0842021724855e-19,0,-0.0324853282319976,0,0.261088221229824,0,0,0,0.00511430933853758,0,0.183189213559231,0,0,0,0,0.097701672972073,0,0,0,0,0,0,-0.00269211886231686,-0.0386533058366071,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000753322497845587,0,0,0,0,0,0,0.0700584530088146,0.0299314630609422,0,0.13764878736608,0,0,0.150712423691397,0,0.093801558241923,0,0,0,0.0667505828811198,0,0,0.101480464121283,0.0312484108466255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101422746024108,0.0151062155252518,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113529773159616,0,0,0,0,0.169773951419008,0,0,0,0,0,0,0.0233652888905793,0.0656581393426732,0,0,0.066382657051138,0,0,0,0.360917410322107,0,0,0,0,0,0,0,0,0,0.00985137514267019,0,0,0,0.182942637627784,0.0213742658904358,0,0,-0.00753579661469456,-0.0187991230815258,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0285900881041589,0.00256119067907142,0,0,0,0,0.0149873111356031,0,0,0,0,0,0,0,0,0,0,0,-0.0124234253177011,-0.0517678187151629,0,0.05405864095659,0,0,0,0,0,0,0.0182135193561886,0.0185381442188503,0,0,0,0.960867179157588,0,0,-0.0326891199130196,0.0459151027002646,0,0,0,0,0,-0.0938183758479176,-0.0029979950014378,0,0,0,0,0,0,0
X601898.SH,0,0,0.0262863483988581,0,0,0,0,0,-0.00249761844952413,0.185527201042069,0,0,0,0,0,0,0,0.0670558414098795,0.283976470418984,0,0,0,0,0,0,0,0.00217813055882389,0,0,0,0,0,0.0110664037275666,0,0,0,0,0,0,0,0,0,0,0.00448367503904831,0,0,0.025001354838463,0,0,0,0,-0.00406459107706519,0,0,0,0,-0.0244577000976328,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626586332256259,0,0,0,0,0.00249760513797581,0,-0.0951180010759228,0,0,0,0,0.109669715057692,0.061224684043002,0.0433011626576772,0,0,0,0.0435460105529652,0.223222258069074,0,-0.0344550643626679,0,0,0,0,0,0.0354458880587026,0,0,-0.0142954624976081,0,0,0,0,0,0,0,-0.00963066796602593,0.0196987857013974,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0.596406314048572,0.166352394491999,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.235849066318371,-2.77555756156289e-17,0,0,0,0,0,-0.0172927805050239,0,0,0,0,0,0,0,0,0.389821823945607,0,0,0,0,0,0,0.327893074373099,0.241046509202827,0,0,0,0,0.0445899545121001,0,0.00157364442615825,0.0576448468431294,0,0,0,0.127121641102249,0,0
X601991.SH,0,0,0,0,0,0,0,0.150318145723836,0,0.14829157335197,0,0,0,-0.00538783316269609,0,0,0,0,0,0.163928856898983,0,0,0,0,0,0,0,0,0,0,0,0.0233088144372301,0,-1.73472347597681e-18,0,0,0.0373662936992298,0,0,0,0,0,0,0,0.0428289682995853,0,0,0.0248207923676209,0,0,0,-0.00164016723422648,-0.0229684130561514,0,0,0,-0.0126824248058642,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.000874210463129797,0,0,0,0.0128258815240941,0.115653148821061,0,0,0,0.111272778762344,0,0,0,0,0,0,0,0,0,0,0,0,0.0159824917232031,0,0,0,0,0,0,0,0.0339006247721634,0.0228278225311784,0.00747419188402643,0.0344556058083692,0.185314108823822,0,0,0,0,0,0,0,0,-0.0209565298258905,0,0
X600886.SH,0,0,0.0105291443426749,0,0,-0.00657527840798432,0,0,0,0,0,0,0,0,0.0995710545065995,0,0,0,0.0680897761956315,0.0539200819467387,0.0631673857458628,0,0,0,0,0,-4.33680868994202e-19,0,-0.0407370553193254,0.00957796148046719,0,0.00788947392945203,0,0,0,0,-0.0481637877883274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00337572093586064,0,0,0,0,0.0391366202722987,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206904441281235,0,0,0,0,0,0,0,0.152663115531206,0.0149849594975378,0,0.0176702486186781,0,0,0.130621441929833,0.0205577445826734,0.0283435059541685,0.0226798526499065,0,0.0800758511681717,0,0.0835535403588132,0,0,0,0,0.0187663137416931,0,0,0,0,0,0,0.00183986579577912,-0.0216130624170465,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.143802511126757,0,0.170997834682696,0,0,0,0.00687971875604644,0,0,0,0.00527865775457322,0,0,0,0,0,0,0,0.00757176124287653,0.188117435384024,0,0,0,0,0,0,0,0,0,0,0.0429377713255335,0,0,0,0,0,0,0.0388263335983672,0,0,0,0.117255522539392,0,0,-0.033640672876972,-0.00271769182081381,0,0,0,0,0,0
X600795.SH,0,0,0.119571057474994,0,0,0,0.417143217839661,0,0,0,0,0,0,0.0362764432039474,0,0,0.167552686407304,0,0,0,0,0.102806178130267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128445564054736,0,0.0750900324024866,0,0,0,0,0,0,0.0233136103167143,-0.00834680124671633,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0.0305940095059273,0.120481468063093,0,0,0,0,0,0,0,0,0,0.0131486858925778,0,0,0.0651508290992764,0,0,0,0,0.0376214563949107,0.120200651074961,0,0.315172360394429,0,0.0214071948520287,0,0,0,0,0.000836248561129595,0.120306439826068,0,0,0,0,0,0,0,0,0,0.00649978838304961,0,0,0,-4.33680868994202e-19,0.0651062358138646,0,0,0,-0.0708072582001616,0,0
X601992.SH,0,0,0,0,0,0,0,0.0424871110489686,0,0,0,0,0,-0.0497869975898351,0,0,0,0,0.095703228572313,0,0,0,0,0,0,0,0.104284440600433,0,0.0844673160930558,0.0434670588693429,0,0.0527060353774973,0,0.261138347571495,0,0.0810745798633335,0,0,0,0,0,0,0.267715059795027,0,-0.0748127086836264,0,0,0,0,0,0,0.0228995156263221,0,0,0,0,-0.0199316083322564,0,0
X600027.SH,0,0,0.13255695489019,0,0,-0.152074787242176,0.438747653844738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652621229940647,0,0,0,0,0.0293512282996259,0,0.220813933477572,0.0176182884925107,0,0,0,0,0,0,0,0,0,0,0,-0.110028736477667,0,0.0176303756058077,0.0674378836135514,-0.12198896246192,0,0,0,4.33680868994202e-19,0,0,0,0,0.0785904371499359,0,0
X600801.SH,0,0,0,0.448402688623032,0,0,0.0143476188576434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194109382035156,0,0.0795741225428003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196339950072413,0,0,0,-0.016966902461812,0.0549488868380246,0,0,0,-0.00991590321095724,0,0
X000898.SZ,0,0,0,0,0,0.119607723529865,0,0.000378145170740557,0,0.187784933449225,0,0,0,0,0,0,0,0.181956671871353,0,0,0,0,0,0,0,0,0.0830761005335794,0,0,0,0,0.00210241114395172,0,0,0,0,0,0.0666513301754383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00404881387309628,0,0
X002466.SZ,0,0,0,0,0,-0.012315640222833,0.0364745122279673,0,0,0,0,0,0,0.0202805114845275,0,0,0,0,0.143316134388278,0,0,0,0,0,0,0,0.0128845212841994,0,0,0.633270514239808,0,0,0.0420110571419095,0,0,0,0,0,0,0,0,0,0,0,0.031706998957232,0,0,0,0,0,-0.0677619594651959,0.0197392909737376,-0.0325080186636138,0,0,0,0.00674390587231464,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.247795194978742,0,0,0,0.36726895111614,0.0158603184595901,0.208360287616975,0,0,-0.0205108411048219,0,0,0,0,0,0.224999867838795,0,-0.02765166564817,0,0,0,0,0,-0.0369548197239085,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00569787527422429,0.0227174132030752,0,0,0,-0.0124591448744584,0,0
X600176.SH,0,0,0,0,0,0.0393705430475861,0,0,0.0279015511863242,0,0,0,0,0.0412320141997618,0,0,0,0.0437558451107239,0,0,0.0162327833184418,0,0,0,0,0,0,0,0,0.0673278537090131,0,-0.0410418964938031,0.220750564109849,0,0,0,0.189496113254137,0.115882205156471,0,0,0,0,0,-0.0598678223138861,0,0,0,-8.67361737988404e-19,0,0,-0.0387844867867015,-0.00806831850465356,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0.0271263895101978,0,0.299895055179613,0,0,0,0,0,0,0,0,0,0,0,0.0745992739266525,0,0,0,0,-4.33680868994202e-19,0,0,0,0.107395230027801,0.100969070992585,0,0,0,0,0,0,0,0,0,0,-0.00112567363846323,0.0724392305025593,0.0316218214796544,0,0,0,0.148169420442273,0,0,-0.0506425244692745,0,0,0,0.0193818460062133,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11180701812821,0.0303422959936723,0,0,0,0,0.775641482746053,0,0.0816747622532643,0,0,0,-0.023838615590634,0.0461862629272115,0,0.176024433496749,0,0,0,0,0,0.309995493526487,0,0,0,0,0,0,0,0,0,0,0.00460359735372536,0.0565783423517801,0,0,0,-8.67361737988404e-19,0,0
X000709.SZ,0,0,0,0,0,0,0,0.0226425562019557,0,0,0,0,0,0.0409809358151033,0,0,0,0,0.307359620068383,0,0.0264965497162739,0,0,0,0,0,0.134890112275222,0,0,0.021526633296227,0,0,0,0,0.0218512984191036,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,-0.0479645202382235,-2.16840434497101e-19,0,0,0,0,0,0
X000990.SZ,0,0,0,0,-0.0687079060651332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705132310988216,0.273399691313851,0,0,0,0,0,0.136458623406331,0.265926333416391,0.172630744593203,0,0,0,0,0,0,-0.0783607531203478,0,0,0,0.686118011662333,0,-0.100408222147881,0.0249533290709973,0.0463097107355784,0,0,0,-0.218003830761192,0,0
X000786.SZ,0,0,0,0,0,0.217986612036954,0,0,0.0317124972757994,0,0,0,0.0522161952871814,0.00971839906853887,0,0,0,0,0,0,0,0,0,0,0,0.438849619172278,0,0.146478652303684,0.0278363406320854,0,0,-0.0842679915596655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156228049174051,0,0,0.0961603397051543,0.0523318575989561,0,-0.0494700482204053,0,0,-0.170204591133267,0,0,0,0
X600219.SH,0,0,0,0,0,0,0.0608220914402931,0.204187420090481,0,0.324735896590303,0,0,0,0.0030476465979004,0,0,0,0,0.151608105794532,0,0,0,0.0541668224458609,0,0,0,0,0,0,0,0,0,0,0,0.0359583152104871,0,0,0,0,0,0,0,0,0,0.00864607734939583,0,0.10291731640274,0,0,0,0,-0.0134294047275969,0,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319904086417524,0,0,0,0,0,0.0320344847798605,0,0,0,0,0,0,0,0,0,0.129283348949173,0,0.0235952018702003,0,0,0,0,0,0,0,0.356456093420419,0.357308689252401,0,0,0.0210117416441211,0.0864314118032382,0,0,0.165001226970443,0,0,0,0.021573172537843,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455376436130679,0,0,0,0,0.0638265038537278,0,-0.189635960208018,0,0,0.0952229399232355,0,0,0,0,0,0,0,0.0588803346819438,0.06033165506536,0,0,0,0.0772736948250937,0,0,0,0,0,0,0.228774777388357,-0.0181631911200351,0,0,0.425381331521055,0,0,0,-0.0106647971394845,0.0124930719935926,0,0,0,-0.00359133336067446,0,0
X000553.SZ,0,0,0,0,0,0,0,0,0.2105443771174,0,0.0352047597337693,0,0,-0.0339126652625512,0,0,0,0,0,0,0.098758004533222,0,0,0.0574197856373054,0,0,0.0550478989427783,0.0261100148788685,0.0760310193867176,0.0345002461948937,0,0.0646212586763225,0,0,0,0,0,0,0,0,0,0,0,0.252625692312016,0,0,0,0.0302307968194538,0,0.0890942118909351,0,0.00987781787169551,0,0,0,0,-0.0624541462302789,0,0
X002110.SZ,0,0,0,0,0,0.149693517404106,0,0,0,0,0,0,0,0.194477156327845,0,0,0,0.0370667504870042,0,0,0.0379030062685431,0,0,0,0,0,0,0,0,0,0,0,0.227086283657619,0,0,0,0,0,0,0,0,0,0,0.160938583854969,-8.67361737988404e-19,0,0,0,0,0,0,0.0254328702327815,0.07546063290519,0,0,0,-0.0529516623116842,0,0
X600808.SH,0,0,0.0941932756807282,0,0,0,0,0.206830136743049,0,0.0344837330426297,0,0,0,0,0,0,0,0,0,0,0.0450820984385351,0,0,0.12558800684444,0,0,0,0,0,0,0,0.0116794293403078,0,0,0,0,0,0.0594536203417248,0,0,0,0,0,0,0.028840573980621,0,0,0.0617472548351218,0,0,0,-0.0055882466896618,-0.0155395135251533,0,0,0,-0.0103383925631126,0,0
