,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600795.SH,X002271.SZ,X600362.SH,X600803.SH,X600027.SH,X600426.SH,X601699.SH,X601991.SH,X000983.SZ,X600176.SH,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X000408.SZ,X600219.SH,X600160.SH,X300037.SZ,X000629.SZ,X002080.SZ,X600688.SH,X000539.SZ,X600378.SH,X600985.SH,X600157.SH,X600348.SH,X600612.SH,X000932.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.737810904684436,0,0,0.0535175236477733,0,0,0,0,0,0,0,0,0,0,-0.138168315834112,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.141278056485721,0,0,0,0,0,0.0490882297354362,0,0.0237850358409861,0,0.00448365987471742,0,0,0,0.0162861964221074,0.12827791898723,-0.081118509783823,0,0,0.0843667891420369,-0.0612458079053404,0.177476034914645,-0.254023032426649,0,0,0,0
X600028.SH,0.712457291127923,0,0,0,-0.0934177034941556,0,0,0,0,-0.0787132567568232,0.0894169339546948,0.077062541721998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072305274825812,0,-0.0430534665235453,0,0,-0.083929075320585,0,0,0,0,0,0,0,0,0,0.0372827841636676,0,0,0,-0.00459474077925056,0,0,0,0.0201642562585879,-0.0209770827109889,0,0,0,0,0,0
X601088.SH,0.169154944273546,0,0,0,-0.268418485864004,0,0,0,0,0,0.134096786152537,0,0,0.266323461037109,0,0,0,0,0,0,0,0,0,0,-0.0209743889513629,0,0,0,0,0,0,0,0,0.0707078515150697,0,0,0,-0.0372275805810684,0,0,0,0,0,0,0.228884652705251,0,0,0,0.012094541624782,0,0,-0.00724769296104332,-0.050404229433908,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.120979010698689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.069128994691483,0,0,0,0,0,0.23742579329006,0,0,0,0,0,0.1543410176513,0,0,0,0,0,0,0,-0.00120474136274255,0,0,0,0,0,0,0,0,0,0,-0.0376630463761429,0.0357025115243397,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.406273837357819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116846489931807,0,0,0,0,0.187415472339032,0,0.0639272863999501,0.00619072089612406,0,0,0,0,0,0.043505190397451,0,0,0,0,0,0.0998687063897487,0,0.34282231477958,0,-0.024478995353395,0,0,-0.0222759097104766,-0.0962511934864694,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.293982502086545,0,0,0,0,0,0,0,0,0,0,0,0,0.434268001382738,0,0,-0.0554168956099034,0.170276942794578,0,0,0.00938036066854715,-0.143334203622108,0,0,0,0,0,0,0,0,0,0,0.103245666726825,0,0,0,0,0,0,0,0,0,0,0,-0.0210722562267428,0,0,0,0,0,0
X600585.SH,0,0,0,0.138279284321452,-0.012385227784096,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.350024036820539,0,0.0472022497488292,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0824356212140252,0,0,-0.0153321661990086,0,-0.0220390861904848,0.0582067851985812,0,-0.0167527822056295,0,0.0167754596128952,0,0,0,0,0,0,0,0,-0.00256940776588721,0.015335356637874,0,0,0,0,0,0
X600019.SH,0,0.0884824751256972,0,0,0.0926669339591363,0,0,0,0,0,0,0.0230874442286082,0,0.00613546554271598,0,0,0,0,0,0,0,0,0.079959470385987,1.73472347597681e-18,0,0,0,0,0.0363397928272133,0,0.0797310552575576,0.0493232119227189,0,0,0,0,0,0.0106946909766342,-0.0722082267281291,0,0,0.100898474574095,0,0,0,0,0,0,0,0,0,0.146116056435506,-0.0131433494518619,0,0,0,0,0,0
X002460.SZ,-0.0647159188975396,0,0,0,0,0,0,-0.0478971506667284,0,0.464869893025096,0,-0.0435774416538754,0.146676106580089,0,-0.0815408392345262,0,0,0,0,0,0.050084067796866,0,0,0,0,0,0,-0.0287735217023758,0,0,0,0,0,-0.0116074589643328,0,0.185297281804465,0,0.178262446193964,0,0,0,0,0,0,0,0,0,0,0,0.234425935400295,0,-8.67361737988404e-19,-0.00344514085158394,0,0,0,0,0,0
X002466.SZ,0,-0.065486917897379,0,-0.0797858234294543,0.150375687777245,0,0,0,0.280754184177891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200409156593973,0,0,0,0,0,-0.0972565982798429,0,0,-0.0031798892204283,0,-0.096945300331498,0,0,0,0.0116408957588516,0,0,0.0929071854828172,0,0.171891626778071,0,0,0,0,0,0,0.384109119852348,0,-0.0340485161605672,0.0266783099443968,0,0.470107252480895,0,0,0,0
X601898.SH,0,0.232639176298342,0.0478925913570851,0,0.143209453105812,0,0,0,0.120802961164945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756351490126314,0,0.436876001010872,-0.151158947666507,0,0,0,0,-0.00647731253625072,0.0812928113070272,0,0.0532379446636969,0,0,-0.118724186967548,0,0,0,0,0,0,0,0,0,0,0,0.195095369523662,0.115251227374801,-0.053889620143042,0,0,0,0,0,0
X600547.SH,0.00245068840988604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941463107354544,0,0,0,-3.46944695195361e-18,0.126160189426771,0,0,0,0,0.00852479169746257,0,0,0.588208849277489,0,0,0,-0.0653539881237,0,-0.00861241065741374,0,0,0.00600930854648656,0,0.0905498905025652,0.0149055251717916,0,0,0,0.0189177811024468,0,0,0,-0.0165563738933825,-0.0228731641010687,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.246675786199782,0.106050443597963,0,0,0,0,0,0.0587982863270683,0,0,0,0.0330469327137072,0,0,0,0,0,0,0.0329426377702288,0,0,0,0,-0.00426139491182225,0,0,0,0,0,0.0326852452581111,0.100912013527795,0.0220046787521825,0,0,0.0705583473689959,0,0,0,0,0,0,0,0,0.00335948697654199,0,0,0,0,0,0,0
