,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600309.SH,X600688.SH,X600795.SH,X601992.SH,X601600.SH,X300072.SZ,X600660.SH,X601991.SH,X600188.SH,X600362.SH,X002466.SZ,X600547.SH,X600886.SH,X600027.SH,X600157.SH,X000709.SZ,X600111.SH,X000898.SZ,X600339.SH,X000959.SZ,X600489.SH,X601158.SH,X002460.SZ,X000723.SZ,X600299.SH,X600008.SH,X002271.SZ,X000883.SZ,X600352.SH,X600176.SH,X600219.SH,X000792.SZ,X000408.SZ,X000630.SZ,X600578.SH,X000539.SZ,X000027.SZ,X600583.SH,X000786.SZ,X600808.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0735247241103736,0,0,0,0,0,0,0,0,0,0.0418685133272845,0.193699822126805,0,0,0.0546254689278504,-0.0415684365715563,0,0.00927394865458729,-0.0305288255471032,0,0,0,0,0,0,-0.0457600143575516,0,0,0,-0.012457419606983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0487955597054142,0,0.0413349512143015,0,-0.0146089562378064,0.0126772041608655,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0350010845517239,0,0,0,0,0,0,0,0.0114329545330242,0,0,-0.142596952891348,0,0,0,0,0,0,-0.0255731841432537,0,-0.0909558429588155,0,-0.00623113684043968,-0.0161720305321115,0,0.0195991268300548,0.0841829879174258,0,0,0.0403475773744725,0,0,0,0,0,0,0,0,-0.0320677567914089,0,0,0,-0.00298777236352347,0.00108056174984218,-0.121998694932192,0,0,0,0,0
X601088.SH,0,0,0,0.0122616354026222,0,0,0,0,0,0,0,0,0.0161552452539638,0.0509228804785612,0,-0.0192857314629396,0,0.0241083199285734,0,0,0,0,0,-0.0200190542474119,0,0.093957053976085,-0.0158652746468419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339395023810755,0,-0.0252350866637495,0.00761837935968833,0,0,0,-0.00766489124594878,-0.00323619715241768,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.118658351217015,0.0446573057042209,0,0,0.0801533724983016,0.0492617254348894,0,0,0,0,0,-0.00708674076929878,0,0.31663149309163,0.103168787243358,-0.0471195667534841,0,0,0,0,0,0,0.0922802579795458,0,0,0,0,0,0,0,0,0,0,0,0,0.0276039629300864,0,0,-0.0140467600922194,0.0288069343369738,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202769727816486,0,0,0,0.0175378745244496,0,0.254921654025149,0,0,0,0,0.0543302146222757,0.0960880413978637,0,0,0.069007561002736,0,0,0,0,0,0,0,0,-0.0280274209657348,-0.0281888691063097,0,0,0,0,0,0,0,0,0,0.0194129533457303,0.00414642703113871,-0.0558307999667754,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249442902143831,-0.000121873770274646,-0.0226333208772326,0,0,0,0.41743267237583,0,0,0,0,0,0.0639385371497032,0,0,0,0.0915642896378058,0,0,-0.0274696263132922,0.164069616094567,0,0,0,0,0,0,0,0,0,0,0.0987045682169137,-0.11383882032089,0,0.0980049533172403,0,0.00647738144146076,-0.061034181644473,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.102481318363842,0,-0.0677686014624523,0,0,0.00181850693290893,0,0,0,0,0,0,0.070390240718409,0.127387483807485,0,0,0,0,0,0,0,0.112395225234659,0,0,0,0,0,0,0,0,-0.0688524490679436,0,0.0605695118498491,0.0193601394832834,0,0,0,0,-0.00669345172241827,-0.0238803314612256,0,0,0,-0.0762000731341011,0,0
X601898.SH,0,0,0,0.0148236324575283,0,0,0,0,-0.0171083629947372,0,0,0,0,0,0,0,0.071819798680871,0,0,0,0,0,0,0,0,0,0,0,0,0.212839175023959,0,0,0,0.0106714086747751,0,0,0,0,0,-0.0341261808200235,0,0,0.144729085917023,0.0284388354395072,0,0.116251385994695,-0.0266667069368414,0,0.240593951014283,0,-0.00750993172614379,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.205797905271352,-0.0296147480138756,-0.234362576478783,0.198973197373265,0.219756860191221,0,0.349022977323298,0,0,0,0.173200006879851,0,0,0.0232410770032736,0,0,-0.0193048697531017,0,0,0,-0.0236882044611995,0,0,0.0560253130356872,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0443662618734594,0,0,0.0630253718773719,0,-0.0189194295009649,-0.0262673148389506,0,0,0,0,0,0
X600688.SH,0,0.452391926298131,0,0,0,0.0138647542553436,0.0145335991347631,0,0.0762138840942098,0,0,0.0186144419255326,0,0,0.00252572787456153,-0.0262187351944665,-0.141232562088512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105306195245067,0,0,0,0,0,0,0
