,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X601600.SH,X600547.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X600111.SH,X600176.SH,X600516.SH,X002466.SZ,X000709.SZ,X002460.SZ,X600299.SH,X000629.SZ,X600808.SH,X600352.SH,X600219.SH,X002075.SZ,X300072.SZ,X000825.SZ,X600801.SH,X000786.SZ,X601158.SH,X000553.SZ,X600489.SH,X002110.SZ,X000883.SZ,X600339.SH,X600583.SH,X601699.SH,X000301.SZ,X000408.SZ,X000539.SZ,X600426.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.161165687259891,0,0,0,0.046653458960648,-0.0933925860793058,0,0.193535472724947,0.0394413233116825,0,0,0,0.0856168487968918,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259162409278297,0,-0.0257119224690707,0,0,0,0,-0.0642869170015865,0,0,0,0,0,0,0,0,0.234539953969164,0.0467374893398958,0,0.293371146419757,0,0,0,0,0,0.000405103708126507,0.0542535039715391,0,0,0,0,0,0
X600028.SH,0.236053970559222,0,0,0,0.370442095836359,0.212444401200777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0502260200612385,0.202569757733251,0,0,0.103956389068914,0.044358362954254,0,0,-0.288183204127696,0,0,0,0,0,0,0,0,0,0,0,0,0.0703846301786408,0.111895047248939,0,0,0,0,0,0,-0.10530597668177,0.00716527938187481,0.0288289940992377,0,-0.0281050117449774,0,0,0,0
X601088.SH,0.0174226866246828,0,0,0,0,0,0,0,0.0761839105659398,0,0,0,0,0,0.0466040121124757,0,0,0,0,0.0999946972167344,0,0,0,0,0,0,0,-0.120836877175051,0.0359078943317316,0,0,0,0,0,0,0,0,0,0,0,0.335106986922107,0,0.0519226271170312,0.0467271197215449,0,0,0,0,0,0,0,0.032076763321065,-0.070516026456341,0,0,0,0,0,0
X600585.SH,0,0,0.115365001205463,0,0,0.132607469051107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598429682510207,0,0,0,0.00665706743640802,0.0791763918285265,0,0,0,0,0,0,0,0.105320425282952,0,0,0.456337449197622,0,0,0,0,0,0,0,0,0,0,0.00422597967022766,0,0.150388504845631,0,-0.0614598067134925,0,0,0,0,0,0,0,0
X600019.SH,0,0.0547964302070792,0.15920543085759,0.075191100049105,0,0,0.0100658452677821,0,0,0,0,0,0,0,0.070831222607082,0,0,0,0,0.459327516033293,0,0,0,0.011143816721675,0,0,0,0,0.0101815774819093,0,0.0674384278809797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364843017611638,0,0,0.0216604190096457,0,0,0,0,0.139395346371937,0
X600011.SH,0.00592073986966616,0,0,0.0583577189297838,0,0,0,0.0937205739750081,0,0,0,0,0,0,0,0.0710324648167995,0,0,0.692062222217788,0,0,0,0,0,0.0553055366618062,0,-1.73472347597681e-18,0,-0.0145169169612594,0,0,0,0,0,0,0,0,0,0,-0.216145612049004,0,0,0,0,0,0,0,0,0,0.0101324940742484,-0.0948316696199519,-0.00992050739415699,0.0490532702733684,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.328455991499791,-0.203666284902458,0,0.155000615368001,0,0,0.248828700008158,0,0.36722649455868,0,0,-0.563629829606012,0.0246067514214423,0,0,-0.0289326478991755,0,0,0,0,0.173618958715686,0,-0.308519769452915,0,0.043629846380574,0,0.144797826851219,0,0,-0.178673422174667,0
X600010.SH,0.0890899035518131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.318324116096324,0,0,0.143816544990119,0,0,0,0.0686729849394989,0.034761012498427,0,0,0.0238465945463349,0,0.000524743612633997,0.064521851885643,0,0,0,0,0.0542297342811008,0,0.020751859093366,0,0,0,0,0,0,0,0,0,-0.0111510954074131,0,0,0,0,0,0
X601898.SH,0.123495551824969,0,0,0,0,0,0,0,0,0.108844242361776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243234001074815,0,0,-0.0623018328304664,0,0,0,0,0,0,0,0,0,0,0,0.0566192690642233,0.0446645419899071,0,0.0526473843990512,0,0.354244912309909,0.217307999563457,0,0,0,-0.0121579361249659,0,0,0,0,0,0,-0.096735096893306,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.261048680566043,0,0,0,0.00899854530471536,0,0,0,0,0,0,0,0,0,0,0,0,0.0996423300332815,0,0,0,0,0,0,0,0,0,0,0,0,0.0773582229284962,0.000404637965023256,0,0,0,0,0,0,0,0,0,0.104184185997559,0,-0.0221528083846015,8.67361737988404e-19,0,0,0,0,0,0
