,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600886.SH,X600623.SH,X600157.SH,X600111.SH,X601992.SH,X600299.SH,X600660.SH,X000792.SZ,X002466.SZ,X601158.SH,X000709.SZ,X600309.SH,X000883.SZ,X600578.SH,X000539.SZ,X000898.SZ,X600583.SH,X000027.SZ,X600352.SH,X600547.SH,X600489.SH,X002470.SZ,X000630.SZ,X300072.SZ,X002075.SZ,X000629.SZ,X600098.SH,X000983.SZ,X600176.SH,X000959.SZ,X000012.SZ,X000723.SZ,X600315.SH,X600021.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.244042958711046,0,0,0,0,0,0,0,0.0484651861553813,0,0,0,0.14605968576986,0.0143823940262977,0,-0.0421871995455848,0,0.00534313337392131,0.0465588622402636,0,0,0.0245332812154629,0,0,0,0,0,0,0,0.0109697302509851,0,0.0847960447589394,0,0,0,0,0,0,0,0,0,0.00143757262518715,0,0,0,0.0172969936441002,0,0.00442797251335346,0,0,0.0358832229938769,0.00415751375943889,0,0,0,0,0,0
X600028.SH,0.216428106657564,0,0,0,0,0,0.133043872001809,0,0,0.0314724572548433,0,0,0,0.0376429887687919,0,0,0,0,0.037558640823716,0,0,0,0,0.00372231157031537,0,0,0,0,0,0,0,0.161089043926176,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0349643093367657,0,0,0,-0.0118815438799826,0,0.0173021086510583,0.00602876736261367,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.538414779628128,0,0,0,0,0,0.152063781540291,0,0,0,0,0,0,0,0,0.00287995037556753,0,0,0,0,0,0,0,0.0221223239119359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241138335836524,0.0787146715182109,0,0,0.0362056708403302,0,0,-0.0263647623357355,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0897345585415233,0,0.0291743114297789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307186223783163,0,0,0,0,0,0,0.157414205354217,0,0,0,0,0,0,0,0,0,0.0989827843270675,0.128514055902809,0,0,0,0.00344759112616245,0.0335316559817759,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0601038224906261,0,0,0.247340381381132,0,0,0.0944234156947403,0,0,0,0,0.259095796958286,0,0,0,0,0,0,0.105452046424148,0,0,0,0,0.0105661500406391,0,0,0,0,0,0,0.122494557886533,0,0,0.0336334958659388,0,0,0,0,0,0.0777515307312183,0,0,0.00167824120052293,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0814531539816507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598497879845155,0.0526271188050141,0,0,0,0.53319859659207,0,0,0.0364908944968678,0,0,0,0,0,0,0,0,0.10844429985695,0,0.0788263064129959,0,0.0104902878326355,0,0,0,0,0.00580594920594075,-0.0709599462115163,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0263293265092741,0,0.101446369491409,0,0,0.0724876048242427,0,0,0,0,0,0,0.218172984271937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514734958910614,0.0130184091850335,0,0,0,0,0,0,0,0,0.0386293745442929,-6.93889390390723e-18,0.0970582309395737,0,0,0,0,0,0,0.00504917140555726,-0.00550502065853318,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0122492452774148,0.0945630275692044,0,0,0,0.116686459889931,0.109237807318642,0,0,0.0136461063256377,0,0,0,0.0646897619879655,0,0.0516599728513463,0,0,0.0391045898283433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438652282074663,0.00148253267800886,0,0,0,0.123110155464002,0.157049225032508,0,0,0.022038356480697,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154344226097114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00394177714857668,0.0257800074715353,0,0,0.0537275306431594,0,0,0,0.086391412063237,0.16732488017082,0,0,0.0180943345045644,4.33680868994202e-19,0,0,0.211778695202608,0,0,0,-0.00579262101822658,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.266331487283515,0,0,0,0,0,0.0803558507632301,0.0228489367386191,0,0,0,0,0,0,0,-6.93889390390723e-18,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113555437063067,0,0,0.161803500859181,0,0,0,0.0747500144796157,0,0.0289926310695017,-0.0360867389743003,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0681821005728288,0,0,0,0,0,0,0.114796788677684,0,-0.0130336069043923,0.391721042609377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123396114572911,0,0.0451362811730813,0,0.00731707109916916,0.0406429149263736,0,0,0.0225074888506187,0,0,0.0581387199064953,0,0,0.0692319353386814,0,-0.0116778588924974,-0.00275423262889198,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244808223837877,0,0,0.0082545505540289,0,0.018474524702024,0,0,0,0,0,0,0.236252997965775,0,0,0,0.025223700307202,0,0,0,0,0,0,0,0,0,0,0,0,0.00141401161758936,0,0.233527692022102,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0.00795970925690725,0,0.234393942352082,0,0,0,0,0,0,0,0,0,0,0,-0.0126671955609138,0,0,0,0,0,0.113795196762981,0.0740299761672024,0,0,0,0,0,0,0,0,0,0,0.0921891320275476,0.0968627885230476,0,0,0.0538890644310574,0.0152972545962828,0,0.127692370314228,0.00402199522534731,0,-0.0104765166151084,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.487257764153729,0,0,0,0,0,0,0.0385638198675986,0,0,0,0,0,0,0,0.162712283552497,0,0,0,0,0,0,0,0.1292277401086,0,0,-0.00306174637008904,0,0,0,0,0,0,0,0,0,0,0.0962611647831819,0,0.0588591954279465,0,0,0,0,0,-0.00173805953124672,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.511195930644781,0,0,0.304720460297207,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028725417589613,0.0840835952396313,0,0,0,-0.00985149654938476,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0274551510397752,0.0189468887229837,0,0.038111607445537,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245826161238577,0.0793039859633701,0,0,0.0247855788275939,0,0,0,0,0,0,0,0,0.132807890412327,0,0,0.101238044593448,0.0180271784564165,0,0,0,0,0,0.00305362751748449,0,0.0489865828391488,0.100832672968353,0,0,0,0.00730714033266931,0,0.135861318959675,0.0224215213275567,0,0,0,0,0,0,0,0,0
