,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600352.SH,X600362.SH,X600795.SH,X600188.SH,X601992.SH,X600027.SH,X000898.SZ,X600516.SH,X600111.SH,X002466.SZ,X000723.SZ,X600176.SH,X000709.SZ,X002460.SZ,X600801.SH,X000786.SZ,X600299.SH,X000990.SZ,X600219.SH,X002271.SZ,X000629.SZ,X600808.SH,X600489.SH,X601158.SH,X000825.SZ,X600583.SH,X000553.SZ,X000883.SZ,X600157.SH,X002110.SZ,X000630.SZ,X000539.SZ,X000027.SZ,X600985.SH,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.150502189767293,0.0212291436176439,0,0,0,0,0,0,0,0,0,-0.00910275210556203,0.0898944129090767,0,0,0,0,0,0.0444809703843283,0.013452211262914,0,-0.0124028539828134,0.123276110163958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494672088316647,0.00107459415892656,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0283101629967416,0,0,0,0,0.26802408570987,0,0,0,0,0,0,0,0,0,0,0,0,0.018988339429026,0,0,0.0162705732377016,0,0.0774469960022088,-0.0570686197290606,-0.0980184485922172,0,0.265700029870166,0.0487110635609199,0,0,0,0,0,0.132042538055113,0,0,0,0,0,0,0,0,0,0.0469707371785949,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0511063907845634,0.154306355692619,0,0.0819238952406874,0,0,0,0,0,0,0,-0.245160852683819,0,0,0,0,0.0317997524815117,0,0,0.0751070632402932,0,0,0.0167111408098079,0,0,0.153685637680382,0,0,0.0178072288543962,0,0.125715132270581,0,0,0,0,0,0,0,0,0.0401962175839401,0,0,0.000798231110759655,0,-0.021162328299257,0,0,0.00383214077453803,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0626044219102332,-0.0144718049755703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138429821719733,0,0,0.0626846523668207,0,0,0.542084604105275,0,-0.0241205124292892,-0.0275541939455484,0,-0.0234705621481116,0,0,0,0,0,0,0,0,0,0.048999275217635,0,0,0,0,0,0,-0.00944601266992821,0.00644496962003934,0,0,0,0.00113501456512129,0,0
X600019.SH,0,0,0.0680652555059441,0,0,0,0,-1.73472347597681e-18,0.074400176974428,0,0,0,0,0,0,0,0,0,0,0.0262609732403235,0,0,0,0.0884726063908543,0,0.0135529882753202,0.129726068706436,0,0,0,0,0,-0.00602536608085133,0,0,0,0,0,0,0,0,0,0,0.0369727514918147,0.220661024603086,0.0193086613056357,0,0,0,0,0,0,0.0119276488994369,0,0,0,0,0,0
X600309.SH,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0540649246749307,0,0,0,0,0,0,0,0,0,0.117800123879051,0,0,0,0.360619974319813,0.0291754824884185,0,0,-0.0340689506115865,0.0807899513910439,0.0506896814403344,0,0,0,0,0,0,0,0,0.0226567896636643,0,0,0,0,0,0,-0.0265881333438568,0.0734314020319794,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.013049490044758,0,0,0,0,0,0,0,0,0,0,0,0.477124822029438,0,0,0.637470691095363,0,-0.158363763246691,0,0,0.0562573104818934,0,0,0,0,0.084499707557954,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.145520612895813,0,0,0,0,-0.0261297926586658,0,0,-0.0383782868895059,0,0,0,0.0111819769385315,0.00870903691645486,0,0,0,-0.0251288057380598,0,0
X600010.SH,0,0.073001866185044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132939565893351,0,0,0.0450406722231497,0.132998621155739,0,0,0.304290760228388,0,0,0,0,0,0,0,0,-0.0605009977908438,0.282727354831833,4.33680868994202e-19,0.102224770136988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160846308641365,-0.00306867837744182,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.165362162225861,0,0,0,0,0,0,0,0,0.193916044625908,0,0,0,0,0,0,0.062586303760315,0.038620370505937,0,0,0,0.0570542897615211,0,0,0,0,0.0386113945647112,0,0.0853329553395297,0,0,0,0,0.0763773191264932,0,0,0,0,0,0,0.0968046360767826,0,0,0,-0.0223830361230628,-0.0026809096035598,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.035066134312066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120392418920615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961615422288013,0,0,0,0,0,0.0401963465689209,0,0,0,-0.0696820983532311,-0.0378362393547925,0,-0.0549064221321035,0,0.00720519812519996,0,0,0,0.0136350661449727,0,0
X601898.SH,0,0,0.061225985759785,0,0,0.0339397050300862,0,0.11628232139194,0.187861540868193,0,0,0,0,0,0,0,0,0,0.0174945455971125,0,0,0,0,0.0141823544221441,0,0,0,0,8.67361737988404e-19,0,0.0614614302774293,0,0,0,0.00682126390157808,0,0,0,0,0.0399265541469309,0,0,0,0.0159384817074587,0,0,0,0.130125192046045,0,0,0,1.0842021724855e-19,0.0205486955374857,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.183961064966639,0.100080831678758,0,0,0,0,0,0.0493533764242974,0,0,0.150321882738891,0,0,0,0,0,0,0,-0.0172954389275389,0,0,0,0,0.0325291528298021,0,0,0,0.0309331780758763,0,0,0,0,0,0,0.0482912411094952,0.0191526677679043,0.0371932597959206,0,0,0.0695408222606483,0,0,0,0,0,-0.000386237315364388,0,0,0,-0.00164276129936472,0,0
X600660.SH,0,0,0,0,0,0.0442041728999669,0,0,0,0,0,0,0,0,0,0.0504335414205584,0,0,0,0,0,0,0.0826036160637628,0,0,0,0,0,0,0.172123729287727,0.0382093953812037,0.0349641076624223,0,0,0.12938421326765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221519712524749,-0.0103875884688427,0.011959544340693,0.0179112915359848,0,0,0,0,0,0
X600688.SH,0,0,0.0844790377164806,0,0,0,0,0,0.0468022237405194,0,0,0,0,0,0,0,0,0,0,0,0.0500389816972958,0,0,0,0,0,0,0,0,0,0,0,0,0.00666136362781924,-1.73472347597681e-18,0,0,0,0,0.230766971425127,0,0,0.0216996945879515,0.00706767566514784,0,0,0.00337342542267095,0,0.0265998732886778,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,-0.0206054055479098,0,0,0,0,0,0,0,0,0,0.0585515122327946,0.142280960113428,0,0,0,0.0822940617591639,0,0,0,0,0,0,0,0,0,-0.0399652161359733,-1.73472347597681e-18,0.0554938973451318,0,0,0,0,0,0,0,0,-0.0734995026162396,0,0.0144561924688725,0,0,0.0058496300875521,0,0.0978634760379097,0,0.109386332853982,0.0100773532269172,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0.122749645513855,0.0973024887777645,0,0,0,0,0,0.0733262878259016,0,0,0,0,0,0,0.00742813921789535,0,0,0.10997062269184,0.0162746942505903,0,0,0,0,0,0,0,0,0,0,0.0188170442019118,-0.0426382257641214,0,0,0,0,0,0,0,0.00598765842065391,0,0,0,0,0.0828452784323896,0,0,0.061774358229601,-0.1337867994802,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.181034078475854,0.0534163391762066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149450762356883,0.0634164127957711,0.0171975725263091,0,0,0,0,0,0,0,0.0464545833555345,0,0,0,0,0,0,0,0,0,0.0420049335471096,0,0,0,0,0.0656496501796309,0.148201085420609,0,-0.0179879877397259,0,0,0,0,-0.0152695184280426,0,0
X600795.SH,0,0,0.0256449784327242,0,0,0,0.531525271843496,0.0545801007824891,0,0,0,0,0,0,0.111408236724612,0,0,0,0.0245774287033739,0,0,0,0,0,0,0.0129643225742525,0,0,0,0,0,0,0.0811846121520893,0,0.0928728175969039,0,0,0,0,0,0,0,0,0.0422754887929459,0,0,0,0,0,0,0,0,-0.0530185450528623,0,0,0,0.0304408797489441,0,0
X600188.SH,0,0,0,0,0,0.00725813011538487,0,0.072519702790343,0.0250227544363293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061630311433739,0.183535134296893,0,0.0148683354781578,0,0,0.0552822512988165,0,0.146242869510194,0,0,0.0360275686314729,0,0,0,0,0,0,0,0,0,0.0506740820857009,0.0433502382908781,0,0,0,0,0,0,0,-0.0253093709728918,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0.294544948357215,0,0,0,0,0,0,0.108100428799166,0,0,0,0,0,0,0,0.170358908072847,-4.33680868994202e-19,-0.011531492398358,0,0,0,0,0,0,0.101903253607376,0,0,0,0,0,0,0,0,0,0,0,0.0492003680412362,0,0,0.130917735277171,-2.16840434497101e-19,0,0,0.0321765751518574,-0.0250803721070974,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.2627594102321,0.429977059278915,0,0,0,0,0,0,0,0.0305621668165872,0,0.029853050188922,0,0,0.000367315885476507,0,0,0,0,0,0,0,0,0,0.1839266586372,0,0.130473797693646,0.0146179039822702,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0651947046185295,0,0,-0.0894881479012785,0,0,0,-0.0437665392952088,0,0,0,0.0367808879313537,0,0
X000898.SZ,0,0,0,0,0.179146608841437,0.0301790880745718,0,0,0.0620263165578016,0,0,0,0,0,0,0,0,0,0.263073402276874,0,0,0,0,0.0726116800611927,0,3.01159548276433e-05,0,0,0,0,0,0,0.00849740226437113,0,0,0,0,0,0,0,0,0,0,0,0.117010466016491,0,0.01084827076478,0,0,0,0,0.0086780459062151,-0.0132534730483661,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0.0909078484521064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11645241219601,0,0,0,0.0570642757194013,0,0.012095833999475,0.0394496531666183,0,0.327616876440314,0,0,0,0,0,0,0,0,0,0,0,0.0575802966398962,0,0,0.0211256954388613,0,0,0,0,0.0173413500225409,0.0430005158321019,0,0.00226390525956308,0.0492738179016499,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.219978893708702,0,0,0,0,0,0,0,0.062917965612331,0.310644155676265,0,0,0,0,0,0.206510630126273,0,0,0.0290091286239257,0,0,0.108096458388397,0,0,0,0,0,-0.0320461442425559,0,0,0.022073583657263,0,0,0,0,0,-0.0385803336582943,0,0,0,0.155010576314153,0,0,0,0.021704016936318,0.018582883279026,0,0,0,-0.11372294044115,0,0
X002466.SZ,0,0,0,0,0,-0.0513276081615341,0.0289054617152774,0,0,0,0,0,0,0,0,0,0.168973854029611,0,0,0,0,0,0,0,0,0.0127893416272678,0,0,0.611171718167697,0,0.0910612439450025,0,0,0,0,0.0419537288149413,0,0,0,0,0,0,0,0.0273793874242964,0,0,0,0,0,0,-6.5404686859203e-05,0.00967397285806839,0.0129446309481335,0,0,0,0,-0.0721683355089405,0
X000723.SZ,0,0,0,0,0,0.129152837822852,0.0839226411006555,0,0,-0.0789081690091889,0,0,0,0,0,0,0,0,0,0,0,0,-0.352900078365225,0,0,0,0,0,0.544518572023204,0,0,0,0.000618720325903595,0,0,0,0,0,0,0,0,0,0,0.240446191682361,0,0,0,0,0.351441683591722,0,0,0.00427238531543804,0.0444013756020483,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0.0695743497578279,0,0,0,0,0,0,0,0,0,0,0,0,0.0334203269556188,0,0,0,0.0312230379408668,0,0,0.0703127336547827,0,0,0.0481510154399434,0,0.23201954681683,0.0846827862484645,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.00231252445809155,0.103874299400171,0,0,0,0,0,0,0.0102318586066003,0.0178297840180054,0,0,0,-0.0384853716355355,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269770264039581,0,0,0,0,0,0.108504276402353,0,0,0,0.0538846045425125,0,0,0.152588751248696,0,0,0.128607895417238,0,0,0,0.0253663084655272,8.67361737988404e-19,0,0,0,0,0.0370413860446567,0,-0.0240452512663911,0,0,0,0,0,0,0
X002460.SZ,0,-0.0533659768744026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116768181394131,0,0,0,0,0.170974946421415,0,0.825819069952923,0,0.028726520973464,0,0,0,0,0,0,0,0,0.121061137560937,0,0.241288807573343,0,0,0,0,0,0,0,0,0,0,0,-0.0769561889311809,0,-0.0048385894074044,0.0417953619337925,0,0,0,0,0,0
X600801.SH,0,0,1.73472347597681e-18,0.518795657487302,0,0.0243247519946708,0,0,0,-0.0355944022046366,0,0,0,0,0,0,0.0246968247900431,0,0,0.134951015208469,0.187466178814456,0,0,0,0,0.0103021116102138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408576229409792,0,0.072726514882535,0,0,0.0184744204434605,-0.0508843464802383,0,0,0,0,0,0
X000786.SZ,0,0,0,0.034228504972972,0,0.287510925563107,0,0,0,0,0,0,0,0,0,0.29013757441618,0,0,0,0,0,0,0,-0.0717238449151072,0.338159048049003,0,0.00743206115155418,0,0,0,0,0,-0.0382027554107888,0,0,0,0,0,0,0,0,0.128321796500114,0,0.0588221383298417,0,0.0857141620041474,0,-0.0161014075981298,0,0,0,-2.16840434497101e-19,0,0,-0.191666603500358,0,-0.0695225253256113,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0.16980453401708,0,0,0,0,0,0,0,0,0,0,0.158736458539588,0,0,0,0,0,0.0775236779889129,0,0,0,0.17588840058568,0,0.0863423222217062,0,0,-0.0219217793153898,0,0,0,0,0,0.10334699739399,0,0.069011706046229,0,0.0758611674671141,0.102662561467299,0,-0.0688443673983422,0,0,-0.00921198414281548,-0.022648339753859,0,0,0,0,0,0
