,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600188.SH,X600688.SH,X300072.SZ,X600362.SH,X600795.SH,X002466.SZ,X601992.SH,X600547.SH,X601991.SH,X600516.SH,X600886.SH,X002460.SZ,X600111.SH,X600176.SH,X000898.SZ,X600157.SH,X000786.SZ,X000709.SZ,X600352.SH,X600027.SH,X000553.SZ,X000792.SZ,X000408.SZ,X002271.SZ,X600489.SH,X600339.SH,X600219.SH,X601699.SH,X600808.SH,X601158.SH,X000959.SZ,X000883.SZ,X000983.SZ,X000630.SZ,X002470.SZ,X000723.SZ,X002092.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.45325765491721,0,0.0659941764870689,0,0,-0.013606378228771,0,0,0,0,0,0.0222848553968344,0.0746095927986374,0,0.0150860597593216,0,0,0,-0.0281185803327732,0,0,0,0.00394915690648025,0,0,0,0,0,0,0,0.0713484867986569,-0.0598242989194663,0.0755510564472631,0,0,0,0,0,0,0,0,0.049508116917094,0,0,0,0,0,0,0.00462554559884664,0,0,0,0,0,0,0
X600028.SH,0.458377271309843,0,0,0,-0.0504027234968722,0,0,0,0,0,0,0.113510660560466,0,0,0,0.00967262653535484,0,0,0,0,0,0,0,-0.100493522152191,0,0,-0.0121251303707646,0,0,0,-0.0292498300452156,0.0161031074079445,0,0,0,0,0,0,-0.0179088622301045,0,0,0,0,0,0,0,-0.0370252194301427,0,-0.0163602422924406,-0.0180887703932775,0.0337224958278089,0,0,0,0,0,0
X601088.SH,0,0,0,0.124801963357256,0.153420135940005,0,0,0,0,0,0.186823514967489,0,0,0,0,0,0,0,0,0,0,0,0,0.0456282367811722,0,0,0,0,0,0,0,-0.031006722758154,0,0.0238980686060454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00155630841505194,0.0183218987852933,0.343849757300287,0,0,0,0,0
X600019.SH,0,0,0.0824576889692221,0,0.0746311612828216,0,0,0,0,0,0,0,0,0.188462994115211,0,0,0,0,0,0.0556415969555141,0,-0.157560876163506,0,0.149447161124989,0.663086096317624,0,0,0,-0.00146246053484238,0,0,0,0,0.0805424014728745,0,0,0.0292429078859496,0,0,0,0,0,0,0,0,0,0,0,0,0.0189872058167651,0,0.0338518051892976,0,0,0,0,0
X600585.SH,0,0,0.339881531241172,0,0,0,0,0,0,0,0,0,0,0,0,0.27351024363299,0,0,0,0,0,0,0,0.0442146503136589,0.0356903004474007,0,0.0460678894672304,0,0,0,0,-0.111279477821176,-0.301228768191246,0,0,0,0,0,0.157372920741241,0,0,0,0,0,0,-0.153656139111053,0,0,0,-0.014500876802968,0.0243440028845468,0,0,0,0,0,0
X600010.SH,0,0,-0.00559927179536407,0,0,0,0.04581003981836,0,0,0,0.094798008889951,0,0,0,0,-0.00919577176388678,0,-0.23441267630384,0,0,0,0,0,0,0,0,0.0096739217384068,0.441684418058222,0.0633825075820104,0.0404442361506588,0,0,0,0,0,0,0,0,0,0,0,0,0.0607204869976342,0,0,0,0,0.147832861269935,0,0.0208290521462971,0,0,0,0,0,0,0
X600309.SH,-0.0299147088832099,0,0.071290247771139,0,0,0,0,0,0,0,0,0,0,-0.0830635281139758,0,0,0,0,0.221775822876412,0,0,-0.162466961525253,0,0.330890528937078,0,0,-0.0295000778387057,0,0,0,-0.0850920198973725,-0.0518526899846066,-0.0747839003058128,-0.0831425596443029,0,0,0,0,0,0,0,0,0,0,0,0,0.481597235949711,0,0,-0.0213212895035756,-0.00577168664652207,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0513635797684809,-0.0540220431947365,0,0,0,0,0,0.0621137392931896,0,0,0,0,0,0.163832187417584,0,0,-0.0546014098310262,0,-0.00190899197960005,-0.00607369902403222,-0.0688156152031352,0,0,0,0,0,0,0,0,0,0,0,-0.0193462878508071,0,0,0,0,0,0,0,0,-0.0520634055641917,0.0781102084325531,0,0.0355235789218993,0,-0.0161338390543146,0.0226398253631259,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.0333594726770501,0,0,0,0,0,0.235476564558447,0,0,0,0,0,0.0296334080826596,0,0,0.00577321983570355,0,0,0,0,0,0,0,0,0,0,0.0282971758463432,0,0,0,0,0,0,0,0.00328144088424727,0,0,0,0.175589198708777,0,0,0,0,0.0429677486728229,0,0.00555460434142659,0,0,0,0,0,0,0
X600660.SH,0,0,0.0609579618743745,0,0,0,0.0112823197218669,-0.156205768011916,0,0,0,0,0.0986248846411528,-0.0775100065201294,0,0,0,0,0,0.071709049286835,0,-0.0696895991794272,0,0.164925069129717,0,0,0.057190166328986,0,0,0,0,0.0123433513414613,0,0.131010783091248,0,0,0,0,0,0,0,0,0,0,-0.0519085039493048,-0.117051863841346,0,0,0,-0.0104889760826957,0.00597018574367264,0,0,0,0,0,0
X600188.SH,0,0,0.0323833576598322,0,0,0,0,0,0,0,0,0,-0.0105624880695797,0.0657059250237106,0,0.0958588242600688,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.250142912858671,0,0.0844364992946692,0,0.0432179693728627,0,0,0,0,0.13953798648878,0,0,0,0,0.394191094561701,0,0,0,0,0,0,0.00732322747927328,-0.000997499311599947,0,0,0,0,0,0
X600688.SH,0,0.0409962874973505,0,0,-0.0681588820063203,0,0,0,0,0,0,0,0.0648946792803131,-0.0639099070172383,0,0,-0.0414559436565284,0,0,0.0955563833720101,0,0,0,0.060677401678971,0,0,-0.0516398461204143,0,-0.143114028754827,0,0.134988471881302,0,0,0.0462595273957175,0,0,0,0,0,0,0,0,0,0,0,0,0.0216911691893848,0,0,-0.00231264462716809,0,0,0,0,0.0584576771617143,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,-0.502150059614781,0,0,0,-0.132571975040099,0,0,0,-0.0753725932870661,0,0,0,0,0,0.245673268137118,0,0,0.084489615047424,0,0,0,0.0914745863796966,0,0,0.17922475954102,0,-0.0835426905004964,0,0.00317556203898923,0,0,0,0,0,0,0,0,0,0,0,-0.0497156184586534,0.068110583021509,0,0,0,0,0,0
X600362.SH,0,0,0,0.346818768324666,0,0,0,-0.0402305016477745,0,0,0.0543326262071611,0,0,0,0,0,0,0,0,0,0,0,0.233762381777878,0,1.73472347597681e-18,0,0.00410005982318744,0,0,0,0,0,0,0.0603277979170691,0,0,0,0,0,0,0,0,0,0.451641112749977,0,0,0,0.0925546537808059,0,7.13878452173535e-06,0.0101455435526677,0,0,0,0,0,0
X600795.SH,0,0,0,0.0665720284486536,0.0344086662058634,0.372118920814684,-0.113557446166515,0,0,0,0,0,0,0,0,0,0,0,0,0.0685757158088765,0,0.0201567383527439,0,0,0,0,-0.100124081568394,0,0.000539148891611975,0,0,0,-0.0958949023035196,0.117811455873901,0,0,0,0,0,0,0,0,0,0,0,-0.133247277565412,0,0,0,0.000174862516896983,0.0310977120418783,-0.0786417837920299,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0959730503990879,0,0,0,0,0,0.294552972288526,0,0,0,0,0,0,0.0478586309460541,0,0.077935261155073,0.144366227088305,0.753972640659567,0,0,0,0,0,0,0,0,0,-0.0393544909003829,0.0987734019482817,0,0,0,0,0,-0.0348903494752525,0,0,0,0,0,0,0,0,0,0,-0.00365298957321699,0.035523095093053,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0389242429035593,0,-0.0103895525405317,0,0,0,0,0,0,-0.0248124352862552,0,0.148060171962174,0,0,-0.0241351754861273,0.166135799104536,0,0,0,0,0,0.0311866353659591,0,0.166934752191857,0,0,0,0,0,0,0.0135119144140395,-0.014584798456291,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0453883578142115,0,0,0,0,0,0,0.131038920308495,0,0,0,0.11281664293082,-0.0364327257688943,0,0.106808924261816,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.732330980088822,0,0,0,0,0,0,0,0,0,0,0.00136218098957171,0,0,0,0,-0.00202921566664073,-0.0758858073422361,0,0,0,0,0
X601991.SH,0,0,-0.00561011982746243,0,0,0,0.0844992750244323,0,0,0,-0.0256270936979283,0.0528256150611256,0,-0.0560104643712233,0,0.0324125596446341,0,0,0,-0.0167791553705007,0,0,0,0,0,0,0,0,0,0,0.0638328437984095,-0.00892788963243841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139465410005431,0,0,0,0,0.0357124920751962,0,0
X600516.SH,0,0,0,0,0,0.455538590649464,0.416486275506905,0,0,0.17595865719069,0,0,0.0674520931940821,0,0,0,0,0,0,0,-0.406706777537026,-0.250866831235065,0,0,0,0,0,0,0,0,0,0.0618814498992499,0,-0.0743308552137502,0,0,1.08123908575096,0,0,0,0,0,0,0,0,0,0.338595995488972,0,0,-0.012729110230053,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,-0.0768896933415252,0,-0.069932377946605,0,0,0,0,0,0,0,0,0.0754295929550652,0,0.0564133347827032,0,-0.0545528842899073,0,0,0,0,0,0,-0.015490539946798,0,0,0,0.0164622318577765,-0.0925848981870982,0,0,0,0,0,0.00843651050452303,0,0,0,0,0,0,0,0,0,0,0,-0.0046996767158231,0.0145145167746574,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619506548871725,0,0,0,-0.0813294912635191,0,0,0,0,0,0,0,0,0.213422867308396,0,0,0.159002393548676,0.162167138633158,0,0,-0.083864968698371,0,0,0,0,0,0,0.0341898500154905,0,0,0.0499327205845081,0,0,0,0,-0.00972587793056953,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126819027935761,0,0,0,0,0,0,0,0,0,0,0,0.132589593260217,0.209595603031699,0,0,0.0820549806781165,0,0,0,0,0,0,0.226657869176887,0,0,0,0.321887224279205,0.136228940219318,0,0.0249888110104462,-0.142577018656888,0,0,0,0,0,0
X600176.SH,0,0,0.101941721659569,-1.38777878078145e-17,0.177919759234852,0,0.0470114431283951,0,0,0.588601997164747,0.161784150433048,0,0.0181318122235105,-0.0102945852020865,0,0.0924959883265705,0,0,0,0,0,-0.201045128462897,0,0,0,0,0.234511702179429,0,0,0,0,0,0,0,0,0,0,-0.203999047241752,0,0,0,0,0,0,0,0,0,0,0,-0.0420855020429181,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0.170123774022496,0,0,0.0116222540699084,0,0,0,0,0,0,0.207633997985691,0,0,0,0,0,0,0,0,0,0,0,0,-0.00930807988663356,0,0,0,0,0.104272679122256,0.0248546509567225,0,0,0,0,0,0.268095848023282,0,0,0,0.0457501737461274,0,0,0,0,0.0287738599274144,0,0.000729678298224067,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0455830031272476,0,0,0,0,-0.00928591201457012,0,0,0,0.0219848065318783,0.0348808769874228,0,0.00186796107142734,0,-0.0162512542845805,0,0,0,0,0.0229617766315042,0,0,0,0,0,0,0,0,0,0,0.00238672147698355,0,0,0,0,0,0,-0.0112464413485991,-0.00790509650236887,0,0,0,0,0,0
X000786.SZ,0,0,0.0574706069366018,0,-6.93889390390723e-18,0,0.129870925344715,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145056342342845,-0.0987532154434104,0,0.486457151151907,0,0,0,0,0,0,0,-0.180698824928901,0,0.147172166837478,0,0.350862110504976,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.305872106203982,0,-0.00854138269132121,0.0246551176108995,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0.0884449407336505,0,0,0,0,0,0,0,0,-0.0149281063696144,0,0,0.0617338715457135,0,0.11266017839749,0,0,0,0,0,0,0,0.0218230886194079,0,0,0,0,0,0.153668904823699,0,0.234710947064585,0,0.0197063512158539,0,0,0,0,0,0,-0.0112405924346328,0.013789411063305,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0.0143144695468002,0,0,0,0.251174177614683,0,0,0,0,0.0585555856297505,0,0,0,0.0642366724281643,0,0,0,0,0,0,0,0,0,0,0,0.0915454388111523,0,0.0107573728668804,0,0,0,-0.185968214279836,0,0,0,0,0,0,0,0,0.204474478939448,0,0,0.0270924539239513,-0.00590389319965806,0,0,0,0,0,0
X600027.SH,0,0,-0.0331615868963798,-0.0177475975163457,0,0.0962845517798292,0,0,0,-0.0246926376683908,0,0,0,0,0,0,0,0,0,-0.0779316703744777,0,0.00192659527804227,0.00891527074628543,0,0,0,0,0,0,0,0,-0.0674002398155659,0.0638573331385658,5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0819368719546959,0,0,0,0.124672520601888,0,0,0.00762517520277863,0.010568841355533,0,0,0,0,0,0
