,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X600188.SH,X000792.SZ,X600111.SH,X600019.SH,X600011.SH,X002466.SZ,X000877.SZ,X002271.SZ,X601600.SH,X600010.SH,X601898.SH,X000708.SZ,X600660.SH,X000301.SZ,X600547.SH,X600886.SH,X600426.SH,X600362.SH,X600176.SH,X000723.SZ,X000983.SZ,X000408.SZ,X601699.SH,X600219.SH,X000786.SZ,X000807.SZ,X601991.SH,X600803.SH,X600795.SH,X002353.SZ,X600096.SH,X300073.SZ,X002080.SZ,X000630.SZ,X600688.SH,X000825.SZ,X600157.SH,X600489.SH,X600801.SH,X600141.SH,X000932.SZ,X600160.SH,X600027.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646119961980028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300685425296757,0,0,0,0.0355108008658153,0,0,0,0,0.0946055063301041,0,0,0.0151030834622274,0.220664204875162,0,0,0,0,0.174094633024411,0,0,-0.0243102297568293,0,0,0,0.0262543503104178,0,0
X601088.SH,0.0728003114580077,0,0,0,0,0,0.08543419011421,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546593077536206,0,0,0,0,0,0,0.245014615714079,0,0.244949395906042,0,0,0,0,0,0,0,0,-0.0886113408805421,0,-0.135467841013452,0.0464829664889952,0,0,0,0,0,0,0,0,0.0657944055818665,0,-0.0943120314156173,0.124485341689014,0,0,0,0.029456353981885,0,0
X600028.SH,0.202836785863192,0.0647817015635008,0,0,0,0,0,0,-0.0124784034471418,0,0,0,0,0,0,0,0,0.0101670368466694,0,0,0,0,0,0,0,0,0,-0.00479309198917753,0,0,0,0,0,0,0,0,0,0,0,0.0371418917545665,0.236395204654927,0,0,0,0,0,0,0.051034019065498,0,-3.46944695195361e-18,0,-0.00655607859993644,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0177275433624395,0,0,0,0,0,0,0.00484382888901629,0,0,0,0.0686100738897031,0.0761628216366579,0.232003841566155,0,0,0,0,0,0,0,0,0,0,0,-0.0171534436051726,0,0,0,0.138283977870431,0,0,0,0,0.105705601313621,0,0,0,0,0,0,0.0225268487437924,0.0221392810638573,0,0,-0.0102733519792886,0.00617885301174655,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000823294679096439,0,0,0,0,0,0,0,0.110659401974833,0,0,0,0,0,0,0,0,0,0.00944188399543883,0.0239809314805327,0,0,0.462226907643555,0,0,0,0,0,0,-0.00524906493581061,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.122012725724456,0,0,0,-0.026858311772511,0.407747215661175,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109862671152347,0,0.0206944864122813,0,0,0,0,0,0,0,0,0,0.215688608424983,0.203012941605519,0,0,0,-0.0572979088689172,0,0,0.208480078694245,0,0,0,0,0,-0.00941846379152151,-0.0364081864430653,0,0,0,-6.93889390390723e-18,0,0
X600188.SH,0,0.236471723340674,0,0,0,0.118870207860052,0,-0.0291919494640679,0,0,0.129325990558628,0,0,0.0681705487381227,0,0,0,0,0,0.0419104744365645,0,0,0,0,0,0,0.445804595852305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114512800948353,0.128092155593938,0,0,0,-0.0800790626809353,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.362657115496219,0,-0.0315721524255192,0.284482152206931,0,0,0,0,-0.0304003274716929,0,0,0,0,0,0,0,0,0.294075750257935,0,0,0,0.0509193967740488,0,0,0,0,0,0.0555750220394446,0.0071955744966414,0,0,0,0,-0.182208861284159,0,0,0,-8.67361737988404e-19,0,0.149211163854168,0,0,0,0.0205486957039121,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.129863946556847,0.0432442784691713,0,0,0,0,0.112545401888848,0,-0.0537404539402332,0,0.446909532806133,0,0,0,0.100480446114993,0,0,0,0,0,0.142628517909073,0,0,0,0,0,0.0618455955973766,0,0,0,0,0.123922716468001,0,0,0,0,0,0,0,0,0.0116207004376253,0,0,0,0,0,0.0148253623164174,-0.00668959691183572,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0561348598790722,-0.00449120001629394,0,0,0.127471898042791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214245198218983,0,0.359075225140819,0,0.0503074644846221,-5.42101086242752e-20,0,-0.00263833158433131,-0.00169371671094183,0,0,0,-0.015315247956821,0,0
