,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600352.SH,X600188.SH,X601992.SH,X600027.SH,X000898.SZ,X600516.SH,X002466.SZ,X600111.SH,X000990.SZ,X600176.SH,X002460.SZ,X000723.SZ,X000709.SZ,X600299.SH,X000786.SZ,X600801.SH,X600219.SH,X002271.SZ,X000629.SZ,X600489.SH,X600808.SH,X601158.SH,X000825.SZ,X000553.SZ,X600583.SH,X002110.SZ,X000883.SZ,X600339.SH,X000630.SZ,X600157.SH,X000539.SZ,X000027.SZ,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.149669291783798,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0596645242247871,0,-0.0159845203141366,0,0,0,0,0.0335759450159919,0,0.024708093405758,0,0.105251047950721,0,-0.0162807575416063,0,0,0,0,0,0,0,0,0,0,0,0,0.0359551336346617,0,0,0.0139628947819546,0,0,0,0,0.0706106870347921,0,-0.00105612204109721,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0476587526262013,0.027450182363166,0,0,0,0.343927221805665,0,0,0,0,0,0,0,0,0,0,0,0,-0.01020232920953,0,0,0,0,-0.142513136204391,0.0568184970383032,0,0,0.237846314548335,0.102435109960379,0,0,0,0,0.117477783998822,0,0,0,0,0,-0.0163100767508512,0,0,0,0,0.0468826583748328,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.238510527048059,0,0.0847319099778595,0,0,0,0,0,0,0,0,0,-0.212591420010276,0,0,0,0,0,0,0.0472843751153444,0.0339801054696034,0,0,0,0,0,0,0.14090045422331,0,0.0245362519988014,0,0,0,0,0,0,0,0,0,0,0,0.0587823465710688,0,0,0,0,0.010348384528044,0,0,0,0,-0.0431126781590242,0,0
X600585.SH,0,0,0,0,0,0.153144454572177,0,0,0,0,0,0,0,0,0.0464336692450959,0,0,-0.00977735727966554,0,0,0,0,0,0,-0.0179499000304905,-0.0199602362160074,0,0,0,0,-0.0602680695631699,0,0.483089864736981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0085237218881671,0,0,0,0,0,0
X600019.SH,0,0,0.0160050179923665,0,0,0.0445346599565477,0,0,0,0.0710359548337413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10609661040868,0,0.0648010440582591,0,-6.7762635780344e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246630128085717,0,0,0,0.0569517219156281,0,0,0,0,0.00222120160802936,0.00682837803141876,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670299787488594,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.104333645226462,0,0,0.013350390588507,0.353383841510442,-0.0284318091206479,0.0888145194460916,0,0,0,0,0,0,0,0.0199386231983399,0,0,0,0,0,0,0,0,-0.0280953786019666,0.0782474811844214,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466579944092494,0,0,0,0.625148890050498,0,-0.14763901391114,0,0,0,-0.0274414020003521,0,0.06259229388271,0,3.46944695195361e-18,0.119003661764236,0,0,0,0,0,0,0,-0.114920394259065,0,0,-0.0636004628057647,0,0,0,0,0,-0.0351609907765595,0,0,0.00633433423840554,0.00645850367520056,0,0,0,0,0,0
X600010.SH,0,0.0948585845166449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162284437489877,0,0,0,0,0.123227268608755,0,0,0,0.285653196870932,-0.0578065605860009,0,0,0,0,0,0,0,0.323683470127518,0.00963936514063499,0.0676748167505773,0,0,0,0,0,0,0,0,0,0.00699495642710725,0,1.0842021724855e-19,0,0,0,0,-0.00722198257674639,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0365623282191389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129839110714323,0,0.00503303295991672,0,0,0,0,0,0,0,0,0,0.968222472603073,0,0,0,0,0,0,0,0,0,0.0390477344782496,0,-0.0668462569274491,-0.0384626681609764,-0.0558784449158811,0,0.0086915578953514,0,0,0,0.0115481587748524,0,0
X601600.SH,0,0,0,0,0,0,0,0.0641105698208133,0,0,0,0,0,0,0,0.156957650138787,0,0,0,0,0,0,0,0,0.125547104944767,0.0253850663261494,0,0.0560359767429182,0,0,0,0,0,0.0282503440465799,0,0.0921649241559737,0,0,0,0,0,0.0982591500266751,0,0,0.0152094729710373,0,0.0120369485569176,0,0.12714713632172,0,0,-0.0269693163568184,-0.00714828911435226,0,0,0,0,0,0
X601898.SH,0,0,0.0083443882624096,0,0,0.0769552705948049,0,0.149462808372567,0,0.116080475021713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102100724975968,0,0.0356510884234092,0,0,0,0,0,0,0,0.0592327164150024,0,0,0,0,0,0,0,0,0,0,0,0.0437010805757427,0,0,0.0216782672215853,0,0.00251339734674063,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.133471783252449,0,0.153739424852489,0,0,0,0,0,0,0.170809269672201,0,0,0,0,0,0,0,0,0.0255285021765253,0,0,-0.0108392461591641,0,0,0.00011282479624088,0,0.0289625329338055,0.0140523600714113,0,0,0,0,0,0.0574187923736627,0,0,0,0,0,0.0469312127029527,0,0,0,0,0,-0.00436404245345476,0,0,0,-0.00638159757053116,0,0
X600660.SH,0,0,0,0,0,0.0348899728097637,0,0,0,0,0,0,0,0,0,0,0,0.0160664868900489,0,0,0,0,0.0389540927575674,0,0,0,0,0.00264410195401203,0.047052308022362,0,0.0875830016730817,0,0.12779546759063,0,0.1171779362108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201887090752912,0,0,0,0,0,0,0
X600688.SH,0,0,0.0958032802664063,0,0,0.0155032249452582,0,0,0,0,0,0,0,0,0,0.041302447225271,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0187382000423904,0,0.109348411240695,0,0,0,0.173420908389207,0,0,0.00255846432291835,0,0,4.33680868994202e-19,0,-0.0082698896717781,0.0148073076172368,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,-0.0279915184566084,0,0,0,0,0,0,0.00234262250534013,0,0,0.018128552260228,0,0.068962387276287,0,0,0.0727303051765056,0,0,0,0,0.104503153158839,0,0,0,0,-4.33680868994202e-19,-0.0395200594133894,0,0,0,0,0,0,0,0,-0.0419136143390214,0,0,0,0,0,0,0.0391605621437093,0.0917299032835841,0.148052132471234,0.0685159652903878,0.00574662210469308,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.217762621401922,0,0.133253766720955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136074607003743,0,0,0.0193537440536756,0.00729613891117007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183183752323554,0,0.0371780235544916,0,0,0.0257962127780294,0,-0.0190597888442505,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.430134254160457,0,0,0,0,0,0,0,0.255317633945217,0,0,0,0,0.120061150040685,0,0,0,0,0,0.0235376848463898,0,5.42101086242752e-20,0.00767188076907685,0,0,0,0,0,0.0750700893758077,0,0,0,0,0,0,0.0837442751247571,0,0,0,0,0.0654917219496778,0,0,-0.0018483823082057,0,0,0,0,0,0,0.0409569987826545,0,0
X600352.SH,0,0,0,0,0,0.128045097887133,0.0460435858197656,0,0,0,0,0,0.0405848404076809,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.1406987397108,0,0,0,0,0,0.0359174927599607,0,0,0,0,0,0.01760035169506,-0.00167235435565653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710497622355591,-0.162337109543349,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0480715554989748,0,0.058144544814392,0,0.0134422368607605,0,0,0,0,0,0,0,0,0,0,0,0,0.019148762891588,-8.67361737988404e-19,0.218323141706705,0,0,0.0746277654704458,0,0,0,0.107072671574224,0,0.0355279288492311,0.0201203409836359,0,0,0,0,0,0,0,0.0596606918163721,0,0,0,0.0509945123807339,0,0,0,0,0,-0.0258483846152529,0,0,0,0,0,0
X601992.SH,0,0,0,0.00392339827461595,0,0,0,0,0,0.102719535265511,0,0,0,0,0,0.109870489428704,0,0.126068902690933,0,0,0,0,0,0.0149534238679481,0.310639565286314,0.113242740653012,0,0,-0.0155991700180938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253201700892996,0,0,0,0,0.0861090633895899,0,0,0,0.0359965532873483,-0.0341476310955791,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.277258704105169,0.421248510326334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030856486274168,0,0,0,0,0.20163988452497,0,0.154172926679033,0,0,-0.0177611577247524,0,0,0,0,0,0,0,0,0,0.0445315309135153,0.00768486168619747,-6.93889390390723e-18,0,-0.0838373284293951,0,0.00625015541625711,-0.0381593980631036,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.19976279898146,0.0327683666227551,0,0,0,0.069621982081563,0,0,0,0,0,0,0,0,0.250189116283668,0.0112957305591088,0,0,0,0,0.0701371298511826,0,0,0.00177345918603081,0.00150508142296504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979060925414016,0,0,0,0,0,0,0,0,0.00833879254774053,-0.0166532867257491,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614917633685223,0,0,0,0,0.0677870245582412,0,0,0.260489235716972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135016669269763,0,0.0932747182409318,0,0.0217772547251289,0,0,0.0898786531712179,0,0.00197406226426407,0.0363082378839846,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234272123545621,0,0,0,0,0,0,0,0.66203928128373,-3.46944695195361e-18,0,0,0.114442690797479,0,0.0370851501376408,0.0762130222809845,0,0,0,0,0,0,0,0,0,0,0.0169077899089765,0.0603322998805014,0,0,0,-0.0212677011028414,0.0143867895927909,0.0264539273761452,-0.0517005322582677,0,0,0,-0.129184497953129,0
X600111.SH,0,0,0,0,0,0,0,0.219224955340554,0,0,0,0,0,0,0,0.30011946274567,0,0.0390522334715847,0,0,0,0,0.207368675393932,0,0,0,0,0.116345359689647,0.0253032382426926,0,0,0,0,0,-0.0249563551312603,0,0.0214505307263506,0,0,0,0,0,0,0,0,0,-0.037332088445286,0,0.16657805202637,0,0,0.023208403062184,0.0160020313499084,0,0,0,-0.121346602144151,0,0
X000990.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209093097245562,0,0.0588435893499667,0,0,0,0,0,0.0881554530682979,0.134236841928057,-0.0364588102704802,0,0,0,0,0.0828517505361938,0.147709086064958,0,0,0,0,0,0,0.209082464491317,-0.137518352336772,0,0,0,0,0.165018059589047,0,-0.270768325693162,0,-0.013554542928208,0.0582391765973385,0,0,0,0.029104333296367,0,0
