,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X601600.SH,X600019.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X000708.SZ,X002460.SZ,X600803.SH,X600027.SH,X000786.SZ,X002466.SZ,X600160.SH,X000301.SZ,X601991.SH,X000807.SZ,X600219.SH,X600426.SH,X000983.SZ,X601699.SH,X600985.SH,X000630.SZ,X000408.SZ,X002128.SZ,X000933.SZ,X600096.SH,X601168.SH,X600176.SH,X000877.SZ,X002271.SZ,X600995.SH,X000883.SZ,X600352.SH,X002353.SZ,X600378.SH,X000027.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.145918047849571,0,0.040169938288112,0,0,0.134170769842274,0,0,0,0,0,0,0,0,0,0.203939042655017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278757896863881,0,0,0,0,0.0876656786895014,0,0,0,0,0,0,0.165561028863761,-0.12786176467159,0,0,0,0.0634441671026026,0,0,0,0,0,0,0
X601088.SH,0.109047984145168,0,0,0,0.216186000593567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108661375374454,0,0,0,0,0,0,0,0,0,0.0222459626511645,0,0,0.160166831708167,0,0,0,0.0144854559136679,0,0,0,0,0,0,0,0,0,0,0,0.0384612894615967,0,0,-0.0335423853189273,0,0,0,0,0,0
X600028.SH,0.446013381478378,3.46944695195361e-18,0,0,0.268276207006901,0.0482120585955857,-0.0216042543472523,0,0,0,0,0.0530930577648032,0,0,0.0362013793024178,-0.0500709439559837,0,0,0,0,-0.0197502333527747,0,0,0,-0.0784547459450881,0,0,0,-0.00563633816819968,0,0,0,0,0,0,0,0,0,0,-0.135876039734351,0,0.0893337012577062,0,0,0,0,0,0,0.0810932147052769,0,0,0,0.00303195851203246,0.028372380464019,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.110924223543716,0.12048944900648,0,0.0740124186195499,0.00229576321209821,0,0,0,0,0,0.363313656431651,0,0,0,0,0,0.108429858865974,0,0,0,0,0,0.0136834682128849,0,0,0,0.0784467611789766,0,0.0276397741568603,0,0,-0.104611767232291,-0.0312029260476976,0,0,0,0,0,0
X601898.SH,0.0762079917159879,0,0.247473281893317,0,0,0.107961472981002,0,0,0,0,0.0903719431265409,0,0,0,0,0,0,0.0785795916344702,0,0,0,0.0571208533883752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170695911344413,0,0,0.00449927216929589,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0976603826274404,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0946933836382277,0,0,0,0.0458323089110155,0,0,0,0,-0.224899902468166,0,0,0,0,0,0,0,0,0.0841372224997482,0,0,0,0,0,0,0,0,0.193602726066729,0.457371027769692,0,0,0,0,0,0,0,0,0,0.0278043635288736,0.0341608178970502,0,0,0,0.272379731727843,0.0247236160997298,0,0,0.016109471550058,0,0.158593497771964,0,0,0,0,0
X600660.SH,0,0,0,0.134750760537277,0,0,0,0.171830333629499,-0.0575843750364483,0,0,0,0,0,0,0,0,0,0.0232428355779602,0,0,0,0,0.310347946281242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126473959784976,-0.116015453144546,0,-0.49995650159049,0.219410727191192,0,0,0,-0.0489518759296841,0,0,0,0,-0.00920228461347382,-0.0251648614833844,-0.0368245787623115,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06046466740892,0,0,0.404011341447878,0.36545949589583,0,0,0,0,0,0,0,0.0396078667183219,0,0.294674644807709,0,0,-0.116959442864146,0,0.210819080770787,0,0,0,0,0,0,-0.0417907454688077,-0.045996670261358,0,0,0,0,0,0
X600019.SH,0,0,0.29387675666666,0,0,0,0,0,0,0,0,0,0.181536801904313,0.144364881694152,0,0,0,0.0341654051798827,0,0,0,0,0,0,0,0,0,0,0,0.135732141423381,0,0,0,0,0,0,0,0,-0.0273243535989269,0,0,0,0,0,0,0,0,-0.138899561101451,0,0.301864044454164,-0.11350929216414,-0.0886371271168845,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.173657594659265,0,0,0,0,0,0,0,0,0.0772946080549553,0,0,0,0,0,0,0,0.0249003548016763,0,0.0564543469323846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051392048607267,0,0.201077095838778,0,0,0,0,0,0,0,0.30596304600997,0,0.0441296497133135,0,0,0,0,0,0,0
X600547.SH,0,0,0,-0.125372240517393,0.00824719742027288,0.0525079202486359,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.807882010925335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566048016340943,0,0,0,0,0,0,0,0,0.0601743706571436,0,0,-0.02174454999603,0,0,0,0,0.239851320712441,0,0
X600886.SH,0.174662050730709,0,0,0,0,0,0,0.023043120916555,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.11783193526137,0,0,-0.208155218589433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404844503029928,0,0,-0.0843788307788207,0,-0.0753608661480425,0,0,0,0,0,0,0,0,0,0.0637974232453126,0.207387567277521,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.125476448965724,0,0,0,0,0.27419274807619,0,0,0,0,0,0,0,0.082944650594367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00362564692906431,0,0,0,0,0,0,0,-0.0699949430954181,0.179162432181966,3.46944695195361e-18,0,-0.0922672609472945,-0.0133673071746988,0,0,0,0,0,0
X000792.SZ,0.00921848114504435,0,0,0.142583973763158,0,0,0,0,0.206729806849587,0,0,0,0,0,0,0,0,0,0,0,0.306271459474055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626410539240574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207039197520361,0.00860611393865939,0,0,0,0,0,0
X600795.SH,0.0200611750452911,0,0.201949322081386,0,0,0,0,6.93889390390723e-18,0,0,0,0.239590278079157,0.0770185125921528,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0835619712093801,0,0,0,0,-2.77555756156289e-17,0,0,-0.0802510123510637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236994309322594,0,0,0,0,0,0,-0.0141642870384883,-0.0285564472969707,0,0,0,0,0,0
X600362.SH,0.163936148573914,0,0,0,0,0,0,0,0,0,0.0920403636480902,0,0,0,0,0,0,0,0,0,0.126000434865834,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0461011519543117,0,0.174804344006835,0,0,0.100301346234022,0,0.2362726306039,0,0,0,0,0,0,0.0117438080256515,0,0,0,0,-0.0149895983735473,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.0263954379224835,0,0,0,0,0.121588586378038,0,0,0,0,0,0,0,0,0.059823435981497,0.336765925419187,0,0,0.0203578593857965,0,0,0,0,0.074534028962697,0,0,0.0328382554256908,0,0,0,0,0,0,0,0,0,0,0,0.0982732792229799,0.0796055530437914,0.0630016606633474,0,0,0,0,0.00934844727817489,0,0,0,0,0,0,0,0.041983269103318,0,0
X600489.SH,0,0,0,0,0.0299720385198642,0,0,0,0,0,0.710063672349065,0,0,0,0,0,0,0,0,0,0,0,0.0499868595342915,0,0,0,0,0,0,0.394319993229078,0,0,0,-0.293487626108751,0,0,0,0.0850962293258792,0.198779016995881,0,0,0,-0.0218674157925634,0,0,0,-0.0413739359822714,0.139039256230119,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0646025666870252,0,0,0,0.119904503188322,0,0,0,0,0.131888198063772,0.131779570630185,0,0,0,0.216794183260888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10245270022984,0.0440990737820447,0,0,0,0,0,0,0.0222099369912381,0,0,0,0,0,0.224759840443133,0,0,0.0149620149810291,-0.0367239772929246,0,0,0,0.0813766725243363,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.022317643973664,0,0,0,0,0,0,0,0,0,0.0240861061770561,0,0.114229577347413,0.159896601480442,0,0.0762726207075506,0,0,0.0294891231102751,0,0,0,0.189614578002378,0.00721938872734103,0,0.0346006514007806,0,0,0,0,0,0,0,0,0.221636839635406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,-0.152490527623965,0,0,0,0,0,0,-0.0464460047371349,-0.0692884393620799,0,0,0,0.0941664936993794,0,0,0,0,0.536650901186094,0,0,0,0,0.101505848260424,0.33930419312871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000150381793791402,0.0322392430640408,-0.0240956795971228,0.207516121776021,0,0,0,0,0,0,0,0,0.054198096297734,-0.0302017482789793,0,0.140282142632047,0,0,0,0
X600803.SH,0,0,0,0.229088580788455,0,0,0,-0.045562305578531,0,0,0.0225371910681835,0.448635635192221,0,0,0,0,0,0,0.119358801223322,0.277357130155631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179679545715013,0,0,0,0,0,0,-0.100574951065241,0,0.0332207150215811,0,0,-0.28750765800386,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0542417591619133,0,0,0,-0.125220111045405,0,0.911873527358963,0,0,0,0,0,0,0,0,0,0,0.0214418508530761,0,-0.265903443853509,0,0,0,0,0,0,0.107171166520365,0.0339778897351158,0,0,0,-0.0425482574889294,0,0.323513623750457,0.103443002027024,0,0.00217540633288563,0,0,0,0,0,0,0,0,0.0371328570613,-0.0410624654079738,0.0358858682227833,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0.404555107924887,0.147785100301403,0,0.220899934130602,0.0316386797049963,0,-0.108558812968686,0,0,0,0,0,0,0,0,-0.00961674187545393,0,0,0,0,0,0,0,0,0,0,0.165379785076776,0,0,0,0,0.143589399362708,0,0,0.061448733655673,0,0.0226186467029332,0,0,0,0,0,0,0,0,0,0,-0.277049620865407,-0.0447341071823889,0,0,0,0
X002466.SZ,0,0,0,0,0,0.0784718804430284,0,-0.0536053224819751,0,0,-0.0666885880633468,0,0.0432552439206454,0,0,0,0,0,0,0,0.951501857196293,0,0,-0.0116953394148705,0,-0.0253527277066819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435249273740154,0,0.111542256897675,0,0,0,-0.0521182761338044,0,0.0309446685175832,0,0,0.0362224239342824,0,0.0342676490922799,0,0,0,0,0
X600160.SH,0,0,-0.220805253999326,-0.0436887228530202,-0.0221178480964434,0,0,0,0,0,0,0,0,0,0,0,0,-0.081904282601535,-0.37735427729141,0.0554905964719267,0,0,0,3.46944695195361e-18,0,0,-0.340601170585985,0,0,0,0,0,0,0.101706972279627,0,0,0,0.471441312805025,0,0,0,0,0,0,0,0,0.486210446394666,0.570451216720138,0,0,0,-0.0520495533844459,0,0,0,0,0.133524183871359,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325316593242584,0.0546398567425333,0,-6.93889390390723e-18,0.0943304366200869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166169632627793,0.0945718578953773,0,0,0,0,0,0.111462553645966,0,-0.0158206706417997,-0.0948397854244594,0,0,0,0,0,0
X601991.SH,0,0,0.0975571588362821,0,0,0,0,0.0405784177242667,0,0,0,0.214296122044649,0,0,0,0,0,0,0,0,0,0.0514342141403223,0.278698976515546,0,-0.0454271891206335,0,0,0,0,0,0,0.0720685523649332,0,0,0,0,0,0.0582137683271742,0,0,0,0.208292649360552,0,0,0,0,0,0,0,0,0,0,0.0486559683541091,0.0156440443369322,0,0,0,0,0
