,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600886.SH,X600547.SH,X600011.SH,X600585.SH,X600660.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600027.SH,X600111.SH,X000708.SZ,X600803.SH,X002460.SZ,X601991.SH,X600426.SH,X000301.SZ,X600160.SH,X000983.SZ,X601699.SH,X000786.SZ,X002466.SZ,X002128.SZ,X000807.SZ,X600219.SH,X600176.SH,X000630.SZ,X000933.SZ,X600985.SH,X601168.SH,X000877.SZ,X600096.SH,X000408.SZ,X000883.SZ,X002353.SZ,X000027.SZ,X000932.SZ,X002271.SZ,X002409.SZ,X600801.SH,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.359024157220645,0,0,0,0.0121775131734344,0.0145568687362151,0,0,0,0,0,0,0,0,0.177818417237037,0,0,0,0,0,-0.0402777222199601,0,0,0,-0.0914753121518764,0.204535545532283,0,0,0,0,0,0,0,0,0,0,0.163358017759077,0,-0.0872415008149865,0,0,0.0117209286824838,0,0,-0.0744832971260752,0,0,0,0,-0.0109107675379126,0,0,0,0,-0.0684999779936635,0,0
X601088.SH,0.160937567621223,0,0.175211509438819,0,0,0,0.114164005435525,0,0,0,0.0595220770987379,0.00676768944498445,0.0867302288913621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443936925943301,0,0.209674762966608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701712227186956,0,0,-0.0918507054844043,0.0958121534391718,0,0,0,1.73472347597681e-18,0.0693262258511284,0.086197849044205,0,0,0.032532690119145,0,0
X600028.SH,0.457022396894145,0.179592555054959,0,0,0.0174746826878045,0.0113098517411594,0,0,0,0,0,0,0,0,0,-0.0297913073240403,0,0,0.0511096010659623,0,0,0,0,0,0,0,0,0,0,-0.0904734084574571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0892470102327491,0,0,0,0,0,0,0,0,0.0592073081290487,0,0
X600309.SH,-0.167997995084228,0,0,0,0,0,-0.0230293916468027,0,0,0,0,0,0,0,0,0,0.0456419516122325,0,0,0,0,0.0706670302459707,0,0,0.0851817089394903,0,0.0132721186369452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148714768315195,0,0,0.202952418900511,0,0,0,0,0,-0.0276223966524764,0.00916899927248866,0,0,0.00792162513149145,0,0
X601898.SH,0,0,0.134902811883896,0,0,0,0.189757410392708,0,0,0,0,0.0781652678237259,0.0330635227933146,0,0,0,0,0,0.0423857525523417,0,0.0829023763545667,0,0,0,0,0,0,0,0.237829734990397,0,-0.00584900797778636,0,0,0,-0.0289592491184908,0,0,0.210193404761307,0,0,0,0,0,0,0,0,0,0,0,0,0.011099705430503,0,0,0,0,0,-0.00431872473401685,0,0
X600019.SH,0,0,0,0,0.209484649903863,0,0,0,0,0,0,0,0.0758097904780423,0,0,0,0,0,0.175219371852306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694867347986804,0,0,-0.0623990734156673,0,0,0,0.16451337378254,0.151662925411709,0,0,0,0,0.0623723602371092,0,-0.0495731319634369,0,0,0.00833760115099495,0,0
X600188.SH,0,0.142680948535265,0,0,0,0,0,0,0,0,0,0,0.108263406468263,0,0,0,0,0.09149012312319,0,0.0244084372169146,0,0,0,0,0,0,0,0.22407684601862,0.568093819039456,0,0,0,-0.0751842375487407,0,0,0,0,0.0803558293567246,0,0,-0.0929532731746844,0,0,-0.0365220988199322,0,0,-0.220164487912573,0,0,0,0,-0.058639411073558,0,0,0,0,-0.0148044467400792,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.146258986517855,0,0,-0.0233308692393218,0.246197432772951,0,0,0,0,0.0793744456498532,0,0,0,0,0,0,0,-0.0687524375452841,0,0,-0.143653978245244,0,0,0,0,0,0,-0.029604002322174,0,0,0.143222692963956,0,0,0,0,0,0,0,0,0,0,-0.148178156277071,0,2.16840434497101e-19,0.0933059170585216,0,0,-5.42101086242752e-20,0,0
X600547.SH,0,0,0,-0.0609349807519177,0,0,0,0,0,0,0,0,0,0,0,0.488942032689322,0.329803800619091,0,0,0,0,0,0,0,0,0,0.0275133679838926,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.113631535255085,0,0.029082642299466,-0.000982184943912105,0,0,0,0,0,0,-0.0159514741170855,0,0,0,0.184787410826761,-0.0256787832392051,0,0,0,0,-0.0340194033772614,0,0
X600011.SH,0.0240479880427241,0,0,0,0,0,0,0,0,0,0,0,0,0.136692529553118,0,0,0,0,0.191411672237557,0,0,0,0,0.378102136048024,0,0,-0.0313656463839539,0,-0.170553471412676,-0.0366402626255936,0,0.104721557940998,0,0,0,0,0.0425504652237388,0,0,-0.0222529203076311,0,0,0.083191742245291,0,0,0,0,0,0,0,0,0.0385394816218979,0,0,0,0,-0.0811737053239261,0,0
