,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X600795.SH,X600352.SH,X600688.SH,X600111.SH,X600801.SH,X000723.SZ,X600027.SH,X601992.SH,X600489.SH,X000786.SZ,X002271.SZ,X600516.SH,X600176.SH,X000898.SZ,X600612.SH,X600299.SH,X002460.SZ,X000709.SZ,X601158.SH,X600426.SH,X002466.SZ,X000883.SZ,X000629.SZ,X600219.SH,X002353.SZ,X000027.SZ,X000630.SZ,X600583.SH,X000553.SZ,X000825.SZ,X601699.SH,X000401.SZ,X600985.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140589650441375,0,0,0.0751800104785111,0,0,0,0,0,0.00648844895784849,0.039370924711724,0,0,0.0793545925852709,0,0,0,0,0.0132372878735959,0,0.0814172016429326,0,0.0143930106830022,0,0,0,0,0,0,0,0.00183906752594432,0,0,-0.00538861266340471,0.00596607872393875,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0677425740285577,0,0,0,0,0,0,0,0,0.0660492058404433,0,0,0,0.0252321962700568,0,-0.0456116728613743,0,0,0,0,0,0.0630463550871949,0,0,0,0,0,0.0594054723200483,0,0,0,0,0,0,0,0,0.0234440940435341,0,0,0,0,0,0,0,0,0,0,-0.0279084263461972,0.0252814326918483,0,0,0,0,0,0
X601088.SH,0,0,0,0.340011032685579,0,0,0,0,0,0,0,0,0,0.155989349893536,0,0,0,0.0668194713170779,0,-0.0258252452614853,0,0,0,0,0,0,0.0358065254785971,0,0,0,0,0,0.000328205513564997,0,0,0,0,0.0396264722055391,0,0,-0.0459117835526007,0,0,0,0,0,0,0,0,0,0,0.00488481545087949,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460668493976577,0,-0.0212881921326006,0.384822242079099,-0.0048941108907028,0,0,0,0,0.294377830050567,0,0,0,0,0,0,0,0,0,0,0,0.0296531529315963,0,-0.0549121568096577,0,0,0,0,0,-0.0166490490733304,0.0293301875682875,0.0571745952223758,0.0186782934125654,0,-0.0139953695442673,0.0216256580317438,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0672065678790226,0,0,0,0,0,0,0.0375595864476047,0,0,0,0.00551505356079747,0,0,0.0451628495990149,0.0761863885130033,0,0,0,0,0,0.21085273271185,0,0.0417209085547008,0,0,0.0799942611358912,0,0,0,0,0.149956020056825,0,0,0,0,0,0,0,0,0,0,0.00505059945580899,0,0,-0.00266115045476338,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.111988730631444,0,-4.33680868994202e-19,0,0.0444019212683414,0,0,0,0.161893624286574,0,0,0,0,0.00562738347897556,0,0,0,0.0203577302901653,0,0,0.00423142381656331,0,0,0,0,0,0,0,0,0,0,0,-0.050102046752153,0,0.167614162258519,0,0,0,0,0,0.138600988988886,0,0,0,0,0,0,-0.0169848074275958,0.0210253560598051,0,0,0,0.019798558704969,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.263669458741798,0,0,0,0,0,0,0,-0.140137825387981,0.00333445168196206,0,0,0.648163758721627,0,0,0,0,0,0.127337013743158,0,0,0,0,0,0,0.136969011131371,0,0,-0.0892728830796626,0,0,0,0,0,0,0,0,-0.269459310930427,0,-0.0507838954553089,0.0322571177424413,0,0,0,0.0111523477084914,0,0
X600011.SH,0,0,0,0,0,0,-0.0665910588113789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413560515856725,0,0.539521333592316,0.0687112831824469,0,0,0,0,0,0,-0.0761014494440083,0,0,0,0.0189283440254703,0,0.0571705059305069,0,0,0,0.203181335374022,0,0,0,0,0,0,0,-0.122348672191161,0,0,0,-0.0221363566270046,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,-0.0226823734881754,0,0,0.00854484318583243,0,0,0,0.00597745163800486,0,0,0,0,0.136106362510995,0.142619870726707,0,0.0895985042962659,0,0,0,0,0,0.0399535804632581,0,0.095147776335938,0,0,0,0,0,0,0,0,0,0.0529616386369589,0,0,0,0,0.100838847410404,0.074567085602375,0,0,0.0762456279402652,0,0,0.00269351832646706,0.00549690565069726,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833498644081998,0,0,0,0.005336930054053,0,-0.00257664264785598,0,0.0547364262491575,0,0.158792381522835,0,0,0,-4.33680868994202e-19,0,0,0,0.0100240455806884,0.0743991016150204,0,0,0,0,0.0815717297603228,0,0,0,0,0,0,0,0.265927712143113,0,0,0,0,0,0.0371979234510496,-0.0259499672823596,0,0,0,0,0,0
